Description,Code,No_jobs,Median,change,Mean,change.1,10,20,25,30,40,60,70,75,80,90
    Sales And Related Associate Professionals,354,410,13.08,-2.8,15.07,-1.2,8.13,9.37,10,10.69,11.94,14.66,16.54,17.6,18.92,23.52
      Buyers and purchasing officers,3541,47,14.99,1.4,16.32,0.8,9.55,11.13,11.74,12.44,13.64,16.68,17.83,18.38,19.22,x
      Sales representatives,3542,273,12.63,-3.4,14.72,-2.1,7.69,8.9,9.46,10.05,11.27,14.28,16.15,17.43,18.97,23.75
      Marketing associate professionals,3543,81,13.93,-1.0,15.57,0.5,9.2,10.54,11.22,11.75,12.7,15.07,16.35,17.19,18.04,x
"      Estate agents, auctioneers",3544,9,11.86,0.6,15.04,1.2,x,9.33,9.58,10.09,11.3,12.47,x,x,x,x
    Conservation Associate Professionals,355,25,13.72,-1.3,14.15,-2.8,8.87,10.82,11.15,11.99,12.88,14.98,16.31,16.71,17.41,x
      Conservation and environmental protection officers,3551,19,15.16,3.5,15.39,-0.6,10.83,12.3,12.62,13.08,13.79,16.28,16.75,17.44,18.05,x
      Countryside and park rangers,3552,7,10.83,-2.9,10.83,-5.0,x,7.98,8.79,9.15,9.96,11.08,12.31,12.92,x,x
    Public Service And Other Associate Professionals,356,348,13.7,-1.3,14.71,-0.9,9.48,10.73,11.36,11.93,12.56,14.85,16.07,16.89,17.78,20.49
      Public service associate professionals,3561,102,14.39,-9.9,15.35,-5.6,11.36,12.34,x,12.56,13.42,15.38,16.73,17.01,17.87,20.2
      Personnel and industrial relations officers,3562,115,12.72,2.3,14.05,0.4,8.65,9.76,10.01,10.44,11.52,13.91,15.45,16.28,17.03,19.86
      Vocational and industrial trainers and instructors,3563,76,12.66,-0.8,13.47,-0.8,9.37,10.26,10.63,11.04,11.9,13.68,14.94,15.55,16.32,18.79
      Careers advisers and vocational guidance specialists,3564,10,14.04,0.8,15.29,-1.2,x,11.3,11.58,11.86,12.55,14.44,15.33,15.95,x,x
"      Inspectors of factories, utilities and trading standards",3565,5,15.92,-7.0,18.04,-4.9,x,x,12.96,13.78,14.81,17.39,x,x,x,x
      Statutory examiners,3566,8,13.5,-0.1,14.16,0.3,x,11.4,11.97,12.22,12.68,14.46,15.55,15.93,x,x
      Occupational hygienists and safety officers (health and safety),3567,23,17.11,2.4,17.86,2.7,11.2,12.78,13.43,14.2,15.73,18.3,19.7,20.66,21.55,x
      Environmental health officers,3568,9,15.75,-4.3,15.99,-3.3,x,13.2,13.81,14.78,15.48,16.35,17.25,18.05,x,x
Administrative and secretarial occupations,4,1920,10.29,1.0,11.25,1.2,7.37,8.2,8.59,8.88,9.57,11.15,12.26,12.9,13.68,16.27
   Administrative occupations,41,1584,10.3,1.0,11.29,1.3,7.43,8.26,8.63,8.92,9.58,11.15,12.27,12.9,13.68,16.22
    Administrative Occupations: Government And Related Organisations,411,277,10.7,-2.5,11.43,-1.5,8.18,8.96,9.23,9.46,10,11.48,12.38,13.03,13.58,15.55
      Civil Service executive officers,4111,69,12.05,-5.9,12.6,-3.0,9.46,10.34,10.76,10.99,11.37,12.56,13.58,13.65,14.49,16.14
      Civil Service administrative officers and assistants,4112,119,9.41,-2.3,10.1,-2.6,7.86,8.18,8.33,8.67,8.98,9.83,10.08,10.63,11.37,13.36
      Local government clerical officers and assistants,4113,82,11.66,0.9,12.19,1.2,8.7,9.38,9.69,10.16,10.97,12.28,13.31,13.86,14.28,16.46
      Officers of non-governmental organisations,4114,7,13.17,4.4,14.1,4.7,x,9.9,10.19,10.75,12,14.3,15.64,16.4,x,x
    Administrative Occupations: Finance,412,439,11.04,1.2,12.14,1.5,7.72,8.65,8.99,9.41,10.19,12.01,13.15,13.81,14.8,18
      Credit controllers,4121,23,10.42,0.9,11.26,0.8,8.13,8.75,9.09,9.42,9.91,11.22,11.74,12.61,13.14,x
"      Accounts and wages clerks, book-keepers, other financial clerks",4122,264,11.24,1.3,12.41,1.5,7.85,8.75,9.13,9.55,10.32,12.28,13.5,14.29,15.14,18.74
      Counter clerks,4123,152,10.8,1.0,11.79,1.4,7.6,8.39,8.77,9.22,9.94,11.69,12.69,13.36,14.07,17.17
    Administrative Occupations: Records,413,283,10.22,2.5,11.14,2.9,7.4,8.2,8.57,8.81,9.56,11.03,11.97,12.59,13.41,16.02
      Filing and other records assistants/clerks,4131,106,10.24,1.9,10.93,1.9,7.42,8.23,8.67,8.88,9.61,10.96,11.89,12.48,13.24,15.27
      Pensions and insurance clerks,4132,35,10.86,4.8,12.17,2.9,7.66,8.44,8.84,9.33,9.95,11.98,13.31,14.02,15.23,x
      Stock control clerks,4133,64,9.96,3.6,10.73,3.1,7.23,8,8.29,8.59,9.13,10.69,11.62,12.07,12.57,15.04
      Transport and distribution clerks,4134,40,10.93,1.9,11.86,3.4,8.12,8.81,9.2,9.47,10.12,11.82,12.84,13.53,13.89,x
      Library assistants/clerks,4135,12,9.65,2.6,10.2,4.8,7.79,8.25,8.44,8.79,9.13,10.24,10.75,11.13,11.68,x
      Database assistants/clerks,4136,23,9.34,3.1,10.97,2.8,6.73,7.16,7.65,8.08,8.7,9.98,11.25,11.67,13.67,x
      Market research interviewers,4137,x,8.57,0.2,10.28,4.9,x,x,x,x,8.05,x,x,x,x,x
    Administrative Occupations: Communications,414,25,12.34,1.6,12.34,1.7,7.77,9.22,9.9,10.48,11.49,13.08,13.87,14.18,14.97,x
      Telephonists,4141,8,9.16,2.2,9.84,3.3,6.8,7.46,7.79,8.17,8.64,10.25,10.77,11.28,x,x
      Communication operators,4142,17,13.31,0.2,13.52,0.7,9.92,11.28,11.82,12.05,12.64,13.92,14.54,15.09,15.57,x
    Administrative Occupations: General,415,561,9.59,0.9,10.61,1.8,6.98,7.75,8.09,8.38,8.94,10.37,11.31,12,12.8,15.49
      General office assistants/clerks,4150,561,9.59,0.9,10.61,1.8,6.98,7.75,8.09,8.38,8.94,10.37,11.31,12,12.8,15.49
   Secretarial and related occupations,42,336,10.27,1.0,11.07,0.4,7.08,7.97,8.36,8.71,9.49,11.14,12.11,12.9,13.74,16.58
    Secretarial And Related Occupations,421,336,10.27,1.0,11.07,0.4,7.08,7.97,8.36,8.71,9.49,11.14,12.11,12.9,13.74,16.58
      Medical secretaries,4211,27,10.83,2.9,10.93,2.3,8.97,9.63,9.96,10.2,10.48,11.14,11.15,11.15,11.39,x
      Legal secretaries,4212,23,10.22,1.1,11.12,0.3,7.76,8.58,8.76,8.9,9.54,10.89,11.74,12.01,12.97,x
      School secretaries,4213,19,9.96,1.5,11.13,3.8,7.69,8.4,8.69,8.96,9.44,11.19,11.97,12.48,13.5,x
      Company secretaries,4214,6,10.73,-12.3,12.15,-7.3,x,7.67,7.89,8.8,9.94,12.5,13.34,x,x,x
      Personal assistants and other secretaries,4215,152,12.11,1.5,12.84,1.2,8.22,9.57,9.91,10.33,11.15,13.25,14.37,15.18,16.1,18.48
      Receptionists,4216,103,8.15,-0.4,8.52,-0.9,6.25,6.82,7.07,7.31,7.74,8.62,9,9.4,9.78,11.34
      Typists,4217,6,9.35,2.4,9.68,3.1,x,8.13,8.41,8.7,8.95,9.48,9.88,x,x,x
Skilled trades occupations,5,1619,11.15,0.6,11.8,0.7,7.14,8.39,8.86,9.32,10.23,12.06,13.2,13.83,14.61,17
   Skilled agricultural trades,51,100,8.79,-1.9,9.21,-0.6,6.55,7.19,7.43,7.87,8.43,9.32,9.92,10.33,10.72,12.17
    Agricultural Trades,511,100,8.79,-1.9,9.21,-0.6,6.55,7.19,7.43,7.87,8.43,9.32,9.92,10.33,10.72,12.17
      Farmers,5111,5,10.31,5.3,10.61,-2.2,x,x,8.88,9.02,9.69,10.75,x,x,x,x
      Horticultural trades,5112,x,7.59,2.2,8.26,0.0,x,x,x,7.24,7.35,8.21,x,x,x,x
      Gardeners and groundsmen/groundswomen,5113,84,8.75,-2.0,9.1,-0.5,6.52,7.16,7.43,7.85,8.38,9.22,9.84,10.23,10.6,11.89
      Agricultural and fishing trades n.e.c.,5119,7,9.03,-1.7,9.93,-1.0,x,7.18,7.19,7.48,8.32,9.9,x,x,x,x
   Skilled metal and electrical trades,52,909,12.33,0.9,12.94,1.1,8.37,9.58,10.07,10.55,11.46,13.29,14.35,15.04,15.8,18.2
"    Metal Forming, Welding And Related Trades",521,86,11.48,3.7,12.29,4.3,8.53,9.25,9.71,10.08,10.87,12.07,13.25,14,14.7,16.54
      Smiths and forge workers,5211,x,11.04,-5.1,11.99,1.1,x,x,x,x,x,x,x,x,x,x
"      Moulders, core makers, die casters",5212,x,10.13,1.3,10.34,2.3,x,x,x,x,9.04,10.61,x,x,x,x
      Sheet metal workers,5213,16,11.33,2.5,11.37,-0.3,7.34,8.76,9.14,9.52,10.56,11.79,12.37,12.82,13.32,x
"      Metal plate workers, shipwrights, riveters",5214,11,12.01,3.2,13.26,6.9,x,10.63,10.89,11.09,11.43,12.59,14.08,14.58,x,x
      Welding trades,5215,46,11.09,4.6,11.99,4.4,8.46,9.11,9.43,9.94,10.61,11.86,12.51,13.42,14.27,x
      Pipe fitters,5216,7,14.86,10.1,15.41,12.1,x,12.01,12.47,13.56,14.22,15.45,15.87,x,x,x
"    Metal Machining, Fitting And Instrument Making Trades",522,372,12.67,1.5,13.26,1.3,8.17,9.6,10.22,10.75,11.65,13.63,14.83,15.64,16.5,19
      Metal machining setters and setter-operators,5221,53,11.68,1.8,12.38,3.5,8.72,9.57,10.01,10.39,11,12.58,13.44,14.07,14.69,x
"      Tool makers, tool fitters and markers-out",5222,10,12.36,6.1,12.83,4.5,x,10.39,11.16,11.37,11.83,12.85,14.13,14.63,x,x
      Metal working production and maintenance fitters,5223,297,12.88,0.6,13.43,1.0,8,9.59,10.23,10.84,11.85,13.91,15.15,16.02,16.85,19.54
      Precision instrument makers and repairers,5224,12,12.7,1.1,13.38,-2.4,x,9.5,10.26,10.62,11.98,13.31,13.95,x,x,x
    Vehicle Trades,523,161,10.65,-0.8,11.17,0.6,7.5,8.65,9,9.42,10,11.42,12.18,12.51,13.11,15.09
"      Motor mechanics, auto engineers",5231,121,10.72,-2.2,11.25,0.2,7.35,8.6,8.98,9.42,10,11.49,12.25,12.7,13.32,15.34
      Vehicle body builders and repairers,5232,24,10.41,2.1,10.93,1.1,7.96,8.88,9,9.44,10,11.18,11.92,12.31,12.52,x
      Auto electricians,5233,x,11.39,5.4,11.98,6.8,x,x,x,x,x,x,x,x,x,x
      Vehicle spray painters,5234,13,10.41,2.5,10.74,1.7,8.16,8.61,8.89,9.02,9.92,10.79,11.98,12.04,12.44,x
    Electrical Trades,524,291,13.3,1.2,13.73,0.8,9.25,10.46,11.14,11.59,12.48,14.06,15.08,15.63,16.22,18.39
"      Electricians, electrical fitters",5241,136,13.42,-1.7,13.85,-0.7,8.88,10.66,11.26,11.69,12.65,14.21,15.25,15.79,16.4,18.78
      Telecommunications engineers,5242,32,14.18,5.2,14.39,1.7,10.29,12.45,12.7,13.21,13.63,14.8,15.93,16.19,16.47,x
      Lines repairers and cable jointers,5243,8,15.34,2.2,16.13,7.1,x,13.32,13.61,13.91,14.87,15.93,16.61,x,x,x
"      TV, video and audio engineers",5244,6,10.26,-3.2,10.79,-1.3,x,x,x,9.34,9.66,10.45,x,x,x,x
"      Computer engineers, installation and maintenance",5245,15,13.83,5.2,14.82,5.5,8.84,10.16,11.12,11.63,12.99,14.88,16.43,17.94,x,x
      Electrical/electronics engineers n.e.c.,5249,94,12.48,1.3,13.14,1.4,9.25,10.18,10.66,11.16,11.86,13.4,14.34,14.87,15.44,17.27
   Skilled construction and building trades,53,307,11.07,-0.1,11.62,-0.4,7.71,8.96,9.38,9.7,10.41,11.75,12.61,13.11,13.65,15.65
    Construction Trades,531,255,11.24,0.4,11.78,-0.1,7.81,9,9.47,9.88,10.5,12,12.8,13.3,13.92,15.95
      Steel erectors,5311,x,10.47,-4.2,11.49,0.5,x,x,x,9.52,10.03,11.02,x,x,x,x
"      Bricklayers, masons",5312,22,11.17,1.1,11.94,3.2,8.25,9.19,9.81,10.18,10.62,11.67,12.5,12.68,13.04,x
"      Roofers, roof tilers and slaters",5313,13,10.43,0.1,10.93,2.6,8,8.8,9.04,9.41,10.1,11.24,12.03,12.5,x,x
"      Plumbers, heating and ventilating engineers",5314,68,13.19,-0.1,13.46,0.4,8.86,10.56,11.1,11.62,12.27,13.79,14.84,15.53,16.03,17.75
      Carpenters and joiners,5315,99,10.99,-0.5,11.22,-1.2,7.7,9,9.32,9.59,10.32,11.43,12.09,12.55,13.13,14.61
"      Glaziers, window fabricators and fitters",5316,22,8.92,0.2,9.63,1.7,7,7.43,7.76,8.01,8.5,9.48,10.16,10.81,11.03,x
      Construction trades n.e.c.,5319,27,10.72,-4.0,11.85,-3.9,7.92,9.31,9.57,9.83,10.26,11.82,12.46,13,13.7,x
    Building Trades,532,51,10.36,-1.3,10.78,-2.3,7.5,8.62,9,9.44,10,10.98,11.63,11.92,12.47,x
      Plasterers,5321,10,10.42,-2.7,10.73,0.5,x,8.59,8.88,9.13,10,11.06,11.5,11.73,x,x
      Floorers and wall tilers,5322,9,9.5,-5.1,10.21,-8.9,x,7.72,8.37,8.84,9.32,10.01,11.25,11.69,x,x
      Painters and decorators,5323,32,10.5,0.0,10.98,-1.0,7.77,8.75,9.06,9.6,10.06,11,11.71,11.99,12.54,x
"   Textiles, printing and other skilled trades",54,303,8.45,2.4,9.3,1.6,6.25,6.77,7.03,7.31,7.88,9.11,9.93,10.51,11.31,13.46
    Textiles And Garments Trades,541,18,10,1.0,10.5,0.8,6.68,7.45,7.72,8.46,9.2,10.72,11.48,11.79,x,x
      Weavers and knitters,5411,x,9.21,9.9,9.28,4.6,x,x,x,8.51,8.73,9.91,x,x,x,x
      Upholsterers,5412,7,10.36,0.5,10.75,3.1,x,7.72,8.2,8.9,9.77,11.09,11.59,x,x,x
      Leather and related trades,5413,x,9.32,4.6,10.28,-12.4,x,x,x,x,8.21,10.4,x,x,x,x
      Tailors and dressmakers,5414,x,10.27,12.2,9.86,5.9,x,x,x,x,x,x,x,x,x,x
"      Textiles, garments and related trades n.e.c.",5419,x,11.26,12.8,12.47,10.8,x,x,x,x,x,x,x,x,x,x
    Printing Trades,542,48,10.87,-2.4,11.76,1.1,7.3,8.2,8.56,8.92,9.81,12.19,12.99,13.68,14.49,x
"      Originators, compositors and print preparers",5421,5,9.43,-7.8,10.36,-7.3,x,x,x,8.05,8.93,10.44,x,x,x,x
      Printers,5422,20,13.07,0.3,13.9,3.7,8.86,9.81,10.94,11.6,12.47,14.38,15.79,16.24,17.13,x
      Bookbinders and print finishers,5423,21,9.53,-0.3,10.4,1.6,6.99,7.68,7.89,8.17,8.5,10.49,11.29,12.04,12.54,x
      Screen printers,5424,x,8.71,11.6,9.19,9.3,x,x,x,x,x,9.11,x,x,x,x
    Food Preparation Trades,543,204,7.91,3.1,8.5,1.3,6.02,6.5,6.73,6.99,7.38,8.41,9,9.39,9.86,11.63
"      Butchers, meat cutters",5431,25,7.98,4.5,8.63,0.0,6.26,6.75,7,7.11,7.5,8.27,8.78,9,9.46,x
"      Bakers, flour confectioners",5432,19,8.2,1.0,8.71,3.0,6.49,7.37,7.52,7.73,8.02,8.72,9.13,9.37,9.53,x
"      Fishmongers, poultry dressers",5433,x,7.11,9.3,7.68,9.5,x,x,x,6.65,6.76,7.19,x,x,x,x
"      Chefs, cooks",5434,156,7.77,1.3,8.48,0.9,6,6.45,6.59,6.83,7.27,8.41,9.02,9.49,10.01,11.74
    Skilled Trades n. e. c.,549,34,9.4,3.0,10.06,5.4,6.81,7.5,7.9,8.27,8.99,9.84,10.44,10.89,11.75,x
"      Glass and ceramics makers, decorators and finishers",5491,6,9.3,7.1,9.99,6.3,x,7.51,7.77,8.06,8.4,9.6,10.64,x,x,x
"      Furniture makers, other craft woodworkers",5492,12,9.49,3.0,9.7,5.4,7.3,8.26,8.49,8.9,9.4,9.7,10.03,10.32,x,x
      Pattern makers (moulds),5493,x,14.64,8.9,15.4,13.6,x,x,x,x,x,x,x,x,x,x
      Musical instrument makers and tuners,5494,x,x,,x,,x,x,x,x,x,x,x,x,x,x
"      Goldsmiths, silversmiths, precious stone workers",5495,x,x,,12.29,12.0,x,x,x,x,x,x,x,x,x,x
"      Floral arrangers, florists",5496,x,6.73,-0.3,6.92,0.0,x,x,x,x,x,x,x,x,x,x
      Hand craft occupations n.e.c.,5499,8,9.12,-3.1,9.88,-0.3,x,7.48,7.74,7.95,8.58,9.8,10.56,x,x,x
Personal service occupations,6,1103,8.63,-0.1,9.14,0.7,6.19,6.81,7.1,7.4,8,9.33,10.14,10.6,11.15,12.7
   Caring personal service occupations,61,878,8.56,-0.1,8.93,0.4,6.2,6.8,7.08,7.36,7.95,9.23,9.97,10.45,10.92,12.28
    Healthcare And Related Personal Services,611,622,8.64,0.1,8.99,0.3,6.25,6.88,7.13,7.43,8.01,9.31,10.06,10.51,10.99,12.4
      Nursing auxiliaries and assistants,6111,157,9.63,1.5,9.84,2.1,7.47,8.2,8.4,8.69,9.16,10.16,10.68,11.04,11.37,12.59
      Ambulance staff (excluding paramedics),6112,10,10.53,-2.8,11.32,-1.0,8.35,9.12,9.22,9.42,9.67,11.42,12.42,13.48,x,x
      Dental nurses,6113,23,8.64,2.1,8.95,3.4,6.18,6.98,7.19,7.47,8.1,9.41,9.95,10.28,10.62,x
      Houseparents and residential wardens,6114,17,9.96,-2.5,10.1,-5.1,6.73,7.81,8.43,8.8,9.48,10.49,11.42,11.91,12.23,x
      Care assistants and home carers,6115,415,7.99,-0.5,8.6,0.1,6.12,6.55,6.8,7,7.46,8.63,9.5,9.99,10.61,12.16
    Childcare And Related Personal Services,612,236,8.46,0.0,8.79,1.0,6.09,6.69,6.96,7.24,7.8,9.13,9.9,10.33,10.8,12.05
      Nursery nurses,6121,76,7.37,-1.9,8.08,-0.3,5.93,6.08,6.2,6.38,6.74,8.13,9.47,9.91,10.5,11.64
      Childminders and related occupations,6122,10,8.35,7.1,9.2,7.8,5.98,6.45,6.8,7,7.47,9.13,9.96,10.72,x,x
      Playgroup leaders/assistants,6123,9,7.5,-6.0,7.94,-7.9,x,6,6.17,6.29,6.5,8.05,8.76,9.52,x,x
      Educational assistants,6124,141,8.8,0.5,9.23,1.6,6.78,7.29,7.53,7.76,8.3,9.38,10.07,10.47,11.05,12.31
    Animal Care Services,613,21,7.77,-3.8,8.29,-2.4,6,6.3,6.46,6.77,7.43,8.5,9.2,9.54,10,x
      Veterinary nurses and assistants,6131,10,8.75,3.7,8.77,0.0,x,6.9,7.33,7.52,8.12,9.31,9.57,9.93,x,x
      Animal care occupations n.e.c.,6139,11,7.38,-1.2,7.9,-3.9,5.93,6.01,6.25,6.35,6.94,7.6,8.4,8.89,x,x
   Leisure and other personal service occupations,62,225,8.9,0.2,9.95,2.3,6.1,6.84,7.2,7.55,8.26,9.78,10.82,11.45,12.33,14.79
    Leisure And Travel Service Occupations,621,104,10.06,1.1,11.24,3.0,6.43,7.3,7.8,8.2,8.88,11.25,12.56,13.3,14.39,17.78
      Sports and leisure assistants,6211,31,8.2,2.4,8.59,3.9,6,6.47,6.65,6.96,7.67,8.71,9.48,9.72,10.23,x
      Travel agents,6212,23,8.71,-4.3,9.76,0.2,6.28,7.01,7.22,7.5,8.13,9.59,10.99,12.08,12.42,x
      Travel and tour guides,6213,x,8.02,5.9,8.36,3.1,x,x,x,x,7.22,8.75,x,x,x,x
      Air travel assistants,6214,26,12.62,3.5,14.58,7.9,8.19,8.73,9.44,10.28,11.36,14.09,16.27,18.16,19.95,x
      Rail travel assistants,6215,18,13.67,6.3,13.98,5.6,10.29,11.51,11.9,12.44,12.88,14.5,15.07,15.44,16.55,x
      Leisure and travel service occupations n.e.c.,6219,4,8.51,-6.7,9.22,1.8,x,x,6.87,7.03,7.72,9.58,10.4,x,x,x
    Hairdressers And Related Occupations,622,38,6.97,-0.5,7.73,-0.2,5.32,5.93,5.95,6,6.5,7.52,8.08,8.44,8.98,x
"      Hairdressers, barbers",6221,25,6.48,-1.7,7.46,-1.1,4.92,5.91,x,5.93,6,7,7.66,8.06,8.46,x
      Beauticians and related occupations,6222,13,7.67,-0.5,8.24,0.7,6,6.5,6.69,6.82,7.2,8.08,8.68,9.01,x,x
    Housekeeping Occupations,623,73,8.72,0.5,9.13,0.7,6.4,7.13,7.45,7.7,8.28,9.17,9.87,10.17,10.85,12.47
      Housekeepers and related occupations,6231,25,7.47,4.3,8.04,3.8,6,6.37,6.54,6.74,7.18,7.88,8.38,8.69,8.99,x
      Caretakers,6232,49,9.25,0.8,9.67,0.3,7.02,7.93,8.24,8.41,8.78,9.82,10.46,10.95,11.41,12.91
    Personal Services Occupations n. e. c.,629,10,10.45,2.8,10.72,4.8,7.85,9.42,9.68,9.78,10.04,10.75,11.42,11.83,x,x
      Undertakers and mortuary assistants,6291,7,10.56,1.3,10.95,5.7,x,9.2,9.46,9.72,10.24,11.28,11.8,12.11,x,x
      Pest control officers,6292,x,10.12,3.7,10.16,2.5,x,x,x,x,9.94,10.24,x,x,x,x
Sales and customer service occupations,7,794,7.89,0.4,8.63,1.2,6.13,6.5,6.7,6.89,7.36,8.49,9.21,9.67,10.2,11.97
   Sales occupations,71,539,7.41,0.8,8.25,1.5,6.03,6.38,6.5,6.65,6.99,7.93,8.59,9,9.5,11.27
    Sales Assistants And Retail Cashiers,711,486,7.25,0.9,8.03,1.8,6,6.35,6.48,6.58,6.89,7.75,8.39,8.76,9.23,10.97
      Sales and retail assistants,7111,423,7.2,0.5,8.01,1.8,6,6.31,6.45,6.56,6.86,7.72,8.35,8.73,9.2,10.93
      Retail cashiers and check-out operators,7112,39,6.92,2.5,7.32,3.0,6.09,6.37,6.47,6.55,6.73,7.22,7.56,7.86,8.21,x
      Telephone salespersons,7113,24,9.06,-0.2,9.54,-1.5,6.94,7.61,7.77,8.11,8.6,9.63,10.34,10.78,11.3,x
    Sales Related Occupations,712,53,8.83,-0.7,10.19,0.5,6.59,7.4,7.56,7.79,8.24,9.67,10.47,11.19,11.96,x
      Collector salespersons and credit agents,7121,x,x,,10.08,-0.1,x,x,x,x,x,x,x,x,x,x
"      Debt, rent and other cash collectors",7122,19,8.38,1.4,8.93,2.7,6.47,7.32,7.47,7.59,8.01,8.88,9.58,9.93,10.28,x
      Roundsmen/women and van salespersons,7123,5,9.35,-2.5,10.23,2.2,x,7.49,7.76,7.9,8.76,9.83,10.54,x,x,x
      Market and street traders and assistants,7124,x,8.1,,8.3,-26.6,x,x,x,x,x,x,x,x,x,x
      Merchandisers and window dressers,7125,10,10.6,-7.3,11.6,-1.5,7.02,7.63,8.01,8.44,9.57,11.52,12.78,14.07,14.83,x
      Sales related occupations n.e.c.,7129,18,8.61,-5.3,10.73,1.1,6.51,7.18,7.58,7.7,8.18,9.55,10.49,11.48,12.65,x
   Customer service occupations,72,256,8.96,0.3,9.47,-0.1,6.56,7.31,7.57,7.84,8.39,9.54,10.22,10.69,11.21,13.21
    Customer Service Occupations,721,256,8.96,0.3,9.47,-0.1,6.56,7.31,7.57,7.84,8.39,9.54,10.22,10.69,11.21,13.21
      Call centre agents/operators,7211,37,8.52,1.3,8.92,1.1,6.48,7,7.28,7.57,8,9.2,9.9,10.05,10.53,x
      Customer care occupations,7212,218,9.02,0.2,9.56,-0.5,6.58,7.34,7.6,7.92,8.45,9.6,10.33,10.79,11.37,13.37
"Process, plant and machine operatives",8,1296,9.62,0.1,10.27,0.6,6.64,7.44,7.82,8.2,8.89,10.38,11.31,11.92,12.58,14.74
"   Process, plant and machine operatives",81,688,9.7,-0.2,10.5,-0.3,6.43,7.19,7.57,7.98,8.79,10.6,11.69,12.41,13.23,15.47
    Process Operatives,811,215,8.76,-1.1,9.62,-1.6,6.2,6.81,7.07,7.41,8.02,9.54,10.49,11.11,11.94,14.27
"      Food, drink and tobacco process operatives",8111,126,7.88,-2.0,8.69,-1.0,6,6.47,6.7,6.92,7.41,8.56,9.28,9.75,10.46,12.16
      Glass and ceramics process operatives,8112,5,9.64,-1.4,9.69,-9.3,x,7.1,7.58,7.82,8.67,9.93,10.19,x,x,x
      Textile process operatives,8113,8,9.2,11.2,10.1,9.0,x,7.45,7.73,7.87,8.49,9.56,10.16,x,x,x
      Chemical and related process operatives,8114,33,11,-5.1,11.8,-3.6,6.89,8.31,8.72,9,9.78,12.44,13.7,14.56,15.37,x
      Rubber process operatives,8115,6,10.72,8.5,10.89,3.4,x,8.99,9.31,9.41,9.95,11.36,12.52,x,x,x
      Plastics process operatives,8116,14,9.37,3.8,9.89,2.6,6.88,7.35,7.61,7.94,8.78,10.19,11.21,11.63,11.98,x
      Metal making and treating process operatives,8117,12,11.51,3.0,11.69,1.2,7.36,8.61,8.79,9.34,10.53,12.33,12.91,13.62,x,x
      Electroplaters,8118,5,8.75,-6.0,9.37,-2.4,x,7.34,7.77,7.94,8.33,9.3,10.21,x,x,x
      Process operatives n.e.c.,8119,7,9.74,0.1,10.71,-1.8,x,7.46,8.01,8.67,9.23,10.44,11.35,12.65,x,x
    Plant And Machine Operatives,812,129,10.53,1.0,11.26,1.1,6.81,7.68,8.17,8.73,9.64,11.35,12.56,13.19,13.94,16.29
      Paper and wood machine operatives,8121,22,10.02,2.7,10.23,0.1,6.36,7.24,7.69,8,8.95,10.78,11.65,11.96,12.62,x
      Coal mine operatives,8122,x,x,,16.65,2.2,x,x,x,x,x,x,x,x,x,x
      Quarry workers and related operatives,8123,5,10.61,2.0,12.59,5.1,x,x,9.24,9.35,9.8,x,x,x,x,x
      Energy plant operatives,8124,8,13.99,-2.0,14.66,-3.6,x,9.55,10.08,10.87,12.41,16.46,17.28,18,x,x
      Metal working machine operatives,8125,70,10.19,0.5,10.83,0.3,6.75,7.33,7.75,8.3,9.34,11.09,12.08,12.75,13.6,15.29
      Water and sewerage plant operatives,8126,8,12.87,6.8,12.73,3.9,x,10.11,10.52,10.83,12.31,13.54,14,14.59,x,x
      Plant and machine operatives n.e.c.,8129,14,9.78,1.7,11.01,8.9,7.02,7.86,8.33,8.86,9.45,10.56,11.33,11.7,x,x
    Assemblers And Routine Operatives,813,227,9.15,0.6,9.91,0.9,6.25,7,7.35,7.7,8.39,10,11.03,11.6,12.39,14.68
      Assemblers (electrical products),8131,22,8.68,6.0,9.26,6.8,6.5,7.16,7.66,7.84,8.27,9.36,10,10.18,10.5,x
      Assemblers (vehicles and metal goods),8132,36,12.48,5.7,12.77,5.3,7.86,9.41,9.98,10.53,11.35,13.56,14.57,14.9,15.31,x
      Routine inspectors and testers,8133,43,10.32,-1.0,10.94,0.9,7.25,8,8.4,8.78,9.48,11.09,12.49,13.07,13.97,x
"      Weighers, graders, sorters",8134,5,8.1,3.7,8.91,5.0,x,6.32,6.57,7.06,7.51,8.85,9.86,x,x,x
"      Tyre, exhaust and windscreen fitters",8135,15,7.77,-10.9,8.34,-3.3,6,6.24,6.37,6.5,7.12,8.44,9.22,9.94,10.26,x
      Clothing cutters,8136,x,8.19,,10.28,-5.0,x,x,x,x,x,10.85,x,x,x,x
      Sewing machinists,8137,14,7.57,3.2,8.31,5.0,6.02,6.42,6.63,6.8,7.05,8.11,8.9,9.47,10.1,x
      Routine laboratory testers,8138,6,8.76,3.4,10.21,11.2,x,7.58,7.63,8.04,8.43,9.43,11.12,x,x,x
      Assemblers and routine operatives n.e.c.,8139,85,8.29,-1.4,8.91,-2.0,6.08,6.52,6.8,7.12,7.72,9,9.74,10.21,11.05,12.38
    Construction Operatives,814,118,11.74,1.7,12.31,-0.2,7.5,9,9.46,10,10.8,12.51,13.86,14.4,15.27,17.09
"      Scaffolders, stagers, riggers",8141,15,13.71,5.0,13.62,0.7,8.59,9.37,9.88,10.77,11.87,14.25,15.26,15.99,16.47,x
