Description,Code,No_jobs,Median,change,Mean,change.1,10,20,25,30,40,60,70,75,80,90
  Legal Associate Professionals,352,34,28160,-0.4,34182,0.9,16994,21203,22524,23796,26214,31305,33889,x,x,x
   Legal associate professionals,3520,34,28160,-0.4,34182,0.9,16994,21203,22524,23796,26214,31305,33889,x,x,x
  Finance Associate Professionals,353,188,38598,6.5,49481,4.0,19589,26908,29214,30782,34829,43481,48465,51092,54087,x
   Brokers,3531,x,x,,x,,x,x,x,x,x,x,x,x,x,x
   Insurance underwriters,3532,21,32514,3.1,x,,x,24538,28413,28944,29964,37584,x,x,x,x
   Financial and accounting technicians,3533,30,44860,5.1,47928,1.1,20375,26949,30270,34931,39883,48362,51170,x,x,x
   Financial accounts managers,3534,126,37845,4.5,43052,0.8,18739,26798,29040,30868,34320,42732,47340,49361,51868,x
  Business Associate Professionals,354,229,30000,1.8,33714,-0.3,18296,22590,24146,25644,27858,32499,35000,36636,38662,47090
"   Estimators, valuers and assessors",3541,42,34228,1.4,37099,-0.5,21416,25900,27751,28592,30725,36123,40189,42118,x,x
   Importers and exporters,3542,x,x,,33874,,x,x,x,x,x,x,x,x,x,x
   Project support officers,3543,53,30586,7.2,30836,-0.8,18560,23295,24690,26185,28083,32384,34250,35231,36746,x
   Data analysts,3544,46,33071,6.8,35327,9.3,24660,27619,28526,29195,31247,34907,36873,37746,39915,x
   Business associate professionals n.e.c.,3549,84,26052,0.8,32945,-4.1,14734,20314,21325,22026,23862,28458,30348,32042,34048,x
"  Sales, Marketing and Related Associate Professionals",355,899,39171,7.0,45617,5.6,21179,26172,28004,29825,34321,45046,52210,56451,62312,79287
   Buyers and procurement officers,3551,52,32047,0.6,34141,0.4,21856,25391,26478,27516,29712,35530,37369,38799,41223,x
   Business sales executives,3552,165,33737,0.2,38039,-3.8,x,25272,26250,27960,30389,37444,42036,44534,47699,x
   Merchandisers ,3553,14,23591,,25202,,x,x,x,19126,21348,26790,x,x,x,x
   Marketing associate professionals,3554,130,28822,3.1,31327,-1.8,13649,20845,23001,24096,26645,31374,34457,36068,37924,x
   Estate agents and auctioneers,3555,x,x,,x,,x,x,x,x,x,x,x,x,x,x
   Sales accounts and business development managers,3556,478,50995,8.3,56236,6.7,27123,34403,37482,40516,46021,57567,65092,69979,75258,90765
   Events managers and organisers,3557,33,26780,,27106,,x,20038,21965,23524,25533,28338,30521,32787,x,x
  Public Services Associate Professionals,356,92,36138,5.0,35056,2.9,23069,27599,29459,31145,34281,38645,40455,41058,41935,x
   Public services associate professionals,3560,92,36138,5.0,35056,2.9,23069,27599,29459,31145,34281,38645,40455,41058,41935,x
"  HR, Training and Other Vocational Associate Guidance Professionals",357,231,28873,5.6,31327,3.9,17285,22111,23706,24879,26759,31312,33908,35677,37379,x
   Human resources and industrial relations officers,3571,124,28462,6.5,32253,6.7,19841,22978,24189,25091,26646,31124,33721,35435,37206,x
   Careers advisers and vocational guidance specialists,3572,12,23953,0.2,22718,-5.9,x,x,x,18910,22122,24724,26952,x,x,x
   Information technology trainers,3573,x,x,,35033,-4.2,x,x,x,x,x,x,x,x,x,x
   Other vocational and industrial trainers,3574,93,30145,1.4,31144,1.1,14584,21630,23420,25276,27333,32598,34862,36499,38277,x
  Regulatory Associate Professionals,358,69,37927,6.5,40471,6.1,25020,29307,30997,33365,35588,40795,43614,45633,48258,x
   Inspectors of standards and regulations,3581,16,34265,7.9,35264,5.7,x,27087,27583,28089,30718,36418,37815,x,x,x
   Health and safety managers and officers,3582,52,40054,7.9,42079,5.5,25316,30779,33358,34594,37261,42579,45562,47801,51590,x
Administrative and secretarial occupations,4,2501,22929,7.6,23650,5.0,9096,12791,14903,17073,20593,25242,27912,29380,31575,37988
 Administrative occupations,41,2058,23690,7.2,24490,5.0,9500,13852,16280,18434,21525,26044,28509,30151,32363,38778
  Administrative Occupations: Government and Related Organisations,411,212,26319,6.7,26008,6.9,14591,19081,21472,21938,23959,28040,29447,30929,32393,35800
   National government administrative occupations,4111,171,26589,4.4,26604,6.6,15830,20459,21684,22437,24437,28124,29977,31365,32500,36255
   Local government administrative occupations,4112,35,24496,10.1,24273,8.2,x,15603,17878,19857,23124,26304,28148,29159,30721,x
   Officers of non-governmental organisations,4113,6,x,,19333,-1.6,x,x,x,x,x,x,x,x,x,x
  Administrative Occupations: Finance,412,479,23836,6.7,24429,3.6,9600,14278,16768,18780,21412,25817,28000,29471,31678,38534
   Credit controllers,4121,x,x,,27014,2.2,17839,x,x,x,x,x,x,x,x,x
"   Book-keepers, payroll managers and wages clerks",4122,276,24000,4.2,24974,2.0,8614,12840,15885,18053,21501,26346,29112,31343,34001,41780
   Bank and post office clerks,4123,84,22161,10.6,23343,10.0,10691,15562,17289,18769,20797,24403,26219,27223,28736,x
   Finance officers,4124,20,26007,4.5,26070,3.3,15661,19502,20448,22239,24272,27275,29995,31082,32813,x
   Financial administrative occupations n.e.c.,4129,78,23168,11.0,22544,4.2,10151,13814,15983,17749,20746,24682,26571,27500,28461,x
  Administrative Occupations: Records,413,268,24351,6.8,25103,5.0,12689,18052,19863,21127,22705,26106,28054,29294,31040,35415
   Records clerks and assistants,4131,105,23278,5.8,23770,6.6,11906,16720,18517,20019,21777,24834,26696,27987,29204,33447
   Pensions and insurance clerks and assistants,4132,26,24302,8.1,24637,-3.4,15098,19708,20799,21607,22493,25493,27178,28271,29501,x
   Stock control clerks and assistants,4133,67,26027,8.2,27814,8.0,16938,21266,22036,22847,24393,28004,30000,31503,33457,x
   Transport and distribution clerks and assistants,4134,42,27609,4.9,29211,3.6,18339,22404,23144,24607,26282,29280,31559,32909,34550,x
   Library clerks and assistants,4135,16,15784,-0.2,15582,-1.8,x,x,9484,10150,12440,17989,20919,21879,x,x
   Human resources administrative occupations,4136,12,21863,4.0,20969,-3.3,x,14503,16350,18271,20077,22599,23355,24990,x,x
  Administrative Occupations: Office Managers and Supervisors,414,243,31600,6.7,33216,4.3,14624,21532,24134,25772,28697,34451,37689,40000,42156,50948
   Office managers,4141,165,32133,7.7,33209,4.5,12749,20231,23642,25263,28596,35188,39299,41383,44000,x
   Office supervisors,4142,36,28767,8.4,29601,3.4,18024,21620,23506,24389,26330,x,x,x,x,x
   Customer service managers,4143,42,32874,2.7,36330,2.8,19548,24942,26690,28495,31046,34860,37657,39496,41707,x
  Other Administrative Occupations,415,857,21248,9.0,21481,4.9,7878,11177,12570,14246,18179,23345,25894,27353,29106,35521
   Sales administrators,4151,42,24352,4.5,23474,2.6,11866,17851,20079,21167,23017,25825,27626,28353,28807,x
   Data entry administrators,4152,12,21404,5.9,23915,7.4,x,15710,16918,17437,19441,23021,24480,x,x,x
   Other administrative occupations n.e.c.,4159,803,20981,9.3,21340,5.0,7675,10952,12500,13785,17798,23177,25749,27220,29203,35712
 Secretarial and related occupations,42,444,18348,4.8,19753,4.8,7200,10400,11703,12777,15398,21123,23503,25200,26870,33206
  Secretarial and Related Occupations,421,444,18348,4.8,19753,4.8,7200,10400,11703,12777,15398,21123,23503,25200,26870,33206
   Medical secretaries,4211,34,21117,4.5,20570,6.5,11989,14919,15956,16749,18469,22480,24547,25483,26282,x
   Legal secretaries,4212,20,21508,7.5,22587,6.1,13240,16758,17335,18181,19993,22976,24981,25892,x,x
   School secretaries,4213,15,20230,,20689,7.3,x,13170,14860,16148,17974,21504,23099,24720,x,x
   Company secretaries and administrators,4214,11,x,,17885,8.3,x,8946,9099,9647,11189,x,x,x,x,x
   Personal assistants and other secretaries,4215,170,21872,6.8,22927,4.4,5200,9555,11016,12569,17079,25622,29509,31962,33855,41195
   Receptionists,4216,190,15989,7.0,16535,6.6,7493,10193,11144,12010,13894,18196,20378,21402,22285,25589
   Typists and related keyboard occupations,4217,x,x,,18224,14.6,x,x,x,x,x,x,x,x,x,x
Skilled trades occupations,5,1434,30152,5.0,31296,4.5,15979,21638,23259,24778,27327,32965,36105,38102,40347,47334
 Skilled agricultural and related trades,51,91,23816,6.5,23908,4.7,x,x,x,x,22677,24904,x,x,x,x
  Agricultural and Related Trades,511,91,23816,6.5,23908,4.7,x,x,x,x,22677,24904,x,x,x,x
   Farmers,5111,x,x,,25649,,x,x,x,x,x,30369,x,x,x,x
   Horticultural trades,5112,x,22584,,21041,6.9,x,x,x,x,x,x,x,x,x,x
   Gardeners and landscape gardeners,5113,x,x,,23689,2.6,x,18811,19995,20699,x,x,x,x,x,x
   Groundsmen and greenkeepers,5114,x,x,,x,,x,x,x,x,x,x,x,x,x,x
   Agricultural and fishing trades n.e.c.,5119,15,23907,-0.2,25756,3.7,x,19222,20525,21739,22699,25766,28051,x,x,x
" Skilled metal, electrical and electronic trades",52,786,34140,4.7,35600,5.7,21435,25793,27248,28834,31695,36955,40238,42227,44558,52078
"  Metal Forming, Welding and Related Trades",521,55,30628,3.0,31084,1.7,20598,24463,25183,25937,28259,32537,34781,35807,37989,x
   Sheet metal workers,5211,9,25612,-6.7,28024,-4.5,x,22681,23775,24093,24893,27627,30327,x,x,x
"   Metal plate workers, smiths, moulders and related occupations",5212,x,30799,6.9,32018,4.5,x,x,x,26353,27617,32012,x,x,x,x
   Welding trades,5213,38,31113,4.9,31462,4.8,19534,24765,25548,26679,29154,33023,34935,36141,38945,x
   Pipe fitters,5214,x,x,,35715,-16.0,x,x,x,x,x,x,x,x,x,x
"  Metal Machining, Fitting and Instrument Making Trades",522,353,34723,5.4,36431,6.2,21073,25277,26917,28626,31654,38286,42163,44201,46960,54640
   Metal machining setters and setter-operators,5221,52,32028,6.8,32798,7.3,x,x,x,26998,29530,33896,36572,x,x,x
"   Tool makers, tool fitters and markers-out",5222,x,36061,5.8,37917,7.3,x,x,31279,32254,33367,37812,x,x,x,x
   Metal working production and maintenance fitters,5223,279,35463,5.2,37188,6.3,20797,25318,27129,28877,32000,39442,43381,45345,48351,56731
   Precision instrument makers and repairers,5224,9,28654,-0.2,30418,-2.9,x,x,25024,26169,27336,30603,x,x,x,x
   Air-conditioning and refrigeration installers and repairers,5225,x,39818,9.8,40613,9.2,x,x,x,x,36021,41419,x,x,x,x
  Vehicle Trades,523,132,31929,6.4,32685,8.6,x,24702,26000,26995,29483,33662,35920,37391,39151,x
"   Vehicle technicians, mechanics and electricians",5231,92,31260,6.0,31568,7.7,x,24151,25455,26316,28770,33328,35521,37125,38627,x
   Vehicle body builders and repairers ,5232,x,x,,30602,13.2,x,x,x,x,x,x,x,x,x,x
   Vehicle paint technicians,5233,x,30867,15.6,31200,14.7,x,x,x,26861,28751,32640,x,x,x,x
   Aircraft maintenance and related trades,5234,x,43630,25.3,46088,21.0,x,x,x,37560,42068,44884,x,x,x,x
   Boat and ship builders and repairers,5235,x,x,,x,,x,x,x,x,x,x,x,x,x,x
   Rail and rolling stock builders and repairers,5236,x,x,,44601,4.9,x,x,x,x,x,x,x,x,x,x
  Electrical and Electronic Trades,524,201,35463,5.8,36626,5.9,22902,27284,28875,30384,33234,37890,40980,42575,45096,52051
   Electricians and electrical fitters,5241,91,35150,7.9,35669,8.9,21719,27122,28865,30514,33006,37636,40257,41804,42966,x
   Telecoms and related network installers and repairers,5242,18,34166,2.1,38688,4.7,24077,26497,27680,28674,31588,38007,41341,x,x,x
"   TV, video and audio servicers and repairers",5243,x,x,,24881,10.7,x,x,x,x,x,x,x,x,x,x
   Computer system and equipment installers and servicers,5244,10,29444,,31801,,x,23489,24536,24946,26332,32706,x,x,x,x
   Security system installers and repairers,5245,x,33903,5.9,33213,0.2,x,x,x,27454,31374,36168,x,x,x,x
   Electrical service and maintenance mechanics and repairers,5246,53,35794,2.7,37180,3.2,25279,28879,30325,32254,33899,37979,42228,43176,45118,x
   Electrical and electronic trades n.e.c.,5249,20,40106,8.0,42630,8.2,27515,30220,32438,33448,36005,44362,47995,50695,x,x
"  Skilled Metal, Electrical and Electronic Trades Supervisors",525,46,38137,6.4,38475,1.0,27196,31176,x,x,35917,40108,42261,x,x,x
"   Skilled metal, electrical and electronic trades supervisors",5250,46,38137,6.4,38475,1.0,27196,31176,x,x,35917,40108,42261,x,x,x
 Skilled construction and building trades,53,241,31346,4.4,31660,1.9,19985,24000,25426,26927,29054,33196,35783,37004,38735,44465
  Construction and Building Trades,531,171,30215,4.6,30490,4.1,19760,23296,24670,26115,28440,32331,34401,35842,37032,x
   Steel erectors,5311,x,34797,,34381,11.4,x,x,x,x,x,x,x,x,x,x
   Stonemasons and related trades,5312,x,x,,33756,,x,x,x,x,x,x,x,x,x,x
   Bricklayers ,5313,x,30546,4.9,29866,0.4,x,x,x,27198,28204,31454,x,x,x,x
"   Roofers, roof tilers and slaters",5314,x,x,,x,,x,x,x,x,x,x,x,x,x,x
   Plumbers & heating and ventilating installers and repairers,5315,51,34361,4.5,33777,3.5,20458,25588,27359,28857,32399,36352,38439,39679,41323,x
   Carpenters and joiners,5316,55,29650,4.2,29760,4.8,20480,24005,24860,26128,28123,31423,32760,33381,34603,x
"   Glaziers, window fabricators and fitters",5317,19,26380,7.4,26677,5.6,x,20165,20792,22466,24619,28009,30311,31991,x,x
   Construction and building trades n.e.c.,5319,22,28353,2.8,28271,-0.1,15223,21211,22266,23636,26368,29911,31740,32306,x,x
  Building Finishing Trades,532,30,28918,7.2,28980,7.2,15622,23370,24245,25186,27446,30237,32549,33605,34395,x
   Plasterers,5321,x,31210,9.5,29848,13.3,x,x,x,x,28954,32858,x,x,x,x
   Floorers and wall tilers,5322,8,32421,18.5,30611,8.5,x,x,x,26197,30038,32927,x,x,x,x
   Painters and decorators,5323,17,27734,7.2,27946,5.3,x,22702,23433,24446,27001,28852,30056,30663,x,x
  Construction and Building Trades Supervisors,533,40,38038,-1.3,38677,-2.8,26131,29522,31780,33375,36120,41297,44363,45736,48345,x
   Construction and building trades supervisors,5330,40,38038,-1.3,38677,-2.8,26131,29522,31780,33375,36120,41297,44363,45736,48345,x
" Textiles, printing and other skilled trades",54,316,22756,8.2,22450,6.4,9937,13562,15670,17345,20529,24828,26904,27839,29379,33481
  Textiles and Garments Trades,541,19,22550,4.3,23188,2.1,x,17364,18212,19205,21095,23772,25611,26756,x,x
   Upholsterers,5411,x,22941,8.8,22866,3.3,x,x,x,x,x,x,x,x,x,x
   Footwear and leather working trades,5412,x,x,,25573,4.0,x,x,x,x,x,x,x,x,x,x
   Tailors and dressmakers,5413,x,x,,21750,8.2,x,x,x,x,x,x,x,x,x,x
"   Textiles, garments and related trades n.e.c.",5419,x,21616,-1.8,23195,-0.3,x,x,x,19578,21139,23642,x,x,x,x
  Printing Trades,542,21,25723,8.2,26014,2.0,x,19409,20186,21999,24001,26999,29101,30143,x,x
   Pre-press technicians,5421,x,x,,28595,19.2,x,x,x,x,x,x,x,x,x,x
   Printers,5422,11,27125,5.3,27135,-3.8,x,x,20215,21610,24001,29278,32591,x,x,x
   Print finishing and binding workers,5423,x,24240,7.4,23436,5.2,x,x,x,20459,23267,25690,x,x,x,x
  Food Preparation and Hospitality Trades,543,251,22199,10.0,21739,9.0,9798,12609,14667,16412,19886,24145,26368,27454,28555,32385
   Butchers,5431,26,25328,6.3,24540,5.4,x,18883,20808,21542,23645,26175,28214,29203,30509,x
   Bakers and flour confectioners,5432,14,20579,0.1,21468,5.8,x,15745,16544,18178,19876,21894,23169,x,x,x
   Fishmongers and poultry dressers,5433,x,x,,17554,-7.2,x,x,x,x,x,x,x,x,x,x
   Chefs,5434,137,22877,10.3,22284,8.8,9977,12561,14738,16891,20419,25087,27095,28020,29375,x
   Cooks,5435,35,14685,8.8,15287,6.6,6844,9401,10633,11581,12720,16203,18255,20182,21811,x
   Catering and bar managers,5436,37,24381,14.1,24313,13.4,x,17510,19337,20436,22497,25945,27488,28062,29747,x
  Other Skilled Trades,544,x,x,,x,,x,x,x,x,x,x,x,x,x,x
"   Glass and ceramics makers, decorators and finishers",5441,x,x,,25367,-6.7,x,x,x,x,x,x,x,x,x,x
   Furniture makers and other craft woodworkers,5442,x,x,,x,,x,x,x,x,x,x,x,x,x,x
   Florists,5443,x,x,,14950,4.0,x,x,x,x,x,x,x,x,x,x
   Other skilled trades n.e.c.,5449,10,25872,-11.2,29175,0.2,x,x,21301,22380,23972,31079,x,x,x,x
"Caring, leisure and other service occupations",6,1710,18092,8.5,18612,7.8,6776,10476,12000,13360,15675,20530,23073,24398,25938,30526
 Caring personal service occupations,61,1431,17919,8.9,18390,8.2,6821,10640,12123,13476,15631,20188,22733,23995,25468,29796
  Teaching and Childcare Support Occupations,611,415,15322,9.1,15269,8.3,6655,9816,11185,12293,13948,16664,18347,19301,20364,23315
   Early education and childcare assistants,6111,75,17067,7.4,16946,10.1,7475,10760,11793,12600,14736,19328,20871,21880,22963,x
   Teaching assistants,6112,202,15476,9.9,15122,7.8,7187,10188,11480,12567,14126,16675,18115,18897,19793,22204
   Educational support assistants,6113,109,15062,7.7,15110,7.7,7488,10565,12016,12855,14169,16048,17364,18280,19338,x
   Childminders,6114,x,x,,16486,,x,x,x,x,x,x,x,x,x,x
   Nannies and au pairs,6116,7,x,,21727,5.5,x,11120,12269,12842,x,x,x,x,x,x
   Playworkers,6117,x,x,,x,,x,x,x,x,x,x,x,x,x,x
  Animal Care and Control Services,612,25,20653,4.0,20170,5.9,x,12911,14027,15697,18594,21691,24310,25332,27265,x
   Pest control officers,6121,x,x,,26161,-3.9,x,x,x,x,x,x,x,x,x,x
   Animal care services occupations n.e.c.,6129,22,19953,6.9,19290,10.8,x,12094,13733,14801,17718,21147,22959,24439,26015,x
  Caring Personal Services,613,991,19634,8.1,19651,7.9,6926,10980,12592,14172,17114,22143,24444,25768,27285,31634
   Nursing auxiliaries and assistants,6131,383,20964,8.8,20353,8.9,x,11631,13492,15053,18241,23203,25265,26518,27937,31830
   Ambulance staff (excluding paramedics),6132,18,25933,3.5,26507,-0.7,x,18855,22418,23465,24622,27921,30918,32136,x,x
   Dental nurses,6133,40,18556,6.2,18468,8.1,9865,12915,13802,14829,16866,19952,21716,22667,23324,x
   Houseparents and residential wardens,6134,x,29042,18.8,26455,3.3,x,x,x,x,x,31304,x,x,x,x
   Care workers and home carers,6135,447,17851,7.8,18278,7.0,x,9875,11334,12737,15258,20111,22766,24054,25685,30678
   Senior care workers,6136,75,23112,7.1,23291,6.9,11982,16122,17676,18805,21019,25055,26922,27868,x,x
   Care escorts,6137,9,9397,12.3,11652,17.1,x,6982,7542,7786,8556,10481,x,x,x,x
"   Undertakers, mortuary and crematorium assistants",6138,15,24742,6.1,22021,2.6,x,x,x,16690,21739,26509,29036,30005,x,x
" Leisure, travel and related personal service occupations",62,266,18945,9.6,19487,8.2,6228,9647,10913,12519,15607,22005,24481,26055,27808,33292
  Leisure and Travel Services,621,85,21943,12.2,22147,8.6,x,9698,12013,14119,18450,25553,28727,30740,33080,x
   Sports and leisure assistants,6211,33,14545,-2.0,15385,1.6,x,x,x,x,x,18933,21067,x,x,x
   Travel agents,6212,14,26724,35.9,26387,21.4,13104,17262,19639,21971,23591,28775,31221,32942,x,x
   Air travel assistants,6213,12,19591,-4.8,22623,12.3,x,13148,16794,x,18316,23664,28283,28972,x,x
   Rail travel assistants,6214,16,35870,1.0,36411,2.2,24259,27149,28559,30955,33815,39553,41869,43410,x,x
   Leisure and travel service occupations n.e.c.,6219,9,x,,14174,,x,x,x,x,x,x,x,x,x,x
  Hairdressers and Related Services,622,51,13307,5.3,14527,7.5,7359,8449,8888,9611,11400,15426,17402,18842,20383,x
   Hairdressers and barbers,6221,34,13409,5.5,14725,9.0,7425,8442,8864,9332,11112,15346,17385,18845,20485,x
   Beauticians and related occupations,6222,17,12801,3.2,14128,4.4,6871,8404,8989,10277,11800,15513,17312,18363,x,x
  Housekeeping and Related Services,623,81,21176,11.0,19915,6.7,6598,10487,12408,14521,17807,22754,24649,25913,26916,x
   Housekeepers and related occupations,6231,26,17425,7.4,17238,3.9,6231,8898,11009,12445,14995,20170,22028,22901,24047,x
   Caretakers,6232,55,22312,9.8,21202,7.7,7018,11284,14300,16304,19890,23910,26001,26956,29012,x
  Cleaning and Housekeeping Managers and Supervisors,624,49,18341,3.3,19359,4.3,x,x,x,13444,15603,21909,24395,25794,x,x
   Cleaning and housekeeping managers and supervisors,6240,49,18341,3.3,19359,4.3,x,x,x,13444,15603,21909,24395,25794,x,x
  Bed and Breakfast and Guest House Owners and Proprietors ,625,..,,,,,,,,,,,,,,
   Bed and breakfast and guest house owners and proprietors ,6250,..,,,,,,,,,,,,,,
 Community and civil enforcement occupations,63,13,26232,0.9,24986,0.1,x,19549,21684,22335,23676,27880,29382,29676,x,x
  Community and Civil Enforcement Occupations,631,13,26232,0.9,24986,0.1,x,19549,21684,22335,23676,27880,29382,29676,x,x
   Police community support officers,6311,x,29597,0.4,28176,-1.9,x,x,x,26232,27890,29989,x,x,x,x
   Parking and civil enforcement occupations,6312,9,23579,7.9,23230,4.4,x,x,19621,21432,22766,24683,27816,x,x,x
Sales and customer service occupations,7,1287,15247,2.3,16911,2.6,5669,8316,9426,10465,12720,18316,21120,22524,24248,29293
 Sales occupations,71,963,13692,1.3,15361,1.3,5151,7750,8606,9612,11551,16153,19113,20436,21932,26615
  Sales Assistants and Retail Cashiers,711,880,13000,1.2,14659,1.9,4979,7470,8322,9191,11002,15231,18049,19437,20868,25362
   Sales and retail assistants,7111,804,12748,-0.3,14501,0.7,4799,7312,8167,9006,10801,14978,17751,19194,20631,25332
   Retail cashiers and check-out operators,7112,22,11372,8.7,12122,9.3,5436,6727,7727,8389,10106,13024,14813,15704,16791,x
   Telephone salespersons,7113,x,22323,1.2,22534,2.5,x,x,18300,20058,21040,22670,x,x,x,x
   Pharmacy and optical dispensing assistants,7114,40,15708,5.8,15469,5.2,7840,10335,11075,12263,13600,17098,19352,20331,20887,x
   Vehicle and parts salespersons and advisers,7115,9,26593,6.3,27624,3.8,x,22576,23635,24360,25321,27632,28832,29706,x,x
  Sales Related Occupations,712,24,23425,5.5,23199,0.7,11351,16101,19152,20118,21861,25039,26509,28023,29119,x
   Collector salespersons and credit agents,7121,x,x,,x,,x,x,x,x,x,x,x,x,x,x
"   Debt, rent and other cash collectors",7122,8,23490,6.2,23173,5.0,x,19946,20199,21198,21861,24376,25427,25653,x,x
   Roundspersons and van salespersons,7123,x,21654,-1.7,23375,3.3,x,x,x,x,x,x,x,x,x,x
   Market and street traders and assistants,7124,x,x,,x,,x,x,x,x,x,x,x,x,x,x
   Visual merchandisers and related occupations,7125,x,x,,16191,,x,x,x,x,x,x,x,x,x,x
   Sales related occupations n.e.c.,7129,10,24913,4.8,24727,0.3,x,13620,16845,19500,23539,26861,29149,31116,x,x
  Shopkeepers and Sales Supervisors,713,59,22267,5.3,22693,-3.6,10730,15322,16870,18780,20633,24122,26006,27334,28794,x
   Shopkeepers and owners - retail and wholesale,7131,x,x,,19083,-28.8,x,x,x,x,x,x,x,x,x,x
   Sales supervisors - retail and wholesale ,7132,55,22358,6.3,22917,-1.6,11660,16217,17490,19106,20765,24123,25961,27134,28562,x
 Customer service occupations,72,325,21312,6.1,21500,7.1,8248,11801,13422,15066,18798,23568,25888,27205,29098,34874
  Customer Service Occupations,721,308,21066,7.6,20930,7.7,8151,11514,13040,14700,18209,23008,25198,26472,28120,33886
   Call and contact centre occupations,7211,25,21501,6.3,21144,4.6,11070,14228,15865,18072,20471,22919,24564,25145,25811,x
   Telephonists,7212,x,x,,x,,x,x,x,x,x,x,x,x,x,x
   Communication operators,7213,6,27601,4.2,27384,6.6,x,x,x,20955,25658,29309,32622,x,x,x
   Market research interviewers,7214,x,x,,13389,,x,x,x,x,x,x,x,x,x,x
   Customer service occupations n.e.c.,7219,271,20920,8.4,20798,8.6,7872,11078,12789,14402,17868,22881,25116,26451,28064,33932
  Customer Service Supervisors,722,17,30428,0.7,31868,6.7,17289,24948,26283,27277,29363,33034,34949,36986,38503,x
   Customer service supervisors,7220,17,30428,0.7,31868,6.7,17289,24948,26283,27277,29363,33034,34949,36986,38503,x
"Process, plant and machine operatives",8,1041,28245,7.6,29643,5.6,14892,20685,22140,23264,25745,31116,34753,36693,38979,44738
" Process, plant and machine operatives",81,494,26719,7.3,27843,4.3,16553,20391,21736,22681,24650,28978,31863,33726,35481,40645
  Process Operatives,811,176,25438,9.4,26131,7.6,16081,19643,20818,21962,23609,27255,29429,30891,32557,36954
"   Food, drink and tobacco process operatives",8111,117,24619,9.4,24753,7.1,x,18985,19886,20896,22806,26392,27998,29214,30587,x
   Textile process operatives,8112,9,24984,11.4,25028,5.7,x,19165,20364,21830,23946,27841,29153,x,x,x
   Chemical and related process operatives,8113,13,29485,9.8,31838,8.4,20246,22111,23296,24642,26532,31769,34330,x,x,x
   Plastics process operatives,8114,11,25121,8.3,26186,3.3,15988,19233,21441,22104,23586,27169,29169,x,x,x
   Metal making and treating process operatives,8115,12,30107,12.1,32245,11.0,x,23842,24171,25222,27600,33100,35705,36988,x,x
   Process operatives n.e.c.,8119,14,27513,16.4,27666,11.2,x,22112,22906,24029,25964,29254,31070,31635,x,x
  Metal Working Machine Operatives,812,9,29971,14.4,30282,10.7,x,21816,23471,25896,28864,32071,34196,x,x,x
   Metal working machine operatives ,8120,9,29971,14.4,30282,10.7,x,21816,23471,25896,28864,32071,34196,x,x,x
  Plant and Machine Operatives,813,40,27596,8.1,28751,2.6,18905,22002,22831,x,25594,30363,33645,35188,x,x
   Paper and wood machine operatives,8131,x,x,,27811,4.0,x,x,x,x,x,x,x,x,x,x
   Mining and quarry workers and related operatives,8132,x,x,,29832,-4.2,x,x,x,x,x,x,x,x,x,x
   Energy plant operatives,8133,x,35018,0.6,34900,-2.2,x,x,x,x,x,x,x,x,x,x
   Water and sewerage plant operatives,8134,8,31088,-1.3,31094,-0.7,x,24458,26476,27450,30079,33688,35484,x,x,x
   Printing machine assistants,8135,9,25455,5.3,27012,5.2,x,21603,22307,22572,23556,26481,28655,x,x,x
   Plant and machine operatives n.e.c.,8139,7,24714,5.9,26387,6.3,x,21922,22222,22800,23909,26148,29552,x,x,x
  Assemblers and Routine Operatives,814,156,26517,5.8,27735,4.2,16760,20570,21734,22489,24316,28865,31575,33608,35865,40462
   Assemblers (electrical and electronic products),8141,14,25003,,25703,,x,21390,22081,22515,23520,25602,28179,29325,x,x
   Assemblers (vehicles and metal goods),8142,36,31890,12.3,32070,7.4,19091,22517,24056,25578,28878,35957,38339,39053,40038,x
   Routine inspectors and testers,8143,25,29886,12.8,31611,12.0,20951,23512,24701,25608,28231,32342,34923,38226,39706,x
"   Weighers, graders and sorters",8144,x,x,,27246,5.0,x,x,x,x,x,30190,x,x,x,x
"   Tyre, exhaust and windscreen fitters",8145,9,26575,2.2,26999,-0.1,x,x,20581,21883,24377,29519,x,x,x,x
   Sewing machinists,8146,11,19250,5.0,18292,3.2,7904,9347,12635,14442,17123,20740,22013,23017,x,x
   Assemblers and routine operatives n.e.c.,8149,58,24756,1.9,25731,-2.6,17486,20188,20971,21690,23215,26745,28482,29409,31425,x
  Construction Operatives,815,96,28180,0.2,29448,0.7,x,20764,22052,23264,26043,31103,34615,36439,37894,x
"   Scaffolders, stagers and riggers",8151,10,32772,,35969,-2.7,x,24104,25912,27487,29686,38924,43527,x,x,x
   Road construction operatives,8152,13,32852,3.2,33897,5.3,22924,25922,27604,28036,30387,34473,36319,37400,x,x
   Rail construction and maintenance operatives,8153,6,37789,0.3,39121,2.0,x,x,31842,34418,36774,40399,x,x,x,x
   Construction operatives n.e.c.,8159,68,26232,4.9,26833,2.1,x,19164,20680,21898,24263,28290,31649,33700,35402,x
"  Production, Factory and Assembly Supervisors ",816,x,x,,33999,1.5,x,x,x,x,x,x,x,x,x,x
"   Production, factory and assembly supervisors",8160,x,x,,33999,1.5,x,x,x,x,x,x,x,x,x,x
