Description,Code,No_jobs,Median,change,Mean,change.1,10,20,25,30,40,60,70,75,80,90
 Transport and mobile machine drivers and operatives,82,547,30229,7.6,31269,6.3,13508,21121,22699,23984,27237,33700,37404,39480,41540,47646
  Road Transport Drivers,821,444,29660,10.9,29626,8.8,12061,19999,22003,23400,26583,32777,36478,38361,40375,44981
   Large goods vehicle drivers,8211,184,36847,9.0,36506,9.0,23967,28541,30061,31394,34352,39442,41649,43104,44779,48874
   Bus and coach drivers,8212,65,28977,10.6,28811,10.8,11946,x,22579,23909,26377,31377,34431,36250,38194,x
   Taxi and cab drivers and chauffeurs,8213,x,x,,17326,6.9,x,x,x,x,x,x,x,x,x,x
   Delivery drivers and couriers,8214,80,21814,7.7,20883,1.4,x,x,13646,15549,19223,23533,25803,27550,28907,x
   Driving instructors,8215,x,x,,26547,,x,x,x,x,x,x,x,x,x,x
   Road transport drivers n.e.c.,8219,108,25197,11.3,25544,7.7,x,16981,19581,20994,22744,27429,30518,32663,34618,x
  Mobile Machine Drivers and Operatives,822,64,29434,1.1,30754,-0.7,x,22992,23937,25047,27172,31653,35301,37201,39309,x
   Crane drivers,8221,x,41401,,41808,10.9,x,x,x,34384,38843,44591,x,x,x,x
   Fork-lift truck drivers,8222,20,27018,5.2,27377,3.3,x,x,x,x,25081,28588,x,x,x,x
   Mobile machine drivers and operatives n.e.c.,8229,39,30166,-4.8,31200,-5.9,x,x,x,25706,27769,33179,36265,38561,x,x
  Other Drivers and Transport Operatives,823,39,51962,5.5,50628,5.3,23079,30448,33837,37219,44671,57488,64356,67686,68676,x
   Train and tram drivers,8231,22,63807,8.4,61699,5.5,37067,50072,53115,54861,58932,67718,68979,70721,71856,x
   Marine and waterways transport operatives,8232,x,x,,35633,1.5,x,x,x,x,x,x,x,x,x,x
   Air transport operatives,8233,5,26933,6.0,26666,2.2,x,x,x,x,23079,27642,x,x,x,x
   Rail transport operatives,8234,7,48550,-2.1,50149,2.3,x,37180,38556,40901,45115,51947,54594,x,x,x
   Other drivers and transport operatives n.e.c.,8239,x,x,,24623,,x,x,x,x,x,x,x,x,x,x
Elementary occupations,9,1897,17515,3.1,17472,2.8,3996,6984,8234,9823,13151,20928,23520,24953,26393,30882
 Elementary trades and related occupations,91,197,23064,2.8,23358,2.5,12032,17209,18646,19747,21455,24787,26920,27829,29422,34493
  Elementary Agricultural Occupations,911,36,22872,,23019,7.3,10743,14699,16900,19226,21193,25383,27115,27764,29522,x
   Farm workers,9111,22,23916,4.4,23941,7.1,10606,15276,18499,19987,22170,26343,27660,29382,30418,x
   Forestry and related workers,9112,x,x,,25801,2.5,x,x,x,x,x,x,x,x,x,x
   Fishing and other elementary agriculture occupations n.e.c.,9119,12,21357,,20766,,x,12875,15078,16148,19257,22818,24323,25579,x,x
  Elementary Construction Occupations,912,44,24997,4.5,26113,2.9,13493,19031,20557,21921,23762,27248,29557,31175,33681,x
   Groundworkers,9121,11,35100,11.4,35119,4.3,x,27677,29403,30900,32222,36593,38922,39881,x,x
   Elementary construction occupations n.e.c.,9129,33,23574,5.1,23197,2.3,12570,17596,18950,20097,22086,24611,26163,27664,28242,x
  Elementary Process Plant Occupations,913,117,22320,2.3,22420,0.6,x,17203,18409,19314,20826,24159,25804,26926,27892,x
   Industrial cleaning process occupations,9131,15,19639,6.2,18913,6.7,x,11206,12709,13716,17698,21288,23054,23826,x,x
"   Packers, bottlers, canners and fillers",9132,68,22073,1.7,21982,-1.2,x,17342,18204,19283,20610,23474,25162,26094,27096,x
   Elementary process plant occupations n.e.c.,9139,34,24597,6.4,24795,2.7,15316,18893,19673,20681,22502,26322,28638,29581,31175,x
 Elementary administration and service occupations,92,1699,15984,3.6,16789,3.7,3734,6422,7745,8949,12093,20103,22920,24423,25929,30433
  Elementary Administration Occupations,921,149,25897,-3.7,25201,-4.0,12790,18416,20569,22246,24738,27373,29327,30340,31496,34906
"   Postal workers, mail sorters and messengers",9211,127,26725,-3.2,26834,-3.7,16898,21641,23106,24513,25591,28305,30064,31057,32205,35934
   Elementary administration occupations n.e.c.,9219,22,16743,3.7,15910,-3.9,x,8489,8850,9950,13877,18751,21070,22032,22940,x
  Elementary Cleaning Occupations,922,441,10951,12.1,12725,9.8,4252,5985,6842,7547,8799,13257,16529,18344,20051,23728
   Window cleaners,9221,x,x,,18573,-4.8,x,x,x,x,x,x,x,x,x,x
   Street cleaners,9222,x,24041,10.4,24834,14.4,x,x,x,23060,23472,24900,x,x,x,x
   Cleaners and domestics,9223,392,10023,11.1,11742,10.3,3962,5667,6387,7195,8320,12100,14626,16203,18070,22008
"   Launderers, dry cleaners and pressers",9224,13,17579,10.1,16062,4.0,7891,9830,10919,12414,14591,18353,19547,20006,x,x
   Refuse and salvage occupations,9225,x,x,,23830,6.2,x,x,x,x,x,x,x,x,x,x
   Vehicle valeters and cleaners,9226,11,20868,0.7,19151,2.8,x,x,x,15251,19924,22269,24024,24373,x,x
   Elementary cleaning occupations n.e.c.,9229,x,x,,22641,2.3,x,x,x,x,x,x,x,x,x,x
  Elementary Security Occupations,923,143,x,,16247,7.5,2078,3069,3495,3954,5595,x,26092,28072,29944,x
   Security guards and related occupations,9231,80,26641,7.9,25755,6.6,x,x,x,x,24703,29016,31079,32020,x,x
   School midday and crossing patrol occupations,9232,52,3577,6.6,4214,-0.5,x,2530,2798,2929,3276,3974,4388,4681,5115,x
   Exam invigilators,9233,11,1799,,x,,x,1148,1212,1414,1590,2091,x,x,x,x
  Elementary Sales Occupations,924,6,x,,13889,-11.5,x,x,x,x,x,x,x,x,x,x
   Shelf fillers,9241,x,x,,13836,-10.1,x,x,x,x,x,x,x,x,x,x
   Elementary sales occupations n.e.c.,9249,x,x,,x,,x,x,x,x,x,x,x,x,x,x
  Elementary Storage Occupations,925,465,24077,5.3,24355,4.4,12508,18580,19913,21041,22529,25838,28024,29180,30524,34868
   Elementary storage supervisors,9251,25,27426,2.1,28450,3.5,20922,23004,24120,24579,25999,28913,30447,31681,33717,x
   Warehouse operatives,9252,426,23836,5.5,24147,4.7,12312,18238,19706,20800,22403,25608,27819,28979,30369,34662
   Delivery operatives,9253,9,22074,2.8,21160,-2.9,x,x,19607,21001,21406,22906,25401,26092,x,x
   Elementary storage occupations n.e.c.,9259,x,28682,11.6,27147,8.8,x,x,x,x,26507,29009,x,x,x,x
  Other Elementary Services Occupations,926,495,9707,0.1,10954,1.2,2553,4493,5334,6233,7904,11744,13961,15405,17174,21456
   Bar and catering supervisors,9261,24,18951,13.6,18248,4.9,8651,12433,13591,14235,16651,20405,21958,23091,23727,x
   Hospital porters,9262,x,x,,20906,9.4,x,x,x,x,x,x,x,x,x,x
   Kitchen and catering assistants,9263,274,10220,-0.5,11346,0.1,x,5336,6305,7146,8520,11875,14243,15636,17175,x
   Waiters and waitresses,9264,89,x,,8912,-5.3,x,x,x,x,x,x,x,x,x,x
   Bar staff,9265,73,7928,3.4,9185,5.1,x,x,x,4891,6170,9652,12163,13007,14308,x
   Coffee shop workers,9266,9,14141,,13655,,x,x,x,x,13278,15005,18325,x,x,x
   Leisure and theme park attendants,9267,x,x,,x,,x,x,x,x,x,x,x,x,x,x
   Other elementary services occupations n.e.c.,9269,6,18531,,17200,17.8,x,x,x,x,x,20244,x,x,x,x
Not Classified,,:,,,,,,,,,,,,,,
