Description,Code,No_jobs,Median,change,Mean,change.1,10,20,25,30,40,60,70,75,80,90
   Customer service occupations n.e.c.,7219,215,11.26,,12.45,,9.01,9.62,9.89,10.12,10.58,12.04,12.98,13.65,14.59,17.5
  Customer Service Supervisors,722,23,14.46,,15.47,,10.56,11.61,11.99,12.49,13.28,15.45,17.03,17.51,18.3,x
   Customer service supervisors,7220,23,14.46,,15.47,,10.56,11.61,11.99,12.49,13.28,15.45,17.03,17.51,18.3,x
"Process, plant and machine operatives",8,1161,11.81,,13.05,,9.07,9.71,10,10.37,11.08,12.68,13.79,14.43,15.31,18.13
" Process, plant and machine operatives",81,561,11.39,,12.52,,9,9.46,9.74,10,10.67,12.27,13.36,14.13,14.98,17.51
  Process Operatives,811,180,10.58,,11.74,,8.91,9.22,9.4,9.62,10.04,11.4,12.24,12.77,13.52,15.88
"   Food, drink and tobacco process operatives",8111,118,10.15,,11.11,,8.91,9.13,9.24,9.41,9.8,10.78,11.5,12,12.51,14.27
   Textile process operatives,8112,8,10.3,,11.4,,x,8.91,9.07,9.29,9.85,11.08,12.26,12.89,x,x
   Chemical and related process operatives,8113,16,13,,14.28,,9.22,10.05,10.41,11.12,11.82,14.17,15.18,16.56,x,x
   Plastics process operatives,8114,9,11.23,,11.95,,x,9.34,9.76,9.99,10.41,11.55,12.64,13.1,x,x
   Metal making and treating process operatives,8115,16,12.57,,13.28,,9.39,10.22,10.53,11.06,11.91,13.61,14.84,15.14,15.71,x
   Process operatives n.e.c.,8119,12,11.18,,12.4,,8.91,9.33,9.81,10.05,10.38,11.64,12.24,12.77,x,x
  Metal Working Machine Operatives,812,15,11.41,,12.12,,9.05,9.76,9.98,10.23,10.91,12.17,13.03,13.99,14.35,x
   Metal working machine operatives ,8120,15,11.41,,12.12,,9.05,9.76,9.98,10.23,10.91,12.17,13.03,13.99,14.35,x
  Plant and Machine Operatives,813,49,12.26,,13.02,,9.27,9.99,10.28,10.66,11.31,12.97,14.07,14.67,15.41,x
   Paper and wood machine operatives,8131,13,11.32,,12.27,,8.91,9.6,9.88,10,10.62,12,12.75,13,x,x
   Mining and quarry workers and related operatives,8132,x,12.79,,13.81,,x,x,x,10.94,12.12,13.83,x,x,x,x
   Energy plant operatives,8133,5,15.57,,16.73,,x,x,12.9,13.48,14.65,17.24,x,x,x,x
   Water and sewerage plant operatives,8134,7,13.37,,13.62,,x,10.67,11.25,11.3,12.48,14.14,15.24,x,x,x
   Printing machine assistants,8135,10,10.99,,12.12,,x,9.58,9.97,10.27,10.68,12.24,13.14,14.04,x,x
   Plant and machine operatives n.e.c.,8139,10,11.99,,12.04,,x,10.09,10.21,10.69,11.23,12.39,12.84,13.36,x,x
  Assemblers and Routine Operatives,814,190,11.03,,11.97,,8.93,9.36,9.55,9.85,10.33,11.8,12.7,13.3,14.3,16.67
   Assemblers (electrical and electronic products),8141,28,10.5,,11.34,,8.91,9.19,9.41,9.58,10,11.48,12,12.5,13.12,x
   Assemblers (vehicles and metal goods),8142,24,11.51,,13.18,,9.09,9.9,10.03,10.32,10.92,13.14,14.75,15.81,16.42,x
   Routine inspectors and testers,8143,33,12.76,,13.62,,9.42,9.88,10.4,10.82,11.81,14.19,15.42,16.29,16.71,x
"   Weighers, graders and sorters",8144,x,11.33,,11.91,,x,x,x,x,10.63,12.17,x,x,x,x
"   Tyre, exhaust and windscreen fitters",8145,16,10.34,,10.87,,8.68,8.92,9,9.35,9.72,11.07,12.11,12.52,12.68,x
   Sewing machinists,8146,10,9.33,,9.67,,x,x,8.91,8.99,9.06,10,10.37,10.53,x,x
   Assemblers and routine operatives n.e.c.,8149,75,10.95,,11.64,,8.99,9.35,9.54,9.78,10.19,11.49,12.21,12.57,13.26,15.51
  Construction Operatives,815,106,13.07,,13.95,,9.43,10.35,10.75,11.13,12.06,14.2,15.49,16.32,17.32,19.34
"   Scaffolders, stagers and riggers",8151,13,16.91,,16.4,,x,12.52,13,13.64,15.89,17.5,18.87,19.25,x,x
   Road construction operatives,8152,18,12.71,,13.46,,9.66,10.4,10.64,10.98,12.06,13.51,14.31,15.06,15.8,x
   Rail construction and maintenance operatives,8153,12,16.13,,16.68,,11.83,13.43,14.18,14.52,15.44,17.32,18.22,18.58,19.11,x
   Construction operatives n.e.c.,8159,64,12.03,,13.1,,9.05,9.84,10.3,10.7,11.37,13.16,14.21,14.81,15.51,17.67
"  Production, Factory and Assembly Supervisors ",816,22,13.73,,15.56,,9.46,10.73,11.24,11.44,12.28,15.1,17.64,18.37,19.69,x
"   Production, factory and assembly supervisors",8160,22,13.73,,15.56,,9.46,10.73,11.24,11.44,12.28,15.1,17.64,18.37,19.69,x
 Transport and mobile machine drivers and operatives,82,600,12.12,,13.5,,9.25,10,10.42,10.77,11.43,13,14.09,14.73,15.6,18.81
  Road Transport Drivers,821,481,11.76,,12.49,,9.16,9.88,10.18,10.56,11.18,12.56,13.37,13.94,14.47,16.5
   Large goods vehicle drivers,8211,186,12.6,,13.03,,10,10.88,11.11,11.42,11.96,13.15,14.09,14.48,15.12,16.84
   Bus and coach drivers,8212,81,12,,12.48,,9.43,10.39,10.74,11,11.49,12.77,13.29,13.74,14.42,16.27
   Taxi and cab drivers and chauffeurs,8213,x,10.44,,11.73,,x,x,x,9.14,9.77,11.23,x,x,x,x
   Delivery drivers and couriers,8214,65,10.06,,10.88,,8.91,9.23,9.3,9.39,9.79,10.63,11.17,11.39,11.8,14.42
   Driving instructors,8215,x,13.54,,15.58,,x,x,x,x,x,x,x,x,x,x
   Road transport drivers n.e.c.,8219,143,11.32,,12.36,,8.91,9.3,9.6,9.96,10.58,12.16,13.25,13.79,14.27,16.84
  Mobile Machine Drivers and Operatives,822,66,12.52,,13.51,,9.55,10.41,10.67,11.1,11.82,13.44,14.34,15.06,15.79,17.31
   Crane drivers,8221,5,14.4,,16.17,,x,x,11.58,11.88,13.17,16.11,x,x,x,x
   Fork-lift truck drivers,8222,23,11.3,,11.76,,9.39,9.85,10.12,10.4,10.81,11.86,12.59,13.03,13.51,x
   Mobile machine drivers and operatives n.e.c.,8229,38,13.39,,14.08,,9.74,10.75,11.21,11.75,12.5,14.14,15.28,15.95,16.51,x
  Other Drivers and Transport Operatives,823,53,22.98,,23.73,,11.96,15.24,16.52,17.66,20.52,29.04,31.58,31.78,32.06,x
   Train and tram drivers,8231,28,31.76,,29.39,,16.55,22.98,27.06,29.14,30.81,31.79,32.93,33.36,35.11,x
   Marine and waterways transport operatives,8232,x,13.14,,14.81,,x,x,x,x,11.55,16.01,x,x,x,x
   Air transport operatives,8233,x,11.91,,12.89,,x,x,x,10.36,11.4,12.75,14.07,x,x,x
   Rail transport operatives,8234,15,19.9,,20.34,,13.03,15.61,16.22,17.14,18.51,21.02,22.05,22.73,23.87,x
   Other drivers and transport operatives n.e.c.,8239,x,17.52,,18.39,,x,x,x,13.88,15.57,18.96,x,x,x,x
Elementary occupations,9,1305,10.31,,11.25,,8.68,9,9.16,9.34,9.79,10.99,11.94,12.54,12.91,14.94
 Elementary trades and related occupations,91,277,10.29,,11.13,,8.91,9,9.22,9.38,9.85,10.84,11.55,12,12.55,14.4
  Elementary Agricultural Occupations,911,51,10.07,,10.71,,8.91,9.03,9.21,9.4,9.79,10.53,11.21,11.5,11.98,x
   Farm workers,9111,33,10.1,,10.63,,8.66,9.02,9.21,9.41,9.8,10.62,11.26,11.58,12.01,x
   Forestry and related workers,9112,x,10.99,,12.08,,x,x,x,x,x,11.44,x,x,x,x
   Fishing and other elementary agriculture occupations n.e.c.,9119,15,9.96,,10.65,,8.91,8.98,9.06,9.22,9.51,10.35,10.59,11.09,11.46,x
  Elementary Construction Occupations,912,68,10.99,,11.94,,8.51,9.17,9.5,9.9,10.43,11.54,12.5,12.96,13.53,x
   Groundworkers,9121,13,13.3,,15.32,,x,10.66,11,11.09,12.2,14.45,15.22,15.81,x,x
   Elementary construction occupations n.e.c.,9129,55,10.54,,11.09,,8.36,9,9.25,9.5,10,11.15,11.84,12.27,12.73,x
  Elementary Process Plant Occupations,913,159,10.11,,10.92,,8.91,9,9.13,9.29,9.67,10.65,11.4,11.75,12.4,14.24
   Industrial cleaning process occupations,9131,16,10.1,,10.84,,8.99,9.29,9.38,9.5,9.81,10.6,11.14,11.41,11.69,x
"   Packers, bottlers, canners and fillers",9132,81,9.83,,10.64,,8.91,8.99,9.07,9.24,9.47,10.4,11.01,11.39,11.74,13.3
   Elementary process plant occupations n.e.c.,9139,62,10.41,,11.31,,8.8,9,9.11,9.33,10,11.13,12.06,12.72,13.35,x
 Elementary administration and service occupations,92,1028,10.32,,11.28,,8.5,8.98,9.15,9.32,9.78,11.01,12.05,12.7,12.99,15.04
  Elementary Administration Occupations,921,131,12.91,,13.48,,9.84,12.48,12.72,12.75,12.75,13.47,14.18,14.77,15.13,16.55
"   Postal workers, mail sorters and messengers",9211,115,13.23,,13.92,,12.47,12.75,12.75,12.75,12.86,13.67,14.57,15,15.28,16.79
   Elementary administration occupations n.e.c.,9219,16,9.41,,10.21,,x,8.2,x,8.91,9.14,10.01,10.53,10.62,x,x
  Elementary Cleaning Occupations,922,162,9.67,,10.25,,8.89,8.92,9,9.12,9.4,10,10.47,10.79,11.13,12.44
   Window cleaners,9221,x,x,,11.65,,x,x,x,x,x,x,x,x,x,x
   Street cleaners,9222,5,10.64,,10.97,,x,x,10.04,10.04,10.2,10.74,11.2,x,x,x
   Cleaners and domestics,9223,112,9.5,,10.15,,8.83,8.91,9,9.03,9.26,9.88,10.37,10.76,11.03,12.38
"   Launderers, dry cleaners and pressers",9224,9,9.27,,9.49,,x,x,x,8.96,9.13,9.4,9.64,9.72,x,x
   Refuse and salvage occupations,9225,23,10.34,,11.02,,9.01,9.58,9.74,9.83,10.11,10.53,11.04,11.3,11.8,x
   Vehicle valeters and cleaners,9226,10,9.24,,9.78,,8.74,x,8.91,8.91,8.97,9.53,9.96,10.12,x,x
   Elementary cleaning occupations n.e.c.,9229,x,9.89,,10.14,,x,x,x,x,x,x,x,x,x,x
  Elementary Security Occupations,923,90,10.8,,11.54,,8.91,9.31,9.5,9.72,10.21,11.5,12.37,12.99,13.77,15.18
   Security guards and related occupations,9231,87,10.85,,11.53,,8.91,9.31,9.5,9.74,10.24,11.52,12.46,13,13.77,15.13
   School midday and crossing patrol occupations,9232,x,9.45,,10.02,,x,x,x,x,x,x,x,x,x,x
   Exam invigilators,9233,x,x,,12.66,,x,x,x,x,x,x,x,x,x,x
  Elementary Sales Occupations,924,12,9.96,,10.68,,x,9.22,9.3,9.32,9.77,10.19,10.61,10.67,x,x
   Shelf fillers,9241,11,9.95,,10.57,,x,9.21,9.3,9.3,9.74,10,10.61,10.66,x,x
   Elementary sales occupations n.e.c.,9249,x,10.46,,11.77,,x,x,x,x,x,x,x,x,x,x
  Elementary Storage Occupations,925,450,10.71,,11.73,,8.92,9.29,9.5,9.71,10.14,11.29,12.09,12.58,13.25,16.18
   Elementary storage supervisors,9251,28,12.19,,13.06,,9.43,10.19,10.49,10.79,11.52,12.98,13.79,14.51,15.01,x
   Warehouse operatives,9252,398,10.6,,11.61,,8.92,9.26,9.46,9.64,10.08,11.15,11.89,12.33,12.91,15.97
   Delivery operatives,9253,18,11,,11.47,,7.9,8.99,9.32,9.52,9.95,11.83,12.7,13.17,13.63,x
   Elementary storage occupations n.e.c.,9259,7,12.41,,13.58,,x,9.93,10.15,10.84,11.62,14.38,15.5,x,x,x
  Other Elementary Services Occupations,926,183,8.92,,9.26,,6.81,7.39,7.64,8.05,8.75,9.1,9.49,9.75,10.06,11.25
   Bar and catering supervisors,9261,17,8.96,,11.3,,7.3,7.77,7.88,8.14,8.57,9.3,9.97,10.41,10.83,x
   Hospital porters,9262,x,10.5,,11.18,,x,x,x,x,x,10.71,x,x,x,x
   Kitchen and catering assistants,9263,88,9.01,,9.22,,6.98,7.58,8.1,8.58,8.91,9.31,9.73,9.97,10.5,11.71
   Waiters and waitresses,9264,37,8.59,,8.55,,6.56,6.9,7.08,7.25,7.85,8.91,9.02,9.19,9.31,x
   Bar staff,9265,22,8.36,,8.8,,6.57,7.08,7.19,7.4,7.82,8.8,8.92,9,9.5,x
   Coffee shop workers,9266,7,8.98,,8.98,,x,8.64,8.78,8.91,8.91,9.05,x,x,x,x
   Leisure and theme park attendants,9267,x,8.8,,9.25,,x,x,x,7.92,8.71,8.91,x,x,x,x
   Other elementary services occupations n.e.c.,9269,4,9.58,,9.74,,x,x,8.27,8.72,8.96,9.94,x,x,x,x
Not Classified,,:,,,,,,,,,,,,,,
