Description,Code,No_jobs,Median,change,Mean,change.1,10,20,25,30,40,60,70,75,80,90
      Communication operators,4142,21,24920,0.6,24758,1.1,11150,x,18933,20978,23102,26957,29037,29897,30931,x
    Administrative Occupations: General,415,753,15459,-0.7,15806,-0.5,5017,8024,9515,10880,13457,17143,19195,20320,21782,26615
      General office assistants/clerks,4150,753,15459,-0.7,15806,-0.5,5017,8024,9515,10880,13457,17143,19195,20320,21782,26615
   Secretarial and related occupations,42,556,14538,-1.0,15703,-0.9,5700,7861,8954,9882,12164,16792,19151,20779,22181,27651
    Secretarial And Related Occupations,421,556,14538,-1.0,15703,-0.9,5700,7861,8954,9882,12164,16792,19151,20779,22181,27651
      Medical secretaries,4211,44,16692,1.8,16470,3.7,8822,10657,11626,12740,14718,18577,20033,21032,21798,x
      Legal secretaries,4212,30,17749,4.3,18189,2.7,8780,12091,13183,13990,15875,18884,20301,21240,22512,x
      School secretaries,4213,31,15091,-0.6,16033,0.9,7286,9400,10700,11538,13424,16859,18474,19777,21333,x
      Company secretaries,4214,20,6620,-9.0,12515,-6.1,4423,5200,5441,5712,6000,x,x,x,x,x
      Personal assistants and other secretaries,4215,220,18580,0.6,18751,-1.9,5200,7800,10000,12000,15665,21199,23838,25394,27391,32595
      Receptionists,4216,199,11548,0.3,12141,0.1,5643,7501,8237,8823,10013,13057,14632,15600,16553,19058
      Typists,4217,12,14733,-3.8,14148,-12.3,6336,7925,8629,9812,12497,16380,17182,17866,x,x
Skilled trades occupations,5,1618,23097,0.7,24146,1.1,12196,15896,17348,18579,20878,25534,28280,29808,31612,37307
   Skilled agricultural trades,51,106,17345,-1.4,17489,-1.8,8508,13013,14244,14940,16166,18541,19996,20761,21998,x
    Agricultural Trades,511,106,17345,-1.4,17489,-1.8,8508,13013,14244,14940,16166,18541,19996,20761,21998,x
      Farmers,5111,x,22561,1.6,20198,-12.1,x,x,x,x,x,24156,x,x,x,x
      Horticultural trades,5112,x,14793,-0.3,14414,-3.9,x,x,x,x,13936,15607,x,x,x,x
      Gardeners and groundsmen/groundswomen,5113,89,17234,-0.9,17254,-1.1,8528,13135,14319,14965,16153,18453,19750,20479,21459,x
      Agricultural and fishing trades n.e.c.,5119,8,18120,-3.2,20256,-1.6,x,x,x,15165,17160,20107,x,x,x,x
   Skilled metal and electrical trades,52,867,26787,2.8,27826,2.2,16531,19883,21256,22500,24617,29000,31439,33094,34950,40531
"    Metal Forming, Welding And Related Trades",521,81,25472,4.7,26780,4.5,16751,19492,20753,21765,23308,27741,29672,31440,33948,x
      Smiths and forge workers,5211,x,25793,-5.6,25815,-2.5,x,x,x,x,x,x,x,x,x,x
"      Moulders, core makers, die casters",5212,x,21698,,21783,9.7,x,x,x,x,x,21885,x,x,x,x
      Sheet metal workers,5213,17,24632,2.2,25182,2.4,15659,18347,19993,21285,22637,27754,28932,29765,x,x
"      Metal plate workers, shipwrights, riveters",5214,11,26355,3.4,28091,3.6,x,22409,22920,23603,24726,29267,31797,x,x,x
      Welding trades,5215,42,24764,6.4,26414,5.9,x,18956,20030,20926,22642,26859,29189,31102,33596,x
      Pipe fitters,5216,x,x,,x,,x,x,x,x,x,x,x,x,x,x
"    Metal Machining, Fitting And Instrument Making Trades",522,350,27593,2.5,28685,3.4,16920,20256,21728,22959,25302,29890,32922,34143,36170,42009
      Metal machining setters and setter-operators,5221,52,25200,5.5,26425,6.2,17004,19682,20550,21663,23145,27484,30121,31647,33360,x
"      Tool makers, tool fitters and markers-out",5222,11,26366,7.8,27183,4.5,x,19904,21359,22397,25334,27931,29981,30915,x,x
      Metal working production and maintenance fitters,5223,275,28180,2.0,29253,3.2,16719,20421,21942,23427,25823,30558,33483,34860,37330,42987
      Precision instrument makers and repairers,5224,12,25902,-2.0,26813,-6.1,x,19601,20825,22262,23543,28171,30453,x,x,x
    Vehicle Trades,523,160,23349,0.7,24131,1.4,14370,17517,18560,19509,21442,25029,27218,28478,29584,35199
"      Motor mechanics, auto engineers",5231,119,23280,-0.5,24228,0.7,13809,16790,18106,19307,21208,25114,27713,28864,30135,35700
      Vehicle body builders and repairers,5232,25,23145,4.6,23606,0.7,16125,18221,18975,19548,21474,24257,26237,26732,27978,x
      Auto electricians,5233,x,23485,,24948,4.3,x,x,x,x,x,x,x,x,x,x
      Vehicle spray painters,5234,13,23997,12.2,24074,8.4,x,18786,19699,20149,21551,25068,26730,27171,x,x
    Electrical Trades,524,276,28488,2.9,29182,0.9,18143,22059,23125,24199,26116,30241,32602,34262,35985,41370
"      Electricians, electrical fitters",5241,131,29390,0.4,29697,-0.9,17735,22191,23280,24929,27146,30928,33368,35107,36689,42215
      Telecommunications engineers,5242,32,29001,8.4,29542,2.9,22062,24243,25154,25586,26873,30353,32205,33093,34074,x
      Lines repairers and cable jointers,5243,7,32045,-2.8,33893,1.2,x,x,27823,28917,30099,35169,x,x,x,x
"      TV, video and audio engineers",5244,x,22554,3.7,22938,9.2,x,x,x,20262,21590,23645,x,x,x,x
"      Computer engineers, installation and maintenance",5245,14,27158,8.4,30033,9.4,16095,20020,22654,23846,25712,31779,35405,37396,x,x
      Electrical/electronics engineers n.e.c.,5249,88,26862,2.0,28144,0.7,18134,20845,22147,23210,24829,28767,30790,32191,35027,x
   Skilled construction and building trades,53,302,22844,-1.3,23821,-1.0,14350,17639,18847,19928,21519,24539,26602,27841,29589,34543
    Construction Trades,531,252,23361,-0.4,24263,-0.4,14460,17828,19092,20131,21851,25010,27252,28560,30019,35097
      Steel erectors,5311,x,25976,11.1,27204,10.9,x,x,x,x,22349,29571,x,x,x,x
"      Bricklayers, masons",5312,23,22393,-2.6,22915,-2.2,14808,17841,19021,20082,21191,23607,24285,25201,26882,x
"      Roofers, roof tilers and slaters",5313,14,22149,2.3,21995,-4.3,x,17751,18758,19198,20863,23188,24287,24710,x,x
"      Plumbers, heating and ventilating engineers",5314,64,27686,1.9,27818,1.7,15080,21261,22000,22863,24804,29810,32340,33814,35529,x
      Carpenters and joiners,5315,99,22818,-1.2,23424,-1.0,14799,17861,18883,19954,21692,24578,26532,27418,28706,x
"      Glaziers, window fabricators and fitters",5316,22,18913,-4.5,19996,-2.2,14426,15989,16568,17162,17617,20471,22576,23237,24268,x
      Construction trades n.e.c.,5319,27,23206,-0.6,24211,-2.0,12975,17008,18622,19857,21504,24647,26000,26880,28015,x
    Building Trades,532,50,21222,-3.5,21576,-4.2,13932,16832,17646,18770,20061,22535,23774,24949,25993,x
      Plasterers,5321,11,21327,-1.4,20392,-9.9,x,15607,17642,18396,19645,21922,22785,x,x,x
      Floorers and wall tilers,5322,9,20076,-5.4,21224,-6.5,x,15302,16691,18193,19721,21059,23803,x,x,x
      Painters and decorators,5323,30,21516,-2.9,22103,-1.5,14293,17017,18137,18935,20405,22841,24088,25364,26823,x
"   Textiles, printing and other skilled trades",54,344,16346,2.9,17201,2.2,6872,10191,11664,12648,14741,17982,20081,21178,22722,27773
    Textiles And Garments Trades,541,22,18546,0.3,18851,-0.4,8982,11907,13149,14221,15838,20617,22650,23327,25017,x
      Weavers and knitters,5411,x,20026,10.0,19222,4.4,x,x,x,x,18176,20599,x,x,x,x
      Upholsterers,5412,9,20930,4.5,20203,2.5,x,14664,15540,17579,19280,22787,24039,x,x,x
      Leather and related trades,5413,x,15594,-14.4,17524,-17.0,x,x,x,x,14617,x,x,x,x,x
      Tailors and dressmakers,5414,x,x,,15275,10.8,x,x,x,x,x,x,x,x,x,x
"      Textiles, garments and related trades n.e.c.",5419,x,x,,18607,-3.2,x,x,x,x,x,x,x,x,x,x
    Printing Trades,542,49,21843,1.3,23516,3.9,x,15506,16440,17228,19334,24380,27953,29611,31665,x
"      Originators, compositors and print preparers",5421,x,18453,-5.0,19422,-0.8,x,x,x,x,15740,x,x,x,x,x
      Printers,5422,21,28895,3.8,28679,4.9,16490,18494,20766,22967,26385,31385,33217,33679,35887,x
      Bookbinders and print finishers,5423,21,18865,0.7,20182,2.2,x,x,15175,15712,17183,21313,22840,x,x,x
      Screen printers,5424,x,18198,17.9,17765,6.8,x,x,x,x,x,x,x,x,x,x
    Food Preparation Trades,543,235,15038,4.8,15353,2.2,6239,8878,10223,11440,13167,16594,18004,19202,20328,23988
"      Butchers, meat cutters",5431,27,17330,1.8,17570,0.6,11498,13905,14472,14932,15758,18132,20040,20707,x,x
"      Bakers, flour confectioners",5432,22,16213,3.7,16223,1.8,x,12554,13235,14262,15169,17333,18588,19287,20318,x
"      Fishmongers, poultry dressers",5433,x,13117,,14005,1.4,x,x,x,x,12395,x,x,x,x,x
"      Chefs, cooks",5434,181,14152,3.7,14953,2.6,5865,8202,9357,10469,12216,16050,17793,18864,20088,24042
    Skilled Trades n. e. c.,549,37,18855,3.0,19482,4.7,8490,12702,14271,15067,16958,20728,21966,23234,25255,x
"      Glass and ceramics makers, decorators and finishers",5491,7,18598,0.9,19981,6.2,x,x,14768,16345,17598,21019,x,x,x,x
"      Furniture makers, other craft woodworkers",5492,13,20006,4.3,20773,6.8,x,16388,17161,18013,19139,21319,22026,22950,x,x
      Pattern makers (moulds),5493,x,29576,7.4,31352,7.4,x,x,x,x,x,x,x,x,x,x
      Musical instrument makers and tuners,5494,x,x,,x,,x,x,x,x,x,x,x,x,x,x
"      Goldsmiths, silversmiths, precious stone workers",5495,x,x,,24710,8.3,x,x,x,x,x,x,x,x,x,x
"      Floral arrangers, florists",5496,x,x,,10300,7.4,x,x,x,x,x,x,x,x,x,x
      Hand craft occupations n.e.c.,5499,x,18316,1.0,19920,2.0,x,x,x,x,x,x,x,x,x,x
Personal service occupations,6,1939,12613,0.1,13232,-0.3,4496,7096,8090,9112,10945,14444,16460,17581,18900,22251
   Caring personal service occupations,61,1583,12516,1.2,12898,0.5,4594,7238,8202,9146,10927,14189,16160,17172,18382,21445
    Healthcare And Related Personal Services,611,986,13772,-0.7,13873,-0.9,5038,7916,9027,10170,11974,15486,17321,18368,19479,22424
      Nursing auxiliaries and assistants,6111,236,15860,1.1,15172,-0.1,6307,9584,10995,11863,14017,17343,18802,19626,20456,22850
      Ambulance staff (excluding paramedics),6112,13,19572,-9.7,20572,-9.3,x,14353,15673,16383,18719,21542,23461,25808,28097,x
      Dental nurses,6113,35,14042,0.8,14419,2.6,7154,9893,10839,11850,12879,15387,17015,17747,18581,x
      Houseparents and residential wardens,6114,23,16383,-6.9,15889,-6.4,x,x,10674,11523,13998,18259,20170,21045,22104,x
      Care assistants and home carers,6115,678,12959,0.6,13193,-0.6,4512,7326,8301,9383,11241,14611,16394,17388,18661,21854
    Childcare And Related Personal Services,612,569,10825,2.3,11166,2.3,3917,6231,7220,7937,9406,12072,13541,14573,15751,19004
      Nursery nurses,6121,122,12451,-0.7,12408,-1.7,5108,7521,8369,9264,11065,13437,15004,16158,17276,19788
      Childminders and related occupations,6122,13,11725,2.0,13373,12.1,x,6775,7029,8389,9766,13477,15473,x,x,x
      Playgroup leaders/assistants,6123,48,5528,2.1,6553,-4.5,1584,2738,3446,3927,4660,6439,7476,8427,9745,x
      Educational assistants,6124,386,10869,3.2,11277,3.6,4364,6821,7682,8389,9648,12008,13488,14498,15708,18701
    Animal Care Services,613,28,13523,-5.5,13749,-4.0,x,8930,9929,10529,12365,15030,16601,17308,18448,x
      Veterinary nurses and assistants,6131,13,14690,1.0,14267,-6.2,x,10125,10688,12094,13360,16001,17266,18367,x,x
      Animal care occupations n.e.c.,6139,15,13022,-5.2,13290,-1.1,x,8429,9012,9740,11334,14016,15600,16185,x,x
   Leisure and other personal service occupations,62,356,13366,-3.5,14715,-2.6,3985,6393,7665,8869,11083,15701,18389,20020,21718,27150
    Leisure And Travel Service Occupations,621,163,15288,-4.0,16624,-1.1,x,6292,7827,9228,12314,18238,21472,23444,25810,32425
      Sports and leisure assistants,6211,55,10364,-9.9,11217,-1.5,x,x,x,5471,8144,12652,15249,16690,18113,x
      Travel agents,6212,26,16146,10.4,16897,5.8,7302,10226,11591,12045,14341,17696,19402,21074,22967,x
      Travel and tour guides,6213,15,6675,6.5,8128,8.3,x,x,x,x,x,x,x,x,x,x
      Air travel assistants,6214,42,21425,-4.3,22912,-1.8,x,x,x,x,19165,23805,28467,x,x,x
      Rail travel assistants,6215,17,28140,7.3,28993,8.1,21020,23358,24198,25183,26179,30796,32511,33320,34610,x
      Leisure and travel service occupations n.e.c.,6219,8,x,,9569,,x,x,x,x,x,x,x,x,x,x
    Hairdressers And Related Occupations,622,72,9980,-5.7,10820,-4.7,4734,5796,6634,7293,8851,11345,12578,13512,14736,x
"      Hairdressers, barbers",6221,52,9599,-4.5,10258,-5.1,4680,5679,6240,6791,8426,10649,11848,12451,13519,x
      Beauticians and related occupations,6222,20,11732,-5.9,12239,-4.3,x,x,x,x,10012,13206,15022,x,x,x
    Housekeeping Occupations,623,109,14075,-0.8,13956,-3.8,3915,6606,7985,9369,11889,15781,17552,18632,20020,23320
      Housekeepers and related occupations,6231,44,11040,-0.9,11540,-0.6,3927,5848,6642,7545,9397,12506,14141,14611,15344,x
      Caretakers,6232,66,16377,-3.9,15548,-4.6,3879,7831,9875,11735,14774,17801,19694,20558,21708,24727
    Personal Services Occupations n. e. c.,629,12,19619,8.3,18955,7.1,x,x,x,x,18223,20296,x,x,x,x
      Undertakers and mortuary assistants,6291,x,x,,18409,7.1,x,x,x,x,x,x,x,x,x,x
      Pest control officers,6292,x,20000,4.5,20907,4.4,x,x,x,x,19905,21372,x,x,x,x
Sales and customer service occupations,7,1590,10041,3.1,11406,2.6,3945,5486,6126,6767,8259,12128,14164,15405,16671,20336
   Sales occupations,71,1246,9124,5.8,10481,3.2,3694,5178,5721,6281,7510,10859,12883,13840,15129,18507
    Sales Assistants And Retail Cashiers,711,1179,8844,5.4,10099,3.2,3640,5119,5652,6187,7331,10510,12480,13415,14534,17720
      Sales and retail assistants,7111,1035,8736,5.4,10035,3.2,3528,5032,5596,6135,7253,10433,12423,13350,14472,17661
      Retail cashiers and check-out operators,7112,120,8481,6.2,9127,5.0,4306,5369,5844,6205,7174,9771,11234,12120,12893,15057
      Telephone salespersons,7113,23,17405,-0.6,17928,-1.1,8666,12663,13813,14755,16212,18826,20696,21724,23192,x
    Sales Related Occupations,712,67,16446,4.6,17167,3.4,4494,8318,9963,11907,14528,18137,19806,21166,23115,x
      Collector salespersons and credit agents,7121,x,17193,-13.8,16926,-17.7,x,x,x,x,x,x,x,x,x,x
"      Debt, rent and other cash collectors",7122,22,15665,3.4,15572,3.2,7015,9564,10787,12558,14382,16997,18458,18969,19788,x
      Roundsmen/women and van salespersons,7123,5,19466,-6.0,21154,-0.8,x,14921,15702,17275,19021,21953,x,x,x,x
      Market and street traders and assistants,7124,x,x,,x,,x,x,x,x,x,x,x,x,x,x
      Merchandisers and window dressers,7125,16,13858,11.0,15384,3.9,x,x,x,x,x,16988,20349,22800,x,x
      Sales related occupations n.e.c.,7129,22,16995,4.7,19462,10.0,x,10074,11633,13326,15499,19343,21255,22380,x,x
   Customer service occupations,72,344,14741,-1.7,14762,-0.5,5450,7785,8915,10021,12628,16532,18222,19319,20532,24129
    Customer Service Occupations,721,344,14741,-1.7,14762,-0.5,5450,7785,8915,10021,12628,16532,18222,19319,20532,24129
      Call centre agents/operators,7211,47,15029,-0.2,14826,-1.0,x,x,10692,12023,13588,16227,17584,18454,19433,x
      Customer care occupations,7212,297,14689,-1.8,14752,-0.4,5281,7503,8648,9743,12311,16654,18372,19485,20754,24479
"Process, plant and machine operatives",8,1298,21001,0.7,21820,0.5,11041,14425,15663,16805,18914,23364,25963,27375,28810,33530
"   Process, plant and machine operatives",81,670,20795,2.2,22196,2.0,11999,14379,15376,16500,18500,23208,25934,27485,29184,34592
    Process Operatives,811,206,18974,-0.4,20409,-1.0,11432,13570,14441,15324,17163,20900,23546,25171,26901,31847
"      Food, drink and tobacco process operatives",8111,120,16875,-0.2,18061,-1.1,10040,12531,13420,14114,15414,18450,20212,21602,23040,27452
      Glass and ceramics process operatives,8112,x,20819,4.1,21603,4.3,x,x,16124,17755,19644,22299,x,x,x,x
      Textile process operatives,8113,9,18237,3.0,19395,0.2,x,12046,12622,13574,16440,19550,21109,x,x,x
      Chemical and related process operatives,8114,30,24408,-3.9,25949,-1.7,14677,17488,18647,20104,21915,26794,29238,31591,32891,x
      Rubber process operatives,8115,6,24048,13.8,23556,5.7,x,x,17599,19086,21474,26468,28073,x,x,x
      Plastics process operatives,8116,13,20336,7.2,20740,3.9,12684,15077,15849,16428,18350,22246,24307,25262,x,x
      Metal making and treating process operatives,8117,12,25574,5.2,25441,-0.4,x,18353,19674,20964,23226,26974,29178,30000,x,x
      Electroplaters,8118,5,19424,-1.7,21125,5.1,x,x,17488,17733,18573,20232,x,x,x,x
      Process operatives n.e.c.,8119,7,25772,6.5,25397,1.0,x,17296,18815,19913,23045,27322,29667,x,x,x
    Plant And Machine Operatives,812,126,23077,5.3,24520,4.3,13252,16089,17408,18570,20763,25608,27832,29405,31231,37490
      Paper and wood machine operatives,8121,23,21036,4.4,21767,1.9,12489,14850,15873,17165,19109,23537,25896,26875,27747,x
      Coal mine operatives,8122,x,41140,2.2,42464,1.0,x,x,x,x,x,x,x,x,x,x
      Quarry workers and related operatives,8123,5,26732,6.8,28513,6.0,x,x,21172,23002,25663,28128,31666,x,x,x
      Energy plant operatives,8124,8,26998,-10.6,30679,1.8,x,20156,21848,22689,24327,31369,36480,x,x,x
      Metal working machine operatives,8125,65,21946,4.4,23597,4.5,13278,15708,16697,17677,20075,24216,27063,28089,30286,x
      Water and sewerage plant operatives,8126,x,27959,4.3,28609,7.2,x,x,x,x,x,x,x,x,x,x
      Plant and machine operatives n.e.c.,8129,15,21606,5.5,22873,5.7,x,15015,16633,17929,19326,23917,26584,27194,x,x
    Assemblers And Routine Operatives,813,228,18703,3.0,20072,4.4,10968,13587,14419,15240,16921,20997,23527,24811,26156,30634
      Assemblers (electrical products),8131,24,17370,7.5,17997,6.7,11604,13358,14386,15063,16083,18906,20261,20981,21684,x
      Assemblers (vehicles and metal goods),8132,38,27108,14.7,27298,11.1,x,x,21714,22840,24895,29112,30947,32322,x,x
      Routine inspectors and testers,8133,42,21431,3.1,22403,4.6,13626,15370,16703,17506,19547,23580,25886,26992,28562,x
"      Weighers, graders, sorters",8134,x,x,,17269,3.3,x,x,x,x,x,x,x,x,x,x
"      Tyre, exhaust and windscreen fitters",8135,15,18512,-0.6,19003,-0.3,12460,14141,14410,15003,16707,20373,22264,23943,25069,x
      Clothing cutters,8136,x,x,,18589,-1.6,x,x,x,x,x,x,x,x,x,x
      Sewing machinists,8137,18,13161,5.4,13554,1.3,x,9251,10213,11205,12152,14167,15598,16315,x,x
      Routine laboratory testers,8138,7,15203,-4.0,16468,-2.4,x,x,10718,12547,13924,16384,x,x,x,x
      Assemblers and routine operatives n.e.c.,8139,76,17437,3.5,18271,4.0,11089,13497,14170,14793,16480,18955,21006,22100,23656,x
    Construction Operatives,814,110,26791,2.0,27266,0.6,14414,19428,20725,21819,23881,29420,31771,33611,35067,39794
"      Scaffolders, stagers, riggers",8141,13,29850,2.8,30703,4.5,x,21306,22937,23968,27611,32650,35707,36871,x,x
      Road construction operatives,8142,23,24768,0.6,25671,2.0,14353,19298,20415,21419,23290,27335,30187,30666,31929,x
      Rail construction and maintenance operatives,8143,11,30654,5.0,31168,5.2,x,23694,25359,26155,29383,34258,35134,36082,x,x
      Construction operatives n.e.c.,8149,63,25633,-1.7,26482,-1.7,13914,17932,20107,21020,23161,28295,31230,32547,34405,x
   Transport and mobile machine drivers and operatives,82,629,21238,-0.4,21419,-1.1,8952,14560,15988,17186,19245,23513,25998,27286,28512,32454
    Transport Drivers And Operatives,821,569,21102,-0.6,21139,-1.5,8436,14219,15770,16987,19006,23317,25804,27113,28376,32164
      Heavy goods vehicle drivers,8211,174,25196,2.0,24827,0.9,16056,19240,20521,21494,23473,26968,28525,29354,30549,33791
      Van drivers,8212,223,17069,-2.2,17129,-3.1,5758,9444,12104,13438,15401,18736,20807,22147,23765,27818
      Bus and coach drivers,8213,117,21563,1.8,22238,-0.7,13018,17067,17806,18747,20077,23372,25654,27299,28356,32310
"      Taxi, cab drivers and chauffeurs",8214,18,13476,-0.1,15594,1.5,4514,5867,6877,8248,11729,16674,19571,22134,x,x
      Driving instructors,8215,x,24417,-1.2,22016,-2.2,x,x,x,x,x,x,x,x,x,x
      Rail transport operatives,8216,11,33478,7.1,34159,1.0,21370,25560,26698,27857,29916,35876,38379,40876,x,x
"      Seafarers (merchant navy); barge, lighter and boat operatives",8217,x,29413,5.4,31350,10.1,x,x,x,x,x,32578,x,x,x,x
      Air transport operatives,8218,13,23513,-2.5,24572,-1.4,15547,18389,20023,20441,22026,25902,26928,28073,x,x
      Transport operatives n.e.c.,8219,8,24175,-0.2,22432,-1.7,x,x,x,18918,21437,25648,27287,27793,x,x
    Mobile Machine Drivers And Operatives,822,60,22878,2.3,24079,2.7,14335,17238,18162,19130,20765,25263,27680,28621,30345,x
      Crane drivers,8221,6,30575,,31955,8.1,x,23317,25971,27086,28525,33808,36256,x,x,x
      Fork-lift truck drivers,8222,22,18995,-0.4,19871,0.8,13012,15102,15547,16147,17852,20274,22239,23828,24189,x
      Agricultural machinery drivers,8223,x,23937,13.5,24277,7.3,x,x,x,x,21384,27215,x,x,x,x
      Mobile machine drivers and operatives n.e.c.,8229,29,25009,1.9,25596,3.4,15938,x,20082,21142,22669,26294,28224,29403,31513,x
Elementary occupations,9,2390,11954,-0.9,12603,0.1,2632,4650,5491,6527,9121,14266,16651,17998,19658,23925
"   Elementary trades, plant and storage related occupations",91,745,17159,0.7,17664,0.8,8667,12477,13354,14202,15716,18711,20538,21693,22906,26968
    Elementary Agricultural Occupations,911,48,16692,2.4,16336,2.1,5433,9671,11996,13236,14955,18139,19994,21213,22653,x
      Farm workers,9111,30,17571,3.1,17018,3.6,5435,9282,12655,14165,15808,19296,21130,22076,23195,x
      Forestry workers,9112,x,21454,11.5,21710,11.8,x,x,x,19676,20155,23429,x,x,x,x
      Fishing and agriculture related occupations n.e.c.,9119,15,13895,-3.1,13698,-3.1,x,9018,10144,10971,13009,15345,16640,17544,x,x
    Elementary Construction Occupations,912,81,18667,2.2,19280,1.0,8603,12718,14050,15347,17051,20280,22681,23961,25436,29520
      Labourers in building and woodworking trades,9121,62,18733,2.2,19390,0.5,8569,12616,14019,15392,17136,20639,23202,24309,25921,x
      Labourers in other construction trades n.e.c.,9129,19,18601,3.4,18925,3.4,8624,13024,14112,15033,17022,19659,21864,22678,24342,x
    Elementary Process Plant Occupations,913,197,16375,-0.5,16852,-0.8,8404,12065,12821,13525,14916,17737,19473,20522,21925,25438
      Labourers in foundries,9131,x,18405,5.0,19825,8.9,x,x,x,17090,17835,18937,x,x,x,x
      Industrial cleaning process occupations,9132,12,17128,1.5,17209,-1.1,x,12499,13302,14509,16321,18097,19399,20252,21230,x
      Printing machine minders and assistants,9133,12,20151,1.2,20510,-2.2,10664,13605,15615,16641,18747,22239,23826,25562,x,x
"      Packers, bottlers, canners, fillers",9134,77,15242,1.1,15793,-1.1,8398,11293,12093,12681,13989,16484,17960,18841,19949,x
      Labourers in process and plant operations n.e.c.,9139,93,16714,-1.9,17100,-0.6,x,12446,13238,14062,15373,18072,20025,21468,22412,x
    Elementary Goods Storage Occupations,914,419,17328,0.9,17887,1.5,9458,12816,13693,14595,15907,18908,20720,21740,22873,27037
"      Stevedores, dockers and slingers",9141,6,24931,3.6,24712,0.5,x,x,19281,20300,22144,26071,28999,x,x,x
      Other goods handling and storage occupations n.e.c.,9149,413,17275,1.0,17795,1.5,9423,12771,13650,14550,15868,18847,20603,21643,22780,26818
   Elementary administration and service occupations,92,1646,8333,-0.9,10313,0.0,2088,3535,4254,4975,6420,10763,13255,14737,16398,21576
    Elementary Administration Occupations,921,183,20355,1.3,18580,1.7,x,10410,13250,14844,17590,21826,23815,24526,25884,29102
"      Postal workers, mail sorters, messengers, couriers",9211,151,21457,2.9,20059,2.1,x,14252,16086,17527,20214,22904,24474,25505,26617,29830
      Elementary office occupations n.e.c.,9219,32,10907,7.1,11528,5.4,x,x,x,x,9136,13412,14826,15479,x,x
    Elementary Personal Services Occupations,922,560,7025,-3.2,8045,-1.6,1983,3360,3942,4663,5712,8692,10557,11546,12378,15018
      Hospital porters,9221,8,18619,6.6,18389,1.2,x,14991,15235,15706,16870,19761,20973,21698,x,x
      Hotel porters,9222,x,x,,12341,-6.6,x,x,x,x,x,14442,x,x,x,x
      Kitchen and catering assistants,9223,316,7870,2.0,8486,0.8,2496,3896,4631,5203,6460,9414,11062,11872,12629,15044
"      Waiters, waitresses",9224,100,5660,-11.2,7060,-7.2,1702,2667,3113,3582,4892,6821,8791,9852,10974,x
      Bar staff,9225,105,6058,0.2,7378,0.2,2002,3054,3630,4293,5091,7362,9343,10537,11735,x
      Leisure and theme park attendants,9226,19,x,,5283,-11.0,732,973,1111,1245,x,x,x,x,x,x
      Elementary personal services occupations n.e.c.,9229,10,x,,6999,-8.9,x,x,x,x,x,x,x,x,x,x
    Elementary Cleaning Occupations,923,564,6978,-4.0,8669,-2.1,2499,3618,4134,4690,5683,8792,11311,12551,13748,16889
      Window cleaners,9231,x,15972,,14930,7.5,x,x,x,x,x,x,x,x,x,x
      Road sweepers,9232,8,17396,0.1,17766,0.9,x,15846,15961,16136,16794,17964,19126,19666,x,x
"      Cleaners, domestics",9233,515,6502,-3.4,8034,-1.1,2355,3460,3912,4472,5344,7945,10107,11421,12717,15600
"      Launderers, dry cleaners, pressers",9234,17,11500,3.7,11143,1.6,6281,7231,7760,9237,10516,12219,13485,x,x,x
      Refuse and salvage occupations,9235,21,17973,-0.4,18143,-1.0,12338,15112,15775,16400,17321,19129,20502,20864,21558,x
      Elementary cleaning occupations n.e.c.,9239,x,x,,x,,x,x,x,x,x,x,x,x,x,x
    Elementary Security Occupations,924,252,12120,6.4,12996,3.9,1658,2179,2503,3096,6458,16562,19671,21312,23069,27010
      Security guards and related occupations,9241,129,20339,0.2,20314,0.4,9425,14518,15612,16599,18502,22467,24601,25783,26720,29884
      Traffic wardens,9242,x,17750,-11.0,19840,-11.5,x,x,x,x,x,x,x,x,x,x
      School crossing patrol attendants,9243,10,3625,0.9,4619,6.1,2074,2465,2581,x,x,x,x,x,x,x
      School mid-day assistants,9244,92,2189,0.7,3303,2.6,1145,1568,1681,1799,1985,2435,2955,3363,x,x
      Car park attendants,9245,7,17297,,16642,,x,12224,12964,13860,15241,18204,19905,x,x,x
      Elementary security occupations n.e.c.,9249,12,x,,12201,-10.3,x,x,5134,6140,8229,12967,16650,x,x,x
    Elementary Sales Occupations,925,87,9945,4.9,10458,4.7,5024,6050,6761,7161,8773,11538,12734,13302,14224,16586
      Shelf fillers,9251,81,9946,4.9,10458,4.3,5076,6041,6760,7161,8732,11517,12707,13285,14210,16738
      Elementary sales occupations n.e.c.,9259,x,x,,x,,x,x,x,x,x,x,x,x,x,x
Not Classified,,:,,,,,,,,,,,,,,
