Description,Code,No_jobs,Median,change,Mean,change.1,10,20,25,30,40,60,70,75,80,90
 Health and social care associate professionals,32,598,13.65,6.1,14.61,4.4,10.75,11.5,11.85,12.15,12.8,14.44,15.42,15.92,16.66,18.5
  Health Associate Professionals,321,61,13.64,6.6,14.83,3.3,11,11.85,12.25,12.27,12.88,14.18,15,15.64,16.83,x
   Dispensing opticians,3211,x,14.12,10.8,14.04,3.1,x,x,x,x,13.7,14.51,x,x,x,x
   Pharmaceutical technicians,3212,21,13.83,6.9,14.64,3.0,11.1,11.94,12.27,12.39,13.09,14.48,15.31,16.29,x,x
   Medical and dental technicians,3213,24,13.33,3.9,15.38,2.9,10.94,11.78,11.98,12.25,12.57,14.08,14.92,x,x,x
   Complementary health associate professionals,3214,x,x,,14.71,9.9,x,x,x,x,x,x,x,x,x,x
   Health associate professionals n.e.c.,3219,8,12.7,2.9,14.06,3.0,x,x,11.53,12.04,12.25,13.46,x,x,x,x
  Welfare and Housing Associate Professionals,322,393,14.41,5.1,15.33,3.0,11.32,12.14,12.47,12.83,13.64,15.27,16.11,16.66,17.24,19.09
   Youth and community workers,3221,113,14.43,6.9,15.63,4.3,11,11.86,12.39,12.77,13.49,15.33,16.25,17.01,17.66,x
   Child and early years officers,3222,58,14.7,6.4,15.42,3.2,11.28,12.16,12.41,12.86,13.61,15.43,16.16,16.59,17,x
   Housing officers,3223,53,16.05,3.8,16.59,5.7,11.98,12.8,13.48,14.03,14.97,16.93,18,18.49,19.09,x
   Counsellors,3224,21,15.68,-1.0,15.97,-4.1,12.09,12.82,13.46,13.85,14.77,16.66,17.26,17.7,x,x
   Welfare and housing associate professionals n.e.c.,3229,149,13.88,6.3,14.51,2.3,11.15,12,12.25,12.56,13.19,14.42,15.16,15.56,15.89,17.41
  Teaching and Childcare Associate Professionals,323,130,11.52,8.8,12.32,9.0,10.42,10.52,10.73,10.81,11.05,11.98,12.59,13.14,13.75,15.57
   Higher level teaching assistants,3231,35,13.61,7.2,13.81,7.6,11.21,12.01,12.39,12.66,13.11,13.91,14.5,14.98,15.57,x
   Early education and childcare practitioners,3232,95,11,9.3,11.78,10.1,10.38,10.45,10.5,10.58,10.83,11.44,11.76,11.98,12.29,x
  Veterinary nurses,324,15,13.05,2.0,13.39,5.8,x,11.57,11.95,12.09,12.51,13.77,14.54,14.76,x,x
   Veterinary nurses,3240,15,13.05,2.0,13.39,5.8,x,11.57,11.95,12.09,12.51,13.77,14.54,14.76,x,x
 Protective service occupations,33,344,20.46,3.8,19.84,2.5,13.86,15.48,15.97,16.62,18.33,21.11,22.06,22.59,23.21,25.25
  Protective Service Occupations,331,344,20.46,3.8,19.84,2.5,13.86,15.48,15.97,16.62,18.33,21.11,22.06,22.59,23.21,25.25
   Non-commissioned officers and other ranks,3311,:,,,,,,,,,,,,,,
   Police officers (sergeant and below),3312,245,20.85,2.9,20.17,2.1,13.82,15.44,16.02,17.38,20.23,21.6,22.42,23.01,23.36,25.07
   Fire service officers (watch manager and below),3313,59,17.45,5.1,18.18,3.4,13.37,15.68,15.85,16.1,16.48,18.48,19.83,20.16,20.39,x
   Prison service officers (below principal officer),3314,9,15.44,2.2,17.16,7.6,x,13.67,14.1,14.38,14.85,16.61,18.54,x,x,x
   Protective service associate professionals n.e.c.,3319,31,19.27,3.9,21.19,1.7,14.82,16.59,16.94,17.38,18.14,20.54,21.4,22.55,x,x
" Culture, media and sports occupations",34,226,14.36,1.4,21.46,18.6,10.55,11.49,11.98,12.35,13.33,15.33,16.77,18.13,19.65,24.63
"  Artistic, Literary and Media Occupations",341,83,16.01,1.3,18.48,-0.1,11.55,12.76,13.5,13.89,14.97,16.97,18.78,19.85,20.8,x
   Artists,3411,x,14.86,-6.4,16.11,-3.0,x,x,12.23,12.32,13.85,15.84,x,x,x,x
"   Authors, writers and translators",3412,16,16.97,7.5,18.48,4.8,x,14.46,14.8,15.21,16.08,18.72,19.55,x,x,x
"   Actors, entertainers and presenters",3413,x,14.43,,x,,x,x,x,x,x,x,x,x,x,x
   Dancers and choreographers,3414,x,x,,15.49,-13.0,x,x,x,x,x,x,x,x,x,x
   Musicians,3415,x,x,,21.5,-0.2,x,x,x,x,x,x,x,x,x,x
"   Arts officers, producers and directors",3416,26,18.34,-3.7,22.17,-7.0,11.5,13.87,14.63,15.09,17.11,19.83,21.39,x,x,x
"   Photographers, audio-visual and broadcasting equipment operators",3417,22,13.92,3.7,14.98,4.3,x,12.01,12.3,12.5,13.15,15.33,16.08,16.34,x,x
  Design Occupations ,342,48,15.8,-0.1,18.68,2.9,11.47,12.46,13.05,13.82,14.65,17.2,19.23,20.57,23.86,x
   Interior designers,3421,22,14.98,0.1,17.83,-0.7,11.42,12.44,12.96,13.36,14.38,15.81,17.18,x,x,x
"   Clothing, fashion and accessories designers",3422,x,17.91,11.6,20.37,9.2,x,x,x,14.28,15.71,20.15,x,x,x,x
   Design occupations n.e.c.,3429,17,16.36,3.3,19.08,5.6,x,12.44,12.95,13.84,15.54,17.7,19.09,x,x,x
  Sports and Fitness Occupations,343,95,12.5,6.1,x,,10.42,10.55,10.89,11.01,11.81,13.16,14.1,14.65,15.05,x
   Sports players,3431,12,14.31,,x,,x,11.05,12.22,12.5,13.51,x,x,x,x,x
"   Sports coaches, instructors and officials",3432,60,12.83,6.6,14.15,-6.7,10.44,10.94,11.21,11.67,12.32,13.45,14.39,14.87,15.03,x
   Fitness and wellbeing instructors,3433,24,10.91,4.7,11.99,-1.1,x,10.42,10.43,10.49,10.74,11.09,11.87,12.21,x,x
 Business and public service associate professionals,35,2184,17.8,3.7,21.27,4.4,11.98,13.42,14.15,14.81,16.33,19.66,22.1,23.79,26.07,34.22
  Transport Associate Professionals,351,12,34.52,3.7,37.14,0.5,x,24.34,24.79,28.44,32.16,37.43,x,x,x,x
   Aircraft pilots and air traffic controllers,3511,9,37.14,1.4,40.22,-4.4,x,x,x,32.17,34.01,x,x,x,x,x
   Ship and hovercraft officers,3512,x,x,,29.6,26.2,x,x,x,x,x,x,x,x,x,x
  Legal Associate Professionals,352,45,15.3,-3.3,18.23,-5.2,11.7,12.48,12.95,13.28,14.08,16.87,17.97,18.7,19.88,x
   Legal associate professionals,3520,45,15.3,-3.3,18.23,-5.2,11.7,12.48,12.95,13.28,14.08,16.87,17.97,18.7,19.88,x
  Finance Associate Professionals,353,212,19.93,2.6,24.69,2.1,13.62,15.63,16.35,16.92,18.21,22.18,25.14,26.62,28.22,x
   Brokers,3531,11,20,2.7,x,,x,16.1,16.61,16.72,18.1,x,x,x,x,x
   Insurance underwriters,3532,26,17.45,1.1,26.85,22.7,13.72,15.31,16.01,16.21,16.95,18.95,x,x,x,x
   Financial and accounting technicians,3533,35,22.68,3.3,25.42,6.5,13.38,16.31,17.2,18.14,21.08,25.36,27.95,28.49,x,x
   Financial accounts managers,3534,140,19.79,1.9,23.33,-1.8,13.59,15.51,16.3,16.92,18.23,22.23,24.86,25.82,27.53,x
  Business Associate Professionals,354,289,15.84,1.4,17.6,0.3,11.83,12.81,13.41,13.95,14.86,16.99,18.06,18.87,19.78,23.2
"   Estimators, valuers and assessors",3541,46,17.22,0.3,19.15,0.6,12.98,13.99,14.77,15.11,16.03,18.24,19.71,20.6,21.85,x
   Importers and exporters,3542,x,15.52,2.0,16.38,0.7,x,x,x,x,15.07,16.31,x,x,x,x
   Project support officers,3543,71,15.98,4.6,16.88,2.2,11.91,13.13,13.42,14.13,15,16.85,17.96,18.57,19.11,x
   Data analysts,3544,59,17.71,7.3,18.49,6.4,13.03,14.5,15.11,15.46,16.6,18.19,19.57,20.25,21.01,x
   Business associate professionals n.e.c.,3549,107,14.41,3.3,16.91,-3.4,11.44,11.96,12.23,12.45,13.48,15.02,16.63,17.15,17.78,x
"  Sales, Marketing and Related Associate Professionals",355,1135,19.03,6.9,22.84,6.8,11.76,13.35,14.16,14.94,16.8,21.77,25.29,27.45,30.15,38.41
   Buyers and procurement officers,3551,62,16.5,1.4,17.87,1.1,12.45,13.58,14.02,14.43,15.4,17.95,19.21,19.97,20.45,x
   Business sales executives,3552,212,15.78,4.4,17.99,1.1,11.02,12.22,12.78,13.29,14.44,17.41,19.42,20.52,22.2,26.58
   Merchandisers ,3553,18,12.79,13.6,14.55,9.2,10.78,x,11.5,11.58,12.32,13.77,15.08,15.89,x,x
   Marketing associate professionals,3554,182,15.11,3.1,16.85,1.4,11.03,12.12,12.73,13.09,14.09,16.23,17.28,18.31,19.43,22.54
   Estate agents and auctioneers,3555,31,12.19,-2.1,14.27,-4.2,10.46,10.95,11.11,11.27,11.78,12.66,13.72,14.04,x,x
   Sales accounts and business development managers,3556,576,25.56,7.8,28.14,7.7,14.53,17.71,18.89,20.33,22.94,28.71,32.25,34.5,37.11,45.02
   Events managers and organisers,3557,53,13.61,2.3,14.73,4.2,10.69,11.32,11.7,11.97,12.65,14.31,15.03,15.87,16.35,x
  Public Services Associate Professionals,356,113,18.63,3.9,18.84,3.2,13.83,15.73,16.81,17.24,17.86,19.81,20.95,21.3,21.63,23.01
   Public services associate professionals,3560,113,18.63,3.9,18.84,3.2,13.83,15.73,16.81,17.24,17.86,19.81,20.95,21.3,21.63,23.01
"  HR, Training and Other Vocational Associate Guidance Professionals",357,299,15.38,4.7,16.85,2.1,11.75,12.77,13.13,13.54,14.42,16.6,17.97,18.68,19.76,22.31
   Human resources and industrial relations officers,3571,164,15.1,7.8,16.45,2.6,11.49,12.39,12.78,13.19,14.14,16.13,17.37,18.05,18.9,21.51
   Careers advisers and vocational guidance specialists,3572,17,14.68,3.0,15.35,-2.6,x,12.92,13.26,13.49,14.03,15.05,15.91,16.24,x,x
   Information technology trainers,3573,x,x,,18.81,2.5,x,x,x,x,x,x,x,x,x,x
   Other vocational and industrial trainers,3574,116,16.24,3.4,17.58,2.4,12.03,13.2,13.54,14.04,15.14,17.24,18.8,19.84,20.44,x
  Regulatory Associate Professionals,358,79,20.12,8.6,21.65,6.3,14.26,16.05,16.59,17.09,18.81,21.44,23.09,23.71,24.43,x
   Inspectors of standards and regulations,3581,17,16.64,5.9,18.69,6.9,x,14.25,14.62,15.36,15.94,18.41,19.23,20.07,x,x
   Health and safety managers and officers,3582,62,20.98,5.4,22.47,4.3,14.96,16.71,17.28,18.36,19.42,22.19,23.69,24.09,25.56,x
Administrative and secretarial occupations,4,2987,13.43,6.4,15.14,5.6,10.73,11.28,11.64,11.87,12.5,14.42,15.6,16.48,17.51,21.46
 Administrative occupations,41,2453,13.78,6.7,15.4,5.6,10.89,11.51,11.84,12.05,12.81,14.68,16,16.83,17.9,22.12
  Administrative Occupations: Government and Related Organisations,411,240,14.34,3.8,14.73,4.7,11.5,11.83,11.97,12.33,13.53,14.56,15.31,16.16,16.84,18.01
   National government administrative occupations,4111,192,14.48,4.0,14.7,4.8,11.6,11.83,11.87,12.25,13.68,14.56,15.19,16.15,16.84,18.01
   Local government administrative occupations,4112,41,13.91,7.3,14.97,6.4,11.18,11.92,12.25,12.53,13.18,14.55,15.66,16.37,16.8,x
   Officers of non-governmental organisations,4113,8,14.01,4.5,14.3,-4.5,x,11.28,11.67,12.49,13.24,14.37,15.22,x,x,x
  Administrative Occupations: Finance,412,564,13.89,6.6,15.52,5.1,10.95,11.77,12.05,12.46,13.07,14.89,16.1,16.89,17.89,21.54
   Credit controllers,4121,25,13.96,4.5,15,3.1,11.54,12.46,12.66,12.78,13.27,14.68,15.61,16.05,16.52,x
"   Book-keepers, payroll managers and wages clerks",4122,320,14.44,5.7,16.35,5.4,11.03,12,12.36,12.66,13.43,15.62,17.23,18.21,19.4,23.81
   Bank and post office clerks,4123,94,13.13,8.2,14.46,3.9,10.79,11.29,11.64,11.87,12.4,13.82,14.94,15.58,16.21,18.72
   Finance officers,4124,25,14.65,7.6,15.43,5.7,12.16,12.69,12.93,13.3,13.78,15.75,16.59,16.91,17.52,x
   Financial administrative occupations n.e.c.,4129,100,13.03,6.3,14.13,5.6,10.64,11.38,11.67,11.9,12.45,13.74,14.7,15.3,15.85,17.93
  Administrative Occupations: Records,413,327,12.9,5.5,14.02,4.1,10.9,11.24,11.53,11.85,12.32,13.64,14.53,15.07,15.56,17.68
   Records clerks and assistants,4131,130,12.52,4.9,13.81,5.9,10.89,11.11,11.25,11.59,12.04,13.44,14.37,15.05,15.46,17.38
   Pensions and insurance clerks and assistants,4132,30,13.5,2.6,14.07,-4.0,11.11,11.49,11.91,12.05,12.81,14.38,14.99,15.33,15.95,x
   Stock control clerks and assistants,4133,77,12.94,6.0,14.2,5.3,10.69,11.17,11.46,11.86,12.37,13.72,14.69,15.23,15.88,x
   Transport and distribution clerks and assistants,4134,54,13.75,5.0,14.67,3.0,11,11.74,12.03,12.37,13.09,14.39,15.22,15.62,16.4,x
   Library clerks and assistants,4135,18,12.51,9.0,12.97,7.4,11.1,11.52,11.7,11.81,12.17,12.74,13.2,13.36,13.54,x
   Human resources administrative occupations,4136,17,12.55,2.3,13.08,2.1,10.96,11.28,11.62,11.86,12.17,13.04,13.73,14.19,14.56,x
  Administrative Occupations: Office Managers and Supervisors,414,280,16.55,5.8,18.43,5.2,11.74,12.96,13.5,14.23,15.33,17.99,19.93,20.76,22.3,27.18
   Office managers,4141,191,17.17,5.0,18.99,5.7,11.9,13.06,13.87,14.44,15.74,18.95,20.69,21.99,23.21,27.77
   Office supervisors,4142,43,14.92,10.4,15.8,6.2,11.26,12.24,12.58,13.27,13.79,15.61,16.62,17.29,17.86,x
   Customer service managers,4143,46,16.19,-0.2,18.65,0.4,11.77,13.07,13.92,14.53,15.37,17.5,19.19,20.09,20.88,x
  Other Administrative Occupations,415,1043,13.21,7.7,15.04,6.5,10.62,11.15,11.5,11.8,12.32,14.29,15.6,16.63,17.86,23.81
   Sales administrators,4151,50,12.84,7.4,13.35,7.7,10.74,11.36,11.53,11.8,12.39,13.44,14.19,14.37,14.73,x
   Data entry administrators,4152,15,12.17,7.9,13.75,5.9,10.56,11,11.12,11.37,11.85,12.63,13.21,13.41,x,x
   Other administrative occupations n.e.c.,4159,977,13.28,7.7,15.16,6.3,10.6,11.14,11.5,11.81,12.33,14.38,15.84,16.79,18.13,24.36
 Secretarial and related occupations,42,534,12.04,6.7,13.82,5.8,10.44,10.79,10.97,11.11,11.55,12.89,13.81,14.39,15.23,18.37
  Secretarial and Related Occupations,421,534,12.04,6.7,13.82,5.8,10.44,10.79,10.97,11.11,11.55,12.89,13.81,14.39,15.23,18.37
   Medical secretaries,4211,40,12.25,2.8,12.91,5.4,10.97,11.22,11.54,11.85,11.9,13,13.44,x,13.44,x
   Legal secretaries,4212,23,12.92,8.1,13.89,7.2,10.93,11.29,11.49,11.7,12.1,13.67,14,14.4,15.29,x
   School secretaries,4213,18,12.46,6.4,13.68,7.5,10.97,11.35,11.62,11.7,11.98,12.89,13.89,14.58,15,x
   Company secretaries and administrators,4214,11,13.09,4.6,17,5.6,x,11.14,11.5,11.99,12.14,14.64,x,x,x,x
   Personal assistants and other secretaries,4215,194,14.12,5.9,16.28,4.6,10.61,11.4,11.85,12.25,13.25,15.32,16.9,18.07,19.16,22.45
   Receptionists,4216,244,11.22,8.2,11.95,8.0,10.42,10.5,10.61,10.75,10.99,11.59,12,12.43,12.87,14.29
   Typists and related keyboard occupations,4217,x,11.47,5.4,12.16,5.3,x,x,x,10.91,11.15,11.75,x,x,x,x
Skilled trades occupations,5,1676,14.51,5.5,15.79,5.4,10.63,11.5,12,12.49,13.43,15.69,17,17.83,18.75,21.55
 Skilled agricultural and related trades,51,105,12.17,5.5,12.95,5.9,10.46,10.9,11,11.26,11.7,12.8,13.4,13.77,14.47,16.13
  Agricultural and Related Trades,511,105,12.17,5.5,12.95,5.9,10.46,10.9,11,11.26,11.7,12.8,13.4,13.77,14.47,16.13
   Farmers,5111,8,12.45,-1.2,12.96,-0.8,x,10.53,10.9,11.42,11.93,13.41,14.43,x,x,x
   Horticultural trades,5112,x,11.29,2.2,12.14,6.3,x,x,x,10.96,11.07,11.42,x,x,x,x
   Gardeners and landscape gardeners,5113,38,12.5,8.6,13.14,5.9,10.65,10.99,11.29,11.49,11.9,12.95,13.5,13.83,14.42,x
   Groundsmen and greenkeepers,5114,37,11.65,7.6,12.2,6.5,10.42,10.71,10.86,10.96,11.25,12,12.58,12.84,13.32,x
   Agricultural and fishing trades n.e.c.,5119,16,13.49,5.3,14.66,9.6,10.8,11.73,12.02,12.45,12.89,14.22,14.85,15.12,x,x
" Skilled metal, electrical and electronic trades",52,883,16.29,5.4,17.3,6.1,11.47,12.98,13.57,14.14,15.25,17.5,18.87,19.64,20.57,23.7
"  Metal Forming, Welding and Related Trades",521,59,14.77,7.4,15.15,6.2,11.5,12.66,13,13.25,14.12,15.3,16,16.41,16.86,x
   Sheet metal workers,5211,10,13.11,0.4,14.08,1.8,x,11.51,11.82,12.17,12.8,13.95,15.04,x,x,x
"   Metal plate workers, smiths, moulders and related occupations",5212,x,15.15,8.3,15.28,4.4,x,x,x,13.77,14.44,15.48,15.95,x,x,x
   Welding trades,5213,41,14.81,9.0,15.17,9.0,11.75,12.75,13,13.43,14.19,15.26,16,16.28,16.73,x
   Pipe fitters,5214,x,x,,18.48,-6.2,x,x,x,x,x,x,x,x,x,x
"  Metal Machining, Fitting and Instrument Making Trades",522,388,16.69,6.7,17.96,8.3,11.35,12.82,13.45,14.15,15.32,18.16,19.9,20.89,22.2,26.02
   Metal machining setters and setter-operators,5221,55,15.05,4.1,15.65,4.8,11.43,12.36,12.68,13.26,14.16,15.9,17,17.67,18.31,x
"   Tool makers, tool fitters and markers-out",5222,8,16.75,2.7,18.52,5.9,x,x,x,15.31,16.06,18.01,x,x,x,x
   Metal working production and maintenance fitters,5223,310,17.2,8.2,18.37,9.2,11.25,12.96,13.58,14.37,15.58,18.9,20.61,21.75,23.12,27
   Precision instrument makers and repairers,5224,10,14.93,0.1,15.71,-2.5,x,12,13,13.62,14.19,15.43,16.75,x,x,x
   Air-conditioning and refrigeration installers and repairers,5225,x,18.31,11.4,20.18,14.6,x,x,x,16.51,17.91,19.32,x,x,x,x
  Vehicle Trades,523,149,15,5.4,15.69,6.1,10.95,12.32,12.88,13.34,14.09,15.91,16.96,17.5,18.26,20.33
"   Vehicle technicians, mechanics and electricians",5231,104,14.87,6.4,15.2,6.8,10.54,12,12.62,13,13.93,15.62,16.67,17.11,17.99,19.56
   Vehicle body builders and repairers ,5232,21,14.61,7.7,14.75,7.6,11.27,12.1,13,13.15,13.6,15.7,16.35,16.59,17.15,x
   Vehicle paint technicians,5233,7,14.8,9.6,15.26,13.7,x,x,13.49,13.73,14.37,15.35,15.82,x,x,x
   Aircraft maintenance and related trades,5234,8,21.08,7.4,23,8.1,x,16.67,18.22,19.15,20.19,21.92,x,x,x,x
   Boat and ship builders and repairers,5235,x,13.98,-3.1,15.83,0.3,x,x,x,x,13.48,14.9,x,x,x,x
   Rail and rolling stock builders and repairers,5236,x,x,,20.91,3.8,x,x,x,x,x,x,x,x,x,x
  Electrical and Electronic Trades,524,238,17,4.7,17.47,4.3,11.98,13.72,14.19,15,16,18.06,18.92,19.64,20.46,22.77
   Electricians and electrical fitters,5241,102,17.11,7.0,17.1,6.9,11,13.43,14.19,15,16.12,18,18.81,19.23,20.23,22.02
   Telecoms and related network installers and repairers,5242,27,15.94,-1.2,17.39,-1.5,12.27,12.91,13.35,13.91,15.16,17.49,18.89,19.69,20.84,x
"   TV, video and audio servicers and repairers",5243,x,x,,13.29,5.5,x,x,x,x,x,x,x,x,x,x
   Computer system and equipment installers and servicers,5244,12,16.02,-0.4,17.37,-3.7,x,12.12,12.83,13.36,14.89,17.52,19.42,20.41,x,x
   Security system installers and repairers,5245,9,15.89,5.3,16.28,1.2,x,13.65,14.13,14.85,15.38,16.66,17.27,x,x,x
   Electrical service and maintenance mechanics and repairers,5246,64,17.22,2.5,17.71,3.3,12.73,14.19,15.05,15.48,16.26,18.12,18.93,19.54,20.26,x
   Electrical and electronic trades n.e.c.,5249,21,18.42,6.0,19.59,7.4,13.43,14.59,15.1,15.94,17.08,19.87,21.83,23.04,24,x
"  Skilled Metal, Electrical and Electronic Trades Supervisors",525,49,18.06,4.9,18.71,2.4,13.7,15.01,15.58,16.07,17.25,19.13,20.15,20.64,21.35,x
"   Skilled metal, electrical and electronic trades supervisors",5250,49,18.06,4.9,18.71,2.4,13.7,15.01,15.58,16.07,17.25,19.13,20.15,20.64,21.35,x
 Skilled construction and building trades,53,271,15.13,4.3,15.63,3.3,10.95,12.26,12.77,13.29,14.26,16,16.98,17.49,18.24,20.12
  Construction and Building Trades,531,191,14.88,6.3,15.15,5.0,10.73,12,12.49,13,14,15.6,16.53,17,17.5,19.18
   Steel erectors,5311,x,15.05,,15.58,8.9,x,x,x,x,x,15.45,x,x,x,x
   Stonemasons and related trades,5312,x,15.15,7.3,15.59,7.1,x,x,x,x,15,15.88,15.99,x,x,x
   Bricklayers ,5313,7,14.72,-0.2,14.44,-3.2,x,x,x,13.91,14.35,15.49,x,x,x,x
"   Roofers, roof tilers and slaters",5314,11,14.5,10.1,14.44,7.2,x,11.95,12.33,12.48,13.49,14.99,15.81,x,x,x
   Plumbers & heating and ventilating installers and repairers,5315,59,16.56,5.7,16.61,5.7,10.5,12.8,13.54,14.08,15.46,17.31,18.21,18.72,18.99,x
   Carpenters and joiners,5316,61,14.37,3.5,14.47,2.9,10.64,11.94,12.34,12.66,13.78,15,15.99,16.27,16.65,x
"   Glaziers, window fabricators and fitters",5317,18,13.16,8.8,14.24,10.9,10.83,11.53,11.8,12,12.5,14.21,15.02,15.44,15.62,x
   Construction and building trades n.e.c.,5319,27,13.72,4.6,14.5,4.2,10.92,11.5,11.76,12.13,12.83,14.5,15.34,15.63,16.41,x
  Building Finishing Trades,532,35,13.82,4.9,14.52,5.5,10.43,11.58,12.24,12.5,13.32,15,15.76,16,16.27,x
   Plasterers,5321,x,15.22,6.3,14.81,4.7,x,x,x,x,13.43,16.03,x,x,x,x
   Floorers and wall tilers,5322,9,14.36,5.7,15.18,7.7,x,11.78,12.78,12.9,13.42,15.24,16.18,x,x,x
   Painters and decorators,5323,21,13.64,7.1,14.14,5.1,10.45,11.13,12.03,12.47,12.89,14.36,15.31,15.6,15.84,x
  Construction and Building Trades Supervisors,533,44,18.1,1.7,18.39,0.4,13.76,15,15.76,16.07,17.25,19.04,19.95,20.54,20.96,x
   Construction and building trades supervisors,5330,44,18.1,1.7,18.39,0.4,13.76,15,15.76,16.07,17.25,19.04,19.95,20.54,20.96,x
" Textiles, printing and other skilled trades",54,416,12,9.1,12.93,6.7,10.42,10.62,10.93,11.12,11.55,12.5,13.25,13.69,14.25,15.93
  Textiles and Garments Trades,541,21,12.06,9.8,12.88,3.5,10.42,10.75,10.94,11.08,11.44,12.54,12.95,13.28,13.82,x
   Upholsterers,5411,x,11.4,-3.9,12.83,-7.0,x,x,x,x,11.11,11.76,x,x,x,x
   Footwear and leather working trades,5412,x,12.38,12.6,12.98,8.7,x,x,x,x,11.85,12.8,x,x,x,x
   Tailors and dressmakers,5413,x,12.09,,12.89,9.6,x,x,x,11.06,11.68,12.24,x,x,x,x
"   Textiles, garments and related trades n.e.c.",5419,x,12.01,9.8,12.84,8.1,x,x,x,11.34,11.53,12.5,x,x,x,x
  Printing Trades,542,20,13.13,3.0,14.15,5.4,10.45,11.01,11.21,11.58,12.46,14.07,15.02,15.61,16.59,x
   Pre-press technicians,5421,x,x,,15.24,16.4,x,x,x,x,x,x,x,x,x,x
   Printers,5422,11,12.93,-2.2,14.5,1.5,x,11,11.13,11.4,12.16,14.55,16.56,16.78,x,x
   Print finishing and binding workers,5423,7,13.01,17.2,13.13,8.2,x,x,11.11,11.32,12.01,13.51,14,x,x,x
  Food Preparation and Hospitality Trades,543,345,12,9.1,12.75,7.8,10.42,10.57,10.86,11.04,11.5,12.46,13.03,13.43,14,15.41
   Butchers,5431,30,12,6.8,13.08,4.9,10.42,10.48,11,11.13,11.5,12.5,13.04,13.42,13.95,x
   Bakers and flour confectioners,5432,18,11.68,6.2,12.01,4.7,x,10.64,10.74,11.04,11.33,11.77,12.06,12.2,x,x
   Fishmongers and poultry dressers,5433,x,x,,12.15,6.9,x,x,x,x,10.98,11.34,x,x,x,x
   Chefs,5434,207,12,9.1,12.76,8.3,10.42,10.51,10.79,11.03,11.54,12.5,13.26,13.66,14.25,15.58
   Cooks,5435,43,11.24,11.3,11.7,8.3,10.42,10.46,10.54,10.62,10.95,11.56,12,12.18,12.43,x
   Catering and bar managers,5436,44,12.82,10.6,13.58,7.4,10.74,11.4,11.71,12,12.45,13.27,13.96,14.39,14.85,x
  Other Skilled Trades,544,30,12.88,6.4,14.16,1.9,10.52,11.12,11.46,11.53,12.37,14.04,14.62,15.39,16.26,x
"   Glass and ceramics makers, decorators and finishers",5441,x,x,,14.31,1.9,x,x,x,x,x,x,x,x,x,x
   Furniture makers and other craft woodworkers,5442,12,12.63,4.1,13.71,5.0,x,11.45,11.52,11.69,12,13.41,14.36,x,x,x
   Florists,5443,x,11.49,19.7,12.1,17.6,x,x,x,x,x,x,x,x,x,x
   Other skilled trades n.e.c.,5449,12,13.67,-2.0,15.07,-3.6,x,11.19,11.48,12.31,12.89,14.78,16.11,16.71,x,x
"Caring, leisure and other service occupations",6,2210,12.06,8.5,13.1,9.4,10.46,10.89,11,11.15,11.61,12.74,13.52,14.06,14.79,16.94
 Caring personal service occupations,61,1849,12.13,8.7,13.09,9.5,10.5,10.9,11.02,11.2,11.68,12.77,13.56,14.08,14.83,17.04
  Teaching and Childcare Support Occupations,611,529,12.01,9.4,12.58,9.0,10.49,10.94,11.07,11.27,11.64,12.61,13.16,13.54,14,15.66
   Early education and childcare assistants,6111,87,11.45,11.1,12.22,11.8,10.19,10.45,10.51,10.65,10.95,11.92,12.72,13.13,13.77,15.28
   Teaching assistants,6112,258,12.33,10.2,12.69,8.5,10.66,11.05,11.23,11.41,11.78,12.79,13.31,13.69,14.13,16.18
   Educational support assistants,6113,144,11.95,8.7,12.52,8.8,10.81,11.08,11.2,11.36,11.67,12.49,13.05,13.4,13.75,15.08
   Childminders,6114,5,11.94,13.3,12.24,9.9,x,x,10.67,10.82,11.08,12.8,13.03,x,x,x
   Nannies and au pairs,6116,11,14,7.9,14.51,8.1,11.65,12.19,12.38,12.71,13.06,14.86,15.7,16.26,x,x
   Playworkers,6117,24,11.5,9.9,11.84,7.1,7.96,10.41,10.55,10.75,10.97,11.77,12.33,12.56,12.95,x
  Animal Care and Control Services,612,34,11.17,6.2,11.91,5.4,9.53,x,10.42,10.5,10.94,11.65,12.25,12.77,13.39,x
   Pest control officers,6121,x,13.45,2.6,14.55,6.3,x,x,x,x,12.62,14,x,x,x,x
   Animal care services occupations n.e.c.,6129,31,11.04,7.7,11.56,6.2,9.28,x,10.42,10.48,10.82,11.45,12,12.25,12.86,x
  Caring Personal Services,613,1286,12.22,8.5,13.3,9.7,10.5,10.9,11.03,11.2,11.72,12.95,13.83,14.49,15.24,17.8
   Nursing auxiliaries and assistants,6131,507,12.72,9.3,13.89,12.2,10.72,11.03,11.24,11.56,12.02,13.56,14.79,15.42,16.31,19.47
   Ambulance staff (excluding paramedics),6132,22,13.29,6.0,14.14,7.4,10.84,11.11,11.4,11.85,12.41,14.02,15.21,15.55,16.35,x
   Dental nurses,6133,44,12.48,8.9,12.75,9.0,10.44,10.8,11,11.48,12,13.05,13.5,13.78,14.03,x
   Houseparents and residential wardens,6134,6,14.64,10.4,14.5,3.5,x,x,x,13.25,13.82,15.34,16.17,x,x,x
   Care workers and home carers,6135,592,11.82,8.0,12.82,8.4,10.45,10.8,10.9,11.01,11.36,12.4,13.16,13.7,14.43,16.54
