Description,Code,No_jobs,Median,change,Mean,change.1,10,20,25,30,40,60,70,75,80,90
   Senior care workers,6136,88,12.19,6.0,12.97,6.2,10.7,11.07,11.2,11.45,11.85,12.66,13.34,13.79,14.4,16.87
   Care escorts,6137,10,11.15,8.7,12.16,9.5,10.42,10.47,10.6,10.85,10.95,11.57,12.33,12.47,x,x
"   Undertakers, mortuary and crematorium assistants",6138,19,12.96,4.5,13.33,2.5,10.79,11.31,11.42,11.51,11.8,13.48,14.28,14.87,15.02,x
" Leisure, travel and related personal service occupations",62,345,11.76,10.1,13.09,9.4,10.42,10.5,10.73,10.92,11.29,12.42,13.17,13.76,14.37,16.34
  Leisure and Travel Services,621,119,12.54,11.9,14.35,9.8,10.42,10.88,11.03,11.31,11.82,13.25,14.44,15,16,19.01
   Sports and leisure assistants,6211,51,11.58,9.2,12.11,4.5,9.45,10.42,10.59,10.85,11.03,11.95,12.4,12.68,13.13,x
   Travel agents,6212,19,13.07,16.2,14.12,12.7,10.75,11.15,11.35,11.52,12.16,14.02,15.09,15.58,16.38,x
   Air travel assistants,6213,18,13.98,,14.31,18.3,10.68,11.36,11.86,12.41,13.1,14.57,15.14,15.75,16.12,x
   Rail travel assistants,6214,18,19.1,11.2,18.99,4.2,13.01,14.14,14.46,15.86,17.36,20.38,21.18,22.53,23.14,x
   Leisure and travel service occupations n.e.c.,6219,13,11.89,8.1,12.92,4.5,10.5,10.81,10.9,11.12,11.46,12.93,13.17,13.71,x,x
  Hairdressers and Related Services,622,67,10.53,8.4,11.43,11.8,10,x,x,x,10.42,11,11.33,11.63,12.27,13.73
   Hairdressers and barbers,6221,41,10.5,9.1,11.61,13.6,10.11,x,x,x,10.42,10.98,11.27,11.56,12.5,x
   Beauticians and related occupations,6222,26,10.89,11.7,11.15,9.1,9.5,x,x,10.42,10.48,11.08,11.5,11.75,12,x
  Housekeeping and Related Services,623,103,11.77,8.9,12.76,6.7,10.42,10.73,10.9,11,11.38,12.32,13.01,13.5,14.1,15.64
   Housekeepers and related occupations,6231,37,11.25,10.2,12.1,7.8,10.42,10.53,10.63,10.75,10.91,11.69,12,12.45,12.91,x
   Caretakers,6232,66,12.12,8.1,13.07,5.7,10.45,10.98,11.13,11.37,11.62,12.69,13.46,13.91,14.33,15.83
  Cleaning and Housekeeping Managers and Supervisors,624,57,12,6.9,12.9,7.1,10.42,10.86,10.99,11.14,11.57,12.5,13.26,13.49,14.24,x
   Cleaning and housekeeping managers and supervisors,6240,57,12,6.9,12.9,7.1,10.42,10.86,10.99,11.14,11.57,12.5,13.26,13.49,14.24,x
  Bed and Breakfast and Guest House Owners and Proprietors ,625,..,,,,,,,,,,,,,,
   Bed and breakfast and guest house owners and proprietors ,6250,..,,,,,,,,,,,,,,
 Community and civil enforcement occupations,63,16,13.46,1.7,14.25,6.9,10.73,11.59,11.91,12.24,12.92,14.83,15.74,16.05,16.41,x
  Community and Civil Enforcement Occupations,631,16,13.46,1.7,14.25,6.9,10.73,11.59,11.91,12.24,12.92,14.83,15.74,16.05,16.41,x
   Police community support officers,6311,5,16.22,5.7,16.41,5.3,x,14.93,15.38,15.69,15.97,16.63,16.85,x,x,x
   Parking and civil enforcement occupations,6312,11,12.43,7.1,13.13,9.1,x,11.19,11.38,11.59,12.04,12.97,13.45,14.23,x,x
Sales and customer service occupations,7,1546,11.16,7.2,12.65,7.6,10.2,10.42,10.5,10.66,10.97,11.67,12.27,12.78,13.44,15.81
 Sales occupations,71,1156,11,7.9,12.14,7.0,10.1,10.42,10.44,10.54,10.86,11.28,11.8,12.1,12.55,14.41
  Sales Assistants and Retail Cashiers,711,1052,11,8.9,12.01,7.7,10,x,10.42,10.5,10.8,11.14,11.6,11.95,12.32,14.25
   Sales and retail assistants,7111,965,11,8.7,12.04,7.4,10,x,10.42,10.5,10.8,11.15,11.63,11.97,12.39,14.37
   Retail cashiers and check-out operators,7112,26,10.44,4.4,10.8,3.8,9.99,x,x,x,10.42,10.59,10.9,11,11.06,x
   Telephone salespersons,7113,6,11.46,4.2,12.39,5.6,x,10.71,10.75,10.77,10.99,12.01,12.88,x,x,x
   Pharmacy and optical dispensing assistants,7114,45,10.93,9.3,11.2,8.6,10.42,10.48,10.55,10.62,10.8,11.08,11.44,11.55,11.63,12
   Vehicle and parts salespersons and advisers,7115,11,12.34,9.3,13.56,6.9,10.52,10.93,11.09,11.32,11.76,12.66,13.39,13.59,x,x
  Sales Related Occupations,712,32,12.06,6.2,12.9,1.5,10.5,10.88,10.98,11.27,11.75,12.54,13.45,13.66,14.22,x
   Collector salespersons and credit agents,7121,x,x,,12.63,15.0,x,x,x,x,x,x,x,x,x,x
"   Debt, rent and other cash collectors",7122,10,12.16,6.3,12.7,4.6,10.49,10.94,11.33,11.5,11.85,12.55,12.93,13.52,13.75,x
   Roundspersons and van salespersons,7123,4,11.28,0.3,12.63,3.9,x,x,x,10.87,10.99,11.93,x,x,x,x
   Market and street traders and assistants,7124,x,x,,13.25,-2.0,x,x,x,x,x,x,x,x,x,x
   Visual merchandisers and related occupations,7125,x,11.71,,12.17,-12.1,x,x,x,x,x,x,x,x,x,x
   Sales related occupations n.e.c.,7129,15,12.09,8.0,13.18,-0.7,10.5,10.94,11,11.27,11.84,12.88,13.66,14.21,14.69,x
  Shopkeepers and Sales Supervisors,713,72,12.13,7.6,13.13,1.2,10.72,11.15,11.38,11.53,11.92,12.47,13.03,13.56,14.02,16
   Shopkeepers and owners - retail and wholesale,7131,4,11.15,-12.1,15.29,-8.7,x,x,10.75,10.75,10.86,12.12,x,x,x,x
   Sales supervisors - retail and wholesale ,7132,68,12.14,8.5,13.05,2.4,10.75,11.24,11.41,11.59,11.95,12.49,13.02,13.5,13.98,15.87
 Customer service occupations,72,390,12.37,8.9,13.89,9.5,10.42,10.78,10.93,11.24,11.86,13.13,14.24,14.81,15.72,18.39
  Customer Service Occupations,721,372,12.25,9.4,13.72,10.0,10.42,10.71,10.9,11.14,11.81,13,13.98,14.6,15.41,18.17
   Call and contact centre occupations,7211,28,12.22,8.3,12.92,5.9,10.55,11,11.15,11.42,11.87,12.73,13.34,13.74,14.19,x
   Telephonists,7212,5,12.57,-2.3,14.23,2.6,x,x,10.75,10.88,11.39,13.62,14.31,x,x,x
   Communication operators,7213,9,15.12,10.4,15.42,7.2,11.05,11.87,12.27,12.99,14.35,15.79,16.65,16.99,x,x
   Market research interviewers,7214,x,11.21,,12.2,6.7,x,x,x,x,x,x,x,x,x,x
   Customer service occupations n.e.c.,7219,328,12.19,9.9,13.74,10.7,10.42,10.65,10.89,11.09,11.77,13,13.94,14.59,15.37,18.22
  Customer Service Supervisors,722,18,16.08,6.2,16.81,4.0,11.83,13,13.49,13.95,14.93,16.67,18.37,18.7,19.59,x
   Customer service supervisors,7220,18,16.08,6.2,16.81,4.0,11.83,13,13.49,13.95,14.93,16.67,18.37,18.7,19.59,x
"Process, plant and machine operatives",8,1224,13.43,7.8,14.79,6.3,10.53,11.21,11.53,11.9,12.6,14.32,15.37,16.06,16.92,19.62
" Process, plant and machine operatives",81,576,13.03,7.2,14.29,6.2,10.5,11.01,11.3,11.56,12.25,14,15.05,15.75,16.61,19.25
  Process Operatives,811,207,12.33,8.6,13.33,7.3,10.42,10.82,11,11.23,11.74,13,13.87,14.35,15,16.91
"   Food, drink and tobacco process operatives",8111,138,11.96,9.0,12.97,8.4,10.42,10.67,10.87,11.03,11.44,12.66,13.49,13.97,14.44,16.21
   Textile process operatives,8112,10,12.26,9.1,13.19,7.6,10.53,10.89,11,11.24,11.92,13.12,13.96,14.23,x,x
   Chemical and related process operatives,8113,14,13.37,4.9,15.29,4.0,10.84,11.54,12.01,12.28,12.72,14.89,15.52,16.57,x,x
   Plastics process operatives,8114,15,12.28,2.3,12.97,0.2,10.42,10.69,11,11.17,11.69,12.94,13.71,14.03,14.8,x
   Metal making and treating process operatives,8115,13,13.35,2.3,14.87,5.5,11.21,11.94,12.02,12.3,12.52,14.73,16.83,17.31,17.76,x
   Process operatives n.e.c.,8119,17,12.91,9.5,13.54,1.2,10.84,11.25,11.76,11.99,12.43,13.6,14.24,14.5,15.4,x
  Metal Working Machine Operatives,812,10,14.18,13.8,14.75,11.1,10.98,11.39,11.63,12.48,13.4,14.75,15.48,16.21,x,x
   Metal working machine operatives ,8120,10,14.18,13.8,14.75,11.1,10.98,11.39,11.63,12.48,13.4,14.75,15.48,16.21,x,x
  Plant and Machine Operatives,813,46,14.14,10.2,14.78,7.4,10.71,11.57,11.85,12.11,13,14.93,15.97,16.66,17.26,x
   Paper and wood machine operatives,8131,10,13.49,10.5,14.52,9.9,x,11.21,11.7,11.87,12.18,14.57,15.76,15.93,x,x
   Mining and quarry workers and related operatives,8132,x,13.11,11.5,13.82,2.8,x,x,x,x,x,x,x,x,x,x
   Energy plant operatives,8133,x,18.73,13.4,18.54,5.2,x,x,x,x,17.52,19.78,x,x,x,x
   Water and sewerage plant operatives,8134,11,14.86,1.0,15.17,1.1,x,12.22,12.83,13.03,14.2,15.82,16.38,16.86,x,x
   Printing machine assistants,8135,10,13.66,14.9,14.49,13.9,x,11.62,11.9,12.15,12.99,14.29,15.05,15.4,x,x
   Plant and machine operatives n.e.c.,8139,9,12.84,6.4,13.77,9.6,x,11.29,11.67,11.77,12.21,13.26,14.57,15,x,x
  Assemblers and Routine Operatives,814,178,13.18,7.8,14.48,7.1,10.5,11,11.35,11.56,12.29,14.17,15.41,16.09,17.06,20.24
   Assemblers (electrical and electronic products),8141,17,12.88,8.0,13.34,8.1,10.79,11.24,11.41,11.77,12.42,13.42,14.51,14.58,14.99,x
   Assemblers (vehicles and metal goods),8142,41,16,19.7,16.83,14.3,11,12.12,12.5,13.01,14.3,17.19,19.46,20.58,20.87,x
   Routine inspectors and testers,8143,29,14.92,11.0,15.92,8.8,11.05,11.68,12.18,12.73,13.93,15.89,17.49,18.24,18.99,x
"   Weighers, graders and sorters",8144,x,11.83,6.9,13.21,8.3,x,x,x,10.9,11.56,12.07,13.12,x,x,x
"   Tyre, exhaust and windscreen fitters",8145,11,11.5,-0.6,12.39,1.5,x,x,x,10.47,10.78,12.21,13.49,13.66,x,x
   Sewing machinists,8146,13,10.92,7.3,11.65,4.3,x,x,x,10.46,10.67,11.19,11.72,12,12.31,x
   Assemblers and routine operatives n.e.c.,8149,63,12.55,4.6,13.56,1.6,10.6,11,11.26,11.51,11.99,13.38,14.28,14.99,15.59,17.16
  Construction Operatives,815,117,13.72,3.6,15.06,3.1,10.64,11.39,11.75,12,12.95,14.63,15.98,16.72,17.74,20.46
"   Scaffolders, stagers and riggers",8151,10,16,-7.6,18.22,-0.5,x,12.87,13.72,14.08,14.97,18.19,20.52,21.84,x,x
   Road construction operatives,8152,16,14.86,7.4,14.96,4.8,11.16,12,12.33,13.14,13.7,15.32,15.99,16.12,17.4,x
   Rail construction and maintenance operatives,8153,8,19.72,8.3,19.69,2.0,10.42,11.61,12.61,13.59,15.84,21.24,23.28,25.02,x,x
   Construction operatives n.e.c.,8159,83,13.13,5.1,14.17,4.3,10.5,11.12,11.47,11.8,12.43,13.96,15.06,15.7,16.68,18.56
"  Production, Factory and Assembly Supervisors ",816,18,16.45,16.4,16.85,3.2,11.4,12.43,13.06,13.48,14.62,17.35,17.83,18.48,19.85,x
"   Production, factory and assembly supervisors",8160,18,16.45,16.4,16.85,3.2,11.4,12.43,13.06,13.48,14.62,17.35,17.83,18.48,19.85,x
 Transport and mobile machine drivers and operatives,82,648,13.72,7.9,15.2,6.1,10.61,11.47,11.82,12.13,12.96,14.61,15.63,16.37,17.23,19.85
  Road Transport Drivers,821,526,13.56,9.1,14.54,7.1,10.51,11.37,11.75,12,12.81,14.4,15.28,15.93,16.67,18.74
   Large goods vehicle drivers,8211,217,14.98,5.7,15.61,5.8,12.07,13.02,13.39,13.68,14.29,15.59,16.6,17.09,17.96,20.18
   Bus and coach drivers,8212,76,14,12.4,14.75,8.6,11.5,12.15,12.53,12.79,13.24,14.78,15.87,16.56,17.4,18.39
   Taxi and cab drivers and chauffeurs,8213,6,11.35,10.3,12.43,8.2,x,x,10.42,10.49,10.95,12.02,12.62,x,x,x
   Delivery drivers and couriers,8214,102,11.5,9.8,12.29,6.4,10.42,10.5,10.58,10.81,11.08,11.92,12.44,12.82,13.27,14.72
   Driving instructors,8215,x,14.5,,15.85,-26.9,x,x,x,x,x,x,x,x,x,x
   Road transport drivers n.e.c.,8219,123,12.36,6.6,13.72,7.6,10.42,10.65,10.92,11.28,11.78,13.21,14.16,14.93,15.55,18.34
  Mobile Machine Drivers and Operatives,822,77,13.43,1.4,14.46,2.6,10.98,11.53,11.9,12.1,12.75,14.19,15.27,15.9,16.71,18.89
   Crane drivers,8221,5,17.93,20.8,18.2,13.5,x,14.89,15.08,15.46,16.43,18.89,19.33,x,x,x
   Fork-lift truck drivers,8222,22,12.43,3.2,13.13,3.7,11,11.42,11.57,11.78,12.12,13,13.52,13.96,14.33,x
   Mobile machine drivers and operatives n.e.c.,8229,50,13.7,-1.2,14.6,-1.2,10.76,11.51,12,12.21,12.97,14.5,15.62,16.03,16.92,x
  Other Drivers and Transport Operatives,823,45,22.23,6.4,24.73,8.6,12.21,13.85,14.59,15.83,19.07,28.79,32.24,32.96,34.14,x
   Train and tram drivers,8231,21,32.52,0.7,31.5,2.3,18.73,24.09,26.69,30.32,32.24,33.82,34.68,35.87,37.38,x
   Marine and waterways transport operatives,8232,x,17.93,28.0,16.81,3.3,x,x,x,x,x,x,x,x,x,x
   Air transport operatives,8233,8,13.63,2.8,14.16,2.4,x,11.8,11.97,12.27,12.98,14.13,15.13,15.81,x,x
   Rail transport operatives,8234,9,22.45,11.8,24.77,19.5,14.42,16.74,18.42,19.4,20.62,24.56,28.17,29.19,x,x
   Other drivers and transport operatives n.e.c.,8239,5,13,9.2,14.35,-5.7,x,x,x,12.41,12.68,13.62,x,x,x,x
Elementary occupations,9,2723,11.11,9.1,12.34,8.4,9.84,10.42,10.45,10.53,10.87,11.67,12.3,12.74,13.31,14.98
 Elementary trades and related occupations,91,266,11.5,6.6,12.41,5.8,10.42,10.47,10.58,10.78,11.07,12,12.7,13.02,13.48,15.19
  Elementary Agricultural Occupations,911,50,11.17,4.5,12.04,6.7,10.15,10.42,10.5,10.65,10.98,11.75,12.22,12.72,13,x
   Farm workers,9111,29,11.13,3.6,11.93,6.2,10.2,10.42,10.48,10.61,10.96,11.73,12.08,12.62,12.89,x
   Forestry and related workers,9112,x,12.62,5.4,13.27,7.2,x,x,x,x,x,x,x,x,x,x
   Fishing and other elementary agriculture occupations n.e.c.,9119,18,11.07,5.2,12.04,7.8,8.25,x,10.43,10.54,10.9,11.49,12,12.29,12.99,x
  Elementary Construction Occupations,912,61,12.01,6.8,13.09,7.1,10.42,10.63,11,11.18,11.58,12.75,13.49,14,14.95,x
   Groundworkers,9121,12,16,6.7,16.02,3.8,11.66,13.02,14,14.39,15,16.67,17.37,17.65,x,x
   Elementary construction occupations n.e.c.,9129,49,11.68,8.3,12.3,7.8,10.42,10.5,10.7,11,11.36,12.03,12.73,13,13.39,x
  Elementary Process Plant Occupations,913,155,11.39,6.5,12.23,4.6,10.42,10.45,10.52,10.7,11,11.94,12.51,12.86,13.27,14.7
   Industrial cleaning process occupations,9131,25,10.9,4.4,11.69,3.7,9.54,x,x,10.42,10.72,11.34,11.76,11.96,12.19,x
"   Packers, bottlers, canners and fillers",9132,88,11.32,6.5,12.1,5.0,10.42,10.5,10.58,10.69,11,11.79,12.4,12.69,13.04,14.43
   Elementary process plant occupations n.e.c.,9139,42,12,6.8,12.74,4.8,10.42,10.47,10.73,11,11.5,12.73,13.38,13.65,14.3,x
 Elementary administration and service occupations,92,2457,11.08,9.7,12.33,8.9,9.58,10.42,10.43,10.51,10.84,11.61,12.25,12.69,13.28,14.95
  Elementary Administration Occupations,921,169,14.09,7.6,14.55,7.9,10.55,11.5,12.07,13.04,13.89,14.24,14.87,15.54,16.33,18.4
"   Postal workers, mail sorters and messengers",9211,132,14.3,8.1,15.2,8.9,12.41,13.7,13.91,14.06,14.09,14.76,15.78,16.38,16.93,19.09
   Elementary administration occupations n.e.c.,9219,38,10.92,9.4,11.32,4.7,10,x,10.42,10.46,10.61,11.14,11.61,11.77,11.99,x
  Elementary Cleaning Occupations,922,574,10.94,9.5,11.76,10.4,x,10.42,10.48,10.52,10.78,11.24,11.84,12.03,12.49,14.12
   Window cleaners,9221,x,x,,11.79,-2.6,x,x,x,x,x,x,x,x,x,x
   Street cleaners,9222,4,12.22,8.6,12.57,7.8,x,x,11.39,11.52,11.79,12.73,12.99,x,x,x
   Cleaners and domestics,9223,514,10.91,9.6,11.78,11.0,x,10.42,10.46,10.52,10.75,11.2,11.84,12.01,12.5,14.33
"   Launderers, dry cleaners and pressers",9224,15,10.79,8.0,10.91,7.4,x,x,10.43,10.5,10.55,10.92,11,11.03,11.2,x
   Refuse and salvage occupations,9225,21,11.8,9.3,12.14,9.1,10.9,11.11,11.28,11.38,11.57,12.17,12.48,12.7,12.86,x
   Vehicle valeters and cleaners,9226,17,10.67,8.0,11.15,6.4,x,x,x,10.42,10.49,10.92,11.04,11.28,11.66,x
   Elementary cleaning occupations n.e.c.,9229,x,12.08,,12.38,10.6,x,x,x,x,x,x,x,x,x,x
  Elementary Security Occupations,923,188,11.89,10.5,12.74,9.5,10.52,10.84,10.9,11.04,11.5,12.34,12.82,13.11,13.52,15.22
   Security guards and related occupations,9231,108,12.23,10.8,12.88,9.4,10.5,11,11.1,11.41,11.76,12.85,13.33,13.85,14.47,16.13
   School midday and crossing patrol occupations,9232,64,11.22,11.0,11.64,9.5,10.56,10.64,10.78,10.86,10.96,11.81,12.27,12.4,12.66,13.48
   Exam invigilators,9233,17,12.01,9.9,12.61,8.3,10.6,10.98,11.05,11.41,11.75,12.14,12.34,12.43,12.71,x
  Elementary Sales Occupations,924,8,10.9,6.5,11.4,1.1,10,x,x,x,10.51,11.01,11.4,11.75,x,x
   Shelf fillers,9241,8,10.9,7.9,11.3,2.0,10,x,x,x,10.42,11,11.35,11.74,x,x
   Elementary sales occupations n.e.c.,9249,x,x,,13.82,10.1,x,x,x,x,x,x,x,x,x,x
  Elementary Storage Occupations,925,586,12.15,8.8,13.18,7.9,10.44,10.86,11,11.2,11.66,12.73,13.5,13.98,14.56,16.42
   Elementary storage supervisors,9251,28,13.36,5.3,13.96,3.9,10.98,11.5,11.73,11.99,12.7,14.07,14.59,14.97,15.54,x
   Warehouse operatives,9252,537,12.08,8.8,13.15,8.4,10.43,10.84,11,11.17,11.63,12.7,13.44,13.94,14.47,16.41
   Delivery operatives,9253,15,11.25,1.7,11.86,-0.8,10.42,10.55,10.6,10.75,11,11.67,12.23,12.5,12.86,x
   Elementary storage occupations n.e.c.,9259,6,14.1,17.5,14.18,9.4,x,11.5,12.15,12.56,12.97,15,15.22,x,x,x
  Other Elementary Services Occupations,926,930,10.53,9.7,10.85,9.2,7.5,9.13,10.01,10.37,10.42,10.8,11.08,11.35,11.68,12.59
   Bar and catering supervisors,9261,31,11.52,8.6,11.9,6.2,10.55,10.86,10.98,11.03,11.33,11.76,12.04,12.27,12.54,x
   Hospital porters,9262,x,11.01,5.7,12.03,4.5,x,x,x,x,x,x,x,x,x,x
   Kitchen and catering assistants,9263,477,10.6,8.7,10.99,8.5,8,9.7,10.18,10.42,10.45,10.86,11.1,11.36,11.78,13.03
   Waiters and waitresses,9264,220,10.42,10.0,10.14,10.9,6.57,7.5,8,8.5,9.98,10.5,10.79,11,11.26,12.18
   Bar staff,9265,138,10.5,10.5,10.8,10.3,8.38,10,10.18,x,10.42,10.66,11,11.16,11.45,12.15
   Coffee shop workers,9266,21,10.5,10.1,10.7,10.5,9.03,10.4,x,10.42,10.44,10.55,10.9,10.99,11.15,x
   Leisure and theme park attendants,9267,33,10.9,13.0,10.89,12.4,8.01,10.34,10.42,10.43,10.67,11.3,11.68,11.77,11.91,x
   Other elementary services occupations n.e.c.,9269,9,11.09,7.3,11.86,4.1,x,x,10.42,10.49,10.8,11.68,11.99,12.34,x,x
Not Classified,,:,,,,,,,,,,,,,,
