Description,Code,No_jobs,Median,change,Mean,change.1,10,20,25,30,40,60,70,75,80,90
   Officers in armed forces,1161,:,,,,,,,,,,,,,,
   Senior police officers,1162,x,59053,0.3,62342,-2.4,x,x,x,56178,58293,61635,x,x,x,x
"   Senior officers in fire, ambulance, prison and related services",1163,x,x,,66290,7.6,x,x,x,x,x,x,x,x,x,x
  Health and Social Services Managers and Directors,117,12,43876,-8.8,50437,-1.3,x,33804,36872,39441,41311,49693,52609,x,x,x
   Health services and public health managers and directors,1171,x,x,,67980,28.5,x,x,x,x,x,x,x,x,x,x
   Social services managers and directors,1172,9,41002,6.0,44953,5.2,x,31426,33479,34786,39587,42170,x,x,x,x
 Other managers and proprietors,12,468,36363,3.9,41780,1.9,23302,27086,28667,30000,33000,39810,43499,46548,49259,x
  Managers and Proprietors in Agriculture Related Services,121,22,33334,-0.9,35863,2.1,21787,26409,26981,28155,31269,36988,40330,42069,x,x
   Managers and proprietors in agriculture and horticulture,1211,16,35997,4.6,37416,4.5,x,26883,28659,29428,33197,38129,40384,x,x,x
"   Managers and proprietors in forestry, fishing and related services",1212,x,29463,,32127,-2.4,x,x,x,x,27335,32018,x,x,x,x
  Managers and Proprietors in Hospitality and Leisure Services,122,75,32477,13.6,36194,3.4,21645,25492,26684,27672,29972,35032,37408,39400,40980,x
   Hotel and accommodation managers and proprietors,1221,12,32701,5.6,x,,x,26234,27047,27932,30478,35190,x,x,x,x
   Restaurant and catering establishment managers and proprietors,1222,27,30717,9.4,31176,6.7,19509,22961,24681,26248,28517,33241,35831,36374,37122,x
   Publicans and managers of licensed premises,1223,13,33477,18.2,34420,10.7,x,27533,27999,29468,30270,37303,39995,x,x,x
   Leisure and sports managers,1224,22,33134,10.4,36144,3.2,21176,25682,26416,27304,29945,35755,38557,40639,x,x
   Travel agency managers and proprietors,1225,x,x,,37057,23.5,x,x,x,x,x,x,x,x,x,x
  Managers and Proprietors in Health and Care Services,123,x,x,,47852,0.0,x,x,x,x,x,x,x,x,x,x
   Health care practice managers,1231,15,42958,-4.6,x,,x,30078,31324,33532,38220,49222,52002,x,x,x
"   Residential, day and domiciliary care managers and proprietors",1232,x,x,,43525,3.8,x,x,x,x,x,x,x,x,x,x
   Early education and childcare services proprietors,1233,..,,,,,,,,,,,,,,
"  Managers in Logistics, Warehousing and Transport",124,168,35495,-0.7,39603,2.6,23724,27446,29000,30112,32610,38965,42616,45326,48301,x
   Managers in transport and distribution,1241,58,41465,1.6,44880,2.0,25440,30243,31911,33662,38057,45318,49087,53536,57223,x
   Managers in storage and warehousing,1242,91,32040,2.0,34609,2.4,x,25624,26799,28228,30039,34373,37048,38398,x,x
   Managers in logistics,1243,20,42368,2.1,47162,0.2,28852,32140,34542,37778,40116,44461,48182,50000,x,x
  Managers and Proprietors in Other Services,125,145,38410,4.5,45675,1.4,x,27188,28875,30616,34380,42451,47558,49914,54113,x
"   Property, housing and estate managers",1251,89,38352,0.7,44396,1.8,x,27336,29486,31105,34848,42474,46879,49044,x,x
   Garage managers and proprietors,1252,x,x,,x,,x,x,x,x,x,x,x,x,x,x
   Hairdressing and beauty salon managers and proprietors,1253,x,x,,32152,4.9,x,x,x,x,x,x,x,x,x,x
   Waste disposal and environmental services managers,1254,x,48825,,47392,,x,x,x,37640,42325,x,x,x,x,x
   Managers and directors in the creative industries,1255,10,41953,,45771,-13.2,x,x,x,29439,35839,x,x,x,x,x
   Betting shop and gambling establishment managers,1256,..,,,,,,,,,,,,,,
   Hire services managers and proprietors,1257,x,x,,38407,-13.9,x,x,x,x,x,x,x,x,x,x
   Directors in consultancy services,1258,x,x,,x,,x,x,x,x,x,x,x,x,x,x
   Managers and proprietors in other services n.e.c.,1259,24,34411,8.3,45648,14.3,22442,24605,26744,28249,30054,38162,x,x,x,x
Professional occupations,2,5407,43191,3.9,48126,3.1,27069,32167,34222,36174,39903,47140,51900,55000,58740,70644
" Science, research, engineering and technology professionals",21,1537,46242,5.3,50333,4.0,27869,33217,35764,37959,42000,50606,56416,59484,63678,75306
  Natural and Social Science Professionals,211,100,41904,3.0,46138,6.0,25674,30335,32135,34584,38702,44774,48578,51351,54119,x
   Chemical scientists,2111,13,35186,-4.2,38383,-3.0,x,24356,29558,30450,32858,37665,x,x,x,x
   Biological scientists,2112,x,x,,44383,15.2,x,x,x,29678,33167,x,x,x,x,x
   Biochemists and biomedical scientists,2113,27,44797,3.5,53106,7.8,27925,34552,36748,39791,42348,48168,50183,51558,x,x
   Physical scientists,2114,x,47289,9.4,50110,13.3,x,x,x,42999,43990,54095,x,x,x,x
   Social and humanities scientists,2115,x,36447,5.4,35634,-0.5,x,x,25153,26018,32416,39417,x,x,x,x
   Natural and social science professionals n.e.c.,2119,31,41175,0.6,46250,4.9,25973,30493,31966,35132,38834,44808,50185,51839,x,x
  Engineering Professionals,212,416,46340,5.8,48467,4.0,29024,34443,36640,38801,42086,49713,54379,57065,59790,69293
   Civil engineers,2121,65,45524,2.3,48525,-4.0,28541,33783,35250,36891,40672,50369,55931,57785,61124,x
   Mechanical engineers,2122,36,42463,3.3,45587,3.5,27512,31815,35627,38569,41121,45785,51971,54381,x,x
   Electrical engineers,2123,44,53488,6.4,57233,10.9,34352,41546,43871,45401,49980,56865,63488,65462,x,x
   Electronics engineers,2124,13,49882,1.7,51259,-1.0,x,x,41872,44039,47053,52819,x,x,x,x
   Production and process engineers,2125,49,43669,5.4,45392,5.8,27095,33767,35731,37081,40739,47365,49812,51819,54286,x
   Aerospace engineers,2126,x,46419,8.3,48573,10.5,x,x,38433,41872,43606,51330,x,x,x,x
   Engineering project managers and project engineers,2127,75,48845,6.5,51582,7.4,31223,36923,39384,41448,46612,53385,58608,61446,64056,x
   Engineering professionals n.e.c.,2129,123,42940,1.2,45182,2.5,x,x,34366,36449,39611,46760,50115,x,x,x
  Information Technology Professionals,213,850,48939,5.2,53046,3.8,28622,34797,37479,39893,44478,54117,60000,63566,68046,79895
   IT project managers,2131,27,51933,6.4,53799,1.8,30897,38811,41251,43401,48652,59322,62288,64146,x,x
   IT managers,2132,209,50880,2.7,55697,0.0,30664,38561,40940,43038,46460,55299,61432,65817,70486,83097
"   IT business analysts, architects and systems designers",2133,137,51698,3.2,56103,1.9,31561,37382,39328,42293,46708,56939,62400,65587,68553,x
   Programmers and software development professionals ,2134,319,49430,9.2,52502,6.9,28099,33602,36296,38547,43990,54708,60184,64200,68309,x
   Cyber security professionals,2135,20,45295,-0.9,49029,-1.9,x,32408,35138,37977,41737,49443,56780,x,x,x
   IT quality and testing professionals,2136,16,39914,-5.7,41915,-6.2,x,29064,31063,35158,36762,43237,x,x,x,x
   IT network professionals,2137,42,42841,8.4,44982,7.7,30586,34660,35950,37182,39569,45393,48717,50822,52853,x
   Information technology professionals n.e.c.,2139,80,44244,3.8,50187,5.0,23437,28473,31559,33926,39500,49815,58811,63022,68351,x
  Web and Multimedia Design Professionals,214,53,30453,5.2,35244,13.0,x,x,x,x,28462,x,x,x,x,x
   Web design professionals,2141,x,41288,6.8,x,,x,x,x,32693,35333,43649,x,x,x,x
   Graphic and multimedia designers,2142,x,29104,,31718,5.7,x,x,x,x,x,x,x,x,x,x
  Conservation and Environment Professionals,215,48,36209,9.5,38909,6.5,24652,28718,30420,31728,34121,38283,40925,41718,43389,x
   Conservation professionals,2151,x,36635,-0.1,39152,14.9,x,x,30633,31623,33487,39314,x,x,x,x
   Environment professionals,2152,37,36115,9.5,38837,4.6,24538,28426,30275,31895,34261,38108,41018,41969,x,x
  Research and Development (R&D) and Other Research Professionals,216,70,47649,2.0,53716,0.1,x,x,37783,39767,43514,54027,59248,x,x,x
   Research and development (R&D) managers ,2161,60,49219,-1.6,55716,-2.0,x,x,x,40267,45587,56363,x,x,x,x
"   Other researchers, unspecified discipline",2162,10,40810,5.1,42228,2.6,x,x,34979,36261,38687,41821,x,x,x,x
 Health professionals,22,1033,41072,3.7,45655,2.9,26445,31768,33426,34913,38031,44268,48381,50465,53181,63324
  Medical Practitioners,221,154,59346,-3.2,76691,1.0,29700,39191,43707,47584,53165,67941,80299,95803,107179,x
   Generalist medical practitioners,2211,35,41296,-5.1,x,,23660,27005,29173,32137,37754,44382,49740,54061,x,x
   Specialist medical practitioners,2212,120,66031,-3.9,80498,-3.3,36178,48329,51104,53133,58583,76535,97087,107396,118288,x
  Therapy Professionals,222,92,38184,5.3,39408,3.5,27085,29824,32497,33706,35774,41279,43686,45328,47967,x
   Physiotherapists,2221,36,40888,3.9,41215,5.7,29408,33656,34209,35916,37909,43285,45323,47768,48861,x
   Occupational therapists,2222,20,37423,8.2,37542,9.5,27526,29926,32463,33390,35552,40115,41187,42023,x,x
   Speech and language therapists,2223,x,35963,0.0,38535,8.6,x,x,29705,31671,35241,39019,x,x,x,x
   Psychotherapists and cognitive behaviour therapists,2224,x,x,,38990,6.4,x,x,x,x,x,x,x,x,x,x
   Clinical psychologists,2225,x,36315,-12.5,42155,-5.0,x,x,x,x,34734,41919,x,x,x,x
   Other psychologists,2226,9,35311,,39432,-11.9,x,24215,25395,27426,32645,x,x,x,x,x
   Therapy professionals n.e.c.,2229,10,34448,18.5,35797,8.4,x,x,27057,27410,31026,35882,x,x,x,x
  Nursing Professionals,223,626,38915,4.3,38965,3.1,24624,30662,32264,33569,36215,41339,44317,46307,48162,53438
   Midwifery nurses,2231,23,41423,2.7,40952,7.6,28286,33083,35261,36742,38671,42971,44564,47309,x,x
   Community nurses,2232,36,38129,7.0,37683,3.9,27629,31789,33042,34194,36090,40671,42255,43211,44121,x
   Specialist nurses,2233,38,42136,2.4,42618,1.0,33405,35803,36947,38838,40873,44111,47017,47684,49128,x
   Nurse practitioners,2234,57,41523,5.9,41488,2.1,26275,31106,33396,35049,39300,44453,47536,48681,50313,x
   Mental health nurses,2235,x,44237,10.9,42502,7.1,x,x,x,38975,40782,46311,x,x,x,x
   Children's nurses,2236,x,34024,-7.8,35930,-2.3,x,x,x,29647,31362,36842,x,x,x,x
   Other nursing professionals ,2237,458,37960,4.1,38338,3.1,23731,30005,31650,32934,35357,40613,43710,45907,47966,53564
  Veterinarians,224,12,48062,8.8,50366,10.8,x,38412,39621,42694,45860,51377,57001,x,x,x
   Veterinarians,2240,12,48062,8.8,50366,10.8,x,38412,39621,42694,45860,51377,57001,x,x,x
  Other Health Professionals,225,149,44497,2.0,45048,3.3,28458,34108,36235,38597,41659,47672,50507,52869,55025,60562
   Pharmacists,2251,30,46139,3.8,46938,4.6,28060,36714,38796,40757,43597,49280,53325,54821,57942,x
   Optometrists,2252,x,x,,46853,,x,x,x,x,x,x,x,x,x,x
   Dental practitioners,2253,x,x,,55148,0.9,x,x,x,x,x,x,x,x,x,x
   Medical radiographers,2254,27,44296,3.4,44490,3.7,30968,36065,37812,39199,41669,47136,49360,50467,x,x
   Paramedics,2255,38,48688,-2.4,48666,-0.3,33013,36913,40294,42744,46729,51824,54195,55861,57252,x
   Podiatrists,2256,x,x,,39575,7.7,x,x,x,x,x,x,x,x,x,x
   Other health professionals n.e.c.,2259,46,40565,3.7,40843,3.6,25772,29771,32495,33599,36855,42051,45612,47672,48695,x
 Teaching and other educational professionals,23,1138,41989,3.1,43429,2.7,26822,31940,34103,35812,38965,44533,47957,50289,53048,61233
  Teaching Professionals,231,1009,41800,2.9,42492,2.9,27214,32141,34233,35847,38850,44124,47200,49342,51538,59137
   Higher education teaching professionals,2311,166,47726,1.2,50453,0.4,29176,35877,38062,40027,44020,52266,56419,59502,62053,x
   Further education teaching professionals,2312,53,40738,6.5,40913,4.1,26038,31965,33546,35083,37373,43007,45798,47575,50769,x
   Secondary education teaching professionals,2313,380,42818,2.9,42975,1.7,28306,33682,35377,37354,40233,45467,48461,50161,51591,57898
   Primary education teaching professionals,2314,341,40059,4.9,39953,5.2,27261,31939,33842,34945,37827,42333,44307,45488,46702,53711
   Nursery education teaching professionals,2315,17,31648,9.4,34764,7.8,x,25829,27010,28249,29954,34248,38532,x,x,x
   Special needs education teaching professionals,2316,25,36256,-0.3,35706,3.4,19180,22319,25698,28693,33636,41454,43252,44439,x,x
   Teachers of English as a foreign language,2317,x,36562,,36596,12.1,x,x,x,x,32931,39785,x,x,x,x
   Teaching professionals n.e.c.,2319,22,30860,1.8,32049,0.9,21221,23923,24540,25445,28250,33951,36382,37410,x,x
  Other Educational Professionals,232,129,44335,-1.4,50741,0.5,24300,29146,31904,35269,39781,51185,58376,63028,68014,x
   Head teachers and principals,2321,41,66014,-0.5,73335,4.7,43824,50681,54347,56432,61092,71722,74283,76626,x,x
   Education managers ,2322,39,40722,1.0,44311,-9.8,26661,31651,33152,35555,38011,44285,49478,52848,56075,x
   Education advisers and school inspectors,2323,13,37486,12.5,40305,10.0,x,29235,30691,31154,34389,41300,x,x,x,x
   Early education and childcare services managers,2324,19,25813,7.0,26207,-0.1,x,18400,20173,21457,24533,27275,29126,29902,x,x
   Other educational professionals n.e.c,2329,18,43050,4.0,46462,0.4,x,28685,33576,37445,38948,45665,x,x,x,x
" Business, media and public service professionals",24,1699,43874,4.7,50778,1.6,27003,31838,33842,36000,40000,48580,53969,57346,61842,75996
  Legal Professionals,241,146,44604,0.7,59844,1.1,x,27512,30052,32058,37957,51896,59002,x,x,x
   Barristers and judges,2411,12,52416,-0.1,50201,-5.6,x,29156,x,32252,45113,57751,x,x,x,x
   Solicitors and lawyers,2412,92,52296,7.8,68518,7.3,x,x,37733,40927,45495,57423,x,x,x,x
   Legal professionals n.e.c.,2419,42,29571,-4.0,43745,-12.2,20168,21800,23540,25000,27160,32689,36118,x,x,x
  Finance Professionals,242,265,43163,5.6,52651,-5.3,26063,31308,32875,34841,38541,48395,53670,56541,61473,x
   Chartered and certified accountants,2421,87,46847,7.7,50682,6.1,27393,32127,33905,36258,42337,50578,54919,57345,63017,x
   Finance and investment analysts and advisers,2422,157,40629,7.3,53571,,24995,30226,32141,34025,37269,45793,51196,54774,57536,x
   Taxation experts,2423,21,46272,-7.5,53898,-7.9,x,32836,33936,36437,39759,53630,62568,x,x,x
"  Business, Research and Administrative Professionals",243,454,45800,6.0,52621,6.6,28107,33056,35363,37174,41732,50636,56346,59953,63972,75399
   Management consultants and business analysts,2431,206,48002,10.0,55107,7.5,27770,33119,36214,38325,42860,52473,59591,62623,66800,x
   Marketing and commercial managers,2432,87,46488,-0.3,52243,1.8,30100,34999,36958,38541,42650,51173,57629,62078,66700,x
"   Actuaries, economists and statisticians",2433,24,47985,10.6,55268,9.7,x,35513,37345,39944,44525,52776,59693,x,x,x
   Business and related research professionals,2434,72,36528,1.9,43411,11.5,26077,28762,30614,31802,34164,39819,42532,44284,46689,x
   Professional/Chartered company secretaries ,2435,x,x,,x,,x,x,x,x,x,x,x,x,x,x
"   Business, research and administrative professionals n.e.c.",2439,64,52241,7.7,54081,3.3,31646,38088,41022,42767,48537,55399,59199,61368,63824,x
  Business and Financial Project Management Professionals,244,262,52896,5.2,57137,3.6,31264,38439,41074,43198,48146,58965,66377,69804,73622,x
   Business and financial project management professionals,2440,262,52896,5.2,57137,3.6,31264,38439,41074,43198,48146,58965,66377,69804,73622,x
"  Architects, Chartered Architectural Technologists, Planning Officers, Surveyors and Construction Professionals",245,191,42670,2.6,46088,-1.2,27294,32243,34159,35943,39098,45711,50549,53293,56176,x
   Architects,2451,30,45894,5.6,47751,-4.3,30716,37128,38791,39743,43302,47523,51173,54308,x,x
"   Chartered architectural technologists, planning officers and consultants",2452,16,36600,7.8,39620,2.4,x,25987,27170,29542,32108,40532,x,x,x,x
   Quantity surveyors,2453,41,45526,-1.8,49433,-1.7,26427,29657,34008,36231,40067,52329,58312,63054,x,x
   Chartered surveyors,2454,68,41555,5.0,44690,-3.5,28037,33080,34328,35795,38593,44574,48316,50224,52201,x
   Construction project managers and related professionals,2455,35,40501,3.1,46369,8.8,27702,32342,34238,35208,38930,43916,48977,52162,x,x
  Welfare Professionals,246,123,37354,5.6,36916,4.6,25720,27565,28230,29760,33912,40155,42105,43276,45062,x
   Social workers,2461,79,40713,4.2,40152,3.6,28001,33078,34934,36503,38421,42087,44098,45487,46983,x
   Probation officers,2462,x,x,,38245,,x,x,x,x,x,x,x,x,x,x
   Clergy,2463,32,27689,1.8,29252,2.1,21279,25839,26498,26928,27270,28166,29006,30721,x,x
   Youth work professionals,2464,x,x,,38772,12.1,x,x,x,x,x,x,x,x,x,x
   Welfare professionals n.e.c.,2469,x,33426,6.6,35407,4.1,x,x,27933,28931,30881,35176,x,x,x,x
  Librarians and Related Professionals,247,16,33326,-1.3,35168,4.6,x,24017,26527,27927,30746,34783,37645,x,x,x
   Librarians,2471,x,31660,-9.1,36183,6.5,x,x,x,23879,26858,37050,x,x,x,x
   Archivists and curators,2472,x,33561,6.1,34061,2.8,x,x,x,30617,31380,34140,x,x,x,x
  Quality and Regulatory Professionals,248,157,41693,0.6,46020,-0.8,27091,32126,33652,35174,38344,45000,49370,52153,54534,x
   Quality control and planning engineers,2481,53,40000,-0.1,41243,1.6,26329,31323,33074,33974,36699,42255,46365,48301,51704,x
   Quality assurance and regulatory professionals,2482,94,42474,-3.7,49381,-2.5,27697,32649,35000,36493,39816,47476,52179,54960,59006,x
   Environmental health professionals,2483,x,38873,1.4,39191,0.0,x,x,31983,32896,35005,42542,x,x,x,x
  Media Professionals,249,86,40000,7.3,42371,-0.5,26950,31016,32570,33554,36645,42627,x,x,x,x
   Newspaper and periodical editors,2491,20,40371,13.7,41522,-5.9,x,32397,32929,34250,37436,43453,45716,x,x,x
   Newspaper and periodical journalists and reporters,2492,15,40762,13.4,40004,11.4,x,30104,31811,32359,34261,42236,46236,x,x,x
   Public relations professionals,2493,25,35404,,37878,-3.4,25339,28197,29118,30730,33134,38655,41707,44741,x,x
   Advertising accounts managers and creative directors,2494,x,x,,48432,-1.8,29783,x,x,x,x,x,x,x,x,x
Associate professional occupations,3,2949,34544,2.7,40554,4.4,22819,25968,27329,28710,31387,38202,42913,45626,48878,60860
" Science, engineering and technology associate professionals",31,667,32123,4.0,34709,4.1,22381,25044,26429,27628,29718,34926,38155,40308,42446,49486
"  Science, Engineering and Production Technicians",311,384,32351,3.8,34646,4.1,22329,25017,26463,27841,29942,35301,38933,40574,42680,49532
   Laboratory technicians,3111,42,24717,2.1,27720,2.4,19613,20884,21901,22548,23955,27059,28568,29886,x,x
   Electrical and electronics technicians ,3112,x,34334,0.2,39297,4.4,x,x,29481,30229,31445,x,x,x,x,x
   Engineering technicians ,3113,71,39827,5.3,40997,3.5,27555,31395,32858,33964,37335,42402,45264,46852,48653,x
   Building and civil engineering technicians ,3114,x,29911,-9.3,32531,-7.7,x,x,x,x,x,33198,x,x,x,x
   Quality assurance technicians ,3115,28,28634,0.3,29689,0.5,22361,24029,24454,25315,26616,30350,32067,32568,x,x
"   Planning, process and production technicians",3116,45,33684,6.9,36863,6.7,24735,26846,27988,29069,31065,36201,39861,40560,44683,x
"   Science, engineering and production technicians n.e.c.",3119,181,32111,4.9,33779,5.7,22039,25002,26407,27927,29950,34950,37667,39706,41545,x
"  CAD, Drawing and Architectural Technicians",312,39,31194,0.0,34369,0.9,24844,26926,27438,28381,30000,32779,35838,36579,x,x
"   CAD, drawing and architectural technicians",3120,39,31194,0.0,34369,0.9,24844,26926,27438,28381,30000,32779,35838,36579,x,x
  Information Technology Technicians,313,244,31865,5.1,34862,4.5,22255,24778,25921,27261,29371,34359,37566,39730,42442,x
   IT operations technicians,3131,74,31141,2.6,34884,4.7,22306,24468,25224,26438,28920,33884,36763,38251,41017,x
   IT user support technicians,3132,145,32355,7.0,34681,5.1,x,24805,26300,27359,29483,35296,38299,41358,43220,x
   Database administrators and web content technicians,3133,26,31500,2.9,35817,-0.7,23662,25640,27021,27872,29950,33797,35005,x,x,x
 Health and social care associate professionals,32,327,26313,4.2,27404,0.9,18993,21381,22212,23207,24670,28324,30151,31265,32510,36298
  Health Associate Professionals,321,38,26339,,28396,5.1,20932,22320,23398,23986,25073,27731,29538,30935,32561,x
   Dispensing opticians,3211,x,x,,26733,,x,x,x,x,x,x,x,x,x,x
   Pharmaceutical technicians,3212,13,26840,5.1,29269,7.3,x,22811,23352,24078,25301,28761,x,x,x,x
   Medical and dental technicians,3213,17,25978,3.4,28892,2.1,x,21993,23365,23908,24730,27432,x,x,x,x
   Complementary health associate professionals,3214,x,x,,23741,3.6,x,x,x,x,x,x,x,x,x,x
   Health associate professionals n.e.c.,3219,x,x,,26156,15.1,x,x,x,x,x,x,x,x,x,x
  Welfare and Housing Associate Professionals,322,215,28370,2.6,29157,-2.6,21220,23485,24222,25000,26582,29897,31610,32636,33644,37846
   Youth and community workers,3221,62,29013,3.9,30344,2.7,21476,24070,24863,25656,27500,30394,32308,33454,34942,x
   Child and early years officers,3222,34,28216,3.0,29080,0.6,20398,22595,24465,25347,26279,29734,30826,31020,x,x
   Housing officers,3223,33,31379,5.4,30800,1.6,22823,25389,26660,27496,29439,32751,33830,34447,36074,x
   Counsellors,3224,x,29170,6.9,31262,,x,x,x,x,26154,x,x,x,x,x
   Welfare and housing associate professionals n.e.c.,3229,80,26554,0.6,27416,-2.0,20514,22625,23320,24002,25000,27996,29555,30272,31953,x
  Teaching and Childcare Associate Professionals,323,65,21169,9.3,21197,8.8,14859,17635,18520,18988,20188,21728,22928,23869,24774,x
   Higher level teaching assistants,3231,20,22283,,22810,6.5,x,19094,20274,21049,21649,23075,24912,25224,x,x
   Early education and childcare practitioners,3232,45,20340,10.3,20492,9.9,14162,16771,17633,18539,19556,21201,22056,22928,23919,x
  Veterinary nurses,324,x,24370,1.8,25870,6.8,x,x,22038,22900,23851,25301,x,x,x,x
   Veterinary nurses,3240,x,24370,1.8,25870,6.8,x,x,22038,22900,23851,25301,x,x,x,x
 Protective service occupations,33,296,43032,1.1,42838,1.3,29068,33620,35041,36693,40553,45638,47828,48871,50750,55356
  Protective Service Occupations,331,296,43032,1.1,42838,1.3,29068,33620,35041,36693,40553,45638,47828,48871,50750,55356
   Non-commissioned officers and other ranks,3311,:,,,,,,,,,,,,,,
   Police officers (sergeant and below),3312,212,44830,1.2,43713,-0.2,29639,33825,36353,38657,42413,46806,48604,50150,51773,56053
   Fire service officers (watch manager and below),3313,51,39477,6.0,40946,7.5,31213,34723,35193,35874,36844,42372,44817,47219,48014,x
   Prison service officers (below principal officer),3314,x,30291,-2.2,33900,3.6,x,x,x,26868,29285,33335,x,x,x,x
   Protective service associate professionals n.e.c.,3319,26,39193,7.4,42013,3.6,28057,32524,33869,34453,36604,42561,44677,x,x,x
" Culture, media and sports occupations",34,106,31997,3.6,x,,21387,24000,25464,26627,29077,34787,38766,x,x,x
"  Artistic, Literary and Media Occupations",341,47,32914,,38616,-0.3,24000,26534,27258,28539,31009,35505,38720,41952,x,x
   Artists,3411,x,x,,35670,4.6,x,x,x,x,x,x,x,x,x,x
"   Authors, writers and translators",3412,x,33780,11.8,35484,0.2,x,x,28729,30123,31695,36014,x,x,x,x
"   Actors, entertainers and presenters",3413,x,x,,23887,-12.5,x,x,x,x,x,x,x,x,x,x
   Dancers and choreographers,3414,..,,,,,,,,,,,,,,
   Musicians,3415,x,x,,44748,20.6,x,x,x,x,x,x,x,x,x,x
"   Arts officers, producers and directors",3416,17,37485,,48250,,x,28842,31336,33336,34557,41347,x,x,x,x
"   Photographers, audio-visual and broadcasting equipment operators",3417,13,29047,16.0,30643,3.8,x,24474,25507,25842,27040,30604,31730,x,x,x
  Design Occupations ,342,x,x,,39045,4.9,23742,25620,27687,29033,x,x,x,x,x,x
   Interior designers,3421,19,33274,-7.7,39168,-0.5,x,25096,25624,27134,30469,37148,x,x,x,x
"   Clothing, fashion and accessories designers",3422,x,40503,29.3,42903,20.1,x,x,x,x,x,x,x,x,x,x
   Design occupations n.e.c.,3429,x,x,,37148,4.3,x,x,x,x,x,x,x,x,x,x
  Sports and Fitness Occupations,343,24,23863,-8.5,x,,18541,20153,20988,21407,22190,26601,x,x,x,x
   Sports players,3431,x,x,,x,,x,x,x,x,x,x,x,x,x,x
"   Sports coaches, instructors and officials",3432,16,23206,-10.6,27269,,x,20655,21031,21448,22247,25751,x,x,x,x
   Fitness and wellbeing instructors,3433,x,x,,20914,-4.1,x,x,x,x,x,x,x,x,x,x
 Business and public service associate professionals,35,1554,36985,3.4,44608,3.4,24101,27448,28890,30202,33710,41288,46993,50616,55162,73274
  Transport Associate Professionals,351,x,66278,6.6,74229,9.4,x,x,x,x,62524,x,x,x,x,x
   Aircraft pilots and air traffic controllers,3511,x,71676,6.0,78290,8.1,x,x,x,x,x,x,x,x,x,x
   Ship and hovercraft officers,3512,x,x,,64381,21.8,x,x,x,x,x,x,x,x,x,x
  Legal Associate Professionals,352,29,29965,1.9,37415,5.2,21480,23903,24333,26094,27928,32471,35684,x,x,x
   Legal associate professionals,3520,29,29965,1.9,37415,5.2,21480,23903,24333,26094,27928,32471,35684,x,x,x
