Description,Code,No_jobs,Median,change,Mean,change.1,10,20,25,30,40,60,70,75,80,90
  Finance Associate Professionals,353,159,41675,4.2,54618,2.6,27137,30477,32222,34347,37804,46615,50128,52713,55606,x
   Brokers,3531,x,x,,x,,x,x,x,x,x,x,x,x,x,x
   Insurance underwriters,3532,19,35248,7.9,x,,x,28823,29317,29659,30951,38256,x,x,x,x
   Financial and accounting technicians,3533,26,47728,7.0,51086,0.9,26555,33201,36021,38580,42939,48810,52781,x,x,x
   Financial accounts managers,3534,106,41622,4.1,47702,-1.4,27604,31071,32549,34440,37415,45211,49275,51392,54018,x
  Business Associate Professionals,354,199,31262,0.9,36095,-0.2,22428,25436,26353,27550,29439,33494,35991,37626,40564,x
"   Estimators, valuers and assessors",3541,38,34941,0.6,39020,0.7,25436,28181,28983,30036,32639,37075,41121,42493,x,x
   Importers and exporters,3542,x,x,,33874,,x,x,x,x,x,x,x,x,x,x
   Project support officers,3543,46,31988,6.6,32977,-2.3,23157,26174,27018,27774,29657,33091,35020,36190,37473,x
   Data analysts,3544,45,33174,6.2,35746,7.8,25142,27753,28586,29439,31500,35241,37088,38119,40226,x
   Business associate professionals n.e.c.,3549,67,28347,1.6,36922,-4.8,21310,22758,23498,24501,26193,29969,32209,34000,37560,x
"  Sales, Marketing and Related Associate Professionals",355,824,41330,5.9,48084,4.7,24649,28180,29905,31818,36150,47169,53926,59000,64663,81246
   Buyers and procurement officers,3551,48,32972,-0.5,34956,-2.3,23952,26495,27481,28143,30250,35995,38047,39092,41485,x
   Business sales executives,3552,152,34526,-0.1,39613,-4.9,23971,26224,27790,28989,31300,38232,42667,45002,48474,x
   Merchandisers ,3553,12,26703,,28670,5.2,x,20314,20818,21876,23657,27837,x,x,x,x
   Marketing associate professionals,3554,108,30601,4.9,34992,-0.3,22699,24891,25902,26801,28741,33629,36041,37511,39538,x
   Estate agents and auctioneers,3555,20,28126,,32894,-4.4,x,21212,23619,24667,26877,29503,31297,x,x,x
   Sales accounts and business development managers,3556,458,52495,9.9,57475,6.8,28859,35747,39093,41826,47266,58813,66224,71040,75787,91445
   Events managers and organisers,3557,25,28479,,30929,,22913,24523,25539,25713,27309,29997,32950,34020,x,x
  Public Services Associate Professionals,356,79,38016,7.2,37154,3.9,26978,31493,33293,34268,35717,39615,40985,41593,42639,x
   Public services associate professionals,3560,79,38016,7.2,37154,3.9,26978,31493,33293,34268,35717,39615,40985,41593,42639,x
"  HR, Training and Other Vocational Associate Guidance Professionals",357,193,30684,0.3,33876,0.1,22369,24964,25811,26477,28374,32836,35452,36921,38798,x
   Human resources and industrial relations officers,3571,110,29744,3.7,33692,1.5,21779,24399,25276,26012,27910,32012,34645,36110,37869,x
   Careers advisers and vocational guidance specialists,3572,x,27092,2.5,28398,-3.2,x,x,x,x,25878,27752,x,x,x,x
   Information technology trainers,3573,x,x,,35033,-4.2,x,x,x,x,x,x,x,x,x,x
   Other vocational and industrial trainers,3574,75,32001,-0.9,34579,-1.2,23133,25976,26964,27732,30158,34134,36507,37930,40363,x
  Regulatory Associate Professionals,358,63,39260,8.4,42449,5.8,28035,31415,33446,34603,36986,41734,44469,46627,49499,x
   Inspectors of standards and regulations,3581,14,35284,5.4,37014,5.9,x,28074,29307,29963,33004,36898,38248,x,x,x
   Health and safety managers and officers,3582,49,40879,6.1,44008,5.0,28921,33348,34461,35450,38071,43015,46483,48327,53086,x
Administrative and secretarial occupations,4,1608,26845,5.6,29356,4.2,19558,21737,22629,23412,25137,28812,31632,33212,35121,42282
 Administrative occupations,41,1387,27223,5.5,29667,4.1,19909,22006,22970,23763,25450,29125,32000,33539,35500,42654
  Administrative Occupations: Government and Related Organisations,411,163,28124,1.9,29135,4.4,21717,23384,24076,25247,26685,29197,31472,32425,33187,37404
   National government administrative occupations,4111,136,28124,1.5,29121,4.2,21682,23256,24051,25532,27033,29340,31699,32482,33254,37501
   Local government administrative occupations,4112,24,27305,6.4,29500,6.6,22163,23620,24054,24542,25853,28748,30205,31544,32753,x
   Officers of non-governmental organisations,4113,x,27416,0.8,26991,-3.7,x,x,x,x,x,28598,x,x,x,x
  Administrative Occupations: Finance,412,324,26803,5.2,29351,3.2,19697,21973,22933,23794,25200,28513,31213,33175,34908,42012
   Credit controllers,4121,x,x,,29057,-0.3,x,x,x,x,x,x,x,x,x,x
"   Book-keepers, payroll managers and wages clerks",4122,178,28000,4.1,31108,2.8,x,22694,23658,24476,26055,30454,34039,35921,38726,x
   Bank and post office clerks,4123,61,24734,9.6,26664,6.3,18025,20405,20907,21385,23193,26200,27991,28982,30235,x
   Finance officers,4124,15,27852,3.9,29337,4.0,22339,24308,25028,25905,26508,30123,32048,33042,x,x
   Financial administrative occupations n.e.c.,4129,54,25429,8.4,26666,4.2,18830,21150,22018,x,24207,27000,28319,29094,x,x
  Administrative Occupations: Records,413,214,26089,5.8,27985,3.5,20277,21942,22604,23176,24679,27547,29538,31001,32418,37080
   Records clerks and assistants,4131,79,25148,4.8,26892,4.7,19959,21601,22126,22717,23851,26629,28332,29534,31127,x
   Pensions and insurance clerks and assistants,4132,21,25201,3.3,26229,-6.6,20047,21658,21989,22553,24275,26326,28264,29420,29816,x
   Stock control clerks and assistants,4133,61,26704,6.2,29246,5.4,20880,22478,23014,23677,25310,28839,30937,32480,34126,x
   Transport and distribution clerks and assistants,4134,38,28080,2.8,30661,2.2,21706,23622,25000,25569,26918,30500,32123,33745,35278,x
   Library clerks and assistants,4135,x,22877,6.3,23684,5.6,x,x,20890,21337,22478,23736,x,x,x,x
   Human resources administrative occupations,4136,8,23104,2.2,24348,1.8,x,20991,21782,22071,22777,24850,26099,x,x,x
  Administrative Occupations: Office Managers and Supervisors,414,203,33735,7.0,36718,5.3,23115,26283,27525,28928,31351,36201,40000,41869,44693,x
   Office managers,4141,133,35000,7.0,37558,5.4,23642,26658,28100,29412,32440,37973,41716,43949,45946,x
   Office supervisors,4142,32,x,,31417,4.3,21304,24178,25401,26170,28097,x,x,x,x,x
   Customer service managers,4143,38,33380,2.0,38192,4.0,23495,26966,28574,29964,31899,35279,38489,40538,x,x
  Other Administrative Occupations,415,484,25735,6.3,27849,3.8,18500,21060,21758,22625,23949,27638,30000,31680,33727,40598
   Sales administrators,4151,34,25509,4.8,25762,2.7,20091,21892,22798,23132,24334,26796,28372,28797,29289,x
   Data entry administrators,4152,9,23069,6.6,27270,5.2,x,19147,19519,20362,21970,23892,x,x,x,x
   Other administrative occupations n.e.c.,4159,440,25808,6.4,28024,3.9,18405,21035,21732,22605,23954,27778,30348,32217,34268,41303
 Secretarial and related occupations,42,221,24742,5.9,27401,4.8,18121,20306,21057,21700,23120,26676,29003,30924,32917,40053
  Secretarial and Related Occupations,421,221,24742,5.9,27401,4.8,18121,20306,21057,21700,23120,26676,29003,30924,32917,40053
   Medical secretaries,4211,19,24792,9.3,24320,3.6,18609,21646,21860,22465,23183,26089,26363,26566,26810,x
   Legal secretaries,4212,13,23999,6.1,25864,9.0,x,20055,20911,21468,22856,25465,26540,x,x,x
   School secretaries,4213,9,22547,10.2,24940,11.6,x,19845,20291,20585,21732,24267,26387,x,x,x
   Company secretaries and administrators,4214,x,x,,37537,10.7,x,x,x,x,x,x,x,x,x,x
   Personal assistants and other secretaries,4215,91,30328,1.6,32752,2.7,20978,23434,24413,25885,28074,33000,35984,38009,40532,x
   Receptionists,4216,84,21692,8.0,22621,8.1,16730,18767,19475,19772,20859,22820,24075,24900,25890,x
   Typists and related keyboard occupations,4217,x,x,,24651,9.9,x,x,x,x,x,x,x,x,x,x
Skilled trades occupations,5,1274,31691,5.1,33406,4.6,20985,24064,25424,26676,29040,34180,37398,39310,41600,48457
 Skilled agricultural and related trades,51,76,24579,6.4,25989,4.5,x,x,x,x,23695,26124,x,x,x,x
  Agricultural and Related Trades,511,76,24579,6.4,25989,4.5,x,x,x,x,23695,26124,x,x,x,x
   Farmers,5111,x,29816,,28982,,x,x,x,x,28294,31416,x,x,x,x
   Horticultural trades,5112,x,x,,24379,9.2,x,x,x,x,x,x,x,x,x,x
   Gardeners and landscape gardeners,5113,x,x,,26366,4.2,x,x,x,x,x,x,x,x,x,x
   Groundsmen and greenkeepers,5114,x,x,,x,,x,x,x,x,x,x,x,x,x,x
   Agricultural and fishing trades n.e.c.,5119,12,25600,-6.8,28346,4.8,x,21850,22213,22751,23953,27480,x,x,x,x
" Skilled metal, electrical and electronic trades",52,749,34672,4.3,36453,5.4,23000,26699,28123,29657,32323,37486,40778,42618,45009,52393
"  Metal Forming, Welding and Related Trades",521,51,31166,4.1,32025,2.5,22883,25012,25773,26699,29112,33060,35091,36590,38328,x
   Sheet metal workers,5211,9,26017,-5.1,28832,-3.0,x,23780,24066,24501,25002,28831,x,x,x,x
"   Metal plate workers, smiths, moulders and related occupations",5212,x,31182,8.2,33277,8.6,x,x,x,x,28546,32677,x,x,x,x
   Welding trades,5213,36,31695,6.2,32320,5.2,22760,25401,26386,27604,29597,33142,35093,36563,39319,x
   Pipe fitters,5214,x,x,,38550,-15.9,x,x,x,x,x,x,x,x,x,x
"  Metal Machining, Fitting and Instrument Making Trades",522,337,35293,5.2,37270,6.4,22389,26247,27780,29317,32311,38799,42612,44654,47363,55065
   Metal machining setters and setter-operators,5221,49,32564,7.4,33432,7.8,x,x,x,27934,30691,34420,37076,x,x,x
"   Tool makers, tool fitters and markers-out",5222,x,36387,6.5,38491,6.3,x,x,31858,32330,33757,38246,x,x,x,x
   Metal working production and maintenance fitters,5223,268,36350,5.9,38048,6.4,22220,26305,27939,29650,32724,40068,43842,45813,48779,56938
   Precision instrument makers and repairers,5224,x,29231,-4.4,31550,-3.6,x,x,25912,26356,27476,31629,x,x,x,x
   Air-conditioning and refrigeration installers and repairers,5225,x,39818,9.4,40613,8.2,x,x,x,x,36021,41419,x,x,x,x
  Vehicle Trades,523,125,32362,6.2,33405,7.4,x,25602,x,27448,30216,34073,36170,37714,39556,x
"   Vehicle technicians, mechanics and electricians",5231,89,31959,6.5,32100,6.5,x,24763,25919,26939,29285,33595,35767,37336,38791,x
   Vehicle body builders and repairers ,5232,x,x,,31666,8.3,x,x,x,x,x,x,x,x,x,x
   Vehicle paint technicians,5233,x,31075,16.2,32868,19.0,x,x,x,28741,30547,x,x,x,x,x
   Aircraft maintenance and related trades,5234,x,44506,22.2,47527,22.9,x,x,x,39593,42423,x,x,x,x,x
   Boat and ship builders and repairers,5235,x,x,,x,,x,x,x,x,x,x,x,x,x,x
   Rail and rolling stock builders and repairers,5236,x,x,,46671,7.8,x,x,x,x,x,x,x,x,x,x
  Electrical and Electronic Trades,524,193,35799,5.3,37423,5.2,24527,28115,29794,31310,33698,38287,41278,42875,45293,52258
   Electricians and electrical fitters,5241,88,35494,7.5,36116,7.7,23036,27550,29617,31182,33481,37821,40395,41874,43118,x
   Telecoms and related network installers and repairers,5242,18,34990,-1.8,39412,5.1,24287,26943,28184,29082,31744,39003,41363,x,x,x
"   TV, video and audio servicers and repairers",5243,x,x,,26587,6.5,x,x,x,x,x,x,x,x,x,x
   Computer system and equipment installers and servicers,5244,9,30971,,33767,,x,24775,24994,25064,28013,34848,x,x,x,x
   Security system installers and repairers,5245,x,35796,9.8,34466,-0.3,x,x,x,28568,32754,36797,x,x,x,x
   Electrical service and maintenance mechanics and repairers,5246,51,36063,1.9,38264,2.7,26903,30034,31715,32658,34159,38990,42384,43728,45623,x
   Electrical and electronic trades n.e.c.,5249,19,40386,7.2,43285,7.2,x,31301,33230,33909,36619,45357,48084,51499,x,x
"  Skilled Metal, Electrical and Electronic Trades Supervisors",525,43,38350,2.5,39782,0.9,29819,x,x,x,36480,40887,42683,x,x,x
"   Skilled metal, electrical and electronic trades supervisors",5250,43,38350,2.5,39782,0.9,29819,x,x,x,36480,40887,42683,x,x,x
 Skilled construction and building trades,53,224,31804,4.6,32664,1.8,22090,25199,26666,27644,29656,33663,36067,37446,39051,44834
  Construction and Building Trades,531,159,30950,5.3,31326,3.8,21016,24416,25790,26948,28919,32577,34824,36024,37344,x
   Steel erectors,5311,x,34797,,34381,8.1,x,x,x,x,x,x,x,x,x,x
   Stonemasons and related trades,5312,x,x,,33756,,x,x,x,x,x,x,x,x,x,x
   Bricklayers ,5313,x,30940,5.9,30718,1.6,x,x,x,x,29495,31700,x,x,x,x
"   Roofers, roof tilers and slaters",5314,x,x,,x,,x,x,x,x,x,x,x,x,x,x
   Plumbers & heating and ventilating installers and repairers,5315,48,35248,5.6,34977,5.3,22920,27354,28831,31021,33139,36624,38940,40010,41720,x
   Carpenters and joiners,5316,52,29735,3.2,29914,2.8,21875,24256,25202,26373,28507,31511,32861,33375,34643,x
"   Glaziers, window fabricators and fitters",5317,18,26584,3.4,27382,2.9,19760,20789,21432,23425,25430,28600,30432,32163,x,x
   Construction and building trades n.e.c.,5319,19,28989,1.8,30396,0.3,21695,23848,25493,26230,27614,30643,32000,32449,x,x
  Building Finishing Trades,532,26,29892,7.4,30894,7.6,23013,24887,26060,27134,28661,31932,33000,34142,35050,x
   Plasterers,5321,x,32375,12.7,32334,12.8,x,x,x,x,x,33176,x,x,x,x
   Floorers and wall tilers,5322,x,32557,15.5,32415,11.8,x,x,26304,28795,31759,33316,x,x,x,x
   Painters and decorators,5323,15,28570,6.0,29717,4.2,x,23895,24544,25611,27219,29769,30239,x,x,x
  Construction and Building Trades Supervisors,533,39,38070,-2.2,39358,-2.9,27134,30555,32003,33603,36411,41609,44459,46045,48546,x
   Construction and building trades supervisors,5330,39,38070,-2.2,39358,-2.9,27134,30555,32003,33603,36411,41609,44459,46045,48546,x
" Textiles, printing and other skilled trades",54,224,25582,7.3,26472,6.3,18257,20695,21579,22344,23773,27074,28800,30073,31467,35909
  Textiles and Garments Trades,541,16,23623,3.7,25177,3.1,x,19337,19969,20779,22184,25014,26735,x,x,x
   Upholsterers,5411,x,23380,2.7,25157,5.4,x,x,x,x,x,x,x,x,x,x
   Footwear and leather working trades,5412,x,x,,25479,3.6,x,x,x,x,x,x,x,x,x,x
   Tailors and dressmakers,5413,x,x,,25527,6.3,x,x,x,x,x,x,x,x,x,x
"   Textiles, garments and related trades n.e.c.",5419,x,23239,1.7,24839,-0.2,x,x,x,x,21446,24619,x,x,x,x
  Printing Trades,542,17,26961,10.7,28429,5.4,x,22304,23524,24085,25719,28123,30164,31996,x,x
   Pre-press technicians,5421,x,x,,29899,19.5,x,x,x,x,x,x,x,x,x,x
   Printers,5422,9,28085,4.5,29632,-0.4,x,x,22494,23889,26613,30612,33568,x,x,x
   Print finishing and binding workers,5423,x,25718,12.1,25723,9.4,x,x,x,x,24867,26320,x,x,x,x
  Food Preparation and Hospitality Trades,543,171,25448,9.1,26082,8.6,18121,20644,21451,22277,23698,26927,28264,29609,30607,34451
   Butchers,5431,21,26084,4.3,27010,6.5,20779,22499,23248,23936,25259,27249,29210,30348,x,x
   Bakers and flour confectioners,5432,10,21839,1.4,23768,3.5,x,19433,19750,19936,20619,22924,x,x,x,x
   Fishmongers and poultry dressers,5433,x,x,,23362,6.9,x,x,x,x,x,x,x,x,x,x
   Chefs,5434,96,26000,9.3,26461,9.5,18201,20855,21791,22549,24306,27452,28916,30017,31545,x
   Cooks,5435,13,21777,12.2,21511,6.7,x,17283,18049,18545,20671,22243,23158,x,x,x
   Catering and bar managers,5436,29,25901,8.0,27102,7.9,19598,21302,22365,22988,24866,27142,28121,29752,x,x
  Other Skilled Trades,544,x,x,,x,,x,x,x,x,x,x,x,x,x,x
"   Glass and ceramics makers, decorators and finishers",5441,x,x,,25870,-11.9,x,x,x,x,x,x,x,x,x,x
   Furniture makers and other craft woodworkers,5442,x,x,,x,,x,x,x,x,x,x,x,x,x,x
   Florists,5443,x,x,,20826,4.4,x,x,x,x,x,x,x,x,x,x
   Other skilled trades n.e.c.,5449,9,30126,-4.0,31660,-7.6,x,22327,22575,23201,24759,32326,x,x,x,x
"Caring, leisure and other service occupations",6,872,23627,8.2,24382,7.8,15665,18487,19496,20432,22088,25310,27321,28489,30018,34492
 Caring personal service occupations,61,715,23317,8.6,23937,8.1,15428,18204,19199,20037,21695,24919,26890,28001,29419,33892
  Teaching and Childcare Support Occupations,611,163,19681,10.3,20187,8.7,14854,16301,16858,17459,18671,20828,22132,22960,23855,26495
   Early education and childcare assistants,6111,39,21308,11.8,21527,9.7,14541,17074,18563,19231,20114,22683,23847,24527,25146,x
   Teaching assistants,6112,82,19033,10.1,19164,7.5,14910,16288,16654,17112,18252,19941,21096,21640,22448,x
   Educational support assistants,6113,35,19343,12.8,19943,10.4,14789,15818,16256,16829,18093,20159,21572,22255,23839,x
   Childminders,6114,x,x,,20771,,x,x,x,x,x,x,x,x,x,x
   Nannies and au pairs,6116,x,x,,31560,12.8,x,x,x,x,27906,34069,x,x,x,x
   Playworkers,6117,x,x,,22468,11.9,x,x,x,x,x,x,x,x,x,x
  Animal Care and Control Services,612,18,22734,3.3,23856,3.0,16465,18637,19486,20634,21159,24553,27069,28000,x,x
   Pest control officers,6121,x,x,,28334,1.1,x,x,x,x,x,x,x,x,x,x
   Animal care services occupations n.e.c.,6129,15,21933,2.8,23031,6.5,14729,18085,19223,20136,21036,23423,25694,27016,x,x
  Caring Personal Services,613,535,24593,8.5,25080,7.8,15945,19383,20501,21419,23129,26256,28120,29400,30927,35192
   Nursing auxiliaries and assistants,6131,222,25129,9.3,25496,9.7,x,20522,21352,22305,23694,26649,28471,29500,30850,x
   Ambulance staff (excluding paramedics),6132,14,28301,3.0,29600,-0.8,22002,23888,24314,25166,26258,30772,32804,33941,x,x
   Dental nurses,6133,21,21739,9.6,21966,7.1,15957,18167,18837,19377,20208,22861,24281,24737,25791,x
   Houseparents and residential wardens,6134,x,31221,-0.6,30250,-1.4,x,x,x,x,29054,31984,x,x,x,x
   Care workers and home carers,6135,209,23409,8.7,24124,7.1,x,18046,18984,20005,21888,25273,27488,28660,30501,x
   Senior care workers,6136,54,25463,6.0,26314,6.0,x,x,x,22276,23964,26622,28262,x,x,x
   Care escorts,6137,x,x,,24870,16.7,x,x,x,x,x,x,x,x,x,x
"   Undertakers, mortuary and crematorium assistants",6138,10,27933,-1.1,27306,-1.3,x,22693,24070,24806,26418,29306,30774,x,x,x
" Leisure, travel and related personal service occupations",62,146,24996,10.1,26386,8.3,17054,19955,21075,21957,23401,26823,29278,30852,32373,37343
  Leisure and Travel Services,621,51,28346,5.7,29887,6.2,19389,21871,23057,24142,26423,30750,34246,35726,38112,x
   Sports and leisure assistants,6211,16,22265,-1.1,23250,3.7,x,18570,19947,20214,21106,24658,26410,x,x,x
   Travel agents,6212,10,29618,20.5,30389,15.4,x,23556,23969,26050,27435,31222,34321,x,x,x
   Air travel assistants,6213,6,28929,16.5,29120,21.2,x,x,23586,24074,26248,30577,x,x,x,x
   Rail travel assistants,6214,15,36080,-4.5,37233,-2.7,25292,27725,29947,31735,34379,39841,42418,44658,x,x
   Leisure and travel service occupations n.e.c.,6219,x,25700,,27144,-7.0,x,x,x,x,x,x,x,x,x,x
  Hairdressers and Related Services,622,20,19487,5.9,20186,8.2,13411,15461,15812,16203,18080,20837,22458,23671,x,x
   Hairdressers and barbers,6221,14,19589,8.6,20552,11.9,13431,15239,15760,16143,17900,20795,22878,23992,x,x
   Beauticians and related occupations,6222,6,19026,1.8,19370,0.3,x,x,15888,16208,18138,20758,x,x,x,x
  Housekeeping and Related Services,623,49,24437,7.4,25658,7.4,17988,21121,21683,22204,23318,25957,27458,29037,30625,x
   Housekeepers and related occupations,6231,13,22964,11.4,23298,7.0,17198,19413,20215,20754,21954,24139,25410,25955,x,x
   Caretakers,6232,36,25303,7.7,26488,7.4,19397,21673,22184,22663,23748,26653,28662,29962,31630,x
  Cleaning and Housekeeping Managers and Supervisors,624,26,24926,7.6,25844,5.5,17392,19993,21178,22184,23475,26409,28883,30506,31831,x
   Cleaning and housekeeping managers and supervisors,6240,26,24926,7.6,25844,5.5,17392,19993,21178,22184,23475,26409,28883,30506,31831,x
  Bed and Breakfast and Guest House Owners and Proprietors ,625,..,,,,,,,,,,,,,,
   Bed and breakfast and guest house owners and proprietors ,6250,..,,,,,,,,,,,,,,
 Community and civil enforcement occupations,63,11,27763,3.3,26696,-0.9,x,22366,22881,23579,25592,28471,29649,30091,x,x
  Community and Civil Enforcement Occupations,631,11,27763,3.3,26696,-0.9,x,22366,22881,23579,25592,28471,29649,30091,x,x
   Police community support officers,6311,x,29779,-0.3,29686,-0.9,x,x,x,28230,29596,30699,x,x,x,x
   Parking and civil enforcement occupations,6312,7,23976,4.1,25089,2.1,x,x,22237,22623,23412,26842,x,x,x,x
Sales and customer service occupations,7,535,23432,6.9,25135,5.4,16214,18927,19806,20596,21867,25161,27255,28600,30343,36192
 Sales occupations,71,335,22191,7.0,23916,3.7,15456,18015,18811,19566,20873,23857,25791,27119,28574,33894
  Sales Assistants and Retail Cashiers,711,276,21569,6.9,23376,4.7,15044,17383,18291,19024,20288,23083,25066,26255,27945,33538
   Sales and retail assistants,7111,243,21530,6.0,23456,4.2,14898,17252,18147,18829,20102,23156,25236,26492,28185,33801
   Retail cashiers and check-out operators,7112,5,18602,0.8,18944,-2.9,x,x,15663,16352,16931,19806,x,x,x,x
   Telephone salespersons,7113,x,22619,-0.9,24149,-1.4,x,x,x,20840,21480,23411,x,x,x,x
   Pharmacy and optical dispensing assistants,7114,16,20870,9.4,20779,10.3,16661,18613,19053,19518,20390,21288,21697,21883,22601,x
   Vehicle and parts salespersons and advisers,7115,8,26698,5.9,28129,2.1,x,23495,24169,24530,25448,27642,28926,x,x,x
  Sales Related Occupations,712,19,25109,5.2,26427,0.4,19957,21307,21969,22573,24062,26413,28289,29186,31240,x
   Collector salespersons and credit agents,7121,..,,,,,,,,,,,,,,
"   Debt, rent and other cash collectors",7122,7,24225,7.7,24712,0.4,x,21230,21559,21765,22861,25140,25649,x,x,x
   Roundspersons and van salespersons,7123,x,23935,5.6,26138,6.7,x,x,x,x,x,x,x,x,x,x
   Market and street traders and assistants,7124,x,x,,32910,,x,x,x,x,x,x,x,x,x,x
   Visual merchandisers and related occupations,7125,x,x,,20790,-27.7,x,x,x,x,x,x,x,x,x,x
   Sales related occupations n.e.c.,7129,7,27274,2.5,28729,0.0,x,23057,23811,24433,25089,29070,31423,x,x,x
  Shopkeepers and Sales Supervisors,713,41,24996,7.5,26427,-1.0,19153,20824,21454,21907,23276,26309,28220,29304,30768,x
   Shopkeepers and owners - retail and wholesale,7131,x,x,,33942,-6.8,x,x,x,x,x,x,x,x,x,x
   Sales supervisors - retail and wholesale ,7132,39,24751,8.3,26147,0.2,19154,20751,21407,21824,23173,25995,27902,29011,30488,x
 Customer service occupations,72,200,25385,6.9,27175,8.1,18695,21039,21568,22351,23950,27091,29495,30969,32836,38861
  Customer Service Occupations,721,185,24991,7.7,26652,8.7,18532,20870,21374,22075,23621,26529,28764,30054,32103,38151
   Call and contact centre occupations,7211,17,23676,5.1,24454,2.7,18986,20673,21107,21613,22259,24782,25591,26411,28080,x
   Telephonists,7212,x,28322,3.3,29374,-0.8,x,x,x,x,x,x,x,x,x,x
   Communication operators,7213,5,29351,6.8,30520,6.4,x,x,24098,25887,27586,31972,x,x,x,x
   Market research interviewers,7214,x,x,,25814,,x,x,x,x,x,x,x,x,x,x
   Customer service occupations n.e.c.,7219,160,25000,8.5,26727,10.0,18504,20822,21371,22119,23642,26589,28828,30085,32168,38505
  Customer Service Supervisors,722,15,31827,3.1,33621,5.4,24412,26780,27619,28971,29933,33771,36125,37760,39959,x
   Customer service supervisors,7220,15,31827,3.1,33621,5.4,24412,26780,27619,28971,29933,33771,36125,37760,39959,x
"Process, plant and machine operatives",8,902,29895,7.5,31993,6.2,20548,23062,24046,25263,27534,32776,36180,38084,40038,45709
" Process, plant and machine operatives",81,440,27751,7.1,29481,5.3,19704,22105,23002,23903,25742,29900,32867,34547,36494,41521
  Process Operatives,811,156,26406,10.2,27640,8.1,19096,21382,22239,23115,24733,27946,30179,31627,33223,38019
"   Food, drink and tobacco process operatives",8111,102,25602,8.9,26419,8.1,18868,20627,21518,22371,24149,27142,28923,30030,31503,35859
   Textile process operatives,8112,7,27113,12.1,27327,7.2,x,21821,22748,23520,24808,28590,30605,x,x,x
   Chemical and related process operatives,8113,13,29973,10.4,32725,8.5,21207,23080,24067,25056,26947,32022,34403,x,x,x
   Plastics process operatives,8114,10,25553,9.5,27068,3.4,x,21435,22037,22331,23855,27365,29523,x,x,x
   Metal making and treating process operatives,8115,11,30407,12.4,32563,10.6,x,23884,24211,25337,27596,33102,36336,38943,x,x
   Process operatives n.e.c.,8119,13,27816,15.1,28553,8.2,x,22438,23878,24778,26677,29707,31463,32121,x,x
  Metal Working Machine Operatives,812,8,30685,14.5,32139,14.6,x,25184,26043,27687,29290,33203,34888,x,x,x
   Metal working machine operatives ,8120,8,30685,14.5,32139,14.6,x,25184,26043,27687,29290,33203,34888,x,x,x
  Plant and Machine Operatives,813,37,28603,9.4,29680,2.6,20352,22730,23554,x,26228,30950,34421,35408,x,x
   Paper and wood machine operatives,8131,x,x,,28959,2.9,x,x,x,x,x,x,x,x,x,x
   Mining and quarry workers and related operatives,8132,x,x,,29832,-9.6,x,x,x,x,x,x,x,x,x,x
   Energy plant operatives,8133,x,35120,,35580,-5.1,x,x,x,x,x,x,x,x,x,x
   Water and sewerage plant operatives,8134,8,32447,3.0,32467,3.1,x,26503,27659,28738,30354,34427,35875,x,x,x
   Printing machine assistants,8135,9,26000,7.6,27522,6.5,x,22013,22382,22767,23816,26845,29101,x,x,x
   Plant and machine operatives n.e.c.,8139,7,25000,3.5,27460,5.6,x,22177,22724,23464,24081,27289,x,x,x,x
  Assemblers and Routine Operatives,814,142,27771,7.8,29223,5.7,19694,21961,22748,23491,25325,29537,32507,34487,36815,41125
   Assemblers (electrical and electronic products),8141,13,25090,,26150,,x,21758,22219,22694,23667,25688,28194,29388,x,x
   Assemblers (vehicles and metal goods),8142,34,33334,15.5,33209,7.8,21787,24037,25559,27475,29946,36709,38339,39613,40038,x
   Routine inspectors and testers,8143,24,30065,12.5,32666,13.3,22046,24423,25233,26730,28724,32506,35891,38818,39835,x
"   Weighers, graders and sorters",8144,x,29576,,29810,5.0,x,x,x,x,x,x,x,x,x,x
"   Tyre, exhaust and windscreen fitters",8145,7,28813,10.2,29949,6.1,x,21872,22464,24378,26362,30000,x,x,x,x
   Sewing machinists,8146,7,21341,9.0,22473,7.7,x,18843,19250,19991,20731,22838,23522,x,x,x
   Assemblers and routine operatives n.e.c.,8149,54,25215,2.3,26678,-1.6,19323,21127,21694,x,23630,27152,28855,29951,32137,x
  Construction Operatives,815,82,30136,1.8,31992,2.2,20720,23181,24782,25718,27597,33187,36265,37406,39419,45271
"   Scaffolders, stagers and riggers",8151,9,35563,,37797,-1.9,x,25929,27487,28495,30228,40603,44855,x,x,x
   Road construction operatives,8152,12,33232,3.9,34933,5.4,x,27410,27846,28627,31261,35169,36442,37845,x,x
   Rail construction and maintenance operatives,8153,6,37954,-0.8,40401,3.2,x,30293,33962,34628,37214,40707,42951,x,x,x
   Construction operatives n.e.c.,8159,56,27597,2.5,29586,3.6,19727,22037,23055,24238,26056,30436,33615,34937,36919,x
"  Production, Factory and Assembly Supervisors ",816,x,x,,35004,1.7,x,x,x,x,x,x,x,x,x,x
"   Production, factory and assembly supervisors",8160,x,x,,35004,1.7,x,x,x,x,x,x,x,x,x,x
 Transport and mobile machine drivers and operatives,82,462,32548,7.3,34387,6.3,21664,24237,25811,27130,29764,35858,39103,41022,42832,49218
  Road Transport Drivers,821,366,32082,9.3,33022,9.0,21431,24024,25704,26885,29515,35258,38249,39941,41541,46193
   Large goods vehicle drivers,8211,174,37256,9.4,37283,9.0,25733,29391,30817,32015,34964,39751,41916,43365,44868,49071
