Description,Code,No_jobs,Median,change,Mean,change.1,10,20,25,30,40,60,70,75,80,90
   Police officers (sergeant and below),3312,249,20.24,,19.48,,13.02,14.72,15.8,17.38,19.71,20.88,21.56,22,22.56,23.97
   Fire service officers (watch manager and below),3313,58,16.39,,16.97,,13.74,14.51,14.77,14.89,15.29,17.65,18.14,18.57,19.36,x
   Prison service officers (below principal officer),3314,25,15.62,,16.06,,12.26,12.57,12.76,13.34,14.18,16.95,x,18.13,18.18,x
   Protective service associate professionals n.e.c.,3319,25,17.96,,19.58,,11.97,14.2,15.2,16.16,17.22,18.84,19.97,20.64,x,x
" Culture, media and sports occupations",34,214,13.22,,x,,8.94,10,10.51,11.09,12.17,14.8,16.62,18.31,20.11,26.19
"  Artistic, Literary and Media Occupations",341,67,15.6,,18.76,,10.24,12.12,12.52,12.83,14.31,17.76,19.93,20.83,23,x
   Artists,3411,x,15.56,,17.81,,x,x,x,13.03,13.87,17.67,x,x,x,x
"   Authors, writers and translators",3412,20,15.09,,18.71,,12.07,12.57,12.68,12.87,13.48,17.55,18.75,x,x,x
"   Actors, entertainers and presenters",3413,x,x,,x,,x,x,x,x,x,x,x,x,x,x
   Dancers and choreographers,3414,x,20.11,,22.69,,x,x,x,x,x,x,x,x,x,x
   Musicians,3415,x,x,,19.33,,x,x,x,x,19.24,23.06,x,x,x,x
"   Arts officers, producers and directors",3416,14,19.08,,23.95,,x,14.47,15.15,15.66,17.05,20.81,x,x,x,x
"   Photographers, audio-visual and broadcasting equipment operators",3417,16,12.8,,14.19,,x,10.26,10.48,10.85,12.27,14.09,14.99,15.5,x,x
  Design Occupations ,342,49,14.25,,16.13,,10.52,11.29,11.51,11.98,13.05,15.33,16.7,18.55,20.11,x
   Interior designers,3421,28,13.55,,16.12,,10.3,11.22,11.34,11.68,12.78,15.21,16.65,18.86,x,x
"   Clothing, fashion and accessories designers",3422,x,14.47,,16.41,,x,x,x,11.98,13.28,x,x,x,x,x
   Design occupations n.e.c.,3429,13,14.7,,16,,x,11.22,11.49,11.96,12.72,15.11,x,x,x,x
  Sports and Fitness Occupations,343,97,11.24,,x,,8,8.98,9.33,9.68,10.31,12.37,14.05,14.9,16.35,x
   Sports players,3431,12,x,,x,,x,11.49,12.22,12.5,13.81,x,x,x,x,x
"   Sports coaches, instructors and officials",3432,58,11.17,,12.33,,7.22,8.93,9.31,9.62,10.13,12.11,13.96,14.42,15.07,x
   Fitness and wellbeing instructors,3433,28,10.63,,11.01,,8.16,8.81,8.98,9.19,9.69,11.1,12.39,x,x,x
 Business and public service associate professionals,35,2013,16.64,,19.69,,10.65,12.3,13.02,13.75,15.15,18.44,20.71,22.17,24.11,30.93
  Transport Associate Professionals,351,14,29.87,,33.51,,x,18.52,19.68,22.32,25.8,x,x,x,x,x
   Aircraft pilots and air traffic controllers,3511,11,x,,36.79,,x,22.1,22.42,22.93,29.14,x,x,x,x,x
   Ship and hovercraft officers,3512,x,x,,22.79,,x,x,x,x,x,x,x,x,x,x
  Legal Associate Professionals,352,40,14.65,,17.69,,10.44,11.51,12.25,12.59,13.61,15.88,17.93,19.32,x,x
   Legal associate professionals,3520,40,14.65,,17.69,,10.44,11.51,12.25,12.59,13.61,15.88,17.93,19.32,x,x
  Finance Associate Professionals,353,213,18.84,,22.43,,11.94,13.96,14.94,15.57,16.96,21.07,24.09,25.46,27.19,35.62
   Brokers,3531,13,18.24,,25.64,,x,13.49,13.74,14,15.78,25.18,x,x,x,x
   Insurance underwriters,3532,20,17.98,,23.37,,13.81,15.35,15.57,15.83,16.71,18.88,23.64,x,x,x
   Financial and accounting technicians,3533,38,20.82,,22.35,,12.75,14.04,15.37,15.82,18.63,23.36,24.96,26.04,27.92,x
   Financial accounts managers,3534,142,18.57,,22.03,,11.57,13.75,14.79,15.38,16.81,20.67,23.26,24.6,26.48,x
  Business Associate Professionals,354,306,15.07,,17.15,,10.44,11.66,12.27,12.81,13.83,16.24,18.14,19.37,20.37,24.65
"   Estimators, valuers and assessors",3541,58,15.4,,18.31,,11.49,12.83,13.16,13.79,14.72,17.02,18.55,19.63,21.24,x
   Importers and exporters,3542,x,16.92,,17.37,,x,x,x,x,x,x,x,x,x,x
   Project support officers,3543,48,14.34,,15.9,,10.38,11.81,12.27,12.77,13.44,15.47,16.83,17.34,18.47,x
   Data analysts,3544,116,16.15,,17.71,,10.99,12.73,13.23,13.8,15.15,17.88,19.71,20.52,21.73,x
   Business associate professionals n.e.c.,3549,83,12.79,,16.21,,10.15,10.55,10.96,11.3,12.08,14.1,15.84,16.52,18.21,x
"  Sales, Marketing and Related Associate Professionals",355,946,17.44,,21.14,,10.39,12.21,13,13.85,15.38,19.89,23.04,24.89,27.16,35.86
   Buyers and procurement officers,3551,54,16.06,,17.26,,11.9,12.77,13.44,13.95,14.86,16.87,18.24,19,20.16,x
   Business sales executives,3552,188,15.28,,17.83,,9.56,11.03,11.57,12.14,13.75,17.02,19.7,20.91,22.64,27.47
   Merchandisers ,3553,16,11.19,,12.98,,8.91,9.03,9.14,9.52,10.22,13.23,13.99,14.31,x,x
   Marketing associate professionals,3554,172,14.16,,15.89,,9.98,11.04,11.79,12.26,13.11,15.09,16.51,17.23,18.41,22.68
   Estate agents and auctioneers,3555,38,11.5,,13.07,,8.91,9.33,9.72,10.02,10.81,12.5,13.57,14.51,15.93,x
   Sales accounts and business development managers,3556,446,22.95,,26.09,,13.14,15.77,17.09,18.18,20.44,25.5,28.59,31.14,34.13,43.15
   Events managers and organisers,3557,33,13.66,,14.88,,9.85,11.15,11.71,12.24,13.15,14.21,15.08,16.28,17.2,x
  Public Services Associate Professionals,356,119,17.62,,17.78,,13.48,15.3,15.78,16.25,17.03,18.32,19.37,19.77,20.45,21.62
   Public services associate professionals,3560,119,17.62,,17.78,,13.48,15.3,15.78,16.25,17.03,18.32,19.37,19.77,20.45,21.62
"  HR, Training and Other Vocational Associate Guidance Professionals",357,303,14.45,,15.83,,10.09,11.39,12.02,12.54,13.45,15.66,16.96,17.95,19.12,21.98
   Human resources and industrial relations officers,3571,148,13.79,,15.12,,9.79,10.83,11.3,11.8,12.77,15.02,16.49,17.25,18.42,20.97
   Careers advisers and vocational guidance specialists,3572,17,14.01,,15.67,,10.61,11.82,12.49,12.81,13.24,14.38,17.89,18.64,x,x
   Information technology trainers,3573,x,17.16,,18.05,,x,x,x,x,x,18.13,x,x,x,x
   Other vocational and industrial trainers,3574,132,15.09,,16.58,,10.8,12.18,12.71,13.2,14.15,16.37,17.28,18.46,19.39,x
  Regulatory Associate Professionals,358,72,17.72,,20.09,,12.99,13.91,14.66,15.32,16.6,19.6,21.56,22.78,23.98,x
   Inspectors of standards and regulations,3581,19,15.11,,18.04,,12.66,13.5,13.83,13.87,14.5,15.97,19,19.62,x,x
   Health and safety managers and officers,3582,53,18.92,,20.81,,13.19,14.83,15.59,16.33,17.32,20.41,22.28,23.16,24.97,x
Administrative and secretarial occupations,4,3253,12.05,,13.91,,9.19,9.91,10.15,10.5,11.18,13.08,14.28,15.14,16.21,20.22
 Administrative occupations,41,2694,12.34,,14.15,,9.33,10.02,10.4,10.76,11.4,13.39,14.56,15.43,16.47,20.83
  Administrative Occupations: Government and Related Organisations,411,327,13.24,,13.59,,10.25,10.88,10.88,11.1,11.96,14.06,14.28,14.62,15.3,16.75
   National government administrative occupations,4111,279,13.24,,13.45,,10.25,10.88,10.88,10.97,11.89,14.05,14.28,14.28,15.17,16.57
   Local government administrative occupations,4112,38,13.28,,14.49,,10.25,11.15,11.34,11.79,12.63,14.34,15.1,15.44,16.16,x
   Officers of non-governmental organisations,4113,10,12.33,,14.76,,x,10.59,10.79,10.86,11.48,13.46,15.19,x,x,x
  Administrative Occupations: Finance,412,629,12.49,,14.21,,9.32,10.09,10.48,10.85,11.67,13.41,14.72,15.47,16.45,20.41
   Credit controllers,4121,25,13.01,,14.32,,9.85,10.79,11.4,11.75,12.6,13.71,14.42,15.19,15.56,x
"   Book-keepers, payroll managers and wages clerks",4122,358,13.01,,14.96,,9.46,10.26,10.76,11.17,12.12,14.32,15.77,16.75,18.19,22.58
   Bank and post office clerks,4123,125,11.4,,12.94,,9.13,9.69,9.95,10.23,10.81,12.01,12.71,13.19,13.7,15.58
   Finance officers,4124,30,13.49,,14.22,,10.38,11.19,11.62,12.1,12.61,14.28,15.42,15.85,16.37,x
   Financial administrative occupations n.e.c.,4129,90,11.76,,13.1,,9.07,9.78,10.2,10.41,11.02,12.59,13.51,14.23,15.21,17.59
  Administrative Occupations: Records,413,361,11.6,,13.04,,9.39,10,10.22,10.54,11.07,12.33,13.21,13.82,14.64,16.77
   Records clerks and assistants,4131,129,11.24,,12.88,,9.38,9.93,10.19,10.54,10.94,12.08,12.74,13.41,14.52,16.72
   Pensions and insurance clerks and assistants,4132,41,12.48,,13.64,,9.56,10.12,10.5,10.76,11.56,13.18,14.02,14.56,15.18,x
   Stock control clerks and assistants,4133,92,11.35,,12.9,,9.21,9.7,9.98,10.15,10.83,12.01,12.9,13.45,14.29,x
   Transport and distribution clerks and assistants,4134,53,12.68,,13.83,,9.61,10.44,10.89,11.25,11.79,13.68,14.73,15.22,16.06,x
   Library clerks and assistants,4135,24,11.08,,11.67,,9.81,10.16,10.23,10.37,10.71,11.42,11.86,12.03,12.27,x
   Human resources administrative occupations,4136,24,11.95,,12.39,,9.57,10.02,10.26,10.54,11.19,12.39,13.4,13.51,14.01,x
  Administrative Occupations: Office Managers and Supervisors,414,302,15.04,,17.06,,10,11.4,11.98,12.64,13.94,16.42,18.37,19.48,20.8,25.41
   Office managers,4141,196,15.57,,17.48,,10,11.53,12.17,12.98,14.21,16.86,18.97,19.98,21.29,26.22
   Office supervisors,4142,54,13.54,,14.99,,9.92,10.89,11.22,11.58,12.64,14.3,15.34,16.32,17.28,x
   Customer service managers,4143,53,15.55,,17.67,,10.3,11.62,12.22,13.14,14.48,17.09,19.1,20.3,21.5,x
  Other Administrative Occupations,415,1074,11.7,,13.73,,9.06,9.81,10,10.22,10.86,12.74,14.12,15.03,16.43,22.76
   Sales administrators,4151,51,11.15,,12.2,,8.93,9.57,9.95,10.12,10.64,11.98,12.71,13.13,13.68,x
   Data entry administrators,4152,18,10.54,,12.22,,9.22,9.48,9.72,9.9,10.26,10.94,11.71,11.92,x,x
   Other administrative occupations n.e.c.,4159,1006,11.76,,13.86,,9.07,9.83,10,10.23,10.89,12.85,14.27,15.28,16.67,23.34
 Secretarial and related occupations,42,559,10.81,,12.63,,8.91,9.21,9.48,9.74,10.17,11.65,12.62,13.3,14.32,17.8
  Secretarial and Related Occupations,421,559,10.81,,12.63,,8.91,9.21,9.48,9.74,10.17,11.65,12.62,13.3,14.32,17.8
   Medical secretaries,4211,41,11.47,,11.7,,9.81,10.36,10.74,10.81,10.92,x,12.35,12.36,12.5,x
   Legal secretaries,4212,25,11.75,,12.84,,9.45,10.15,10.38,10.66,11.22,12.27,13.11,13.76,14.67,x
   School secretaries,4213,24,11.07,,12.07,,9.48,9.93,10.16,10.36,10.62,11.58,12.35,12.7,13.12,x
   Company secretaries and administrators,4214,17,12.31,,14.45,,8.92,9.59,9.99,10.36,10.99,13.75,14.4,15.44,x,x
   Personal assistants and other secretaries,4215,227,12.45,,14.99,,9,9.87,10.03,10.5,11.43,13.76,15.51,16.68,17.74,21.41
   Receptionists,4216,221,9.75,,10.44,,8.66,8.94,9,9.11,9.39,10,10.56,10.98,11.48,13
   Typists and related keyboard occupations,4217,x,10.58,,11.06,,x,x,9.86,9.87,10.13,10.82,x,x,x,x
Skilled trades occupations,5,1706,12.75,,14,,8.91,9.74,10.07,10.61,11.63,14,15.38,16.2,17.09,19.91
 Skilled agricultural and related trades,51,101,10.88,,11.61,,8.98,9.45,9.74,9.91,10.31,11.49,12.14,12.65,13,15.04
  Agricultural and Related Trades,511,101,10.88,,11.61,,8.98,9.45,9.74,9.91,10.31,11.49,12.14,12.65,13,15.04
   Farmers,5111,8,11.25,,12.76,,x,9.76,10,10,10.32,12,13.93,x,x,x
   Horticultural trades,5112,x,10.4,,11.02,,x,x,9.33,9.63,9.82,11.13,x,x,x,x
   Gardeners and landscape gardeners,5113,39,10.7,,11.45,,8.95,9.38,9.5,9.89,10.24,11.24,11.8,12.19,12.71,x
   Groundsmen and greenkeepers,5114,34,10.44,,11.1,,8.92,9.31,9.5,9.7,9.96,10.99,11.57,12.07,12.49,x
   Agricultural and fishing trades n.e.c.,5119,15,12.18,,12.8,,9.81,10.5,10.79,10.99,11.57,12.87,13.53,13.82,x,x
" Skilled metal, electrical and electronic trades",52,882,14.5,,15.4,,9.89,11.25,11.87,12.36,13.46,15.71,16.98,17.73,18.69,21.74
"  Metal Forming, Welding and Related Trades",521,63,13,,13.89,,9.5,11,11.31,11.77,12.5,13.71,14.41,15,15.8,x
   Sheet metal workers,5211,7,11.84,,12.69,,x,10,x,10.5,11.47,12.71,x,x,x,x
"   Metal plate workers, smiths, moulders and related occupations",5212,11,13.25,,14.95,,x,10.97,11.12,11.44,12.57,14.02,15.91,x,x,x
   Welding trades,5213,42,12.99,,13.47,,9.78,11.08,11.46,11.85,12.51,13.61,14.25,14.64,15.23,x
   Pipe fitters,5214,x,14.75,,18.03,,x,x,x,x,x,x,x,x,x,x
"  Metal Machining, Fitting and Instrument Making Trades",522,401,14.64,,15.65,,9.84,11.03,11.69,12.28,13.5,15.9,17.32,18.22,19.16,22.55
   Metal machining setters and setter-operators,5221,62,13.67,,14.08,,9.93,11,11.64,11.95,12.7,14.55,15.39,15.78,16.43,x
"   Tool makers, tool fitters and markers-out",5222,9,14.99,,16.57,,x,12.89,13.4,13.82,14.4,15.64,16.74,x,x,x
   Metal working production and maintenance fitters,5223,313,14.99,,15.97,,9.75,11,11.61,12.38,13.59,16.48,17.94,18.85,19.69,23.51
   Precision instrument makers and repairers,5224,11,13.69,,14.41,,x,10.51,11.3,11.68,12.73,14.54,15.78,x,x,x
   Air-conditioning and refrigeration installers and repairers,5225,7,14.89,,15.37,,x,x,x,12.15,13.84,16.28,x,x,x,x
  Vehicle Trades,523,133,13.01,,13.74,,9.2,10.49,11,11.5,12.24,14,14.94,15.58,16.33,18.06
"   Vehicle technicians, mechanics and electricians",5231,92,12.8,,13.34,,9.02,10.3,10.75,11.22,12.03,13.65,14.55,15.3,15.95,17.69
   Vehicle body builders and repairers ,5232,21,12.92,,12.97,,9.2,10.28,11.12,11.5,12.06,13.29,14.03,14.42,14.95,x
   Vehicle paint technicians,5233,6,12.88,,12.91,,x,x,11.62,12.09,12.71,13.4,13.92,x,x,x
   Aircraft maintenance and related trades,5234,6,17.88,,18.91,,x,x,x,15.88,16.99,19,x,x,x,x
   Boat and ship builders and repairers,5235,x,13.98,,13.64,,x,x,x,x,x,x,x,x,x,x
   Rail and rolling stock builders and repairers,5236,x,16.58,,20.4,,x,x,x,15.38,x,22.03,x,x,x,x
  Electrical and Electronic Trades,524,237,15.42,,15.9,,10.12,11.97,12.5,13.12,14.37,16.36,17.43,18.24,19.16,21.85
   Electricians and electrical fitters,5241,101,15.15,,15.08,,9.68,11.41,12,12.68,14,16.18,16.97,17.46,18.23,19.97
   Telecoms and related network installers and repairers,5242,18,16.15,,17.78,,12,13.35,13.68,13.99,15.11,17.7,18.99,19.98,x,x
"   TV, video and audio servicers and repairers",5243,x,11.4,,12.53,,x,x,x,9.97,10.79,12.59,x,x,x,x
   Computer system and equipment installers and servicers,5244,11,14.99,,15.31,,x,9.87,11.2,11.9,13.45,15.59,17.29,x,x,x
   Security system installers and repairers,5245,10,14.42,,14.5,,x,12,12.24,12.73,13.64,14.86,15.71,16.14,x,x
   Electrical service and maintenance mechanics and repairers,5246,64,15.91,,16.56,,10.51,12.22,12.77,13.7,14.93,16.97,18.18,19.12,20.11,x
   Electrical and electronic trades n.e.c.,5249,28,16.09,,17.43,,11.36,12.68,13.24,14,15.31,17.39,19.8,20.44,22.04,x
"  Skilled Metal, Electrical and Electronic Trades Supervisors",525,47,16.84,,17.6,,11.56,13.44,14.15,14.67,15.85,17.85,18.86,19.99,20.77,x
"   Skilled metal, electrical and electronic trades supervisors",5250,47,16.84,,17.6,,11.56,13.44,14.15,14.67,15.85,17.85,18.86,19.99,20.77,x
 Skilled construction and building trades,53,303,13.79,,14.5,,9.5,10.8,11.29,11.78,12.75,14.67,15.75,16.47,17.27,19.52
  Construction and Building Trades,531,208,13.43,,13.8,,9.4,10.5,11,11.43,12.46,14.22,15.09,15.61,16.28,18.22
   Steel erectors,5311,x,12.58,,13.25,,x,x,x,x,12.33,12.81,x,x,x,x
   Stonemasons and related trades,5312,x,13.5,,13.62,,x,x,x,11.78,12.46,13.9,x,x,x,x
   Bricklayers ,5313,10,14.18,,14.52,,x,10,11.28,12.39,13.36,14.89,15.51,x,x,x
"   Roofers, roof tilers and slaters",5314,12,12,,12.66,,x,9.5,10,10.3,11.44,12.75,13.66,14.13,x,x
   Plumbers & heating and ventilating installers and repairers,5315,57,15.22,,15.38,,10,12.24,12.98,13.72,14.52,16.03,16.94,17.47,17.98,x
   Carpenters and joiners,5316,68,13.2,,13.21,,9.2,10.4,10.92,11.44,12.41,13.87,14.53,15.05,15.48,x
"   Glaziers, window fabricators and fitters",5317,20,11.2,,11.9,,9.14,9.74,10,10.32,10.83,11.69,12.17,12.95,13.45,x
   Construction and building trades n.e.c.,5319,32,12.2,,13.74,,9.63,10.29,10.74,11.02,11.46,13.22,14.27,14.84,15.33,x
  Building Finishing Trades,532,37,12.09,,12.87,,8.91,9.68,10.15,10.51,11.41,12.8,13.62,14.03,14.9,x
   Plasterers,5321,7,13.18,,13.19,,x,x,10.13,11.12,12.55,13.63,14.31,x,x,x
   Floorers and wall tilers,5322,10,11.61,,12.95,,x,8.94,9.19,9.82,10.71,12.5,13.61,x,x,x
   Painters and decorators,5323,20,12.04,,12.71,,8.91,10,10.44,10.9,11.41,12.63,13.41,13.68,x,x
  Construction and Building Trades Supervisors,533,58,17,,17.82,,12.27,13.75,14.2,14.64,16,17.87,19.1,20.25,21.38,x
   Construction and building trades supervisors,5330,58,17,,17.82,,12.27,13.75,14.2,14.64,16,17.87,19.1,20.25,21.38,x
" Textiles, printing and other skilled trades",54,420,9.84,,10.7,,7.7,8.89,8.91,8.98,9.37,10.32,11,11.36,11.97,13.95
  Textiles and Garments Trades,541,19,10.14,,11.46,,8.05,8.91,8.95,9.2,9.56,10.83,11.54,12.25,x,x
   Upholsterers,5411,x,10.95,,12.08,,x,x,x,9.1,10.05,11.33,x,x,x,x
   Footwear and leather working trades,5412,x,9.36,,11.47,,x,x,x,8.97,9.11,x,x,x,x,x
   Tailors and dressmakers,5413,x,9.93,,11.71,,x,x,x,x,x,x,x,x,x,x
"   Textiles, garments and related trades n.e.c.",5419,8,10.34,,11.02,,x,x,9.25,9.48,9.69,10.79,11.22,x,x,x
  Printing Trades,542,26,11.26,,12.34,,8.8,9.19,9.36,9.72,10.4,11.97,13.25,13.72,14.6,x
   Pre-press technicians,5421,x,12.88,,12.35,,x,x,x,x,x,x,x,x,x,x
   Printers,5422,14,11.57,,13.19,,x,9.29,9.48,9.91,11.06,12.25,13.9,14.35,x,x
   Print finishing and binding workers,5423,9,10.03,,11.01,,x,9.02,9.21,9.58,9.73,10.62,11.9,x,x,x
  Food Preparation and Hospitality Trades,543,346,9.65,,10.31,,7.55,8.72,8.91,8.93,9.22,10.09,10.77,11,11.44,13.08
   Butchers,5431,33,10.98,,11.62,,8.91,9.41,9.66,10,10.5,11.13,12,12.39,12.64,x
   Bakers and flour confectioners,5432,19,10.78,,11.13,,8.94,9.19,9.37,9.5,9.9,11,11.21,11.8,12.73,x
   Fishmongers and poultry dressers,5433,x,9.6,,9.8,,x,x,x,x,9.4,10.03,x,x,x,x
   Chefs,5434,183,9.19,,10,,7.2,8,8.39,8.82,8.91,9.79,10.4,10.83,11.19,12.81
   Cooks,5435,57,9.65,,10.01,,8.91,8.94,9,9.1,9.39,9.89,10.29,10.5,10.77,x
   Catering and bar managers,5436,50,10,,10.53,,7.99,8.77,8.97,9.14,9.68,10.38,11.01,11.41,11.76,x
  Other Skilled Trades,544,29,11.39,,12.94,,8.91,9.11,9.49,9.84,10.32,11.92,13.47,14.71,15.71,x
"   Glass and ceramics makers, decorators and finishers",5441,x,10.86,,11.71,,x,x,x,x,x,11.32,x,x,x,x
   Furniture makers and other craft woodworkers,5442,8,11.42,,12.57,,x,9.55,9.88,10,10.55,12.03,13.19,x,x,x
   Florists,5443,x,9.17,,9.35,,x,x,x,x,x,x,x,x,x,x
   Other skilled trades n.e.c.,5449,14,11.95,,14.08,,8.93,9.87,10.23,10.49,11.5,13.79,15.58,16.83,x,x
"Caring, leisure and other service occupations",6,2249,10.38,,11.29,,8.91,9.23,9.45,9.62,9.99,10.97,11.69,12.14,12.73,14.81
 Caring personal service occupations,61,1898,10.43,,11.24,,8.99,9.31,9.5,9.7,10.01,11,11.71,12.12,12.7,14.63
  Teaching and Childcare Support Occupations,611,595,10.25,,10.77,,8.97,9.35,9.57,9.76,10,10.64,11.25,11.55,11.85,13.2
   Early education and childcare assistants,6111,95,9.51,,10.13,,8.4,8.91,8.95,9,9.19,9.94,10.52,11,11.56,12.88
   Teaching assistants,6112,305,10.34,,10.91,,9.14,9.62,9.78,9.88,10.11,10.84,11.4,11.64,11.9,13.27
   Educational support assistants,6113,145,10.33,,10.82,,9.18,9.6,9.77,9.83,10.07,10.59,11.23,11.44,11.66,12.67
   Childminders,6114,x,9.6,,10.48,,x,x,x,9.01,9.19,10.01,x,x,x,x
   Nannies and au pairs,6116,15,12,,12.86,,9.5,10.07,10.46,10.99,11.67,12.68,13.52,14.16,14.87,x
   Playworkers,6117,31,9.97,,10.12,,8.45,8.96,9,9.21,9.75,10.15,10.8,10.96,11.25,x
  Animal Care and Control Services,612,32,10,,10.47,,8.36,8.91,9,9.26,9.58,10.49,10.99,11.45,11.91,x
   Pest control officers,6121,x,11.69,,12.44,,x,x,x,x,10.8,12.55,x,x,x,x
   Animal care services occupations n.e.c.,6129,28,9.9,,10.15,,8.19,x,8.91,9.05,9.51,10.1,10.72,11.11,11.47,x
  Caring Personal Services,613,1271,10.6,,11.44,,9,9.31,9.5,9.68,10.03,11.19,12.04,12.54,13.22,15.31
   Nursing auxiliaries and assistants,6131,404,11.12,,11.93,,9.19,9.61,9.88,10,10.61,11.89,12.7,13.24,13.92,15.9
   Ambulance staff (excluding paramedics),6132,24,11.93,,12.93,,9.05,9.86,10.08,10.4,11.1,12.82,15,15.97,16.9,x
   Dental nurses,6133,46,10.5,,11.06,,8.9,9.2,9.41,9.5,10,11,11.76,12.2,12.56,x
   Houseparents and residential wardens,6134,11,12.73,,13.89,,9.55,10.46,11.13,11.57,12.17,14.18,15.26,16.14,x,x
   Care workers and home carers,6135,668,10.14,,11.01,,8.95,9.18,9.3,9.44,9.76,10.73,11.45,11.99,12.58,14.54
   Senior care workers,6136,86,10.87,,11.48,,9.3,9.77,9.95,10.07,10.46,11.34,11.89,12.42,13.07,14.73
   Care escorts,6137,14,9.85,,10.51,,8.91,9.09,9.16,9.31,9.59,10.01,10.41,10.88,11.2,x
"   Undertakers, mortuary and crematorium assistants",6138,18,11.24,,12.64,,9.35,9.79,10.19,10.44,10.91,12.59,13.8,14.21,14.98,x
" Leisure, travel and related personal service occupations",62,330,10,,11.48,,7.66,8.83,8.91,9.03,9.53,10.58,11.48,12.01,12.76,15.25
  Leisure and Travel Services,621,106,10.8,,13.16,,7.36,8.81,9,9.33,9.98,11.66,13.36,14.14,15.53,18.87
   Sports and leisure assistants,6211,47,9.85,,10.58,,6.84,7.82,8.41,8.82,9.21,10.33,10.83,11.19,11.59,x
   Travel agents,6212,17,10.13,,12.69,,7.45,8.6,8.9,9,9.51,11.29,12.52,12.98,13.56,x
   Air travel assistants,6213,11,11.4,,12.42,,x,8.97,9.48,9.6,10.2,12.24,13.2,13.32,x,x
   Rail travel assistants,6214,22,17.37,,17.7,,12.71,14.14,14.99,15.76,16.5,18.01,19.41,20.37,21.05,x
   Leisure and travel service occupations n.e.c.,6219,9,10,,11.57,,x,8.81,9,9.3,9.67,10.41,11.34,11.53,x,x
  Hairdressers and Related Services,622,78,8.91,,9.58,,6.91,7.73,8,8.25,8.63,9,9.5,9.83,10.04,11.39
   Hairdressers and barbers,6221,50,8.91,,9.82,,6.57,7.67,8.01,8.28,8.9,9,9.56,9.95,10.09,x
   Beauticians and related occupations,6222,29,8.76,,9.12,,7.14,7.75,7.95,8.23,8.45,8.94,9.31,9.51,9.93,x
  Housekeeping and Related Services,623,101,10.29,,11.39,,8.91,9.24,9.49,9.62,9.97,10.86,11.6,12.08,12.6,14.12
   Housekeepers and related occupations,6231,34,9.78,,10.62,,8,8.92,9,9.11,9.35,9.92,10.54,10.98,11.71,x
   Caretakers,6232,66,10.68,,11.77,,9.2,9.61,9.8,9.99,10.25,11.28,12.03,12.4,12.75,x
  Cleaning and Housekeeping Managers and Supervisors,624,45,10.18,,11.02,,8.89,9.11,9.21,9.48,9.86,10.8,11.48,11.76,12.26,x
   Cleaning and housekeeping managers and supervisors,6240,45,10.18,,11.02,,8.89,9.11,9.21,9.48,9.86,10.8,11.48,11.76,12.26,x
  Bed and Breakfast and Guest House Owners and Proprietors ,625,x,x,,x,,x,x,x,x,x,x,x,x,x,x
   Bed and breakfast and guest house owners and proprietors ,6250,x,x,,x,,x,x,x,x,x,x,x,x,x,x
 Community and civil enforcement occupations,63,21,12.69,,12.81,,9.54,10.5,10.83,11.05,11.7,13.47,14.09,14.89,15.29,x
  Community and Civil Enforcement Occupations,631,21,12.69,,12.81,,9.54,10.5,10.83,11.05,11.7,13.47,14.09,14.89,15.29,x
   Police community support officers,6311,8,15.08,,14.7,,x,13.48,13.86,14.02,14.64,15.43,15.56,15.61,x,x
   Parking and civil enforcement occupations,6312,13,11.27,,11.67,,9.01,9.81,10,10.36,10.85,11.68,12.39,12.69,x,x
Sales and customer service occupations,7,1859,9.99,,11.34,,8.38,8.91,9.01,9.22,9.5,10.36,11.13,11.79,12.6,14.51
 Sales occupations,71,1389,9.77,,11.07,,8.18,8.91,9,9.17,9.38,10.05,10.77,11.29,12.21,13.91
  Sales Assistants and Retail Cashiers,711,1266,9.64,,10.77,,8.02,8.91,8.97,9.13,9.33,10,10.59,11.07,11.92,13.63
   Sales and retail assistants,7111,1086,9.62,,10.86,,7.73,8.91,8.92,9.04,9.32,10,10.76,11.36,12.36,13.89
   Retail cashiers and check-out operators,7112,97,9.65,,9.96,,8.91,9.3,9.3,9.31,9.35,10,10.04,10.28,10.46,11.15
   Telephone salespersons,7113,8,10.01,,10.83,,x,9,9.47,9.55,9.69,10.9,11.29,11.48,x,x
   Pharmacy and optical dispensing assistants,7114,62,9.57,,9.77,,8.91,9,9.07,9.16,9.38,9.95,10.01,10.01,10.12,10.81
   Vehicle and parts salespersons and advisers,7115,14,10.73,,12.34,,9.06,9.48,9.75,10.01,10.38,11.12,11.85,12.14,x,x
  Sales Related Occupations,712,42,10.61,,12.04,,8.91,9.09,9.37,9.55,10,11.28,12.07,12.49,13.07,x
   Collector salespersons and credit agents,7121,x,10.07,,10.78,,x,x,x,x,x,x,x,x,x,x
"   Debt, rent and other cash collectors",7122,14,10.84,,11.45,,8.91,9.36,9.6,9.97,10.4,11.3,11.88,12.35,12.79,x
   Roundspersons and van salespersons,7123,4,10.67,,11.28,,x,x,8.94,9.17,9.84,11.43,x,x,x,x
   Market and street traders and assistants,7124,x,9.43,,10.65,,x,x,x,x,x,x,x,x,x,x
   Visual merchandisers and related occupations,7125,x,x,,11.97,,x,x,x,x,x,x,x,x,x,x
   Sales related occupations n.e.c.,7129,22,10.52,,12.68,,8.91,9.25,9.41,9.56,9.97,11.18,12.15,12.67,13.63,x
