Description,Code,No_jobs,Median,change,Mean,change.1,10,20,25,30,40,60,70,75,80,90
  Public Services Associate Professionals,356,103,33822,,33601,,22866,27078,29254,30652,32349,35607,38104,39232,40425,x
   Public services associate professionals,3560,103,33822,,33601,,22866,27078,29254,30652,32349,35607,38104,39232,40425,x
"  HR, Training and Other Vocational Associate Guidance Professionals",357,246,26927,,28649,,12569,18468,20152,21447,24160,29620,32423,34114,36138,43101
   Human resources and industrial relations officers,3571,118,26243,,28766,,14661,18952,20512,21573,23804,28907,31746,33292,34959,x
   Careers advisers and vocational guidance specialists,3572,14,21791,,23558,,x,14341,15973,17969,20232,25246,27318,x,x,x
   Information technology trainers,3573,x,33145,,34454,,x,x,x,x,x,x,x,x,x,x
   Other vocational and industrial trainers,3574,110,27737,,28987,,12441,18061,20149,21578,24600,30286,33432,35107,37264,x
  Regulatory Associate Professionals,358,66,33765,,37809,,19621,26689,27789,28710,31433,37932,41878,43145,48367,x
   Inspectors of standards and regulations,3581,17,29109,,32713,,x,22543,24198,26949,28289,31455,34209,x,x,x
   Health and safety managers and officers,3582,48,36206,,39653,,x,27570,28834,30708,32907,39822,43092,46329,51236,x
Administrative and secretarial occupations,4,2900,20500,,22091,,8337,11647,13376,15118,18180,22785,25602,27362,29353,35783
 Administrative occupations,41,2390,21316,,22962,,8784,12581,14586,16380,19216,23569,26414,28044,30000,36470
  Administrative Occupations: Government and Related Organisations,411,270,23541,,23893,,12265,16690,18648,19944,21428,26010,27968,28996,29986,33322
   National government administrative occupations,4111,227,23773,,23988,,13333,17499,19063,20222,21581,26117,27970,28972,29954,33038
   Local government administrative occupations,4112,34,22360,,24371,,x,12655,15377,18820,20554,25354,28017,29411,30103,x
   Officers of non-governmental organisations,4113,9,x,,19612,,x,x,x,x,x,23590,27199,x,x,x
  Administrative Occupations: Finance,412,569,21445,,23233,,9154,13322,15208,16763,19338,23619,26168,27952,29826,37027
   Credit controllers,4121,24,23905,,25368,,13613,16946,18829,20320,22340,24848,x,x,x,x
"   Book-keepers, payroll managers and wages clerks",4122,325,22000,,23789,,8386,12164,14425,16319,19464,25000,28000,29880,32241,41071
   Bank and post office clerks,4123,111,20000,,22096,,9667,13724,14869,15934,18195,21328,23437,23974,25220,x
   Finance officers,4124,27,23577,,24470,,14269,17715,19291,20243,22462,24786,28481,29725,30800,x
   Financial administrative occupations n.e.c.,4129,81,20733,,21500,,10019,14046,15205,16643,18712,22190,24187,25673,27389,x
  Administrative Occupations: Records,413,325,21654,,22810,,10649,14660,16682,17992,20000,23323,25457,26524,28441,33260
   Records clerks and assistants,4131,107,21142,,21839,,11105,13876,15923,17249,19313,22476,24516,25774,27746,x
   Pensions and insurance clerks and assistants,4132,39,21470,,24140,,x,17156,18040,19069,20343,23319,25165,26026,x,x
   Stock control clerks and assistants,4133,91,22169,,23525,,9823,14235,17005,18310,20203,23715,25977,27121,28574,x
   Transport and distribution clerks and assistants,4134,47,25300,,27205,,16377,19951,21243,22136,23584,27109,30394,31636,33141,x
   Library clerks and assistants,4135,23,14556,,14832,,5417,7877,8598,9969,12845,16277,18977,20476,21244,x
   Human resources administrative occupations,4136,18,20495,,20658,,11629,15115,16404,17565,19267,21789,23237,24063,25075,x
  Administrative Occupations: Office Managers and Supervisors,414,279,28826,,31392,,14261,19693,21266,23000,26017,31740,35114,37391,40000,50565
   Office managers,4141,181,29233,,31329,,12866,19121,20496,22664,26005,32027,35569,37873,40309,50658
   Office supervisors,4142,49,26455,,28168,,15299,20510,21493,22274,24135,28102,30709,32695,34612,x
   Customer service managers,4143,50,30748,,34787,,18629,22130,23898,25485,27916,34244,37399,x,x,x
  Other Administrative Occupations,415,947,18766,,20099,,7335,10168,11517,12957,16085,20888,23297,24947,26738,32849
   Sales administrators,4151,43,21613,,22139,,10275,17204,18140,18720,20391,22925,24608,25382,26124,x
   Data entry administrators,4152,15,18652,,20741,,x,13167,15175,16378,17673,20092,21840,x,x,x
   Other administrative occupations n.e.c.,4159,889,18501,,19990,,7255,10000,11315,12637,15770,20689,23183,24923,26807,33070
 Secretarial and related occupations,42,509,15974,,18003,,6228,8824,9868,11050,13310,18397,21142,22809,24574,31516
  Secretarial and Related Occupations,421,509,15974,,18003,,6228,8824,9868,11050,13310,18397,21142,22809,24574,31516
   Medical secretaries,4211,38,17826,,17353,,x,11335,12685,14419,16489,19781,21210,21892,23021,x
   Legal secretaries,4212,24,19646,,20307,,10913,14531,15647,16602,17984,20853,22466,23082,24316,x
   School secretaries,4213,22,17751,,17762,,x,11558,13087,14456,15993,19654,21022,22251,23146,x
   Company secretaries and administrators,4214,16,10000,,16429,,x,7787,8619,8774,9290,x,x,x,x,x
   Personal assistants and other secretaries,4215,206,18542,,21177,,4800,7972,8904,10344,13519,22419,26784,29195,31931,39272
   Receptionists,4216,199,14191,,14754,,6648,8960,9746,10571,12134,15926,17644,18680,19591,23203
   Typists and related keyboard occupations,4217,x,x,,15694,,x,x,x,x,x,16063,x,x,x,x
Skilled trades occupations,5,1549,26606,,27904,,13475,18392,19862,21225,24000,29454,32506,34492,36510,42747
 Skilled agricultural and related trades,51,90,21152,,21422,,x,17378,18073,18933,19761,22569,24155,25150,26345,x
  Agricultural and Related Trades,511,90,21152,,21422,,x,17378,18073,18933,19761,22569,24155,25150,26345,x
   Farmers,5111,7,22291,,24058,,x,x,x,17400,20284,25894,x,x,x,x
   Horticultural trades,5112,x,21795,,21736,,x,x,x,x,20803,22555,x,x,x,x
   Gardeners and landscape gardeners,5113,36,20472,,20430,,x,x,17620,18262,19635,22005,23539,24427,x,x
   Groundsmen and greenkeepers,5114,30,20231,,20939,,14334,17672,18217,18953,19500,21699,22750,23554,24712,x
   Agricultural and fishing trades n.e.c.,5119,13,24465,,23703,,x,18964,19790,20535,22252,25559,26901,27027,x,x
" Skilled metal, electrical and electronic trades",52,821,30654,,31923,,18588,22513,24169,25541,28097,33056,36095,37941,39975,46582
"  Metal Forming, Welding and Related Trades",521,60,27092,,28693,,17108,21359,22372,23518,24905,29249,31699,33246,35073,x
   Sheet metal workers,5211,x,22952,,27045,,x,x,20549,21035,21908,x,x,x,x,x
"   Metal plate workers, smiths, moulders and related occupations",5212,12,28628,,31247,,x,20766,21905,23623,25709,30742,x,x,x,x
   Welding trades,5213,39,26874,,27618,,17227,21768,22613,23641,24856,28745,30629,31913,x,x
   Pipe fitters,5214,x,32903,,36243,,x,x,x,x,x,x,x,x,x,x
"  Metal Machining, Fitting and Instrument Making Trades",522,378,30859,,32132,,18309,22231,23688,25101,27874,33643,36718,38618,40681,47261
   Metal machining setters and setter-operators,5221,60,27907,,28696,,18450,21738,22716,24367,25811,30574,32711,34279,35489,x
"   Tool makers, tool fitters and markers-out",5222,8,31647,,33497,,x,26505,27749,28595,30035,33446,x,x,x,x
   Metal working production and maintenance fitters,5223,293,31408,,32886,,18146,22251,23793,25446,28404,34844,38185,39932,41988,49472
   Precision instrument makers and repairers,5224,10,26920,,28380,,x,20812,21896,23427,24929,28430,31002,x,x,x
   Air-conditioning and refrigeration installers and repairers,5225,x,33332,,34186,,x,x,x,29745,30977,35714,x,x,x,x
  Vehicle Trades,523,121,28148,,28657,,17600,21293,22598,23900,26134,30041,32324,33314,34961,x
"   Vehicle technicians, mechanics and electricians",5231,85,28075,,28179,,17476,21200,22376,23536,26000,29884,31521,32905,34766,x
   Vehicle body builders and repairers ,5232,18,25908,,26270,,15742,20740,21562,22854,25022,27895,30349,31486,x,x
   Vehicle paint technicians,5233,x,26937,,26677,,x,x,25003,25319,26051,28027,x,x,x,x
   Aircraft maintenance and related trades,5234,x,34535,,35250,,x,x,x,x,33375,35581,x,x,x,x
   Boat and ship builders and repairers,5235,x,28787,,28476,,x,x,x,x,x,x,x,x,x,x
   Rail and rolling stock builders and repairers,5236,x,45726,,42378,,x,x,x,x,36598,47853,x,x,x,x
  Electrical and Electronic Trades,524,216,32016,,33209,,19649,24153,25724,26962,29718,34778,37587,39181,40792,47677
   Electricians and electrical fitters,5241,91,31569,,31459,,19291,24053,25473,26535,29335,33540,36001,37424,39059,x
   Telecoms and related network installers and repairers,5242,18,34358,,37360,,23469,26636,27475,29021,31368,37114,39014,41494,x,x
"   TV, video and audio servicers and repairers",5243,x,22016,,22524,,x,x,x,x,x,x,x,x,x,x
   Computer system and equipment installers and servicers,5244,9,28580,,29387,,x,x,x,x,26381,31773,x,x,x,x
   Security system installers and repairers,5245,9,28455,,27611,,x,x,22868,23798,25341,30149,31799,x,x,x
   Electrical service and maintenance mechanics and repairers,5246,58,33414,,34816,,x,25000,26319,28443,31025,37079,40218,41761,43293,x
   Electrical and electronic trades n.e.c.,5249,27,35351,,38087,,22848,26513,28123,29422,31859,37590,42141,46216,49655,x
"  Skilled Metal, Electrical and Electronic Trades Supervisors",525,45,34760,,37068,,22742,27070,28588,30204,32666,37440,40690,42370,44694,x
"   Skilled metal, electrical and electronic trades supervisors",5250,45,34760,,37068,,22742,27070,28588,30204,32666,37440,40690,42370,44694,x
 Skilled construction and building trades,53,272,28682,,29671,,16933,21169,22911,24364,26564,30890,33693,35171,37232,42981
  Construction and Building Trades,531,186,27666,,28005,,16502,20513,21830,23515,25482,29759,31666,33154,34882,39041
   Steel erectors,5311,x,29588,,31397,,x,x,x,x,x,x,x,x,x,x
   Stonemasons and related trades,5312,x,x,,28610,,x,x,x,x,x,x,x,x,x,x
   Bricklayers ,5313,9,28307,,28573,,x,x,23688,25550,27102,30011,32662,x,x,x
"   Roofers, roof tilers and slaters",5314,11,24286,,24557,,x,17782,19513,20192,22443,24872,26740,x,x,x
   Plumbers & heating and ventilating installers and repairers,5315,52,31645,,31426,,18604,x,26357,27612,29739,33816,35638,36572,38225,x
   Carpenters and joiners,5316,60,27473,,27334,,16715,x,21685,23342,25596,29000,30669,31277,32060,x
"   Glaziers, window fabricators and fitters",5317,19,23125,,24108,,16901,18499,19282,20187,21388,24422,25915,27687,x,x
   Construction and building trades n.e.c.,5319,27,25000,,26335,,12798,19263,20824,21633,24028,26986,29372,30946,33224,x
  Building Finishing Trades,532,34,25010,,24785,,x,x,x,21131,23194,26505,27899,29400,x,x
   Plasterers,5321,x,26767,,25237,,x,x,x,x,25685,27643,x,x,x,x
   Floorers and wall tilers,5322,x,x,,x,,x,x,x,x,x,x,x,x,x,x
   Painters and decorators,5323,17,23183,,24715,,x,19359,19762,20474,21393,25236,27479,28383,x,x
  Construction and Building Trades Supervisors,533,53,37244,,38669,,25920,29896,31046,31968,34600,39926,42854,45906,47984,x
   Construction and building trades supervisors,5330,53,37244,,38669,,25920,29896,31046,31968,34600,39926,42854,45906,47984,x
" Textiles, printing and other skilled trades",54,366,18924,,19162,,8632,11533,13135,14472,17161,20609,22636,23815,24978,29131
  Textiles and Garments Trades,541,19,20271,,21447,,x,15810,16797,17286,19238,22518,24042,24717,x,x
   Upholsterers,5411,x,22426,,22387,,x,x,x,x,x,x,x,x,x,x
   Footwear and leather working trades,5412,x,18237,,21484,,x,x,x,x,x,x,x,x,x,x
   Tailors and dressmakers,5413,x,x,,18763,,x,x,x,x,x,x,x,x,x,x
"   Textiles, garments and related trades n.e.c.",5419,8,20070,,21574,,x,x,17159,18713,19381,22280,x,x,x,x
  Printing Trades,542,25,22775,,23751,,12378,16711,18035,19045,20697,24951,26683,27999,29388,x
   Pre-press technicians,5421,x,25620,,24952,,x,x,x,x,x,x,x,x,x,x
   Printers,5422,13,24660,,25693,,x,18016,18792,20082,22875,26818,28353,x,x,x
   Print finishing and binding workers,5423,10,20559,,20872,,x,16243,16568,17450,19202,21936,23260,x,x,x
  Food Preparation and Hospitality Trades,543,296,18087,,18151,,8275,10883,12259,13609,16075,19811,21651,22740,23875,27613
   Butchers,5431,28,22611,,22990,,x,x,x,x,20659,24335,26295,x,x,x
   Bakers and flour confectioners,5432,18,20074,,20763,,11722,16100,17056,17988,19215,20963,22363,22947,x,x
   Fishmongers and poultry dressers,5433,x,18601,,18060,,x,x,x,x,x,x,x,x,x,x
   Chefs,5434,149,17958,,18072,,7992,10403,11793,13460,15856,19747,21804,22991,24000,27760
   Cooks,5435,52,13483,,13812,,6358,8883,9567,10540,11894,15139,16635,17876,18825,x
   Catering and bar managers,5436,44,19582,,19328,,10043,13074,14566,15945,18162,21137,22635,23215,24039,x
  Other Skilled Trades,544,27,23258,,24447,,9945,14704,18187,19319,20675,26005,28748,30291,32424,x
"   Glass and ceramics makers, decorators and finishers",5441,x,20185,,21581,,x,x,x,x,x,x,x,x,x,x
   Furniture makers and other craft woodworkers,5442,8,23142,,24813,,x,18754,19299,19768,20722,25822,27714,x,x,x
   Florists,5443,x,x,,12269,,x,x,x,x,x,x,x,x,x,x
   Other skilled trades n.e.c.,5449,14,25215,,27180,,x,19227,20333,20957,22928,28446,31017,x,x,x
"Caring, leisure and other service occupations",6,1912,15632,,16385,,6152,9212,10545,11723,13725,17805,20034,21219,22600,26564
 Caring personal service occupations,61,1596,15588,,16221,,6289,9503,10803,11900,13778,17594,19788,20961,22211,25987
  Teaching and Childcare Support Occupations,611,518,13265,,13239,,5259,8129,9372,10473,12006,14419,15720,16573,17604,20556
   Early education and childcare assistants,6111,88,14279,,14131,,5626,8039,9404,10307,12303,15865,17383,18322,19173,x
   Teaching assistants,6112,264,13602,,13532,,6556,9212,10354,11131,12479,14578,15744,16486,17497,20341
   Educational support assistants,6113,126,13062,,13085,,5731,8645,9814,10865,12137,14135,15128,15844,16672,19945
   Childminders,6114,x,x,,11371,,x,x,x,x,x,x,x,x,x,x
   Nannies and au pairs,6116,10,16845,,18140,,x,x,x,10802,14084,18781,x,x,x,x
   Playworkers,6117,28,5131,,6696,,1728,2238,2577,2948,3928,6962,8756,9499,x,x
  Animal Care and Control Services,612,27,17727,,17224,,7411,10344,11360,12819,15640,19297,21283,22188,23000,x
   Pest control officers,6121,x,22642,,23217,,x,x,x,x,22184,25027,x,x,x,x
   Animal care services occupations n.e.c.,6129,23,16860,,16214,,x,9619,10706,11476,14306,18441,20094,20907,21952,x
  Caring Personal Services,613,1051,17496,,17666,,6822,10266,11736,13047,15361,19525,21469,22627,23939,27867
   Nursing auxiliaries and assistants,6131,326,18912,,18644,,7141,11275,12741,14101,16750,20753,22580,23540,24710,27995
   Ambulance staff (excluding paramedics),6132,18,25520,,26557,,x,19657,20276,21198,22763,28022,30360,32080,33173,x
   Dental nurses,6133,43,16659,,16565,,x,10871,11908,12879,14758,17762,18963,19654,20288,x
   Houseparents and residential wardens,6134,9,23000,,24234,,x,x,16333,18009,19865,25710,28031,x,x,x
   Care workers and home carers,6135,540,16076,,16303,,6123,9257,10557,11927,13989,18082,20095,21168,22502,26370
   Senior care workers,6136,85,20445,,20619,,11235,14560,16067,16942,18522,21991,24302,25359,26205,x
   Care escorts,6137,13,8052,,9925,,x,5724,6345,6780,7388,9145,x,x,x,x
"   Undertakers, mortuary and crematorium assistants",6138,16,23034,,22931,,11590,13736,15571,17045,21220,25468,27529,28705,30951,x
" Leisure, travel and related personal service occupations",62,298,15387,,16823,,5610,7896,8977,10228,12767,18374,20823,22445,23976,28740
  Leisure and Travel Services,621,95,18258,,19846,,x,7958,9194,11122,15043,21060,24816,26926,29288,x
   Sports and leisure assistants,6211,40,x,,13155,,x,x,x,x,x,15624,18423,20035,21089,x
   Travel agents,6212,17,17178,,20584,,9772,11061,12180,13007,14514,19317,21720,x,x,x
   Air travel assistants,6213,11,17086,,18746,,x,9369,11153,12287,14821,19975,x,x,x,x
   Rail travel assistants,6214,21,33203,,34399,,23772,26672,27871,28720,30751,36076,38778,40845,43229,x
   Leisure and travel service occupations n.e.c.,6219,7,x,,15279,,x,x,x,x,x,x,x,x,x,x
  Hairdressers and Related Services,622,70,10746,,11573,,5865,6778,7255,7785,9030,12317,13818,14468,15742,x
   Hairdressers and barbers,6221,44,11013,,11907,,6122,7171,7664,8114,9450,12777,13973,14986,16021,x
   Beauticians and related occupations,6222,26,9813,,11012,,5522,6265,6632,7191,8470,11391,13162,13944,15186,x
  Housekeeping and Related Services,623,90,18477,,17619,,5827,9222,10567,12431,15417,20052,22255,23508,24529,27457
   Housekeepers and related occupations,6231,30,14736,,15971,,6573,8806,9755,10696,12774,17654,19641,20422,21888,x
   Caretakers,6232,60,19601,,18447,,5518,9620,11599,13537,17948,21386,23491,24188,25050,x
  Cleaning and Housekeeping Managers and Supervisors,624,43,16863,,16967,,7191,9471,10768,11693,13881,18754,21281,22525,23156,x
   Cleaning and housekeeping managers and supervisors,6240,43,16863,,16967,,7191,9471,10768,11693,13881,18754,21281,22525,23156,x
  Bed and Breakfast and Guest House Owners and Proprietors ,625,..,,,,,,,,,,,,,,
   Bed and breakfast and guest house owners and proprietors ,6250,..,,,,,,,,,,,,,,
 Community and civil enforcement occupations,63,19,23691,,23532,,x,19704,20097,21285,22458,25334,26472,27140,28323,x
  Community and Civil Enforcement Occupations,631,19,23691,,23532,,x,19704,20097,21285,22458,25334,26472,27140,28323,x
   Police community support officers,6311,7,26857,,26564,,x,24470,25204,25669,25877,28425,29424,x,x,x
   Parking and civil enforcement occupations,6312,12,21906,,21811,,x,19112,19540,19774,21040,22605,23690,24398,x,x
Sales and customer service occupations,7,1677,14288,,15873,,5508,7879,8883,9950,12000,16752,19029,20305,21757,26836
 Sales occupations,71,1258,13036,,14710,,5213,7438,8297,9186,11105,15065,17522,18561,19963,24517
  Sales Assistants and Retail Cashiers,711,1145,12317,,13674,,5007,7252,7998,8780,10577,14332,16479,17761,18871,22646
   Sales and retail assistants,7111,964,12225,,13681,,4854,7152,7886,8663,10501,14242,16442,17753,18923,22874
   Retail cashiers and check-out operators,7112,103,10531,,11242,,4737,6630,7536,8126,9260,11966,13660,14566,15467,18463
   Telephone salespersons,7113,8,18861,,21019,,x,13871,15456,16442,17966,21643,24527,x,x,x
   Pharmacy and optical dispensing assistants,7114,58,15082,,14285,,7259,9158,10176,10966,13048,16420,17699,18134,18743,x
   Vehicle and parts salespersons and advisers,7115,12,23787,,26237,,17956,20607,21084,21671,22588,25226,26126,28881,x,x
  Sales Related Occupations,712,38,20775,,21451,,8377,12290,14709,16518,18962,22162,23842,24824,26913,x
   Collector salespersons and credit agents,7121,x,19376,,20881,,x,x,x,x,x,x,x,x,x,x
"   Debt, rent and other cash collectors",7122,12,21084,,21331,,14394,16619,17342,18055,19903,22196,22891,23353,x,x
   Roundspersons and van salespersons,7123,x,21300,,21871,,x,x,x,x,21068,21881,x,x,x,x
   Market and street traders and assistants,7124,x,x,,x,,x,x,x,x,x,x,x,x,x,x
   Visual merchandisers and related occupations,7125,x,x,,x,,x,x,x,x,x,x,x,x,x,x
   Sales related occupations n.e.c.,7129,19,20532,,22227,,8159,10479,12064,13374,18614,22336,24932,27211,28508,x
  Shopkeepers and Sales Supervisors,713,75,21225,,27187,,12657,15669,16853,18070,19781,23680,26555,28035,29870,x
   Shopkeepers and owners - retail and wholesale,7131,6,x,,x,,x,x,x,x,x,x,x,x,x,x
   Sales supervisors - retail and wholesale ,7132,69,21053,,22950,,12822,15702,16799,17916,19680,22994,25656,27187,28580,x
 Customer service occupations,72,419,19044,,19367,,7017,10593,12040,13619,17036,20875,23280,24649,26074,31319
  Customer Service Occupations,721,396,18774,,18813,,6793,10241,11675,13105,16431,20390,22671,23923,25459,30412
   Call and contact centre occupations,7211,38,19046,,19429,,10372,13648,15290,17113,18283,20290,21819,23109,23930,x
   Telephonists,7212,13,22691,,21204,,7232,10554,11455,x,19322,25154,27113,28977,x,x
   Communication operators,7213,8,23585,,24430,,x,14702,15918,17368,21230,26853,29336,x,x,x
   Market research interviewers,7214,x,x,,x,,x,x,x,x,x,x,x,x,x,x
   Customer service occupations n.e.c.,7219,334,18573,,18589,,6470,9823,11366,12759,15899,20207,22453,23688,25205,30120
  Customer Service Supervisors,722,23,27482,,29077,,18386,22397,22956,24306,26003,29887,32367,33569,35178,x
   Customer service supervisors,7220,23,27482,,29077,,18386,22397,22956,24306,26003,29887,32367,33569,35178,x
"Process, plant and machine operatives",8,1208,24202,,25977,,12800,17701,18877,20021,22127,26711,30000,31858,33744,39460
" Process, plant and machine operatives",81,563,22985,,24610,,14366,17615,18490,19416,21108,25167,28011,29767,31704,36711
  Process Operatives,811,177,21689,,22975,,14338,16983,17948,18662,20173,23245,25458,26902,28829,33900
"   Food, drink and tobacco process operatives",8111,114,20453,,21449,,13812,16458,17125,18071,19272,22052,23676,25128,26038,x
   Textile process operatives,8112,9,21410,,22647,,x,15460,16536,17384,18643,24262,26802,x,x,x
   Chemical and related process operatives,8113,16,26831,,28686,,17711,19704,20915,22574,24128,28579,32304,33248,x,x
   Plastics process operatives,8114,9,22214,,24180,,x,18086,18523,19579,20946,23021,25156,x,x,x
   Metal making and treating process operatives,8115,17,25260,,26739,,18074,20031,20987,22148,23640,28722,31191,32337,35048,x
   Process operatives n.e.c.,8119,13,22789,,23950,,x,16686,17725,19031,20694,24507,27208,28139,x,x
  Metal Working Machine Operatives,812,15,23361,,23788,,x,18642,18818,19431,20958,24879,26404,28087,x,x
   Metal working machine operatives ,8120,15,23361,,23788,,x,18642,18818,19431,20958,24879,26404,28087,x,x
  Plant and Machine Operatives,813,48,24594,,26372,,17378,19644,20091,20829,22333,27194,30290,32358,33404,x
   Paper and wood machine operatives,8131,12,22906,,25051,,16868,19299,19996,20245,21825,24576,26739,27802,x,x
   Mining and quarry workers and related operatives,8132,x,28166,,31237,,x,x,x,x,25946,x,x,x,x,x
   Energy plant operatives,8133,x,x,,34062,,x,x,x,x,x,x,x,x,x,x
   Water and sewerage plant operatives,8134,6,29040,,28710,,x,20953,21694,24257,26182,30742,32787,x,x,x
   Printing machine assistants,8135,11,22132,,24131,,x,18771,19282,19927,20682,23941,28030,29691,x,x
   Plant and machine operatives n.e.c.,8139,9,22671,,22918,,x,18232,18571,19896,21428,24046,25063,26496,x,x
  Assemblers and Routine Operatives,814,192,22053,,23307,,14268,17289,18014,18755,20425,23900,26338,28056,29674,33967
   Assemblers (electrical and electronic products),8141,23,20614,,21552,,13818,16720,17417,18207,19684,22059,23544,24884,27089,x
   Assemblers (vehicles and metal goods),8142,24,25311,,26790,,15384,18903,19775,20800,22891,28768,31337,33100,34753,x
   Routine inspectors and testers,8143,32,25159,,26724,,16511,19220,20095,21040,22924,28129,30392,31685,33668,x
"   Weighers, graders and sorters",8144,x,24474,,25086,,x,x,x,x,20643,25630,x,x,x,x
"   Tyre, exhaust and windscreen fitters",8145,16,22515,,22639,,15505,17731,18337,18790,20331,24347,25461,26029,27573,x
   Sewing machinists,8146,14,16509,,16796,,9786,11813,13238,14038,15442,17860,19393,19836,x,x
   Assemblers and routine operatives n.e.c.,8149,79,21806,,22559,,15311,17601,18065,18566,20379,23226,24999,26400,27870,x
  Construction Operatives,815,107,26765,,27760,,13967,19118,20442,21967,24288,29968,32834,34137,35785,41817
"   Scaffolders, stagers and riggers",8151,12,33164,,32767,,x,22912,25303,26745,31050,35173,38941,40874,x,x
   Road construction operatives,8152,16,30475,,31562,,21693,24089,25007,25978,27675,32713,33764,34996,x,x
   Rail construction and maintenance operatives,8153,11,34953,,34552,,x,25974,27617,29587,32380,37465,39019,40751,x,x
   Construction operatives n.e.c.,8159,68,23963,,24954,,11333,17002,18457,19929,21845,26479,29401,30936,32619,x
"  Production, Factory and Assembly Supervisors ",816,24,26141,,30074,,12930,17766,19828,21800,23972,31059,34550,37508,40844,x
"   Production, factory and assembly supervisors",8160,24,26141,,30074,,12930,17766,19828,21800,23972,31059,34550,37508,40844,x
 Transport and mobile machine drivers and operatives,82,646,25513,,27169,,11321,17884,19479,20733,23161,28267,31785,33391,35305,41621
  Road Transport Drivers,821,532,24340,,24639,,10285,16617,18484,19793,22227,26707,29792,31625,33175,37605
   Large goods vehicle drivers,8211,178,30476,,30338,,20482,24021,25152,26016,28271,32518,34618,35672,37010,40240
   Bus and coach drivers,8212,93,23766,,23804,,10330,18147,19713,21140,22623,25682,27695,28800,30477,34003
   Taxi and cab drivers and chauffeurs,8213,8,x,,16073,,x,7748,8388,9410,11459,15834,x,x,x,x
   Delivery drivers and couriers,8214,77,18823,,18697,,6971,10674,12540,14177,17175,20605,22752,23634,24670,x
   Driving instructors,8215,x,x,,28981,,x,x,x,x,x,x,x,x,x,x
   Road transport drivers n.e.c.,8219,174,21218,,22176,,8893,12930,15674,17244,19451,23401,25934,27701,29663,35612
  Mobile Machine Drivers and Operatives,822,61,28186,,30046,,19299,21492,22820,23865,25967,30826,33017,34770,36048,x
   Crane drivers,8221,x,35878,,40146,,x,x,28725,29969,34190,40453,x,x,x,x
   Fork-lift truck drivers,8222,21,25053,,25415,,17953,20211,21425,22282,23244,26087,27754,29418,30651,x
   Mobile machine drivers and operatives n.e.c.,8229,35,30345,,31466,,19698,22523,24140,25481,28093,32357,35302,36275,38372,x
  Other Drivers and Transport Operatives,823,53,51519,,49384,,22257,x,34748,36505,45535,56423,59334,60369,63847,x
   Train and tram drivers,8231,28,59031,,56681,,30632,46814,51059,51512,56270,59568,62073,65224,69963,x
   Marine and waterways transport operatives,8232,x,31005,,32081,,x,x,x,x,29244,x,x,x,x,x
   Air transport operatives,8233,x,22772,,24622,,x,x,x,20743,21682,25111,x,x,x,x
   Rail transport operatives,8234,13,47993,,49393,,x,36083,36674,39027,43551,51744,56288,59309,x,x
   Other drivers and transport operatives n.e.c.,8239,x,x,,38284,,x,x,x,x,x,x,x,x,x,x
Elementary occupations,9,2159,15194,,15661,,3202,5804,6998,8297,11246,18235,20767,22183,24021,28674
 Elementary trades and related occupations,91,254,21024,,21734,,11225,16405,17269,18025,19466,22545,24771,25850,27228,31924
  Elementary Agricultural Occupations,911,50,21370,,20977,,8033,x,16871,17828,19314,23092,24912,26029,27180,x
   Farm workers,9111,32,22274,,21942,,9275,x,17430,18255,20326,24136,26340,27146,x,x
   Forestry and related workers,9112,x,x,,22639,,x,x,x,x,x,x,x,x,x,x
   Fishing and other elementary agriculture occupations n.e.c.,9119,15,18610,,18653,,x,x,15989,16698,17835,20647,22525,23498,x,x
  Elementary Construction Occupations,912,58,22261,,23762,,13550,17323,18702,19526,20886,24930,26965,28628,30096,x
   Groundworkers,9121,12,29595,,30137,,x,22261,23746,25037,26744,31414,33505,34136,x,x
   Elementary construction occupations n.e.c.,9129,46,21443,,22077,,11285,16733,17431,18657,19888,22670,25103,26042,27626,x
  Elementary Process Plant Occupations,913,146,20363,,21182,,12356,16259,17110,17717,18937,21919,23704,24809,26177,30519
   Industrial cleaning process occupations,9131,18,19664,,18878,,5876,x,x,x,x,20949,x,x,x,x
"   Packers, bottlers, canners and fillers",9132,79,19513,,20501,,12561,16018,16969,17441,18635,20949,22642,23462,25011,x
   Elementary process plant occupations n.e.c.,9139,48,22084,,23160,,14100,17089,17753,18429,20496,23786,26171,26974,29046,x
 Elementary administration and service occupations,92,1905,13468,,14850,,2954,5261,6439,7471,10007,17111,19935,21391,23311,28068
  Elementary Administration Occupations,921,172,25284,,24449,,12467,17955,19639,20768,23920,26547,28294,29381,30509,34870
"   Postal workers, mail sorters and messengers",9211,146,26082,,26156,,17041,20653,22110,23651,24904,27239,28942,29921,31209,35351
   Elementary administration occupations n.e.c.,9219,x,x,,14783,,x,x,x,x,x,x,x,x,x,x
  Elementary Cleaning Occupations,922,502,9157,,11032,,3465,4998,5674,6324,7520,11062,14093,15767,17732,20956
   Window cleaners,9221,x,x,,21216,,x,x,x,x,x,x,x,x,x,x
   Street cleaners,9222,5,19974,,19930,,x,x,18926,19312,19698,20830,x,x,x,x
   Cleaners and domestics,9223,446,8431,,10110,,3274,4756,5333,5953,7125,9973,12190,13771,15449,19458
"   Launderers, dry cleaners and pressers",9224,15,14310,,13489,,x,7025,8137,9096,11523,16031,17098,17567,x,x
