Description,Code,No_jobs,Median,change,Mean,change.1,10,20,25,30,40,60,70,75,80,90
      Buyers and purchasing officers,3541,47,14.79,2.5,16.19,0.3,9.98,10.88,11.33,12.01,13.06,16.26,17.67,18.49,19.77,x
      Sales representatives,3542,264,13.08,1.7,15.04,1.2,7.94,9.2,9.67,10.23,11.66,14.5,16.63,18,19.41,23.5
      Marketing associate professionals,3543,81,14.07,2.2,15.49,-2.1,9.37,10.92,11.49,11.83,13.01,15.06,16.42,17.27,18.28,x
"      Estate agents, auctioneers",3544,9,11.78,-3.0,14.86,5.6,x,9.15,9.53,10.22,11.19,12.4,x,x,x,x
    Conservation Associate Professionals,355,27,13.9,4.9,14.56,7.0,9.61,10.85,11.15,12.04,13.19,14.85,16.17,16.45,17.06,x
      Conservation and environmental protection officers,3551,21,14.65,5.2,15.49,6.1,10.53,11.56,12.61,13.02,13.79,15.97,16.45,16.96,17.72,x
      Countryside and park rangers,3552,6,11.15,0.4,11.4,2.6,x,8.66,8.83,9.73,10.79,11.77,13.38,x,x,x
    Public Service And Other Associate Professionals,356,316,13.88,2.7,14.84,2.5,9.27,10.39,11,11.5,12.56,15.07,16.6,17.23,18.09,21.3
      Public service associate professionals,3561,69,15.98,8.2,16.26,5.2,10.01,11.48,12.57,13.59,14.61,16.73,17.87,18.92,19.84,22.83
      Personnel and industrial relations officers,3562,115,12.44,2.3,13.99,4.8,8.69,9.62,10.01,10.39,11.49,13.78,15.09,16.1,17,20.47
      Vocational and industrial trainers and instructors,3563,77,12.76,0.8,13.58,0.0,9.3,10.22,10.69,10.97,11.77,13.58,14.88,15.55,16.43,19.49
      Careers advisers and vocational guidance specialists,3564,9,13.92,-2.8,15.48,1.1,x,11.42,11.85,12.29,13.09,14.51,15.97,17.23,x,x
"      Inspectors of factories, utilities and trading standards",3565,5,17.13,12.8,18.97,9.7,x,x,13.87,14.35,15.61,18.41,x,x,x,x
      Statutory examiners,3566,7,13.52,-2.7,14.12,-0.4,x,11.81,12.02,12.16,13.02,14.23,15.1,x,x,x
      Occupational hygienists and safety officers (health and safety),3567,25,16.71,5.5,17.38,-2.1,10.54,12.33,13.09,14.37,15.68,18.06,19.55,20.39,21.27,x
      Environmental health officers,3568,9,16.46,2.4,16.55,-2.4,x,13.7,14.44,14.67,15.39,17.14,18.28,18.7,x,x
Administrative and secretarial occupations,4,1968,10.19,1.5,11.12,0.9,7.21,8.1,8.48,8.75,9.48,11.11,12.16,12.78,13.61,16.08
   Administrative occupations,41,1606,10.2,1.3,11.14,0.8,7.25,8.14,8.5,8.76,9.48,11.12,12.19,12.77,13.57,16.01
    Administrative Occupations: Government And Related Organisations,411,246,10.97,5.1,11.61,4.9,8.07,8.8,9.13,9.44,9.99,11.78,12.65,13.39,13.91,15.77
      Civil Service executive officers,4111,49,12.8,3.0,12.99,1.8,9.55,10.53,11.17,11.46,12.2,13.45,14.17,14.43,15.1,16.67
      Civil Service administrative officers and assistants,4112,96,9.63,5.3,10.37,7.3,7.47,8.07,8.44,8.65,9.1,9.99,10.54,11.08,11.67,13.72
      Local government clerical officers and assistants,4113,96,11.55,4.8,12.05,3.7,8.53,9.16,9.51,9.91,10.83,12.27,13.05,13.61,14.17,16.6
      Officers of non-governmental organisations,4114,6,12.61,0.9,13.48,-7.8,x,9.79,9.97,10.16,11.78,13.75,15.25,15.79,x,x
    Administrative Occupations: Finance,412,456,10.91,0.4,11.96,-0.5,7.69,8.5,8.85,9.22,10.07,11.89,13,13.68,14.47,17.73
      Credit controllers,4121,24,10.32,4.2,11.17,3.1,8.02,8.6,8.9,9.2,9.6,11.01,11.58,12.32,12.98,x
"      Accounts and wages clerks, book-keepers, other financial clerks",4122,269,11.1,2.3,12.23,1.4,7.76,8.57,8.94,9.45,10.22,12.22,13.41,14.08,15,18.24
      Counter clerks,4123,163,10.7,-3.4,11.64,-4.1,7.5,8.31,8.66,9.07,9.86,11.62,12.63,13.27,13.94,16.86
    Administrative Occupations: Records,413,297,9.97,1.3,10.82,0.7,7.22,8.05,8.41,8.71,9.32,10.73,11.72,12.28,12.95,15.32
      Filing and other records assistants/clerks,4131,111,10.05,0.6,10.72,1.0,7.34,8.14,8.56,8.77,9.42,10.82,11.75,12.27,12.9,14.55
      Pensions and insurance clerks,4132,37,10.37,2.5,11.83,2.6,7.67,8.44,8.87,9.15,9.75,11.39,12.89,13.87,15.03,x
      Stock control clerks,4133,67,9.62,4.4,10.4,1.8,7.03,7.76,8.07,8.4,8.88,10.42,11.36,11.84,12.5,14.46
      Transport and distribution clerks,4134,39,10.72,0.4,11.47,0.3,7.89,8.7,9.12,9.43,10.02,11.75,12.42,12.99,13.46,x
      Library assistants/clerks,4135,14,9.41,1.6,9.73,-1.5,7.4,8.14,8.33,8.59,9.05,9.89,10.35,10.67,11.02,x
      Database assistants/clerks,4136,27,9.06,0.3,10.68,-2.7,6.5,7.2,7.66,7.98,8.57,9.79,10.62,11.15,12.7,x
      Market research interviewers,4137,x,8.55,-2.3,9.81,-2.1,x,x,x,7.11,8.13,x,x,x,x,x
    Administrative Occupations: Communications,414,28,12.15,3.8,12.14,4.2,7.56,8.97,9.3,10.27,11.5,12.89,13.77,14.02,14.57,x
      Telephonists,4141,10,8.96,4.7,9.53,1.3,6.44,6.95,7.25,7.68,8.36,9.95,10.57,11.35,x,x
      Communication operators,4142,19,13.29,4.1,13.43,4.2,9.34,11.42,11.72,12,12.49,13.89,14.44,14.7,15.24,x
    Administrative Occupations: General,415,579,9.5,2.0,10.42,0.2,6.86,7.66,7.99,8.29,8.85,10.25,11.17,11.8,12.55,14.99
      General office assistants/clerks,4150,579,9.5,2.0,10.42,0.2,6.86,7.66,7.99,8.29,8.85,10.25,11.17,11.8,12.55,14.99
   Secretarial and related occupations,42,362,10.17,2.1,11.02,1.2,7.04,7.96,8.35,8.72,9.48,11.1,12.04,12.89,13.73,16.32
    Secretarial And Related Occupations,421,362,10.17,2.1,11.02,1.2,7.04,7.96,8.35,8.72,9.48,11.1,12.04,12.89,13.73,16.32
      Medical secretaries,4211,29,10.52,1.6,10.69,-0.1,9,9.49,9.55,9.84,10.18,11.05,11.15,11.15,11.2,x
      Legal secretaries,4212,27,10.11,-0.2,11.09,-1.9,7.67,8.5,8.74,9.02,9.61,10.67,11.62,12.19,13.27,x
      School secretaries,4213,22,9.81,2.6,10.72,4.0,7.56,8.23,8.44,8.72,9.14,10.51,11.37,11.88,12.73,x
      Company secretaries,4214,6,12.24,-2.4,13.11,-4.0,x,8,8.42,9.07,10.3,14.01,x,x,x,x
      Personal assistants and other secretaries,4215,165,11.93,-0.6,12.68,0.4,8.13,9.36,9.77,10.19,11.08,13.09,14.25,14.93,15.91,18.38
      Receptionists,4216,105,8.18,4.2,8.59,3.5,6.21,6.81,7.03,7.28,7.7,8.63,9.15,9.51,10.01,11.62
      Typists,4217,8,9.13,3.0,9.39,-0.3,x,7.78,7.94,8.16,8.71,9.34,9.84,9.92,x,x
Skilled trades occupations,5,1630,11.08,0.8,11.71,1.0,7.07,8.34,8.84,9.3,10.22,12,13.1,13.75,14.45,16.84
   Skilled agricultural trades,51,100,8.96,2.1,9.27,1.0,6.48,7.11,7.45,7.75,8.36,9.4,10.03,10.35,10.81,12.1
    Agricultural Trades,511,100,8.96,2.1,9.27,1.0,6.48,7.11,7.45,7.75,8.36,9.4,10.03,10.35,10.81,12.1
      Farmers,5111,x,9.79,-0.5,10.85,6.7,x,x,x,8.76,9.23,10.09,x,x,x,x
      Horticultural trades,5112,x,7.43,-3.0,8.26,-0.9,x,x,x,7,7.14,8.25,x,x,x,x
      Gardeners and groundsmen/groundswomen,5113,83,8.93,3.5,9.14,0.6,6.47,7.11,7.44,7.7,8.34,9.32,9.97,10.19,10.72,11.62
      Agricultural and fishing trades n.e.c.,5119,8,9.18,1.6,10.03,2.8,x,7.2,7.88,8.15,8.74,10.06,10.81,x,x,x
   Skilled metal and electrical trades,52,914,12.22,1.1,12.8,1.5,8.32,9.5,10,10.49,11.38,13.12,14.2,14.82,15.54,17.89
"    Metal Forming, Welding And Related Trades",521,83,11.07,2.4,11.78,-0.1,8.25,8.95,9.4,9.72,10.42,11.88,12.82,13.22,13.78,15.49
      Smiths and forge workers,5211,x,11.64,-8.9,11.86,-9.8,x,x,x,x,x,x,x,x,x,x
"      Moulders, core makers, die casters",5212,x,10,-3.1,10.1,-5.9,x,x,x,x,x,10.48,x,x,x,x
      Sheet metal workers,5213,17,11.05,5.5,11.41,1.8,8.25,8.88,9.21,9.55,10.36,11.48,12.4,12.85,13.23,x
"      Metal plate workers, shipwrights, riveters",5214,12,11.64,4.1,12.39,2.3,x,10.25,10.44,10.75,11.12,12.24,12.85,13.33,x,x
      Welding trades,5215,43,10.6,2.0,11.48,2.7,8.09,8.74,9,9.35,10.09,11.28,12.41,12.85,13.51,x
      Pipe fitters,5216,8,13.5,-6.5,13.75,-8.9,x,10.24,11.09,11.48,13.03,14.07,14.88,x,x,x
"    Metal Machining, Fitting And Instrument Making Trades",522,372,12.48,0.1,13.09,1.8,8.38,9.59,10.09,10.61,11.46,13.52,14.71,15.43,16.19,18.65
      Metal machining setters and setter-operators,5221,53,11.48,-1.6,11.95,-0.7,8.52,9.46,9.91,10.13,10.74,12.2,12.94,13.37,14.22,x
"      Tool makers, tool fitters and markers-out",5222,11,11.65,1.4,12.28,5.5,x,9.83,10.16,10.85,11.35,12.49,13.62,14.13,x,x
      Metal working production and maintenance fitters,5223,296,12.8,0.7,13.31,1.8,8.29,9.61,10.15,10.74,11.71,13.83,15.12,15.78,16.55,19.12
      Precision instrument makers and repairers,5224,12,12.56,15.4,13.71,11.0,x,9.63,10.11,10.47,11.12,13.64,14.74,x,x,x
    Vehicle Trades,523,157,10.74,2.2,11.1,1.9,7.5,8.64,9,9.37,10,11.5,12.16,12.51,12.98,14.79
"      Motor mechanics, auto engineers",5231,116,10.96,2.8,11.22,1.5,7.28,8.65,9.02,9.38,10.18,11.67,12.34,12.72,13.27,14.99
      Vehicle body builders and repairers,5232,22,10.2,2.0,10.81,2.4,7.93,8.62,8.95,9.21,9.86,10.83,11.59,11.75,12.51,x
      Auto electricians,5233,x,10.81,14.2,11.22,15.7,x,x,x,x,10.23,10.98,x,x,x,x
      Vehicle spray painters,5234,16,10.15,2.6,10.57,2.2,7.62,8.37,8.64,9.03,9.66,10.98,11.66,12,x,x
    Electrical Trades,524,303,13.15,1.6,13.62,1.7,9,10.49,11.11,11.61,12.36,13.99,15,15.44,16.13,18.47
"      Electricians, electrical fitters",5241,140,13.66,2.7,13.95,3.6,8.93,10.65,11.4,11.95,12.85,14.42,15.44,15.97,16.77,18.85
      Telecommunications engineers,5242,38,13.48,0.0,14.15,-1.3,10.63,11.86,12.11,12.49,12.84,14.3,15.23,15.55,16.12,x
      Lines repairers and cable jointers,5243,7,15,0.8,15.07,-2.5,x,12.07,13.01,13.46,14.46,15.27,16.6,x,x,x
"      TV, video and audio engineers",5244,7,10.6,15.2,10.93,9.6,x,8.03,8.56,8.85,9.41,11.01,11.48,x,x,x
"      Computer engineers, installation and maintenance",5245,15,13.14,-0.2,14.04,-0.3,8.44,9.89,10.33,11.24,11.93,14.73,15.71,16.37,x,x
      Electrical/electronics engineers n.e.c.,5249,96,12.32,3.0,12.96,0.8,9,10.01,10.55,11,11.74,13.07,13.87,14.37,15.17,17.43
   Skilled construction and building trades,53,319,11.08,0.7,11.67,0.9,7.84,9,9.44,9.83,10.5,11.77,12.62,13.2,13.76,15.84
    Construction Trades,531,267,11.2,1.0,11.79,1.0,7.85,9,9.5,9.91,10.59,11.97,12.87,13.38,14,16.19
      Steel erectors,5311,x,10.92,12.3,11.44,10.9,x,x,x,9.19,9.91,11.26,x,x,x,x
"      Bricklayers, masons",5312,21,11.05,0.1,11.57,0.2,8.28,9.47,9.76,10,10.65,11.59,12.24,12.56,13.08,x
"      Roofers, roof tilers and slaters",5313,14,10.42,-3.1,10.65,-2.9,7.74,8.56,8.99,9.47,10.08,11.13,11.72,12.06,x,x
"      Plumbers, heating and ventilating engineers",5314,69,13.2,1.4,13.4,1.0,8.75,10.25,10.82,11.34,12.44,14.02,14.84,15.52,16.16,18.46
      Carpenters and joiners,5315,106,11.05,0.6,11.35,-0.3,7.96,9.01,9.47,9.81,10.5,11.55,12.25,12.72,13.22,14.61
"      Glaziers, window fabricators and fitters",5316,24,8.9,-0.8,9.47,-0.8,7,7.34,7.56,8.07,8.62,9.57,10.43,10.85,11.05,x
      Construction trades n.e.c.,5319,28,11.16,5.5,12.33,5.9,7.99,9.16,9.65,9.99,10.51,11.84,12.89,13.53,14.19,x
    Building Trades,532,51,10.5,1.9,11.04,0.9,7.74,8.93,9.22,9.5,10,10.95,11.63,11.97,12.75,x
      Plasterers,5321,8,10.71,0.7,10.67,-6.9,x,9,9.21,9.99,10.38,10.99,11.65,x,x,x
      Floorers and wall tilers,5322,9,10.01,-2.8,11.2,-1.7,x,8.12,8.46,8.89,9.27,10.74,11.57,x,x,x
      Painters and decorators,5323,34,10.5,3.3,11.08,3.6,7.78,9,9.38,9.63,10,10.93,11.56,11.94,12.63,x
"   Textiles, printing and other skilled trades",54,298,8.25,0.0,9.15,0.2,6.05,6.64,6.87,7.08,7.64,9,9.88,10.54,11.15,13.27
    Textiles And Garments Trades,541,19,9.89,6.8,10.41,6.8,6.81,7.4,7.61,8.18,8.92,10.49,11.05,11.39,12.09,x
      Weavers and knitters,5411,x,8.38,-4.7,8.87,0.5,x,x,x,x,7.9,8.99,x,x,x,x
      Upholsterers,5412,8,10.31,8.3,10.42,6.2,x,8.32,8.58,8.9,9.93,10.64,10.99,x,x,x
      Leather and related trades,5413,x,8.91,5.6,11.74,23.0,x,x,x,x,8.1,x,x,x,x,x
      Tailors and dressmakers,5414,x,9.15,-3.9,9.31,-5.1,x,x,x,x,x,x,x,x,x,x
"      Textiles, garments and related trades n.e.c.",5419,x,9.98,9.0,11.26,5.2,x,x,x,x,x,x,x,x,x,x
    Printing Trades,542,47,11.14,3.5,11.62,1.9,6.89,7.92,8.5,9,10.01,11.97,13.03,13.98,14.56,x
"      Originators, compositors and print preparers",5421,x,10.23,-1.8,11.18,-7.4,x,x,8.27,8.88,9.72,10.97,x,x,x,x
      Printers,5422,21,13.03,3.0,13.41,3.3,8.27,9.51,10.23,11.27,12.05,14.04,14.89,15.82,16.76,x
      Bookbinders and print finishers,5423,19,9.57,-0.2,10.23,0.5,6.6,7.44,7.82,8.03,8.97,10.71,11.26,11.77,12.36,x
      Screen printers,5424,x,7.81,1.6,8.41,-4.7,x,x,x,x,x,x,x,x,x,x
    Food Preparation Trades,543,199,7.67,-0.2,8.39,0.7,6,6.43,6.62,6.8,7.19,8.25,8.88,9.24,9.83,11.56
"      Butchers, meat cutters",5431,24,7.64,-1.0,8.63,3.7,6.3,6.78,6.89,7.05,7.39,8.17,8.61,8.95,9.39,x
"      Bakers, flour confectioners",5432,21,8.12,-0.3,8.46,-1.6,6.47,6.97,7.19,7.3,7.64,8.42,9.01,9.34,9.55,x
"      Fishmongers, poultry dressers",5433,6,6.5,-8.8,7.01,-6.4,x,x,6.04,6.11,6.45,6.77,7.05,x,x,x
"      Chefs, cooks",5434,148,7.66,0.7,8.4,0.8,5.99,6.28,6.5,6.7,7.1,8.25,8.96,9.37,10,11.76
    Skilled Trades n. e. c.,549,34,9.13,-0.1,9.55,-3.1,6.44,7,7.4,7.75,8.65,9.58,10.33,10.82,11.52,x
"      Glass and ceramics makers, decorators and finishers",5491,7,8.69,-7.0,9.39,-4.8,x,7,7.27,7.5,8.3,9.27,10.53,x,x,x
"      Furniture makers, other craft woodworkers",5492,13,9.21,1.5,9.2,-3.9,6.5,7.63,8,8.18,9,9.49,9.94,10.03,x,x
      Pattern makers (moulds),5493,x,13.44,1.8,13.56,2.6,x,x,x,x,x,x,x,x,x,x
      Musical instrument makers and tuners,5494,x,x,,9.89,-1.8,x,x,x,x,x,x,x,x,x,x
"      Goldsmiths, silversmiths, precious stone workers",5495,x,9.73,7.1,10.98,-0.3,x,x,x,x,x,x,x,x,x,x
"      Floral arrangers, florists",5496,x,6.75,0.8,6.91,-5.2,x,x,x,x,x,x,x,x,x,x
      Hand craft occupations n.e.c.,5499,7,9.41,4.8,9.9,1.4,x,7.44,7.56,7.77,9.06,10.32,10.82,x,x,x
Personal service occupations,6,1078,8.64,1.7,9.07,0.6,6.18,6.83,7.12,7.39,8,9.31,10.09,10.54,11.1,12.62
   Caring personal service occupations,61,842,8.57,1.9,8.89,1.2,6.2,6.84,7.11,7.36,7.98,9.23,9.96,10.37,10.87,12.24
    Healthcare And Related Personal Services,611,588,8.63,1.8,8.97,0.8,6.25,6.91,7.18,7.43,8.01,9.29,10,10.42,10.96,12.39
      Nursing auxiliaries and assistants,6111,157,9.49,4.6,9.63,2.8,7.39,7.99,8.26,8.57,9,9.93,10.51,10.83,11.18,12.14
      Ambulance staff (excluding paramedics),6112,11,10.83,0.8,11.43,0.8,8.05,8.74,9.01,9.29,9.91,12.07,13.59,13.9,x,x
      Dental nurses,6113,24,8.47,0.0,8.66,-0.5,6.13,7.05,7.22,7.5,8,9.27,9.71,9.85,10.13,x
      Houseparents and residential wardens,6114,17,10.21,0.3,10.64,0.7,7.04,8.1,8.49,8.88,9.57,11.1,11.93,12.78,13.21,x
      Care assistants and home carers,6115,380,8.03,1.3,8.6,0.6,6.05,6.54,6.79,7.01,7.45,8.7,9.51,10,10.56,12.28
    Childcare And Related Personal Services,612,234,8.46,1.8,8.7,1.5,6.08,6.67,6.95,7.21,7.8,9.1,9.91,10.26,10.69,11.94
      Nursery nurses,6121,79,7.51,5.6,8.11,1.5,5.8,6.08,6.25,6.39,6.85,8.48,9.47,10.09,10.41,11.65
      Childminders and related occupations,6122,10,7.8,-2.0,8.53,-0.4,x,6.18,6.37,6.5,7.15,8.61,9.45,9.85,x,x
      Playgroup leaders/assistants,6123,8,7.98,-5.1,8.62,1.3,x,6.15,6.49,6.88,7.19,8.45,10.06,10.8,x,x
      Educational assistants,6124,138,8.76,2.8,9.09,1.9,6.69,7.21,7.47,7.72,8.28,9.3,10.04,10.38,10.86,11.95
    Animal Care Services,613,20,8.07,8.4,8.5,5.9,5.81,6.34,6.77,6.97,7.39,8.61,9.53,10.25,10.64,x
      Veterinary nurses and assistants,6131,10,8.43,10.0,8.77,9.2,x,6.62,6.88,7.07,7.97,9.09,9.98,10.38,x,x
      Animal care occupations n.e.c.,6139,10,7.47,2.3,8.22,2.4,x,6.22,6.35,6.89,7.18,8.07,8.96,9.37,x,x
   Leisure and other personal service occupations,62,237,8.88,1.5,9.73,-0.8,6.03,6.78,7.16,7.49,8.15,9.65,10.69,11.38,12.08,14.13
    Leisure And Travel Service Occupations,621,106,9.95,0.7,10.92,-2.9,6.42,7.35,7.77,8.16,9.06,11.14,12.3,13.01,13.65,16.85
      Sports and leisure assistants,6211,30,8,1.3,8.26,-2.6,5.85,6.23,6.5,6.87,7.46,8.63,9.06,9.35,9.79,x
      Travel agents,6212,21,9.1,0.9,9.74,2.3,6.04,6.81,7.18,7.53,8.2,10.06,11.2,11.93,12.66,x
      Travel and tour guides,6213,x,7.57,6.4,8.1,5.1,x,x,x,7.15,7.37,8.07,x,x,x,x
      Air travel assistants,6214,29,12.19,1.5,13.51,-1.2,7.26,8.6,9.18,9.87,11.44,13.65,15.5,16.84,18.14,x
      Rail travel assistants,6215,20,12.85,0.3,13.24,-1.2,9.83,10.79,11.14,11.48,12.2,13.24,14.07,14.73,15.37,x
      Leisure and travel service occupations n.e.c.,6219,x,9.12,,9.06,-34.8,x,x,x,8.2,8.48,9.19,x,x,x,x
    Hairdressers And Related Occupations,622,40,7,5.2,7.75,6.0,5.16,5.8,5.97,6.25,6.52,7.55,8.07,8.47,9.07,x
"      Hairdressers, barbers",6221,27,6.59,5.4,7.54,9.4,5,5.57,x,5.8,6.25,7.15,7.73,8.07,8.59,x
      Beauticians and related occupations,6222,13,7.71,7.3,8.19,1.0,6.01,6.49,6.61,6.95,7.29,8.08,8.84,9.18,x,x
    Housekeeping Occupations,623,80,8.68,2.8,9.06,1.9,6.3,7.03,7.34,7.52,8.08,9.12,9.81,10.27,10.81,12.29
      Housekeepers and related occupations,6231,25,7.16,-0.5,7.74,-0.9,5.92,6.21,6.3,6.47,6.88,7.54,8.1,8.47,8.85,x
      Caretakers,6232,55,9.18,1.4,9.65,3.1,7.14,7.73,8,8.24,8.72,9.73,10.43,10.84,11.2,12.7
    Personal Services Occupations n. e. c.,629,11,10.17,-0.4,10.23,-1.2,7.68,8.3,8.77,9.15,9.72,10.79,11.43,11.83,11.92,x
      Undertakers and mortuary assistants,6291,8,10.42,1.8,10.36,1.7,x,8.2,8.61,8.81,9.87,10.96,11.73,11.87,x,x
      Pest control officers,6292,x,9.76,-1.8,9.91,-7.4,x,x,x,x,9.65,10.17,x,x,x,x
Sales and customer service occupations,7,781,7.86,2.4,8.53,1.0,6.01,6.38,6.55,6.79,7.29,8.38,9.14,9.59,10.14,11.95
   Sales occupations,71,542,7.35,2.4,8.12,1.1,5.93,6.24,6.36,6.49,6.88,7.91,8.5,8.92,9.44,11.13
    Sales Assistants And Retail Cashiers,711,487,7.18,2.4,7.89,1.2,5.9,6.2,6.3,6.43,6.75,7.71,8.3,8.7,9.12,10.71
      Sales and retail assistants,7111,418,7.16,2.3,7.87,1.1,5.88,6.16,6.29,6.4,6.73,7.71,8.31,8.7,9.11,10.69
      Retail cashiers and check-out operators,7112,45,6.76,2.2,7.11,2.9,5.99,6.24,6.27,6.36,6.49,7.06,7.35,7.55,7.81,8.37
      Telephone salespersons,7113,23,9.08,2.7,9.68,0.7,6.81,7.4,7.7,7.99,8.46,9.62,10.42,10.76,11.47,x
    Sales Related Occupations,712,56,8.89,-1.6,10.14,0.7,6.5,7.18,7.44,7.7,8.37,9.67,10.6,11.29,12.22,15.51
      Collector salespersons and credit agents,7121,x,8.29,-5.1,10.09,-5.1,x,x,x,x,x,x,x,x,x,x
"      Debt, rent and other cash collectors",7122,18,8.27,-1.3,8.69,-1.1,6.3,7.03,7.35,7.41,7.87,8.6,9.33,9.52,9.95,x
      Roundsmen/women and van salespersons,7123,7,9.59,1.4,10.01,1.4,x,7.46,7.77,8.01,8.47,9.96,10.6,11.11,x,x
      Market and street traders and assistants,7124,x,x,,11.3,17.7,x,x,x,x,x,x,x,x,x,x
      Merchandisers and window dressers,7125,9,11.43,12.5,11.78,1.3,6.83,7.27,7.6,8.64,9.76,12.45,13.01,13.7,x,x
      Sales related occupations n.e.c.,7129,20,9.09,-1.3,10.62,0.9,6.24,7,7.47,7.86,8.55,10.09,11.08,11.94,13.22,x
   Customer service occupations,72,239,8.94,2.1,9.48,1.5,6.65,7.31,7.6,7.88,8.32,9.59,10.22,10.63,11.15,13.18
    Customer Service Occupations,721,239,8.94,2.1,9.48,1.5,6.65,7.31,7.6,7.88,8.32,9.59,10.22,10.63,11.15,13.18
      Call centre agents/operators,7211,39,8.41,-2.0,8.82,-1.9,6.39,7,7.24,7.43,7.92,9.02,9.85,10.15,10.42,x
      Customer care occupations,7212,200,9,2.4,9.61,2.0,6.75,7.4,7.7,7.97,8.41,9.69,10.32,10.75,11.29,13.46
"Process, plant and machine operatives",8,1338,9.61,1.5,10.22,0.4,6.63,7.47,7.84,8.21,8.86,10.35,11.26,11.83,12.51,14.58
"   Process, plant and machine operatives",81,712,9.71,0.9,10.53,0.4,6.5,7.29,7.69,8.1,8.84,10.59,11.68,12.43,13.17,15.52
    Process Operatives,811,227,8.86,-0.1,9.78,0.1,6.24,6.88,7.18,7.52,8.23,9.67,10.67,11.37,12.18,14.77
"      Food, drink and tobacco process operatives",8111,124,8.05,1.1,8.77,-0.1,6.04,6.49,6.74,6.97,7.47,8.63,9.39,9.82,10.43,12.43
      Glass and ceramics process operatives,8112,5,9.78,3.3,10.68,9.9,x,x,x,8.62,9.46,10.8,11.82,x,x,x
      Textile process operatives,8113,12,8.28,2.4,9.27,2.5,5.87,6.43,6.54,6.96,7.6,8.9,9.64,9.79,x,x
      Chemical and related process operatives,8114,36,11.6,-7.4,12.24,-4.1,7.42,8.49,8.9,9.72,10.66,12.89,14.46,15.43,16.49,x
      Rubber process operatives,8115,6,9.88,-3.9,10.54,-1.9,x,8.38,8.53,8.59,9.14,11.35,12.28,x,x,x
      Plastics process operatives,8116,15,9.03,0.2,9.65,0.7,6.64,7.22,7.71,8.14,8.65,9.42,10.64,11.5,12.01,x
      Metal making and treating process operatives,8117,15,11.17,0.0,11.55,1.5,7.33,8.61,9.12,9.38,10.24,11.95,12.5,12.88,13.81,x
      Electroplaters,8118,6,9.31,5.8,9.6,2.0,x,7.17,8.08,8.3,8.75,9.7,10.47,x,x,x
      Process operatives n.e.c.,8119,9,9.73,0.0,10.9,1.5,7.2,8.01,8.21,8.41,9.33,10.87,11.57,12.74,x,x
    Plant And Machine Operatives,812,133,10.42,1.0,11.14,-0.4,6.64,7.7,8.27,8.7,9.58,11.28,12.48,12.94,13.7,16
      Paper and wood machine operatives,8121,27,9.75,-1.3,10.22,-2.3,6.3,7,7.41,7.83,8.8,10.89,11.54,11.99,12.66,x
      Coal mine operatives,8122,x,x,,16.28,-9.0,x,x,x,x,12.92,17.66,x,x,x,x
      Quarry workers and related operatives,8123,6,10.4,-4.6,11.98,1.0,x,x,8.91,9.37,9.7,10.74,x,x,x,x
      Energy plant operatives,8124,7,14.28,4.5,15.21,4.0,x,9.77,10.51,12.05,13.02,15.89,16.69,x,x,x
      Metal working machine operatives,8125,65,10.14,1.9,10.79,0.3,6.65,7.6,8.09,8.51,9.25,11.15,12.24,12.82,13.33,15.44
      Water and sewerage plant operatives,8126,10,12.06,3.9,12.26,0.9,x,9.48,9.93,10.01,10.83,12.51,13.64,14.12,x,x
      Plant and machine operatives n.e.c.,8129,15,9.61,-4.2,10.12,-9.1,6.33,7.1,7.96,8.32,9.19,10.47,10.95,11.68,12.33,x
    Assemblers And Routine Operatives,813,224,9.1,3.1,9.83,2.8,6.45,7.13,7.45,7.74,8.35,9.97,10.87,11.39,12.18,14.24
      Assemblers (electrical products),8131,26,8.19,-3.7,8.66,-1.4,6.29,6.92,7.16,7.32,7.8,8.65,9.43,9.79,10.14,x
      Assemblers (vehicles and metal goods),8132,41,11.81,2.9,12.13,4.2,7.49,9.06,9.46,9.88,10.71,12.79,13.61,14.21,15,x
      Routine inspectors and testers,8133,43,10.42,2.8,10.85,2.4,6.87,7.73,8.15,8.71,9.6,11.33,12.26,13.11,13.62,x
"      Weighers, graders, sorters",8134,5,7.82,-2.7,8.48,-0.3,x,6.45,6.95,7.06,7.53,8.51,8.95,x,x,x
"      Tyre, exhaust and windscreen fitters",8135,17,8.72,13.8,8.63,6.6,6.08,6.62,6.95,7.18,7.87,9.23,9.77,10.04,10.25,x
      Clothing cutters,8136,x,x,,10.82,8.4,x,x,x,x,x,11.37,x,x,x,x
      Sewing machinists,8137,14,7.34,2.7,7.91,2.1,5.88,6.29,6.55,6.62,6.93,7.72,8.25,8.57,8.87,x
      Routine laboratory testers,8138,8,8.48,1.6,9.19,0.6,x,7.01,7.3,7.4,7.84,8.75,9.29,x,x,x
      Assemblers and routine operatives n.e.c.,8139,68,8.42,3.4,9.1,3.0,6.28,6.98,7.16,7.49,7.94,9.02,9.99,10.46,10.97,12.51
    Construction Operatives,814,128,11.54,-1.9,12.34,-0.5,7.6,8.93,9.44,9.9,10.74,12.5,13.68,14.23,15.08,17.14
"      Scaffolders, stagers, riggers",8141,15,13.06,-1.0,13.52,-2.3,8.21,9.5,10,10.54,12.07,14.09,15.48,16.17,16.94,x
      Road construction operatives,8142,27,10.36,2.1,11.04,2.4,7.33,8.65,8.9,9.33,9.75,11.15,12.22,12.55,13.26,x
