Description,Code,No_jobs,Median,change,Mean,change.1,10,20,25,30,40,60,70,75,80,90
    Administrative Occupations: Communications,414,27,23988,3.4,25057,1.8,14517,18344,19986,20667,22275,26236,27889,29440,30609,x
      Telephonists,4141,9,17744,4.1,19034,2.0,x,14100,14469,14772,16484,20172,20816,22540,x,x
      Communication operators,4142,18,27048,-0.2,28094,-1.2,20317,21997,22527,23582,25342,28200,30304,31267,x,x
    Administrative Occupations: General,415,485,18459,1.4,20008,-0.1,12868,14770,15493,16108,17139,19858,21728,22994,24509,29595
      General office assistants/clerks,4150,485,18459,1.4,20008,-0.1,12868,14770,15493,16108,17139,19858,21728,22994,24509,29595
   Secretarial and related occupations,42,325,19370,1.9,21246,1.7,13078,15000,15721,16478,17832,21318,23454,24994,26836,31842
    Secretarial And Related Occupations,421,325,19370,1.9,21246,1.7,13078,15000,15721,16478,17832,21318,23454,24994,26836,31842
      Medical secretaries,4211,28,19363,-1.5,19556,-2.0,14758,16499,17135,17466,18400,20562,21318,21491,21839,x
      Legal secretaries,4212,26,18968,0.1,20908,-0.9,14408,15826,16493,17054,18147,19995,21783,x,x,x
      School secretaries,4213,21,18584,9.0,19665,4.1,13293,14587,15125,15654,16910,19588,21358,22202,23791,x
      Company secretaries,4214,6,25802,-0.6,27999,-2.5,x,15483,17554,18235,24038,28961,31739,x,x,x
      Personal assistants and other secretaries,4215,145,23132,1.1,24520,1.7,15193,17440,18325,19295,21318,25250,27981,29259,30914,35342
      Receptionists,4216,91,15728,4.4,16593,2.9,11715,12950,13566,14095,14983,16684,17810,18611,19841,x
      Typists,4217,8,17006,0.1,20783,13.7,x,14831,15440,15958,16490,17596,18453,x,x,x
Skilled trades occupations,5,1506,23818,-0.6,25113,-0.4,14597,17560,18677,19856,21840,25979,28551,30009,31752,36763
   Skilled agricultural trades,51,92,18448,2.4,19370,2.0,13195,14563,15589,16274,17277,19616,21070,21617,22736,x
    Agricultural Trades,511,92,18448,2.4,19370,2.0,13195,14563,15589,16274,17277,19616,21070,21617,22736,x
      Farmers,5111,x,23575,,25429,14.1,x,x,x,20559,21653,25368,x,x,x,x
      Horticultural trades,5112,x,16269,-3.1,17631,-2.2,x,x,x,x,14968,x,x,x,x,x
      Gardeners and groundsmen/groundswomen,5113,77,18255,2.8,18950,1.3,13235,14533,15420,16125,17162,19327,20459,21428,21986,x
      Agricultural and fishing trades n.e.c.,5119,7,18922,0.3,21265,1.9,x,15143,15931,16229,18163,20246,x,x,x,x
   Skilled metal and electrical trades,52,862,26277,-0.1,27503,-0.1,17057,20009,21187,22272,24230,28446,30833,32310,34017,38991
"    Metal Forming, Welding And Related Trades",521,78,24386,-0.8,25749,-1.5,16766,18920,20002,20747,22417,26120,28262,29912,31625,x
      Smiths and forge workers,5211,x,27327,,26475,-2.2,x,x,x,x,x,x,x,x,x,x
"      Moulders, core makers, die casters",5212,x,x,,19851,-16.7,x,x,x,x,x,21031,x,x,x,x
      Sheet metal workers,5213,16,24203,0.1,24846,1.2,17536,19562,20462,20947,23079,25380,26624,28364,x,x
"      Metal plate workers, shipwrights, riveters",5214,11,25578,0.0,27657,2.5,x,21555,22061,22367,24006,28032,31093,32098,x,x
      Welding trades,5215,41,23344,-3.0,25051,-1.2,16412,18217,18743,19446,x,24952,27254,x,x,x
      Pipe fitters,5216,7,31618,-0.6,31573,-4.7,x,23984,25366,26027,27810,33372,35431,x,x,x
"    Metal Machining, Fitting And Instrument Making Trades",522,350,27055,-1.5,27933,-0.3,17095,20175,21472,22439,24573,29112,31449,33174,34712,39527
      Metal machining setters and setter-operators,5221,52,24114,-10.6,25124,-5.4,16891,19087,19846,20335,22210,25874,28570,29969,30885,x
"      Tool makers, tool fitters and markers-out",5222,11,24563,-1.5,26548,4.2,x,20087,20919,22293,23079,26723,29949,30489,x,x
      Metal working production and maintenance fitters,5223,276,27666,-0.2,28483,0.0,17283,20791,22072,23086,25285,29559,32283,33597,35438,40561
      Precision instrument makers and repairers,5224,11,26511,5.3,28940,7.1,x,19035,20127,20500,22277,29280,31802,x,x,x
    Vehicle Trades,523,152,23428,-1.7,24183,-0.7,14991,17973,18764,19879,21628,25201,27060,28360,29556,33911
"      Motor mechanics, auto engineers",5231,111,23869,-1.4,24595,-0.7,14800,18000,19053,20066,21946,25808,27916,29067,30403,x
      Vehicle body builders and repairers,5232,23,22199,-3.0,23373,0.1,16483,18100,18560,19240,20782,23973,25788,26009,x,x
      Auto electricians,5233,x,24029,,25005,13.6,x,x,x,x,x,25961,x,x,x,x
      Vehicle spray painters,5234,15,21528,-6.8,22239,-5.2,x,x,x,18756,19771,23511,24939,x,x,x
    Electrical Trades,524,281,27913,1.9,29253,0.8,18841,21943,22959,23972,25835,29870,32381,33936,35585,41465
"      Electricians, electrical fitters",5241,130,29556,2.8,30345,1.8,19111,22530,24062,25432,27635,31302,33824,35221,36861,42753
      Telecommunications engineers,5242,38,26990,4.9,28994,5.4,21451,23173,23737,24276,25466,28645,30603,31836,33292,x
      Lines repairers and cable jointers,5243,8,32981,,33485,-7.3,x,23873,x,26849,30618,34584,x,x,x,x
"      TV, video and audio engineers",5244,7,22540,,22268,,x,x,x,19034,20556,23993,x,x,x,x
"      Computer engineers, installation and maintenance",5245,14,25111,-5.1,27687,-1.1,x,17948,19681,21456,23910,27144,31957,33725,x,x
      Electrical/electronics engineers n.e.c.,5249,85,26393,0.2,28175,-1.7,x,21002,22121,22838,24502,28655,30582,32345,33997,x
   Skilled construction and building trades,53,300,23420,-0.8,24594,-0.7,15572,18506,19703,20518,22052,25265,27344,28661,30382,34943
    Construction Trades,531,252,23843,-0.7,24904,-0.6,15582,18601,19851,20625,22329,25488,27727,29029,31000,35513
      Steel erectors,5311,x,22914,-0.8,23926,1.1,x,x,x,19698,22025,24500,x,x,x,x
"      Bricklayers, masons",5312,20,23201,1.7,23925,0.7,17026,19917,21028,21190,22560,24174,26202,27121,28223,x
"      Roofers, roof tilers and slaters",5313,13,21665,1.4,23280,2.2,x,18450,19270,19898,21117,22412,25178,25797,x,x
"      Plumbers, heating and ventilating engineers",5314,63,27731,0.4,27850,-0.7,17100,20256,22060,23174,25305,29815,32724,33692,35338,x
      Carpenters and joiners,5315,102,23398,-2.5,24150,-2.9,15343,18356,19656,20468,21984,24867,26670,27717,29023,33349
"      Glaziers, window fabricators and fitters",5316,24,20082,2.4,20716,0.8,13752,15703,16713,17217,18254,21836,23180,24058,25154,x
      Construction trades n.e.c.,5319,26,24039,1.3,26238,4.6,16595,19828,20496,21010,22771,25527,27559,29042,31458,x
    Building Trades,532,48,22092,-0.9,22980,-1.2,15257,18187,19225,19927,21111,23301,25497,26905,27636,x
      Plasterers,5321,x,21648,-2.4,22624,0.4,x,x,x,x,x,x,x,x,x,x
      Floorers and wall tilers,5322,8,21217,-12.5,22711,-8.6,x,16807,17743,18362,19404,23602,26946,x,x,x
      Painters and decorators,5323,32,22337,0.6,23138,0.7,14927,18167,19245,20085,21602,23325,25469,26635,27820,x
"   Textiles, printing and other skilled trades",54,252,18000,-0.9,19646,-1.1,12301,13922,14560,15310,16783,19801,21542,22676,24240,29525
    Textiles And Garments Trades,541,18,19893,1.2,20823,3.4,13486,14761,15744,16847,18318,20698,22797,23895,25340,x
      Weavers and knitters,5411,x,18202,2.5,18419,0.8,x,x,x,x,16694,x,x,x,x,x
      Upholsterers,5412,8,20677,-2.9,20851,2.4,x,15682,16177,17483,19501,22239,23360,x,x,x
      Leather and related trades,5413,x,18222,1.9,21124,7.8,x,x,x,x,x,x,x,x,x,x
      Tailors and dressmakers,5414,x,19201,4.1,19802,8.4,x,x,x,x,x,x,x,x,x,x
"      Textiles, garments and related trades n.e.c.",5419,x,x,,24709,8.7,x,x,x,x,x,x,x,x,x,x
    Printing Trades,542,47,22845,2.0,24054,0.8,13998,15996,17181,18071,20434,25543,28142,28934,31241,x
"      Originators, compositors and print preparers",5421,x,19867,1.3,21201,-1.9,x,x,x,16025,19199,21095,x,x,x,x
      Printers,5422,21,28001,4.1,27888,0.4,16891,20139,21015,22910,26154,29278,32066,32630,33596,x
      Bookbinders and print finishers,5423,19,20567,-2.0,21596,-1.2,13105,15208,15799,16659,18373,22407,24176,25768,27933,x
      Screen printers,5424,x,15726,0.4,17520,-1.2,x,x,x,x,x,x,x,x,x,x
    Food Preparation Trades,543,156,16838,0.4,18077,-0.9,11735,13390,13911,14399,15632,17999,19876,20731,21894,x
"      Butchers, meat cutters",5431,22,17405,1.5,18535,0.2,13520,14765,14899,15343,16218,18226,20168,20892,21484,x
"      Bakers, flour confectioners",5432,x,16603,-0.2,17504,-1.1,12635,x,x,x,x,x,x,x,x,x
"      Fishmongers, poultry dressers",5433,x,13785,-10.1,15346,-1.5,x,x,x,x,x,x,x,x,x,x
"      Chefs, cooks",5434,108,16885,0.6,18213,-1.2,11406,13004,13695,14251,15696,18032,19889,20825,22099,x
    Skilled Trades n. e. c.,549,32,19222,-0.3,20189,-2.6,12821,15288,15907,16956,18000,20522,22079,22919,23997,x
"      Glass and ceramics makers, decorators and finishers",5491,7,18609,-6.8,19436,-6.7,x,15637,16775,17564,17926,20190,21756,x,x,x
"      Furniture makers, other craft woodworkers",5492,12,19262,3.8,19778,1.4,x,16452,16824,17351,18510,20380,21099,21816,x,x
      Pattern makers (moulds),5493,x,28068,-2.7,31267,2.9,x,x,x,x,x,x,x,x,x,x
      Musical instrument makers and tuners,5494,x,x,,18723,,x,x,x,x,x,x,x,x,x,x
"      Goldsmiths, silversmiths, precious stone workers",5495,x,21907,-6.1,23316,-3.6,x,x,x,x,x,x,x,x,x,x
"      Floral arrangers, florists",5496,x,14244,0.4,13829,-7.3,x,x,x,x,x,x,x,x,x,x
      Hand craft occupations n.e.c.,5499,6,18926,-4.0,20637,1.3,x,x,15475,15668,17834,19370,x,x,x,x
Personal service occupations,6,931,16950,1.3,17679,0.9,11165,12844,13625,14381,15705,18343,19917,20800,21847,25143
   Caring personal service occupations,61,717,16703,2.2,17087,1.9,11056,12731,13465,14215,15481,17918,19318,20169,21049,23708
    Healthcare And Related Personal Services,611,495,17245,1.8,17605,1.0,11180,13245,14132,14862,16145,18473,19984,20774,21676,24553
      Nursing auxiliaries and assistants,6111,140,18125,2.2,18388,1.3,13337,15233,15845,16371,17261,19166,20172,20772,21562,23471
      Ambulance staff (excluding paramedics),6112,10,23150,6.0,24391,-0.7,16348,18190,18632,18958,21223,24974,28597,28915,x,x
      Dental nurses,6113,21,16288,0.7,16428,-2.9,11436,13218,13710,14218,15126,x,x,x,x,x
      Houseparents and residential wardens,6114,15,20173,2.5,20622,-0.8,13250,16320,17037,17599,18422,21136,22829,23856,24468,x
      Care assistants and home carers,6115,309,16448,1.5,16967,1.6,10302,12384,13141,13947,15268,17802,19537,20492,21470,24774
    Childcare And Related Personal Services,612,206,15209,2.5,15799,2.7,10967,12101,12592,13107,14104,16406,17779,18683,19333,21578
      Nursery nurses,6121,70,14733,5.4,15325,2.3,10586,11882,12168,12654,13588,15928,17305,18463,19140,x
      Childminders and related occupations,6122,7,14985,-7.3,16902,3.3,x,11724,12246,12937,14231,15562,x,x,x,x
      Playgroup leaders/assistants,6123,7,15290,11.2,15815,6.1,x,10986,11359,12170,13786,16401,17408,x,x,x
      Educational assistants,6124,122,15472,2.2,16007,2.7,11226,12298,12818,13440,14488,16726,17933,18798,19460,21590
    Animal Care Services,613,17,16870,16.5,17603,10.7,11453,12977,13753,14353,15675,18837,20149,20873,21715,x
      Veterinary nurses and assistants,6131,9,17712,22.9,17709,9.7,x,12810,13702,14225,15755,18993,20373,21013,x,x
      Animal care occupations n.e.c.,6139,8,16580,,17489,,x,13013,13717,14331,15521,17290,19176,x,x,x
   Leisure and other personal service occupations,62,213,18229,-1.0,19668,-1.7,11478,13279,14167,14944,16604,20144,22283,23419,24915,29911
    Leisure And Travel Service Occupations,621,96,20914,-1.7,22224,-4.2,12662,15336,16044,17013,18974,22742,25403,26565,28502,33149
      Sports and leisure assistants,6211,26,16276,-5.5,16798,-5.8,10619,12658,13330,14087,15468,17755,19036,19785,20640,x
      Travel agents,6212,18,18343,-6.8,19096,-6.6,12027,13098,13616,14757,16030,19954,22030,23111,24166,x
      Travel and tour guides,6213,x,x,,14210,12.0,x,x,x,x,x,x,x,x,x,x
      Air travel assistants,6214,28,23692,-0.5,26582,2.7,16005,17821,18784,20073,22328,27460,30748,31822,33474,x
      Rail travel assistants,6215,19,26427,-4.1,27690,-3.7,20432,22155,22742,23574,25808,27858,30058,31440,32658,x
      Leisure and travel service occupations n.e.c.,6219,x,17904,,18025,-38.8,x,x,x,x,17422,19435,x,x,x,x
    Hairdressers And Related Occupations,622,36,13610,5.3,14778,4.8,x,10565,11275,11893,12620,14641,15805,16441,17551,x
"      Hairdressers, barbers",6221,26,12783,4.5,14166,7.0,x,10039,10455,10970,12071,13869,14892,15820,x,x
      Beauticians and related occupations,6222,11,15225,0.9,16257,1.0,x,12411,12668,13200,13913,15870,x,x,x,x
    Housekeeping Occupations,623,71,17550,1.8,18571,1.6,11867,13550,14360,14995,16544,19200,20699,21557,22356,25905
      Housekeepers and related occupations,6231,21,14146,-0.7,15439,-1.6,x,11535,11876,12158,13325,14721,16209,16958,x,x
      Caretakers,6232,50,19192,3.2,19894,3.4,13794,15454,16196,16879,17799,20308,21586,22277,23674,x
    Personal Services Occupations n. e. c.,629,10,20424,-7.1,20744,-5.9,x,15328,16592,18267,19068,22444,23096,23780,x,x
      Undertakers and mortuary assistants,6291,8,20679,-5.2,20989,-4.5,x,15275,16350,17980,19300,22403,23348,23969,x,x
      Pest control officers,6292,x,19134,,20033,-10.1,x,x,x,x,x,22505,x,x,x,x
Sales and customer service occupations,7,692,15600,1.8,16694,0.6,10607,12188,12710,13248,14361,16865,18373,19481,20627,24371
   Sales occupations,71,484,14573,1.1,15930,0.1,10226,11619,12144,12635,13501,15846,17315,18199,19592,23510
    Sales Assistants And Retail Cashiers,711,436,14167,0.8,15410,0.7,10103,11460,11949,12462,13251,15415,16789,17554,18698,22495
      Sales and retail assistants,7111,374,14130,0.5,15369,0.6,10028,11384,11919,12425,13222,15378,16796,17556,18755,22521
      Retail cashiers and check-out operators,7112,42,13134,3.4,13485,3.4,10046,10971,11499,11801,12583,13763,14642,15047,15525,x
      Telephone salespersons,7113,20,18332,-0.3,20128,1.4,13207,15609,16099,16500,17565,20028,21329,22094,x,x
    Sales Related Occupations,712,48,18822,-3.8,20683,-3.2,12853,14560,15000,15687,17045,20829,22764,24013,25605,x
      Collector salespersons and credit agents,7121,x,19941,-18.6,20751,-20.6,x,x,x,x,x,x,x,x,x,x
"      Debt, rent and other cash collectors",7122,15,16988,0.7,17441,-0.8,12033,13861,14550,14973,16259,17779,19040,19847,21097,x
      Roundsmen/women and van salespersons,7123,6,21117,-6.2,22159,-3.6,x,15852,16520,17957,20031,22696,24903,25461,x,x
      Market and street traders and assistants,7124,x,x,,24441,16.0,x,x,x,x,x,x,x,x,x,x
      Merchandisers and window dressers,7125,9,21604,3.9,22758,-2.8,12881,14014,14756,15049,17388,23782,26102,27634,x,x
      Sales related occupations n.e.c.,7129,16,19674,-1.8,21764,-4.4,12476,x,14998,15635,17678,21686,23957,25471,x,x
   Customer service occupations,72,208,17643,2.6,18470,2.2,12657,14248,14969,15461,16515,18858,20278,21113,22252,25654
    Customer Service Occupations,721,208,17643,2.6,18470,2.2,12657,14248,14969,15461,16515,18858,20278,21113,22252,25654
      Call centre agents/operators,7211,34,16561,-1.6,17259,-0.8,12237,13518,14066,14966,15722,17893,19493,20146,21012,x
      Customer care occupations,7212,175,17767,2.8,18702,2.7,12713,14423,15018,15659,16740,19094,20452,21297,22565,26106
"Process, plant and machine operatives",8,1228,21698,-1.3,22913,-1.1,13770,16046,17053,18009,19856,23871,26217,27564,29097,33275
"   Process, plant and machine operatives",81,661,20998,-2.4,22617,-2.2,13290,15338,16283,17147,19115,23152,25705,27164,28909,33945
    Process Operatives,811,209,19772,-1.4,21577,-1.7,12887,14817,15669,16474,18000,21726,24347,25717,27691,32975
"      Food, drink and tobacco process operatives",8111,110,17813,0.6,19434,-0.1,12350,13798,14390,15121,16463,19308,21574,22883,24088,x
      Glass and ceramics process operatives,8112,x,20360,-8.5,21456,-0.1,x,x,16707,17415,19680,21189,x,x,x,x
      Textile process operatives,8113,10,18013,13.0,19941,8.9,11730,12467,13729,15092,16522,19002,20096,x,x,x
      Chemical and related process operatives,8114,35,25676,-6.5,26657,-6.4,15428,18248,20108,20903,23070,28218,30852,33327,35740,x
      Rubber process operatives,8115,6,21131,-12.2,22348,-7.2,x,16017,16851,17778,19791,24151,25510,x,x,x
      Plastics process operatives,8116,15,19219,-2.9,20667,-2.1,13367,15366,16318,16644,17754,20301,x,x,x,x
      Metal making and treating process operatives,8117,14,24581,-4.8,25931,0.0,16971,18911,20402,20888,22530,27088,x,x,x,x
      Electroplaters,8118,6,19965,1.7,20297,0.2,x,16612,x,17463,18351,20380,20773,x,x,x
      Process operatives n.e.c.,8119,9,24353,6.9,25611,4.4,x,17551,18997,20755,21723,25710,27172,x,x,x
    Plant And Machine Operatives,812,124,22341,-3.3,24139,-1.6,14060,16483,17365,18310,20314,24769,27041,28885,30457,35243
      Paper and wood machine operatives,8121,26,20355,-6.0,21592,-4.9,x,14709,15513,16737,18382,22834,24781,25900,x,x
      Coal mine operatives,8122,x,x,,44183,13.3,x,x,x,x,x,x,x,x,x,x
      Quarry workers and related operatives,8123,6,25025,-11.1,26930,-9.1,x,19805,20837,21337,22664,26842,x,x,x,x
      Energy plant operatives,8124,7,31748,-9.4,32460,-9.6,x,20890,24034,26223,29221,33150,36888,x,x,x
      Metal working machine operatives,8125,61,21799,-1.0,23224,0.5,14203,16117,16932,18025,20007,24042,26083,27154,29258,x
      Water and sewerage plant operatives,8126,9,26855,3.3,27418,-1.0,x,20386,21224,22266,24830,28543,30353,30588,x,x
      Plant and machine operatives n.e.c.,8129,14,21123,-6.6,22054,-7.5,12224,14809,15740,17421,19006,23379,25184,26171,x,x
    Assemblers And Routine Operatives,813,215,19029,-0.8,20071,-3.0,12644,14416,15048,15763,17263,20743,22669,23732,25148,28898
      Assemblers (electrical products),8131,25,16714,-5.8,17508,-6.2,12110,13317,14113,14418,15246,17947,19393,20358,21088,x
      Assemblers (vehicles and metal goods),8132,41,23530,-5.3,24353,-4.2,15078,17759,19231,20134,21759,25667,27366,28392,29563,x
      Routine inspectors and testers,8133,40,21454,0.1,22291,-1.4,14502,16048,16865,17943,20138,23523,25288,26102,27447,x
"      Weighers, graders, sorters",8134,5,17704,-4.7,19048,-0.3,x,x,13533,14499,16790,19074,x,x,x,x
"      Tyre, exhaust and windscreen fitters",8135,17,18827,2.5,19339,3.0,13659,14932,15400,15821,17040,20609,21792,23080,23567,x
      Clothing cutters,8136,x,15869,,20368,,x,x,x,x,x,x,x,x,x,x
      Sewing machinists,8137,14,14252,2.5,15512,2.8,x,x,11785,12239,13004,16108,17754,x,x,x
      Routine laboratory testers,8138,x,16823,1.1,18243,-2.2,x,x,x,x,x,x,x,x,x,x
      Assemblers and routine operatives n.e.c.,8139,65,17333,-3.3,18418,-5.0,12595,14049,14572,14954,16051,18999,20409,21321,22203,x
    Construction Operatives,814,113,26713,-4.2,27727,-2.8,16999,20365,21402,22398,24603,28825,31176,32570,34330,40058
"      Scaffolders, stagers, riggers",8141,13,28980,-4.5,29060,-2.4,16800,19792,20788,21078,25462,30895,34494,35192,x,x
      Road construction operatives,8142,26,24906,-0.5,25624,-1.7,17273,20215,21009,21745,22978,26310,28143,29112,30844,x
      Rail construction and maintenance operatives,8143,12,29653,-4.4,30055,-7.1,x,23035,23894,25939,27079,30864,33045,34426,x,x
      Construction operatives n.e.c.,8149,62,26672,-5.9,27898,-3.5,16294,20134,21297,22319,24643,28896,31559,32967,34583,x
   Transport and mobile machine drivers and operatives,82,567,22559,1.1,23258,0.2,14548,17091,18049,18884,20580,24601,26697,27877,29289,32680
    Transport Drivers And Operatives,821,503,22621,1.7,23209,0.7,14511,17016,17993,18860,20602,24617,26673,27832,29267,32625
      Heavy goods vehicle drivers,8211,184,24971,0.3,25135,0.0,17440,19770,20836,21674,23482,26444,28151,29245,30413,33295
      Van drivers,8212,178,18871,-0.7,19898,0.8,12948,14498,15263,15868,17451,20413,22702,23759,25369,28852
      Bus and coach drivers,8213,94,22420,6.1,23791,4.3,16749,18108,18858,19356,20533,24674,26908,28442,30108,x
"      Taxi, cab drivers and chauffeurs",8214,11,18477,5.7,21174,6.4,12228,13472,14973,15713,16913,21267,24796,26656,x,x
      Driving instructors,8215,x,25531,6.9,26536,-3.9,x,x,x,x,x,x,x,x,x,x
      Rail transport operatives,8216,11,31715,3.6,34460,4.6,x,25986,26630,28695,30313,34524,37638,39661,x,x
"      Seafarers (merchant navy); barge, lighter and boat operatives",8217,x,28247,-0.4,29402,2.7,x,x,x,x,26892,30797,x,x,x,x
      Air transport operatives,8218,12,24674,-7.0,25832,-7.3,x,20322,20870,21916,23212,25905,28080,28908,x,x
      Transport operatives n.e.c.,8219,8,26893,6.8,25889,5.4,x,18669,20889,21794,24202,27483,30472,31463,x,x
    Mobile Machine Drivers And Operatives,822,64,22446,-4.8,23644,-3.0,14852,17572,18164,19083,20553,24410,27149,28350,29371,x
      Crane drivers,8221,x,x,,29457,-4.6,x,x,x,x,x,x,x,x,x,x
      Fork-lift truck drivers,8222,22,19094,0.7,19952,-2.3,x,15170,15998,16731,17833,20249,21762,22811,x,x
      Agricultural machinery drivers,8223,x,21067,-18.5,22580,-5.3,x,x,x,x,x,x,x,x,x,x
      Mobile machine drivers and operatives n.e.c.,8229,32,24626,-2.1,25000,-2.7,17006,19335,20014,20887,22455,26341,27933,28914,30058,x
Elementary occupations,9,1281,17197,-0.9,18013,-1.4,11205,12869,13597,14317,15746,18760,20503,21575,22794,26355
"   Elementary trades, plant and storage related occupations",91,652,17772,0.5,18714,-0.1,12181,13906,14653,15256,16572,19198,20760,21783,23107,26752
    Elementary Agricultural Occupations,911,38,17786,2.9,18545,0.4,12528,14101,14727,15313,16635,19205,20669,21767,23038,x
      Farm workers,9111,24,18319,3.3,19194,1.8,x,x,15330,16243,17229,19992,21353,x,x,x
      Forestry workers,9112,x,19276,1.2,20312,0.7,x,x,16211,17019,19036,20017,x,x,x,x
      Fishing and agriculture related occupations n.e.c.,9119,11,15530,1.4,16470,-1.4,x,12953,13318,13799,14624,16335,17892,x,x,x
    Elementary Construction Occupations,912,79,19259,-1.0,20515,-2.5,x,15094,15758,16427,17834,20800,23166,24261,25738,x
      Labourers in building and woodworking trades,9121,62,19245,-2.0,20568,-2.4,x,15019,15696,16234,17747,20989,23224,24381,26111,x
      Labourers in other construction trades n.e.c.,9129,16,19251,-0.3,20309,-2.7,13301,15529,16024,16518,17968,20040,22279,23235,24611,x
    Elementary Process Plant Occupations,913,164,17154,0.4,18066,-1.4,11900,13362,13951,14556,15937,18339,19916,20747,21900,25405
      Labourers in foundries,9131,x,17549,,18831,-8.5,x,x,x,16707,17336,18518,x,x,x,x
      Industrial cleaning process occupations,9132,11,17939,2.4,18644,-3.3,12069,14322,14936,15924,16497,18704,19746,20541,x,x
      Printing machine minders and assistants,9133,11,20574,-2.0,21465,-3.8,12347,14775,15239,16357,18651,22028,23350,26198,x,x
"      Packers, bottlers, canners, fillers",9134,63,16002,-0.3,17259,0.9,11591,12645,13227,13639,14755,17279,18481,19842,20745,x
      Labourers in process and plant operations n.e.c.,9139,76,17478,0.7,18112,-1.5,12101,13731,14409,15085,16498,18628,20097,20870,21889,x
    Elementary Goods Storage Occupations,914,372,17809,0.9,18636,1.1,12242,14065,14779,15307,16625,19220,20782,21698,22984,26471
"      Stevedores, dockers and slingers",9141,4,25521,3.1,26769,0.4,x,20470,21245,23217,23773,27331,29693,x,x,x
      Other goods handling and storage occupations n.e.c.,9149,367,17747,0.7,18540,1.1,12210,14004,14732,15265,16571,19142,20666,21618,22667,26242
   Elementary administration and service occupations,92,629,16281,-3.0,17286,-2.9,10149,11986,12635,13269,14673,18223,20241,21262,22531,26086
    Elementary Administration Occupations,921,129,21834,-2.8,22227,-3.2,15077,18572,19380,19873,20762,23039,24481,25183,26364,29007
"      Postal workers, mail sorters, messengers, couriers",9211,114,22266,-3.1,23072,-2.9,17944,19544,20056,20429,21258,23557,24809,25851,26704,29366
      Elementary office occupations n.e.c.,9219,15,14305,3.4,15693,0.8,x,11110,11519,12124,13623,15110,17062,x,x,x
    Elementary Personal Services Occupations,922,175,12814,2.3,13199,0.9,8052,9904,10420,11005,11945,13685,14697,15367,16202,18740
      Hospital porters,9221,7,17726,-4.8,18761,-3.3,x,14536,14759,14882,16487,19522,20691,21984,x,x
      Hotel porters,9222,x,13625,-3.0,14459,-3.2,x,x,x,x,13522,13904,x,x,x,x
      Kitchen and catering assistants,9223,102,12768,3.0,13079,1.7,8184,9820,10367,11014,11924,13590,14590,15288,16011,x
"      Waiters, waitresses",9224,28,12201,2.2,13033,2.6,7370,9928,10532,10816,11435,13080,13949,14722,15662,x
      Bar staff,9225,28,12159,-0.3,12319,0.5,6726,9153,9694,10172,11090,13234,14419,14670,15503,x
      Leisure and theme park attendants,9226,x,13099,1.0,13732,6.6,x,x,11822,12140,12390,13898,x,x,x,x
      Elementary personal services occupations n.e.c.,9229,x,12422,-6.9,12924,-0.7,x,x,x,10945,11930,13938,x,x,x,x
    Elementary Cleaning Occupations,923,173,14927,1.9,15366,1.3,9972,11678,12253,12814,13846,16002,17349,18081,19038,21615
      Window cleaners,9231,x,17124,-3.2,17875,1.4,x,x,x,x,x,x,x,x,x,x
      Road sweepers,9232,9,17405,-0.1,18080,0.3,14036,15667,x,x,16918,17887,x,x,x,x
"      Cleaners, domestics",9233,129,14128,2.3,14694,1.8,9516,11340,11851,12292,13245,15123,16272,17129,18329,20937
"      Launderers, dry cleaners, pressers",9234,11,13300,5.1,13634,1.7,x,x,11385,11737,12475,13865,x,x,x,x
      Refuse and salvage occupations,9235,22,18190,-1.1,18771,-1.3,14862,15990,16298,16717,17487,19366,20190,20916,21670,x
      Elementary cleaning occupations n.e.c.,9239,x,17261,1.4,18081,-2.8,x,x,x,x,x,x,x,x,x,x
    Elementary Security Occupations,924,116,21093,2.3,21647,1.0,14207,16364,17342,18096,19569,22878,24987,25704,26604,29312
      Security guards and related occupations,9241,101,21575,1.7,22098,0.6,14678,16938,17775,18584,19951,23493,25290,26038,26817,29513
      Traffic wardens,9242,x,20014,-3.9,22792,-7.6,x,x,x,x,x,x,x,x,x,x
      School crossing patrol attendants,9243,x,x,,x,,x,x,x,x,x,x,x,x,x,x
      School mid-day assistants,9244,x,13159,13.2,14369,20.9,x,x,x,x,x,x,x,x,x,x
      Car park attendants,9245,6,17514,0.3,18332,4.6,x,13603,13823,14791,15625,18573,20069,x,x,x
      Elementary security occupations n.e.c.,9249,5,18910,6.3,20436,6.4,x,15809,16211,17187,18058,22066,22794,x,x,x
    Elementary Sales Occupations,925,36,13669,-3.4,14625,-2.5,11441,12163,12395,12635,12967,14505,15798,16395,16889,x
      Shelf fillers,9251,34,13674,-3.5,14701,-1.6,11673,12212,12477,12635,13063,14602,15876,16469,16889,x
      Elementary sales occupations n.e.c.,9259,x,12489,-6.6,13731,-10.3,x,x,x,11010,12259,x,x,x,x,x
Not Classified,,:,,,,,,,,,,,,,,
