Description,Code,No_jobs,Median,change,Mean,change.1,10,20,25,30,40,60,70,75,80,90
      Financial administrative occupations n.e.c.,4129,97,21076,2.3,22327,2.0,10502,14159,15716,16917,19000,22388,24793,26360,27781,x
    Administrative occupations: Records,413,341,21652,1.3,22413,0.9,10867,14803,16764,18005,20093,23297,25439,26438,28283,32598
      Records clerks and assistants,4131,129,21067,4.2,21782,2.7,10978,14163,15923,17114,19337,22381,24387,25684,27405,x
      Pensions and insurance clerks and assistants,4132,37,21380,-0.3,22607,2.1,x,17156,18012,19061,20323,23083,24608,25822,x,x
      Stock control clerks and assistants,4133,79,21785,-0.6,22650,-0.6,9566,13750,16118,17866,20071,23163,25433,26439,27694,x
      Transport and distribution clerks and assistants,4134,56,25480,-0.5,26644,0.7,17015,20829,21816,22381,24003,27231,30186,31109,32448,x
      Library clerks and assistants,4135,22,14659,4.4,14961,2.0,5404,7747,8673,9989,13125,16532,19481,20553,21319,x
      Human resources administrative occupations,4138,19,21087,3.2,21397,-4.1,11833,16004,17491,17830,19824,22331,24163,24944,25763,x
    Other administrative occupations,415,868,18400,2.2,19522,0.6,6726,9600,10977,12431,15577,20565,23000,24597,26372,32135
      Sales administrators,4151,58,21170,-3.6,21720,-4.3,9705,15557,17436,18332,19707,22500,24422,25065,25897,x
      Other administrative occupations n.e.c.,4159,810,18064,2.5,19364,1.1,6612,9430,10765,12000,15130,20365,22830,24489,26420,32411
    Administrative occupations: Office managers and supervisors,416,225,28685,1.2,31162,0.4,13343,19249,20800,22782,25745,31651,35217,37878,41002,49938
      Office managers,4161,189,29658,1.1,31996,0.4,12900,19174,20746,22880,26639,32509,36432,39426,42552,51316
      Office supervisors,4162,36,25928,0.2,26789,-0.1,x,20195,21000,21746,23928,27464,29557,30560,32072,x
  Secretarial and related occupations,42,535,15985,2.8,17745,1.4,6343,9000,9999,11265,13495,18146,20879,22342,24157,30420
    Secretarial and related occupations,421,535,15985,2.8,17745,1.4,6343,9000,9999,11265,13495,18146,20879,22342,24157,30420
      Medical secretaries,4211,36,18107,-0.1,17389,0.2,x,x,12685,14468,16524,19955,21245,21896,23130,x
      Legal secretaries,4212,23,19497,2.4,20287,-1.7,10866,14448,15246,16525,17923,20801,22523,23132,24411,x
      School secretaries,4213,20,17445,5.1,17305,5.2,x,11297,12509,14486,15875,19650,20880,22186,22876,x
      Company secretaries,4214,14,9904,-10.7,16245,-11.8,x,7591,8551,8760,9000,x,x,x,x,x
      Personal assistants and other secretaries,4215,194,18175,2.9,21022,1.7,4755,7949,8841,10145,13440,22155,26735,29046,31920,39257
      Receptionists,4216,230,14317,3.3,14846,3.1,7003,9209,9962,10965,12527,16188,17784,18933,19808,23426
      Typists and related keyboard occupations,4217,17,17971,0.8,18551,-0.7,x,11645,14131,14784,16928,19601,20734,21116,x,x
Skilled trades occupations,5,1545,26607,-3.5,27906,-3.7,13475,18393,19862,21218,24000,29528,32621,34722,36687,42825
  Skilled agricultural and related trades,51,89,20903,0.6,21168,-0.2,x,17443,18089,18746,19721,22211,23782,24777,26015,x
    Agricultural and related trades,511,89,20903,0.6,21168,-0.2,x,17443,18089,18746,19721,22211,23782,24777,26015,x
      Farmers,5111,x,21302,,24165,-7.5,x,x,x,17690,20323,25782,x,x,x,x
      Horticultural trades,5112,x,x,,22503,7.4,x,x,x,x,x,x,x,x,x,x
      Gardeners and landscape gardeners,5113,34,20214,-0.4,19889,1.1,x,x,x,18072,19467,21783,23241,24152,x,x
      Groundsmen and greenkeepers,5114,35,20393,-0.6,20980,-2.4,14798,17741,18323,18932,19503,21706,22813,23507,24312,x
      Agricultural and fishing trades n.e.c.,5119,10,24330,11.7,23807,3.2,x,x,19866,21314,22151,26107,27062,x,x,x
"  Skilled metal, electrical and electronic trades",52,817,30940,-2.7,32139,-3.1,18725,22789,24402,25701,28379,33504,36503,38397,40305,46684
"    Metal forming, welding and related trades",521,58,27166,-5.2,29106,-1.5,16967,21341,22415,23599,25021,29554,32147,33575,35397,x
      Smiths and forge workers,5211,x,14750,,17113,,x,x,x,x,x,x,x,x,x,x
"      Moulders, core makers and die casters",5212,x,x,,24397,-0.4,x,x,x,x,x,x,x,x,x,x
      Sheet metal workers,5213,8,24132,-5.7,27763,-2.1,x,19036,20491,20843,21536,25974,x,x,x,x
"      Metal plate workers, and riveters",5214,x,33211,2.1,37393,8.5,x,x,x,x,x,x,x,x,x,x
      Welding trades,5215,41,27145,-3.6,27989,-3.5,18191,21843,22815,23930,25043,29027,30694,32147,34217,x
      Pipe fitters,5216,x,37743,-1.6,40821,4.8,x,x,x,x,x,x,x,x,x,x
"    Metal machining, fitting and instrument making trades",522,335,30956,-1.9,32265,-3.4,18414,22272,23693,25081,27850,34139,37171,38985,41104,47643
      Metal machining setters and setter-operators,5221,54,27914,-3.5,28754,-3.8,18439,21799,22880,24437,25856,30542,32684,34241,35528,x
"      Tool makers, tool fitters and markers-out",5222,7,31630,4.4,33465,3.7,x,x,28043,28650,29983,33325,x,x,x,x
      Metal working production and maintenance fitters,5223,259,31647,-2.7,33081,-3.5,18404,22274,23770,25397,28542,35263,38602,40292,42398,49923
      Precision instrument makers and repairers,5224,10,27098,-2.7,28690,-5.8,x,21193,23142,23486,25007,29851,x,x,x,x
      Air-conditioning and refrigeration engineers,5225,x,31232,-9.9,33167,-2.9,x,x,x,x,29745,35396,x,x,x,x
    Vehicle trades,523,152,28318,-3.2,28933,-5.4,17439,21300,22623,24193,26365,30187,32358,33702,35230,40258
"      Vehicle technicians, mechanics and electricians",5231,118,28165,-2.2,28402,-4.7,17268,21095,22302,23730,26213,30118,32311,33248,35039,x
      Vehicle body builders and repairers ,5232,18,25972,,26246,-10.3,15704,20491,22011,23086,25060,27808,30023,31323,x,x
      Vehicle paint technicians,5234,x,27088,-7.6,27287,-5.9,x,x,x,25330,26236,28697,x,x,x,x
      Aircraft maintenance and related trades,5235,x,x,,41015,4.1,x,x,x,x,x,x,x,x,x,x
      Boat and ship builders and repairers,5236,x,29642,9.0,30131,-5.6,x,x,x,x,x,x,x,x,x,x
      Rail and rolling stock builders and repairers,5237,x,46753,,44201,-5.2,x,x,x,x,43581,50789,x,x,x,x
    Electrical and electronic trades,524,236,32805,-2.3,33784,-1.9,20475,24959,26264,28099,30572,35223,38588,40066,41642,47806
      Electricians and electrical fitters,5241,120,32356,-2.1,32695,-2.0,19853,24699,26019,27811,30235,34751,37239,39076,40508,45010
      Telecommunications engineers,5242,14,33508,-2.8,37010,0.1,x,26631,27428,28783,31171,36704,x,x,x,x
"      TV, video and audio engineers",5244,x,x,,24623,-9.8,x,x,x,x,x,x,x,x,x,x
      IT engineers,5245,10,28637,-2.4,31220,-2.1,x,x,x,22162,26373,31064,x,x,x,x
      Electrical and electronic trades n.e.c.,5249,89,34526,0.1,35422,-0.8,x,25659,27654,28981,31371,37258,40428,42000,43908,x
"    Skilled metal, electrical and electronic trades supervisors",525,36,36334,1.0,38585,1.1,23101,29459,31059,32563,34271,37963,41541,42795,45510,x
"      Skilled metal, electrical and electronic trades supervisors",5250,36,36334,1.0,38585,1.1,23101,29459,31059,32563,34271,37963,41541,42795,45510,x
  Skilled construction and building trades,53,269,28494,-1.6,29381,-1.7,16726,21004,22491,24157,26391,30737,33386,34995,36723,42744
    Construction and building trades,531,193,27597,-2.2,27894,-1.7,16381,20414,21618,23156,25328,29711,31660,33106,34790,39019
      Steel erectors,5311,x,30363,3.1,31529,10.6,x,x,x,x,x,x,x,x,x,x
      Bricklayers and masons,5312,12,27756,,28000,3.6,x,x,21967,23570,26099,29621,31615,x,x,x
"      Roofers, roof tilers and slaters",5313,x,x,,23982,-11.3,x,x,x,x,x,x,x,x,x,x
      Plumbers and heating and ventilating engineers,5314,50,31602,-1.3,31112,-1.6,17699,x,26279,27395,29673,33558,35521,36089,37839,x
      Carpenters and joiners,5315,68,27520,-2.7,27657,-2.0,17696,21099,22118,23460,25609,29139,30816,31471,32883,x
"      Glaziers, window fabricators and fitters",5316,18,22980,-1.6,23300,-1.2,16763,18075,18722,19486,20786,24066,25128,26310,x,x
      Construction and building trades n.e.c.,5319,30,26273,,26864,-2.2,12137,19092,20547,21590,24163,27623,30288,32705,34817,x
    Building finishing trades,532,34,25030,-5.5,24928,-12.7,11668,19370,20453,21254,23226,26603,28486,29841,31086,x
      Plasterers,5321,x,26691,-10.1,25164,-11.2,x,x,x,x,25696,27175,x,x,x,x
      Floorers and wall tilers,5322,10,25283,-7.6,24987,-13.7,x,x,20902,22220,24038,26110,27620,x,x,x
      Painters and decorators,5323,18,23224,-9.1,24821,-12.7,x,19116,19869,20508,21583,25528,28001,29837,x,x
    Construction and building trades supervisors,533,42,37525,-2.6,39823,2.4,27799,30781,31562,33379,35551,40594,43816,46618,48373,x
      Construction and building trades supervisors,5330,42,37525,-2.6,39823,2.4,27799,30781,31562,33379,35551,40594,43816,46618,48373,x
"  Textiles, printing and other skilled trades",54,370,18937,-4.6,19112,-5.5,8636,11699,13251,14598,17178,20596,22599,23752,24844,28967
    Textiles and garments trades,541,18,19852,-1.4,20883,-3.8,x,15762,16220,17119,18314,22326,23929,x,x,x
      Weavers and knitters,5411,x,24050,1.3,22885,-6.3,x,x,x,x,x,x,x,x,x,x
      Upholsterers,5412,x,21040,6.9,21192,5.4,x,x,x,x,20184,22807,x,x,x,x
      Footwear and leather working trades,5413,x,18641,-15.9,21533,-10.7,x,x,x,x,18008,x,x,x,x,x
      Tailors and dressmakers,5414,x,x,,x,,x,x,x,x,x,x,x,x,x,x
"      Textiles, garments and related trades n.e.c.",5419,x,x,,20142,4.8,x,x,x,x,x,x,x,x,x,x
    Printing trades,542,25,23887,-3.4,24099,-3.6,12429,17966,18920,19806,21448,26063,27477,28675,30037,x
      Pre-press technicians,5421,x,x,,24867,-6.7,x,x,x,x,x,x,x,x,x,x
      Printers,5422,15,26158,2.1,26001,-1.3,x,19174,20334,21171,24012,27362,29197,30411,x,x
      Print finishing and binding workers,5423,9,20492,-12.8,20684,-9.2,x,x,x,16915,19184,21544,22771,x,x,x
    Food preparation and hospitality trades,543,302,18103,-4.6,18149,-5.5,8286,10945,12470,13666,16119,19756,21582,22667,23841,27344
      Butchers,5431,29,22561,3.5,22870,4.0,x,x,x,x,20640,24149,26222,x,x,x
      Bakers and flour confectioners,5432,18,19933,2.0,20720,4.3,13201,16137,17113,17988,19200,20567,21702,22581,x,x
      Fishmongers and poultry dressers,5433,x,18987,,18548,20.9,x,x,x,x,x,x,x,x,x,x
      Chefs,5434,150,17906,-10.4,18018,-11.9,7983,10471,11917,13480,15799,19643,21729,22899,24000,27619
      Cooks,5435,54,13506,3.1,13815,2.9,6411,8889,9567,10520,12007,15135,16310,17844,18483,x
      Catering and bar managers,5436,48,19728,-6.6,19564,-10.0,10295,14032,15703,17058,18575,21294,22690,23230,24063,x
    Other skilled trades,544,26,23256,-0.7,24311,2.1,10850,16726,18727,19685,20925,25425,27628,29088,x,x
"      Glass and ceramics makers, decorators and finishers",5441,x,20179,-9.3,21576,-5.6,x,x,x,x,x,x,x,x,x,x
      Furniture makers and other craft woodworkers,5442,9,24393,2.6,26077,4.9,x,19608,19829,20346,22620,26417,27693,x,x,x
      Florists,5443,x,x,,x,,x,x,x,x,x,x,x,x,x,x
      Other skilled trades n.e.c.,5449,12,23755,-6.9,26139,-3.3,x,18949,20363,20808,22327,25867,x,x,x,x
"Caring, leisure and other service occupations",6,2180,15655,1.8,16332,2.6,6296,9283,10601,11791,13757,17775,19961,21130,22492,26364
  Caring personal service occupations,61,1878,15713,2.6,16264,3.0,6511,9610,10892,12002,13893,17724,19845,21004,22245,25981
    Childcare and related personal services,612,696,13748,2.6,13859,0.8,5896,8581,9789,10831,12371,14924,16471,17455,18503,21682
      Nursery nurses and assistants,6121,173,14462,2.4,14679,2.3,6645,8926,9936,11069,12845,16318,17893,18593,19536,22186
      Childminders and related occupations,6122,18,14372,-1.1,15858,-9.1,x,7551,8665,9840,11691,17147,19234,21306,x,x
      Playworkers,6123,34,6388,,7248,5.4,1780,2433,2823,3414,4323,7659,9502,10302,11590,x
      Teaching assistants,6125,321,13980,1.1,14163,0.4,6658,9402,10555,11388,12855,15058,16418,17439,18495,21807
      Educational support assistants,6126,151,13359,1.3,13528,-0.1,6471,8989,10200,11026,12349,14413,15600,16329,17382,20465
    Animal care and control services,613,47,18442,1.1,18438,1.1,8720,11730,12957,14582,17006,20400,22266,23220,24504,x
      Veterinary nurses,6131,16,18841,1.2,19220,-0.8,10893,12762,14535,15889,17784,21185,22918,23772,24674,x
      Pest control officers,6132,x,22660,-8.4,23211,-5.0,x,x,x,x,22184,25034,x,x,x,x
      Animal care services occupations n.e.c.,6139,27,17847,8.5,17241,3.0,7413,10314,11290,12666,15798,19204,21195,22044,22965,x
    Caring personal services,614,1135,17558,5.0,17650,4.2,6882,10254,11731,13040,15377,19607,21540,22655,23978,27837
      Nursing auxiliaries and assistants,6141,344,18651,3.3,18197,3.2,7103,11154,12681,13986,16482,20451,22140,23127,24200,27398
      Ambulance staff (excluding paramedics),6142,22,25248,7.3,26157,7.9,14624,19497,20265,21468,22825,28048,29722,31835,32522,x
      Dental nurses,6143,47,16667,8.2,16585,4.5,x,10821,11905,12886,14909,17789,19113,19714,20450,x
      Houseparents and residential wardens,6144,13,21538,2.8,21740,-1.1,x,12728,14563,16527,18218,24334,25929,27861,x,x
      Care workers and home carers,6145,604,16502,6.2,16699,4.3,6289,9421,10809,12087,14314,18562,20587,21634,22992,27038
      Senior care workers,6146,74,20105,6.9,20575,5.9,x,14656,15830,16762,18293,21973,24237,25154,26136,x
      Care escorts,6147,13,7533,1.2,9112,13.5,x,5423,5975,6630,7249,8523,x,x,x,x
"      Undertakers, mortuary and crematorium assistants",6148,17,22971,1.8,22981,9.4,11634,13735,15562,17032,21160,25452,27416,28704,31168,x
"  Leisure, travel and related personal service occupations",62,303,15273,-3.6,16754,0.4,5622,7903,8968,10218,12746,18281,20655,22432,23953,28867
    Leisure and travel services,621,98,18454,5.0,20118,6.3,x,8376,10045,11722,15387,21291,25890,27494,30109,x
      Sports and leisure assistants,6211,39,x,,12514,-0.4,x,x,x,x,x,15373,17725,19255,x,x
      Travel agents,6212,18,16869,-15.4,18136,-20.8,9670,11077,12180,12998,14422,19166,21280,x,x,x
      Air travel assistants,6214,10,16360,,16664,-15.3,x,9447,10840,11928,14109,18435,20468,x,x,x
      Rail travel assistants,6215,26,33310,-2.9,35008,-3.0,21855,26567,27660,28716,31081,36491,39425,41771,43860,x
      Leisure and travel service occupations n.e.c.,6219,x,x,,14511,29.2,x,x,x,x,x,x,x,x,x,x
    Hairdressers and related services,622,73,10608,-13.1,11415,-14.6,5865,6738,7255,7771,9020,12232,13740,14355,15541,x
      Hairdressers and barbers,6221,46,10973,-10.1,11790,-13.9,6123,7147,7636,8103,9419,12772,13928,14918,15755,x
      Beauticians and related occupations,6222,27,9791,-17.1,10784,-16.0,5486,6232,6564,7136,8472,11346,13093,13827,14636,x
    Housekeeping and related services,623,91,18395,4.4,17319,3.4,5560,8959,10352,12093,15075,19803,21930,23007,24164,27072
      Housekeepers and related occupations,6231,30,14497,1.1,15666,8.1,6116,8608,9490,10373,12470,16980,19234,19947,20917,x
      Caretakers,6232,61,19498,1.9,18145,1.0,5393,9568,11182,13365,17836,21239,23184,24018,24969,x
    Cleaning and housekeeping managers and supervisors,624,41,16686,-2.0,16915,-2.7,7110,9409,10714,11653,13775,18634,21367,22594,23209,x
      Cleaning and housekeeping managers and supervisors,6240,41,16686,-2.0,16915,-2.7,7110,9409,10714,11653,13775,18634,21367,22594,23209,x
Sales and customer service occupations,7,1767,14582,0.5,15953,-1.7,5613,7945,8971,10051,12167,17185,19342,20617,22154,27317
  Sales occupations,71,1287,13043,1.9,14347,-0.7,5244,7413,8260,9121,11089,15118,17593,18572,19893,24128
    Sales assistants and retail cashiers,711,1157,12204,2.0,13489,-1.1,5005,7204,7920,8689,10484,14274,16437,17727,18764,22349
      Sales and retail assistants,7111,975,12071,2.3,13441,-1.3,4850,7099,7818,8581,10368,14148,16337,17680,18759,22502
      Retail cashiers and check-out operators,7112,100,10555,1.5,11332,-0.4,4531,6413,7347,7976,9259,12100,13974,14704,15698,18619
      Telephone salespersons,7113,8,18706,-10.7,21014,-3.3,x,13791,14924,16129,17795,20665,24557,x,x,x
      Pharmacy and other dispensing assistants,7114,62,15081,7.6,14127,1.1,7217,9019,9916,10929,12979,16359,17644,18073,18562,x
      Vehicle and parts salespersons and advisers,7115,12,23802,-2.0,26441,-1.9,x,20853,21116,21694,22694,25066,26113,x,x,x
    Sales related occupations,712,48,20182,-1.4,20571,-3.5,7846,11101,13574,15793,18444,21748,23223,24222,25528,x
      Collector salespersons and credit agents,7121,x,19901,,21657,,x,x,x,x,x,x,x,x,x,x
"      Debt, rent and other cash collectors",7122,12,20535,3.6,20163,-0.9,x,15980,16766,17381,18708,21748,22553,22941,x,x
      Roundspersons and van salespersons,7123,x,21269,-9.9,21225,-13.6,x,x,x,x,20810,21645,x,x,x,x
      Market and street traders and assistants,7124,x,x,,x,,x,x,x,x,x,x,x,x,x,x
      Merchandisers and window dressers,7125,9,17772,-2.0,17945,-6.3,x,x,x,x,15726,19641,22621,x,x,x
      Sales related occupations n.e.c.,7129,22,20678,-5.5,22101,-6.5,8190,10486,12153,13587,18870,22297,24573,25680,27893,x
    Sales supervisors,713,83,20875,-3.1,22743,1.5,13222,15585,16790,18065,19517,22476,25471,26758,28287,x
      Sales supervisors,7130,83,20875,-3.1,22743,1.5,13222,15585,16790,18065,19517,22476,25471,26758,28287,x
  Customer service occupations,72,480,19544,-0.8,20259,-1.5,7274,10935,12562,14315,17747,21471,24103,25543,27253,33267
    Customer service occupations,721,416,18771,1.5,18627,0.8,6755,10144,11548,13042,16393,20271,22495,23673,25113,30009
      Call and contact centre occupations,7211,39,19044,1.8,19147,0.9,9706,13400,15210,16794,18175,20247,21749,22859,23720,x
      Telephonists,7213,5,x,,16590,2.9,x,8295,9123,10533,x,20150,x,x,x,x
      Communication operators,7214,12,25689,-0.3,25371,-1.4,12408,16333,19221,21289,23806,27911,30430,31500,x,x
      Market research interviewers,7215,x,x,,x,,x,x,x,x,x,x,x,x,x,x
      Customer service occupations n.e.c.,7219,355,18609,0.8,18483,0.9,6488,9810,11295,12707,15935,20193,22325,23521,25021,29989
    Customer service managers and supervisors,722,64,28402,-0.3,30816,-1.9,17874,20983,23240,24545,26578,31157,34484,35968,39144,x
      Customer service managers and supervisors,7220,64,28402,-0.3,30816,-1.9,17874,20983,23240,24545,26578,31157,34484,35968,39144,x
"Process, plant and machine operatives",8,1191,24357,-1.9,26035,-1.2,12733,17707,18927,20054,22209,26958,30169,31992,33790,39221
"  Process, plant and machine operatives",81,566,23173,-2.9,24705,-2.4,14365,17643,18532,19558,21287,25449,28468,30163,32083,36485
    Process operatives,811,199,21896,-3.0,23516,-2.6,14094,17032,18023,18860,20324,23580,25998,28015,30040,34846
"      Food, drink and tobacco process operatives",8111,123,20561,-1.0,21372,-2.1,13341,16459,17270,18081,19361,22000,23575,24955,26051,30909
      Glass and ceramics process operatives,8112,5,21830,0.9,22249,-2.8,x,x,16611,17109,20693,22760,x,x,x,x
      Textile process operatives,8113,10,20482,-11.5,21234,-10.2,x,13079,15472,15922,17353,23816,25849,26833,x,x
      Chemical and related process operatives,8114,26,29609,0.1,32060,-1.2,17876,20824,22056,23515,26114,32661,36013,39402,41525,x
      Rubber process operatives,8115,x,x,,23098,-11.0,x,x,x,x,x,x,x,x,x,x
      Plastics process operatives,8116,10,22489,-0.1,24294,-3.5,x,17620,18099,19552,21568,23277,25701,x,x,x
      Metal making and treating process operatives,8117,10,26305,1.5,26755,-4.0,x,20727,21438,22600,24066,28900,30797,32111,x,x
      Electroplaters,8118,6,26082,1.5,26508,-5.8,x,x,x,19730,23826,28993,31807,x,x,x
      Process operatives n.e.c.,8119,6,25518,-8.2,25626,-9.4,x,x,x,20215,23340,27608,30645,x,x,x
    Plant and machine operatives,812,74,24582,-3.1,25830,-2.5,17037,18948,20006,20837,22592,27038,29686,31140,32818,x
      Paper and wood machine operatives,8121,14,23225,1.0,24001,0.3,16487,18424,19914,20135,21399,24387,26727,27638,x,x
      Coal mine operatives,8122,x,27187,,29043,-5.5,x,x,x,x,x,x,x,x,x,x
      Quarry workers and related operatives,8123,x,28260,-8.9,32173,-4.5,x,x,x,x,x,x,x,x,x,x
      Energy plant operatives,8124,x,33268,-3.4,32623,-7.6,x,x,x,x,x,x,x,x,x,x
      Metal working machine operatives,8125,17,22842,-3.5,23570,-4.6,16780,18545,18816,19575,20853,24453,26402,27668,28446,x
      Water and sewerage plant operatives,8126,9,30683,-4.4,30622,-1.2,x,21963,24462,25710,29141,32639,34093,x,x,x
      Printing machine assistants,8127,15,22925,-1.0,24079,0.3,15418,18087,19140,19926,21405,25177,27360,29194,x,x
      Plant and machine operatives n.e.c.,8129,10,23960,-2.6,24194,-6.3,x,18224,18700,20246,22287,24953,28442,29679,x,x
    Assemblers and routine operatives,813,187,22658,-1.2,24054,-2.1,14394,17496,18214,19107,20926,24726,27383,29293,30710,35738
      Assemblers (electrical and electronic products),8131,20,20986,-9.2,22044,-6.6,13359,16588,17298,17701,19777,22934,24664,26382,28754,x
      Assemblers (vehicles and metal goods),8132,24,29409,-5.9,29908,-4.3,17905,20764,21868,22882,26399,33029,35667,36604,38446,x
      Routine inspectors and testers,8133,41,25468,1.0,26960,-0.5,17182,19671,20394,21761,23314,28220,30730,32258,34281,x
"      Weighers, graders and sorters",8134,x,x,,24231,,x,x,x,x,20020,x,x,x,x,x
"      Tyre, exhaust and windscreen fitters",8135,14,22513,1.5,22559,2.4,x,17307,17934,18642,20110,23943,25444,26302,x,x
      Sewing machinists,8137,15,16651,-3.1,16781,-3.9,9531,11813,12866,13945,15493,17970,19392,19805,20718,x
      Assemblers and routine operatives n.e.c.,8139,69,21884,1.9,22758,-0.9,15124,17609,18000,18530,20466,23247,25349,26778,27992,33067
    Construction operatives,814,106,26619,-2.5,27306,-1.9,13459,18876,20333,21992,24496,29686,32575,33757,35477,40924
"      Scaffolders, stagers and riggers",8141,12,33202,-2.4,33116,-4.3,x,22917,25345,26765,31195,35299,39066,40930,x,x
      Road construction operatives,8142,16,30562,0.2,31764,2.4,21891,24500,25729,26130,28242,33139,33889,35428,37873,x
      Rail construction and maintenance operatives,8143,10,34998,3.3,34020,-3.2,x,x,27517,29494,32261,37298,39023,41090,x,x
      Construction operatives n.e.c.,8149,68,24259,-2.3,24299,-4.5,10675,16598,18248,19698,21912,26264,29250,30438,32133,x
  Transport and mobile machine drivers and operatives,82,624,25558,-2.2,27241,-0.3,11302,17865,19424,20683,23127,28374,31812,33399,35301,41829
    Road transport drivers,821,515,24324,-2.1,24638,-1.5,10259,16614,18446,19725,22214,26811,29821,31656,33137,37592
      Large goods vehicle drivers,8211,175,30620,1.2,30467,0.9,20555,24095,25257,26117,28388,32650,34786,35937,37240,40281
      Van drivers,8212,235,20250,-1.0,20905,-0.3,7952,12008,14199,16079,18577,22293,24415,25836,28052,33676
      Bus and coach drivers,8213,93,23854,-5.8,23866,-8.1,10394,18202,20311,21231,22637,25710,27731,28865,30485,33965
      Taxi and cab drivers and chauffeurs,8214,9,x,,15986,14.4,x,7727,8393,9637,x,18232,x,x,x,x
      Driving instructors,8215,x,x,,28644,-3.6,x,x,x,x,x,x,x,x,x,x
    Mobile machine drivers and operatives,822,57,28333,-0.2,30062,-1.9,19302,21413,22770,23635,25973,30948,32944,34694,35932,x
      Crane drivers,8221,x,35425,-4.5,39908,-2.7,x,x,28676,29295,33246,38977,x,x,x,x
      Fork-lift truck drivers,8222,20,25072,-0.8,25458,-4.3,18191,20240,21416,22339,23184,26129,27790,29733,30708,x
      Agricultural machinery drivers,8223,x,31180,35.9,30554,18.0,x,x,x,x,x,x,x,x,x,x
      Mobile machine drivers and operatives n.e.c.,8229,30,30100,-0.2,31440,-1.0,19171,21355,23651,25234,28051,32354,35254,36246,37990,x
    Other drivers and transport operatives,823,52,52048,3.3,49833,4.7,22112,30849,34828,37494,46782,57428,59460,60795,64433,x
      Train and tram drivers,8231,28,59189,6.6,57505,2.8,31119,50077,51336,52265,57304,59894,62423,65690,70352,x
      Marine and waterways transport operatives,8232,x,31121,,32668,19.5,x,x,x,x,x,x,x,x,x,x
      Air transport operatives,8233,x,22987,-14.2,24918,-8.9,x,x,x,20782,22004,25448,x,x,x,x
      Rail transport operatives,8234,12,48750,2.9,50675,6.2,x,36311,38109,40258,45477,53610,57119,59747,x,x
      Other drivers and transport operatives n.e.c.,8239,x,35810,,36874,40.2,x,x,x,x,x,x,x,x,x,x
Elementary occupations,9,2196,15814,7.9,16156,5.9,3528,6164,7343,8737,11958,18704,21193,22693,24523,29268
  Elementary trades and related occupations,91,286,21320,1.0,22021,-0.7,12038,16631,17538,18267,19782,22789,24831,25869,27472,31930
    Elementary agricultural occupations,911,49,21594,3.9,21102,1.5,7855,x,17075,18000,19767,23248,25201,26172,27207,x
      Farm workers,9111,30,22278,3.9,21974,2.6,9560,x,17525,18333,20371,24189,26372,27149,x,x
      Forestry workers,9112,x,22667,,23679,1.1,x,x,x,x,x,x,x,x,x,x
      Fishing and other elementary agriculture occupations n.e.c.,9119,16,19774,1.2,19135,0.3,x,x,16400,17057,18017,21709,23212,24111,24972,x
    Elementary construction occupations,912,57,23295,-0.8,25239,3.3,15205,18005,19296,20064,21697,25349,28237,29204,31058,x
      Elementary construction occupations,9120,57,23295,-0.8,25239,3.3,15205,18005,19296,20064,21697,25349,28237,29204,31058,x
    Elementary process plant occupations,913,181,20612,-0.1,21254,-2.8,12587,16500,17243,18027,19370,22042,23749,24834,26102,30249
      Industrial cleaning process occupations,9132,17,19399,-1.9,18406,-8.7,x,x,x,x,x,20800,x,x,x,x
"      Packers, bottlers, canners and fillers",9134,83,19811,0.5,20360,0.4,12613,16235,17098,17629,18755,21156,22672,23755,24953,x
      Elementary process plant occupations n.e.c.,9139,81,21801,-0.4,22767,-3.7,14355,17161,18105,18858,20394,23394,25112,26409,27895,32995
  Elementary administration and service occupations,92,1909,13977,10.3,15276,8.3,3205,5586,6724,7817,10477,17543,20293,21824,23853,28697
    Elementary administration occupations,921,181,25532,,24951,40.6,12722,18240,20014,21212,24264,26937,28820,30006,31355,35586
"      Postal workers, mail sorters, messengers and couriers",9211,158,26285,,26565,30.3,17308,20880,22476,23899,24964,27686,29501,30562,31802,35967
      Elementary administration occupations n.e.c.,9219,x,x,,13827,2.0,x,x,x,x,x,x,x,x,x,x
    Elementary cleaning occupations,923,492,9125,4.0,10970,1.2,3451,4970,5653,6302,7472,10998,14035,15689,17590,20895
      Window cleaners,9231,x,17810,,17506,6.8,x,x,x,x,x,x,x,x,x,x
      Street cleaners,9232,7,19944,,19689,,x,x,18765,19312,19606,20816,21938,x,x,x
      Cleaners and domestics,9233,435,8371,2.0,10038,0.6,3249,4722,5294,5926,7082,9915,12074,13684,15320,19249
"      Launderers, dry cleaners and pressers",9234,15,14571,-4.3,13513,-7.7,x,6974,8047,9090,11575,16205,17034,17575,x,x
      Refuse and salvage occupations,9235,22,21005,2.8,21856,4.8,17180,19070,19504,19743,20549,21866,23246,23700,24657,x
      Vehicle valeters and cleaners,9236,11,17887,-3.7,16413,-7.7,x,9875,11530,13018,17085,18828,20113,20965,x,x
      Elementary cleaning occupations n.e.c.,9239,x,16324,-15.6,15959,-19.5,x,x,x,x,x,x,x,x,x,x
    Elementary security occupations,924,180,15795,45.7,15421,4.7,2359,3026,3252,3727,x,20231,23233,25122,27042,31207
      Security guards and related occupations,9241,87,24814,-2.3,24455,-2.2,x,18751,19818,20643,22612,26673,28946,29851,31131,x
