Description,Code,No_jobs,Median,change,Mean,change.1,10,20,25,30,40,60,70,75,80,90
    Sales And Related Associate Professionals,354,457,12.77,-3.0,14.92,-1.1,7.88,9.2,9.73,10.39,11.54,14.33,16.14,17.21,18.48,23.05
      Buyers and purchasing officers,3541,50,14.72,1.0,16.14,0.5,9.42,10.94,11.46,12.11,13.27,16.2,17.49,18.13,18.94,x
      Sales representatives,3542,301,12.3,-3.7,14.57,-2.1,7.5,8.69,9.21,9.74,11,13.69,15.74,16.98,18.6,23.34
      Marketing associate professionals,3543,95,13.68,-1.3,15.47,1.2,8.98,10.22,10.93,11.5,12.51,14.79,16.14,16.83,17.9,x
"      Estate agents, auctioneers",3544,11,11.75,-0.4,14.65,0.7,x,8.69,9.42,9.63,10.71,12.29,x,x,x,x
    Conservation Associate Professionals,355,29,13.49,-0.9,13.94,-2.0,8.03,10.06,10.68,11.16,12.52,14.39,15.88,16.5,17.31,x
      Conservation and environmental protection officers,3551,21,14.51,0.6,15.24,-0.1,10.23,12.25,12.47,12.8,13.58,15.89,16.74,17.43,18.07,x
      Countryside and park rangers,3552,8,10.09,-7.2,10.58,-3.1,x,7.85,8,8.14,9.21,10.9,11.2,12.51,x,x
    Public Service And Other Associate Professionals,356,413,13.46,-1.3,14.59,-0.9,9.15,10.36,10.94,11.53,12.51,14.63,15.94,16.69,17.59,20.27
      Public service associate professionals,3561,115,14.35,-5.3,15.18,-4.7,10.41,12.12,12.44,12.56,13.28,15.19,16.54,16.89,17.76,20.14
      Personnel and industrial relations officers,3562,137,12.39,0.5,13.98,0.2,8.38,9.51,9.97,10.26,11.24,13.64,15.33,16.17,17,19.78
      Vocational and industrial trainers and instructors,3563,96,12.38,-1.4,13.38,-0.8,9.13,10.02,10.48,10.89,11.62,13.58,14.62,15.35,16.18,18.81
      Careers advisers and vocational guidance specialists,3564,14,14.08,1.3,15.41,-0.1,9.91,11.44,11.73,12.25,13.49,14.55,15.93,16.2,x,x
"      Inspectors of factories, utilities and trading standards",3565,6,16.22,-7.0,18.38,-3.8,x,x,12.99,13.94,14.98,17.97,x,x,x,x
      Statutory examiners,3566,9,13.28,-1.7,14.07,-0.1,x,11.37,11.83,12.2,12.53,14.11,15.43,15.58,x,x
      Occupational hygienists and safety officers (health and safety),3567,27,16.53,2.7,17.64,2.4,10.03,12.35,12.83,13.88,15.54,17.96,19.32,20.5,21.23,x
      Environmental health officers,3568,10,15.74,-3.6,15.91,-3.2,x,13.16,13.48,14.76,15.49,16.32,17.23,17.56,x,x
Administrative and secretarial occupations,4,2973,9.72,0.7,10.9,1.0,7,7.8,8.13,8.47,9.06,10.55,11.55,12.26,13,15.48
   Administrative occupations,41,2344,9.85,0.7,11,1.2,7.05,7.94,8.25,8.59,9.2,10.67,11.7,12.36,13.12,15.55
    Administrative Occupations: Government And Related Organisations,411,371,10.41,-1.2,11.33,-1.5,8.14,8.88,9.14,9.38,9.78,11.21,12.27,12.64,13.51,15.31
      Civil Service executive officers,4111,85,12.4,-4.7,12.67,-2.8,9.58,10.56,10.77,11.15,11.69,12.71,13.58,13.71,14.54,16.04
      Civil Service administrative officers and assistants,4112,165,9.45,-1.9,10.02,-2.5,7.87,8.29,8.55,8.81,9.14,9.73,10.08,10.43,11.02,12.71
      Local government clerical officers and assistants,4113,109,11.15,0.0,11.97,1.0,8.44,8.99,9.37,9.62,10.46,12.02,12.93,13.58,13.99,16.01
      Officers of non-governmental organisations,4114,12,12.18,9.0,14.05,5.6,8.2,9.41,9.81,10.15,10.98,13.35,15.07,16.24,17.84,x
    Administrative Occupations: Finance,412,627,10.48,0.9,11.79,1.5,7.37,8.25,8.65,9,9.73,11.47,12.54,13.19,13.99,16.93
      Credit controllers,4121,29,10.2,-0.2,11.15,0.9,7.98,8.64,8.97,9.16,9.64,10.85,11.63,12.42,13.04,x
"      Accounts and wages clerks, book-keepers, other financial clerks",4122,377,10.72,1.4,12.07,1.2,7.47,8.41,8.77,9.13,9.91,11.73,12.89,13.62,14.58,17.68
      Counter clerks,4123,222,10.24,0.7,11.38,1.8,7.14,7.96,8.39,8.74,9.5,11.09,12.13,12.67,13.3,15.73
    Administrative Occupations: Records,413,390,9.71,2.1,10.85,2.4,7.11,7.93,8.18,8.44,8.97,10.45,11.37,11.95,12.72,15.17
      Filing and other records assistants/clerks,4131,150,9.81,1.0,10.66,0.9,7.3,8,8.25,8.65,9.08,10.46,11.24,11.86,12.51,14.66
      Pensions and insurance clerks,4132,41,10.64,2.8,12.04,2.9,7.66,8.35,8.75,9.17,9.89,11.71,12.82,13.6,14.55,x
      Stock control clerks,4133,77,9.51,3.2,10.52,3.1,6.75,7.5,7.92,8.14,8.71,10.33,11.3,11.73,12.35,14.79
      Transport and distribution clerks,4134,45,10.8,2.7,11.77,3.6,7.88,8.62,9.01,9.39,10.03,11.74,12.71,13.39,13.85,x
      Library assistants/clerks,4135,34,8.97,0.8,9.76,3.6,7.18,8,8.25,8.38,8.76,9.4,9.89,10.24,10.62,x
      Database assistants/clerks,4136,32,8.72,1.0,10.55,2.6,6.5,7.06,7.3,7.66,8.27,9.47,10.52,11.24,11.81,x
      Market research interviewers,4137,11,8.33,-1.0,9.85,0.3,6.48,6.96,7.19,7.67,8,8.74,9.63,x,x,x
    Administrative Occupations: Communications,414,37,11.54,-0.6,11.86,1.4,6.67,8.36,8.78,9.39,10.31,12.53,13.37,13.73,14.13,x
      Telephonists,4141,15,8.83,-1.1,9.59,2.2,6.04,6.78,7.23,7.77,8.47,9.75,10.54,10.89,11.68,x
      Communication operators,4142,22,13.09,1.9,13.21,0.8,9.35,10.23,10.89,11.58,12.3,13.69,14.13,14.63,15.15,x
    Administrative Occupations: General,415,919,9.19,1.4,10.32,1.5,6.64,7.41,7.73,8.01,8.61,9.9,10.85,11.45,12.28,14.84
      General office assistants/clerks,4150,919,9.19,1.4,10.32,1.5,6.64,7.41,7.73,8.01,8.61,9.9,10.85,11.45,12.28,14.84
   Secretarial and related occupations,42,629,9.35,0.5,10.49,0.2,6.71,7.44,7.72,8,8.67,10.11,11.14,11.66,12.43,15.12
    Secretarial And Related Occupations,421,629,9.35,0.5,10.49,0.2,6.71,7.44,7.72,8,8.67,10.11,11.14,11.66,12.43,15.12
      Medical secretaries,4211,47,10.62,3.7,10.6,0.9,8.38,8.99,9.41,9.63,10.16,10.97,11.14,11.15,11.15,12.68
      Legal secretaries,4212,33,10,0.6,11.04,0.9,7.59,8.33,8.63,8.76,9.28,10.62,11.42,11.89,12.63,x
      School secretaries,4213,33,9.23,2.2,10.32,1.6,7.1,7.63,8,8.15,8.74,9.68,10.53,11.26,11.81,x
      Company secretaries,4214,21,9.69,-3.1,11.74,-5.5,6.42,7.5,7.67,8.03,9.02,11.13,12.99,14.37,15.65,x
      Personal assistants and other secretaries,4215,251,11.03,0.6,12.28,0.9,7.36,8.4,8.85,9.4,10.11,12.03,13.29,13.96,14.92,17.61
      Receptionists,4216,232,7.96,0.4,8.37,0.0,6.26,6.8,7,7.16,7.56,8.39,8.79,9.07,9.46,10.78
      Typists,4217,12,9.07,1.5,9.42,1.7,7.05,7.64,7.82,8.2,8.69,9.41,9.77,10.09,x,x
Skilled trades occupations,5,1783,10.83,-0.1,11.68,0.6,6.77,7.95,8.49,8.97,9.93,11.85,13,13.63,14.42,16.89
   Skilled agricultural trades,51,117,8.62,-0.3,9.12,-0.7,6.43,6.99,7.2,7.45,8.15,9.09,9.77,10.16,10.55,12.06
    Agricultural Trades,511,117,8.62,-0.3,9.12,-0.7,6.43,6.99,7.2,7.45,8.15,9.09,9.77,10.16,10.55,12.06
      Farmers,5111,6,9.78,-0.5,10.35,-5.1,x,7.18,8.26,8.65,9.07,10.52,x,x,x,x
      Horticultural trades,5112,x,7.77,7.9,8.23,1.7,x,x,x,7.29,7.41,8.21,x,x,x,x
      Gardeners and groundsmen/groundswomen,5113,98,8.58,-0.1,9.01,-0.5,6.4,6.85,7.19,7.42,8.12,9.02,9.63,10.03,10.48,11.54
      Agricultural and fishing trades n.e.c.,5119,8,9.11,-1.3,9.94,-1.3,x,7.19,7.28,7.5,8.27,9.86,x,x,x,x
   Skilled metal and electrical trades,52,937,12.31,0.8,12.97,1.1,8.25,9.53,10.02,10.5,11.44,13.29,14.37,15.07,15.83,18.28
"    Metal Forming, Welding And Related Trades",521,88,11.49,3.8,12.31,4.0,8.5,9.25,9.69,10.05,10.85,12.1,13.3,14.06,14.8,16.67
      Smiths and forge workers,5211,x,11.04,-5.1,11.99,1.1,x,x,x,x,x,x,x,x,x,x
"      Moulders, core makers, die casters",5212,x,10.18,1.8,10.85,7.4,x,x,x,x,9.13,10.79,x,x,x,x
      Sheet metal workers,5213,17,11.33,2.6,11.39,-0.1,7.37,8.76,9.16,9.56,10.53,11.8,12.43,12.84,13.49,x
"      Metal plate workers, shipwrights, riveters",5214,12,12.02,5.3,13.33,7.9,9.64,10.61,10.88,11.09,11.43,12.65,14.25,15.18,x,x
      Welding trades,5215,47,11.03,4.0,11.95,3.6,8.25,9.08,9.39,9.89,10.55,11.83,12.5,13.41,14.27,x
      Pipe fitters,5216,8,14.86,8.9,15.31,9.9,x,12,12.56,13.59,14.19,15.45,15.87,x,x,x
"    Metal Machining, Fitting And Instrument Making Trades",522,382,12.69,1.5,13.32,1.5,8.14,9.57,10.21,10.74,11.66,13.69,14.91,15.73,16.57,19.26
      Metal machining setters and setter-operators,5221,54,11.67,1.9,12.4,3.7,8.74,9.58,10.01,10.39,11,12.51,13.41,14.06,14.68,x
"      Tool makers, tool fitters and markers-out",5222,11,12.29,6.0,12.76,4.3,x,10.03,10.76,11.3,11.77,12.83,14.15,14.66,x,x
      Metal working production and maintenance fitters,5223,305,12.93,0.9,13.49,1.1,7.98,9.55,10.22,10.84,11.86,13.95,15.27,16.12,16.97,19.82
      Precision instrument makers and repairers,5224,12,12.88,2.5,13.83,1.2,x,9.49,10.26,10.66,12.05,13.42,14.64,x,x,x
    Vehicle Trades,523,168,10.56,-1.4,11.16,0.2,7.35,8.56,8.95,9.35,10,11.38,12.1,12.47,13.08,15.09
"      Motor mechanics, auto engineers",5231,128,10.63,-2.6,11.22,-0.3,7.05,8.5,8.9,9.31,9.99,11.45,12.23,12.57,13.27,15.41
      Vehicle body builders and repairers,5232,24,10.41,2.3,10.91,-0.2,7.87,8.83,8.98,9.41,10,11.18,11.91,12.31,12.52,x
      Auto electricians,5233,x,11.35,7.1,11.9,6.5,x,x,x,x,x,x,x,x,x,x
      Vehicle spray painters,5234,13,10.45,2.9,10.89,3.0,8.2,8.61,8.9,9.03,9.95,10.83,12,12.06,x,x
    Electrical Trades,524,298,13.29,1.2,13.74,0.8,9.21,10.43,11.09,11.56,12.46,14.04,15.07,15.62,16.23,18.46
"      Electricians, electrical fitters",5241,139,13.43,-1.4,13.89,-0.4,8.87,10.62,11.24,11.66,12.63,14.2,15.26,15.81,16.43,18.81
      Telecommunications engineers,5242,33,14.15,5.0,14.38,1.4,10.3,12.45,12.7,13.21,13.62,14.8,15.9,16.15,16.4,x
      Lines repairers and cable jointers,5243,8,15.36,3.0,16.13,7.2,x,13.43,13.63,13.93,14.96,15.92,16.5,16.99,x,x
"      TV, video and audio engineers",5244,6,10.26,-0.3,10.75,-0.9,x,x,8.97,9.3,9.64,10.48,11.41,x,x,x
"      Computer engineers, installation and maintenance",5245,15,13.75,5.3,14.77,5.8,8.61,10.06,11.09,11.62,12.88,14.83,16.36,17.84,x,x
      Electrical/electronics engineers n.e.c.,5249,97,12.46,0.9,13.14,1.1,9.23,10.04,10.58,11.07,11.79,13.39,14.32,14.87,15.45,17.37
   Skilled construction and building trades,53,322,11.04,-0.4,11.6,-1.1,7.5,8.81,9.26,9.62,10.37,11.75,12.59,13.1,13.67,15.73
    Construction Trades,531,267,11.2,0.0,11.75,-0.6,7.52,8.92,9.36,9.75,10.5,11.99,12.79,13.26,13.89,16
      Steel erectors,5311,5,10.45,-5.1,11.38,-4.7,x,x,x,9.25,9.69,10.98,x,x,x,x
"      Bricklayers, masons",5312,23,11.18,0.9,11.93,1.3,8.18,9.15,9.75,10.13,10.62,11.71,12.49,12.65,13.02,x
"      Roofers, roof tilers and slaters",5313,14,10.38,-0.3,10.89,2.5,8,8.74,9.03,9.22,10.03,10.73,11.77,12.5,x,x
"      Plumbers, heating and ventilating engineers",5314,71,13.11,-0.6,13.43,-0.6,8.25,10.38,11.03,11.54,12.2,13.77,14.79,15.44,15.98,17.9
      Carpenters and joiners,5315,103,10.95,-0.8,11.19,-1.2,7.51,8.96,9.25,9.53,10.3,11.4,12.08,12.56,13.14,14.66
"      Glaziers, window fabricators and fitters",5316,23,8.91,0.2,9.59,1.7,6.99,7.4,7.53,7.97,8.5,9.48,10.2,10.83,11.13,x
      Construction trades n.e.c.,5319,29,10.67,-4.8,11.79,-4.3,7.42,8.87,9.54,9.75,10.27,11.67,12.44,12.85,13.57,x
    Building Trades,532,55,10.37,-1.3,10.81,-3.1,7.5,8.51,8.95,9.34,10,10.99,11.64,11.97,12.53,x
      Plasterers,5321,11,10.42,-2.8,10.71,-5.8,x,8.58,8.87,9.16,10,11.01,11.48,11.74,x,x
      Floorers and wall tilers,5322,10,9.59,-4.2,10.51,-6.2,x,7.89,8.61,8.95,9.47,10.62,11.73,x,x,x
      Painters and decorators,5323,34,10.48,-0.3,10.94,-1.4,7.5,8.55,9,9.5,10,10.99,11.64,11.97,12.53,x
"   Textiles, printing and other skilled trades",54,407,8,2.7,9.08,1.5,6,6.5,6.75,7,7.46,8.64,9.43,9.93,10.58,12.79
    Textiles And Garments Trades,541,22,9.51,1.2,10.41,2.0,6.16,7.15,7.44,7.68,8.8,10.37,11.26,11.58,x,x
      Weavers and knitters,5411,x,9.21,8.2,9.24,2.4,x,x,x,8.22,8.71,9.75,x,x,x,x
      Upholsterers,5412,9,9.99,-0.1,10.82,5.8,x,7.44,7.71,8.25,9.13,10.78,x,x,x,x
      Leather and related trades,5413,x,9.45,6.1,10.34,-11.9,x,x,x,x,8.24,x,x,x,x,x
      Tailors and dressmakers,5414,x,9.22,21.6,9.23,3.5,x,x,x,x,x,x,x,x,x,x
"      Textiles, garments and related trades n.e.c.",5419,x,x,,11.58,10.1,x,x,x,x,x,x,x,x,x,x
    Printing Trades,542,52,10.53,0.8,11.63,1.7,7.06,7.92,8.28,8.66,9.65,11.78,12.79,13.51,14.32,x
"      Originators, compositors and print preparers",5421,5,9.39,-7.6,10.29,-7.3,x,x,7.62,7.92,8.84,10.38,x,x,x,x
      Printers,5422,20,13.05,0.5,13.84,3.8,8.81,9.8,10.8,11.54,12.45,14.35,15.75,16.21,17.12,x
      Bookbinders and print finishers,5423,24,9.23,2.0,10.29,3.1,6.76,7.27,7.7,7.91,8.32,10.19,11,11.84,12.42,x
      Screen printers,5424,x,8.63,8.7,9.14,6.1,x,x,x,x,x,x,x,x,x,x
    Food Preparation Trades,543,294,7.51,2.2,8.34,1.1,6,6.32,6.5,6.73,7.11,8.06,8.66,9.01,9.5,11.18
"      Butchers, meat cutters",5431,29,7.95,5.1,8.66,-1.4,6.01,6.72,6.99,7.05,7.5,8.26,8.76,9,9.49,x
"      Bakers, flour confectioners",5432,22,8.04,1.9,8.53,2.4,6.25,6.92,7.21,7.37,7.74,8.45,9,9.28,9.43,x
"      Fishmongers, poultry dressers",5433,6,7.12,9.5,7.93,12.8,x,6.37,6.49,6.63,6.72,7.36,x,x,x,x
"      Chefs, cooks",5434,236,7.46,2.3,8.29,1.0,5.95,6.25,6.5,6.61,7,8,8.65,9,9.56,11.15
    Skilled Trades n. e. c.,549,39,9.19,2.1,9.93,4.6,6.25,7.09,7.45,7.74,8.43,9.58,10.11,10.69,11.35,x
"      Glass and ceramics makers, decorators and finishers",5491,7,9.29,7.0,10.23,8.7,x,7.33,7.72,8.05,8.41,9.61,10.76,x,x,x
"      Furniture makers, other craft woodworkers",5492,13,9.43,2.4,9.66,4.7,7.01,7.97,8.34,8.53,9.24,9.68,10.03,10.29,x,x
      Pattern makers (moulds),5493,x,14.64,7.4,15.4,13.0,x,x,x,x,x,x,x,x,x,x
      Musical instrument makers and tuners,5494,x,x,,x,,x,x,x,x,x,x,x,x,x,x
"      Goldsmiths, silversmiths, precious stone workers",5495,x,x,,12.15,11.8,x,x,x,x,9.14,x,x,x,x,x
"      Floral arrangers, florists",5496,5,6.51,0.2,6.91,0.0,x,x,6.01,6.04,6.25,6.73,7.18,x,x,x
      Hand craft occupations n.e.c.,5499,9,9,-4.2,9.71,-3.5,x,7.25,7.46,7.69,8.35,9.25,10.23,x,x,x
Personal service occupations,6,2281,8.26,0.0,8.99,0.6,6.11,6.65,6.92,7.15,7.68,8.88,9.67,10.14,10.68,12.38
   Caring personal service occupations,61,1872,8.28,0.0,8.83,0.3,6.16,6.71,6.96,7.19,7.71,8.88,9.65,10.09,10.59,12.1
    Healthcare And Related Personal Services,611,1182,8.49,-0.9,8.96,-0.2,6.19,6.77,7.02,7.29,7.9,9.12,9.89,10.34,10.86,12.42
      Nursing auxiliaries and assistants,6111,274,9.62,2.3,9.86,1.9,7.29,8.11,8.38,8.67,9.09,10.14,10.76,11.16,11.55,12.88
      Ambulance staff (excluding paramedics),6112,14,10.37,-1.7,11.29,-0.2,8.17,8.74,9.12,9.26,9.63,11.15,12.36,13.63,13.98,x
      Dental nurses,6113,37,9,3.5,9.11,3.3,6.45,7.18,7.56,7.91,8.5,9.59,10.05,10.5,10.83,x
      Houseparents and residential wardens,6114,26,9.63,-1.5,10.05,-3.1,6.52,7.43,7.88,8.35,9.2,10.31,11.15,11.75,12.11,x
      Care assistants and home carers,6115,831,7.93,-1.7,8.57,-0.7,6.09,6.51,6.75,6.98,7.4,8.52,9.32,9.8,10.33,12.03
    Childcare And Related Personal Services,612,658,7.99,1.4,8.6,1.3,6.14,6.64,6.86,7.04,7.49,8.52,9.22,9.69,10.14,11.62
      Nursery nurses,6121,135,7.13,-3.4,8.05,-1.1,5.93,6,6.15,6.3,6.62,7.89,9.02,9.65,10.41,11.59
      Childminders and related occupations,6122,18,8.02,2.8,8.98,5.7,5.98,6.42,6.79,6.97,7.45,8.94,9.7,10.14,10.81,x
      Playgroup leaders/assistants,6123,56,6.94,-0.9,7.61,-3.3,5.95,6.15,6.25,6.37,6.55,7.4,7.98,8.2,8.64,10.06
      Educational assistants,6124,449,8.23,1.7,8.86,2.2,6.59,6.99,7.2,7.39,7.78,8.72,9.41,9.79,10.17,11.78
    Animal Care Services,613,32,7.76,-2.7,8.27,-3.3,5.95,6.24,6.43,6.64,7.3,8.49,9.24,9.56,10.02,x
      Veterinary nurses and assistants,6131,14,8.82,4.6,8.82,-1.1,6.2,7.03,7.33,7.56,8.1,9.36,9.76,10.02,10.5,x
      Animal care occupations n.e.c.,6139,18,7.12,-2.0,7.84,-4.4,5.93,6,6.08,6.3,6.59,7.54,8.38,8.96,9.21,x
   Leisure and other personal service occupations,62,409,8.18,0.6,9.71,2.2,6,6.41,6.65,6.97,7.5,8.88,9.91,10.48,11.3,14.07
    Leisure And Travel Service Occupations,621,192,8.73,-1.3,11.09,3.5,6.12,6.68,7,7.25,7.97,9.94,11.35,12.37,13.37,17.8
      Sports and leisure assistants,6211,68,7.48,0.0,8.4,3.8,5.93,6.19,6.43,6.59,7.02,8.06,8.87,9.35,9.91,11.22
      Travel agents,6212,33,8.29,-4.6,9.45,-0.2,6.17,6.76,6.98,7.21,7.82,9,10.19,10.94,11.86,x
      Travel and tour guides,6213,17,7.36,3.9,7.86,0.3,6,6.43,6.69,6.81,7.05,7.77,8.24,8.49,8.98,x
      Air travel assistants,6214,45,12.78,-2.1,15.47,7.3,7.62,8.6,8.98,9.68,11.28,15.25,18.89,21.29,23.92,x
      Rail travel assistants,6215,19,13.58,7.1,13.9,6.3,10.07,11.29,11.85,12.4,12.72,14.41,15,15.38,16.53,x
      Leisure and travel service occupations n.e.c.,6219,11,7.48,-6.8,9.61,5.3,5.93,6.04,6.22,6.44,7.06,8.2,x,x,x,x
    Hairdressers And Related Occupations,622,76,6.75,0.0,7.55,-0.4,5.91,5.93,x,6,6.43,7.26,7.93,8.2,8.52,10.01
"      Hairdressers, barbers",6221,51,6.5,0.0,7.33,-0.1,5.5,x,5.93,6,6.18,7,7.55,8,8.39,x
      Beauticians and related occupations,6222,25,7.18,-2.7,7.98,-1.8,5.94,6.03,6.25,6.5,6.78,7.71,8.22,8.52,8.99,x
    Housekeeping Occupations,623,127,8.14,1.6,8.81,0.4,6.02,6.52,6.85,7.13,7.6,8.7,9.26,9.63,10.11,11.71
      Housekeepers and related occupations,6231,54,7.26,2.2,7.86,2.6,5.93,6.09,6.25,6.48,6.92,7.57,8.27,8.63,9.03,x
      Caretakers,6232,74,8.73,-0.6,9.42,-0.2,6.46,7.21,7.6,7.92,8.31,9.22,9.91,10.27,10.88,12.29
    Personal Services Occupations n. e. c.,629,14,10.03,1.8,10.5,3.5,7.64,8.61,8.95,9.15,9.79,10.46,11.14,11.39,11.73,x
      Undertakers and mortuary assistants,6291,11,9.99,1.5,10.6,3.7,7.61,8.48,8.73,9.07,9.62,10.5,11.25,11.51,11.92,x
      Pest control officers,6292,x,10.12,3.7,10.16,2.5,x,x,x,x,9.94,10.24,x,x,x,x
Sales and customer service occupations,7,1826,6.89,1.2,8.04,1.5,5.93,6.08,6.18,6.32,6.56,7.36,8.03,8.48,9,10.61
   Sales occupations,71,1421,6.69,2.1,7.7,1.7,5.93,6,6.1,6.24,6.43,7.02,7.52,7.9,8.36,9.84
    Sales Assistants And Retail Cashiers,711,1343,6.64,1.8,7.53,1.8,5.93,6,6.08,6.2,6.4,6.95,7.4,7.74,8.17,9.51
      Sales and retail assistants,7111,1175,6.59,1.4,7.51,1.8,5.93,5.98,6.04,6.13,6.37,6.9,7.35,7.7,8.14,9.5
      Retail cashiers and check-out operators,7112,135,6.75,3.7,7.11,2.2,6.09,6.26,6.37,6.39,6.59,6.95,7.24,7.38,7.62,8.42
      Telephone salespersons,7113,33,8.72,-0.4,9.33,-2.1,6.42,7.18,7.51,7.69,8.23,9.27,10.07,10.36,10.85,x
    Sales Related Occupations,712,78,8.47,0.7,9.96,1.2,6.29,6.96,7.24,7.47,7.94,9.19,10.08,10.67,11.49,14.3
      Collector salespersons and credit agents,7121,x,x,,11.03,3.3,x,x,x,x,x,x,x,x,x,x
"      Debt, rent and other cash collectors",7122,26,8.26,2.3,8.84,3.2,6.47,7.11,7.39,7.47,7.91,8.56,9.33,9.63,10.09,x
      Roundsmen/women and van salespersons,7123,6,9.07,-5.6,10.26,1.6,x,7.37,7.5,7.71,8.18,9.82,10.55,x,x,x
      Market and street traders and assistants,7124,x,x,,8.57,-16.9,x,x,x,x,x,x,x,x,x,x
      Merchandisers and window dressers,7125,18,8.35,7.7,10.82,3.0,6.17,6.45,6.86,6.99,7.48,9.44,10.78,11.55,12.77,x
      Sales related occupations n.e.c.,7129,26,8.64,-4.0,10.49,0.7,6.43,7,7.43,7.65,8.17,9.48,10.47,11.37,12.48,x
   Customer service occupations,72,405,8.23,0.3,9.05,-0.4,6.1,6.45,6.72,7.02,7.61,8.94,9.67,10.07,10.57,12.14
    Customer Service Occupations,721,405,8.23,0.3,9.05,-0.4,6.1,6.45,6.72,7.02,7.61,8.94,9.67,10.07,10.57,12.14
      Call centre agents/operators,7211,53,8.41,2.2,8.86,1.2,6.31,6.87,7.08,7.42,7.78,9.01,9.71,10.04,10.36,11.63
      Customer care occupations,7212,352,8.21,0.0,9.08,-0.7,6.09,6.37,6.63,6.98,7.57,8.93,9.66,10.08,10.61,12.23
"Process, plant and machine operatives",8,1465,9.37,-0.2,10.19,0.2,6.37,7.15,7.5,7.9,8.61,10.14,11.07,11.69,12.4,14.6
"   Process, plant and machine operatives",81,757,9.48,-0.2,10.46,-0.4,6.25,7,7.38,7.76,8.59,10.4,11.53,12.25,13.14,15.44
    Process Operatives,811,239,8.5,-1.9,9.5,-1.8,6,6.56,6.85,7.11,7.76,9.25,10.22,10.85,11.62,14.08
"      Food, drink and tobacco process operatives",8111,147,7.64,-1.8,8.56,-1.2,5.93,6.28,6.49,6.7,7.12,8.3,8.96,9.48,10.13,11.93
      Glass and ceramics process operatives,8112,5,9.64,-1.7,9.71,-9.0,x,7.13,7.48,7.82,8.6,9.94,10.24,x,x,x
      Textile process operatives,8113,9,8.94,12.2,9.98,8.4,6.38,7.28,7.54,7.77,8.39,9.31,9.95,x,x,x
      Chemical and related process operatives,8114,33,10.9,-5.8,11.77,-3.3,6.82,8.22,8.64,8.94,9.72,12.4,13.67,14.55,15.37,x
      Rubber process operatives,8115,6,10.8,9.4,10.97,4.1,x,8.89,9.28,9.37,9.97,11.63,12.76,12.94,x,x
      Plastics process operatives,8116,14,9.24,2.3,9.86,2.3,6.72,7.3,7.5,7.89,8.74,10.13,11.18,11.53,11.96,x
      Metal making and treating process operatives,8117,13,11.21,0.6,11.65,1.2,6.85,8.33,8.7,9.15,10.39,12.3,12.78,13.56,13.98,x
      Electroplaters,8118,5,8.75,-6.5,9.37,-4.2,x,7.34,7.77,7.94,8.33,9.3,10.21,x,x,x
      Process operatives n.e.c.,8119,8,9.72,0.6,10.65,-1.8,x,7.26,7.81,8.46,9.22,10.42,11.03,12.32,x,x
    Plant And Machine Operatives,812,136,10.5,1.7,11.32,1.0,6.75,7.5,8.07,8.6,9.58,11.32,12.51,13.18,13.94,16.71
      Paper and wood machine operatives,8121,23,9.91,1.9,10.25,0.1,6.42,7.24,7.69,8,8.81,10.76,11.67,11.97,12.75,x
      Coal mine operatives,8122,x,x,,16.65,2.2,x,x,x,x,x,x,x,x,x,x
      Quarry workers and related operatives,8123,5,10.64,2.1,12.9,4.6,x,8.97,9.32,9.47,10.3,x,x,x,x,x
      Energy plant operatives,8124,9,13.51,-3.4,14.58,-2.1,x,9.11,9.91,10.54,12.11,16.01,17.28,17.7,x,x
      Metal working machine operatives,8125,74,10.08,0.2,10.89,1.0,6.73,7.29,7.71,8.25,9.26,11.04,12.03,12.72,13.59,15.31
      Water and sewerage plant operatives,8126,8,12.87,5.4,12.71,2.7,x,10.04,10.49,10.83,12.05,13.52,14.03,14.67,x,x
      Plant and machine operatives n.e.c.,8129,15,9.63,0.4,11.1,4.4,6.72,7.26,7.92,8.61,9.21,10.52,11.33,11.78,x,x
    Assemblers And Routine Operatives,813,256,8.93,-0.1,9.93,0.7,6.13,6.8,7.16,7.52,8.22,9.86,10.84,11.45,12.32,14.73
      Assemblers (electrical products),8131,24,8.62,7.5,9.24,7.2,6.45,7.03,7.45,7.79,8.22,9.26,10,10.12,10.47,x
      Assemblers (vehicles and metal goods),8132,39,12.67,5.1,13.18,4.7,7.86,9.41,10,10.52,11.4,13.66,14.75,15.11,16.15,x
      Routine inspectors and testers,8133,45,10.23,-0.8,10.88,0.7,6.96,7.85,8.34,8.74,9.35,10.93,12.35,12.94,13.9,x
"      Weighers, graders, sorters",8134,6,7.9,1.8,8.78,1.8,x,6.31,6.7,7.19,7.58,8.73,9.36,x,x,x
"      Tyre, exhaust and windscreen fitters",8135,16,7.66,-11.5,8.3,-4.2,5.94,6.15,6.31,6.43,6.96,8.33,9.13,9.85,10.22,x
      Clothing cutters,8136,x,8.47,,10.11,-5.1,x,x,x,x,x,x,x,x,x,x
      Sewing machinists,8137,20,7.22,-0.6,8.17,5.2,5.93,6.2,6.38,6.55,6.95,7.92,8.3,8.78,9.62,x
      Routine laboratory testers,8138,8,8.69,0.4,10.01,6.5,6.58,7.52,7.61,7.97,8.52,9.13,10.25,11.28,x,x
      Assemblers and routine operatives n.e.c.,8139,95,8.2,-0.6,8.94,-1.1,6,6.37,6.71,7,7.55,8.84,9.73,10.1,10.94,12.48
