Description,Code,No_jobs,Median,change,Mean,change.1,10,20,25,30,40,60,70,75,80,90
  Managers and Directors in Retail and Wholesale,115,346,16.07,7.1,19.44,5.6,11.74,12.79,13.33,13.85,14.78,17.89,20.4,21.89,23.83,31.4
   Managers and directors in retail and wholesale,1150,346,16.07,7.1,19.44,5.6,11.74,12.79,13.33,13.85,14.78,17.89,20.4,21.89,23.83,31.4
  Senior Officers in Protective Services,116,13,28.41,4.0,29.94,1.9,x,23.97,25.52,27.22,27.59,29.55,30.27,x,x,x
   Officers in armed forces,1161,:,,,,,,,,,,,,,,
   Senior police officers,1162,8,29.34,4.9,30.6,-0.8,x,24.88,27.11,27.55,28.3,29.73,x,x,x,x
"   Senior officers in fire, ambulance, prison and related services",1163,x,27.31,19.0,28.85,8.7,x,x,x,x,27.23,27.83,x,x,x,x
  Health and Social Services Managers and Directors,117,14,24.86,0.4,26.27,1.2,x,19.16,20.41,22.06,23.74,26.52,27.67,x,x,x
   Health services and public health managers and directors,1171,x,x,,32.99,24.0,x,x,x,x,x,x,x,x,x,x
   Social services managers and directors,1172,10,23.01,3.4,24.06,5.0,x,17.02,18.99,19.65,22.23,24.64,25.3,x,x,x
 Other managers and proprietors,12,535,17.15,4.8,19.62,3.8,11.98,13.17,13.81,14.42,15.72,19.14,21.18,22.39,23.86,28.65
  Managers and Proprietors in Agriculture Related Services,121,23,15.63,1.5,17.09,5.6,11.22,12.29,12.65,12.98,14.1,16.89,19.52,20.38,x,x
   Managers and proprietors in agriculture and horticulture,1211,16,16.16,5.4,17.54,7.7,x,12.5,12.81,13.32,14.7,17.58,20.08,20.82,x,x
"   Managers and proprietors in forestry, fishing and related services",1212,7,14.44,-5.3,16.01,1.1,x,x,12.29,12.47,13.13,15.54,x,x,x,x
  Managers and Proprietors in Hospitality and Leisure Services,122,93,14.68,5.6,16.52,2.2,11.51,12.39,12.68,13.04,13.8,15.65,16.56,17.47,18.37,x
   Hotel and accommodation managers and proprietors,1221,14,15.23,8.9,20.76,-1.1,11.86,12.59,13.36,13.72,14.32,16.13,x,x,x,x
   Restaurant and catering establishment managers and proprietors,1222,35,13.76,5.8,14.53,2.8,11.09,12.02,12.39,12.73,13.21,14.56,15.28,15.83,16.21,x
   Publicans and managers of licensed premises,1223,15,15.12,7.2,15.16,7.0,x,12.22,12.55,12.74,13.66,15.93,16.27,16.62,x,x
   Leisure and sports managers,1224,28,15.55,1.2,17.87,2.8,11.62,12.47,13.13,13.51,14.4,17.22,19.44,20.85,21.15,x
   Travel agency managers and proprietors,1225,x,x,,18.59,8.1,x,x,x,x,x,x,x,x,x,x
  Managers and Proprietors in Health and Care Services,123,67,19.99,3.6,21.68,3.8,13.53,15.28,15.98,16.85,18.52,21.9,23.41,24.56,26.22,x
   Health care practice managers,1231,16,21.01,-6.5,23.63,-2.6,x,15.63,16.53,17.16,19.28,22.65,25.87,26.71,x,x
"   Residential, day and domiciliary care managers and proprietors",1232,50,19.84,4.1,21.17,5.9,13.53,15.11,15.82,16.84,18.44,21.75,23.18,24.15,25.77,x
   Early education and childcare services proprietors,1233,x,x,,15.5,-6.2,x,x,x,x,x,x,x,x,x,x
"  Managers in Logistics, Warehousing and Transport",124,187,16.86,2.7,18.8,4.7,11.98,13.28,13.92,14.49,15.67,18.32,20.39,21.29,22.75,27.15
   Managers in transport and distribution,1241,64,19.69,6.2,21.19,6.9,12.93,14.67,15.38,15.92,17.51,21.12,23.44,24.67,25.89,x
   Managers in storage and warehousing,1242,101,15.33,2.7,16.42,2.2,11.5,12.52,13.04,13.52,14.44,16.51,17.62,18.2,19.02,x
   Managers in logistics,1243,23,20.83,0.0,22.77,2.8,x,15.65,16.19,16.76,19.28,22.21,24.49,25.53,x,x
  Managers and Proprietors in Other Services,125,166,19.17,5.9,21.96,3.3,12.14,13.44,14.37,15.3,16.94,21.26,23.57,25.07,26.74,33.61
"   Property, housing and estate managers",1251,102,19.28,0.6,21.54,2.6,12.42,13.9,14.8,15.68,17.27,21.21,23.68,25,26.54,x
   Garage managers and proprietors,1252,x,18.07,12.5,24.74,4.7,x,x,x,14.5,15.82,x,x,x,x,x
   Hairdressing and beauty salon managers and proprietors,1253,x,x,,16.42,6.3,x,x,x,x,13.73,16.09,x,x,x,x
   Waste disposal and environmental services managers,1254,9,22.39,7.0,22.86,-9.5,x,15.16,16.23,19.69,22.31,24.02,25.99,x,x,x
   Managers and directors in the creative industries,1255,10,21.52,14.2,23.51,5.9,x,14.56,15.31,16,18.7,23.57,x,x,x,x
   Betting shop and gambling establishment managers,1256,..,,,,,,,,,,,,,,
   Hire services managers and proprietors,1257,6,14.17,,15.42,-23.1,x,x,x,11.71,12.03,14.97,x,x,x,x
   Directors in consultancy services,1258,x,x,,x,,x,x,x,x,x,x,x,x,x,x
   Managers and proprietors in other services n.e.c.,1259,25,18.17,13.8,22.57,14.6,11.7,12.76,13.06,14.17,15.65,20.09,21.97,x,x,x
Professional occupations,2,6442,23.39,4.8,25.28,4.5,14.66,17.24,18.25,19.33,21.34,25.53,28.11,29.63,31.6,37.22
" Science, research, engineering and technology professionals",21,1844,23.67,5.2,25.41,5.4,14.49,17.12,18.29,19.42,21.62,26.02,28.95,30.84,32.69,38.01
  Natural and Social Science Professionals,211,130,20.76,1.6,21.96,3.1,13.31,15.41,16.32,16.86,18.67,22.23,24.53,25.32,27,31.68
   Chemical scientists,2111,20,16.63,-8.0,17.73,-5.3,x,12.33,13.19,13.76,15.29,17.7,19.22,20.28,x,x
   Biological scientists,2112,12,18.06,-1.6,21.53,7.7,x,14.3,14.99,16.13,16.77,x,x,x,x,x
   Biochemists and biomedical scientists,2113,33,22.1,2.8,24.27,8.4,15.15,17.12,18.07,18.45,20.93,24.37,26.36,27.92,28.98,x
   Physical scientists,2114,12,25.1,13.5,25.29,10.3,x,18.41,19.72,21.54,22.59,28.37,29.74,x,x,x
   Social and humanities scientists,2115,13,18.44,-3.0,18.65,-1.4,x,13.27,14.05,14.78,16.38,20.59,21.62,x,x,x
   Natural and social science professionals n.e.c.,2119,40,21.32,3.5,22.4,1.9,14.43,16.24,16.85,17.41,19.49,22.95,25.24,26.07,26.48,x
  Engineering Professionals,212,490,23.17,5.2,24.02,5.9,14.69,17.08,18.21,19.42,21.45,25.12,27.27,28.73,29.93,34.03
   Civil engineers,2121,80,22.18,2.4,23.47,0.0,14.4,16.18,17.61,18.14,20.18,24.06,27.31,28.31,30.17,x
   Mechanical engineers,2122,42,22.5,10.3,22.54,5.9,14.46,16.83,17.93,18.67,20.6,23.95,25.55,26.16,27.28,x
   Electrical engineers,2123,49,27.14,8.4,27.75,10.8,17.89,21.02,22.59,23.13,25.03,28.83,30.77,32.38,33.94,x
   Electronics engineers,2124,14,24.63,1.9,25.44,3.1,x,20.82,21.98,22.89,23.7,26.06,28.2,x,x,x
   Production and process engineers,2125,58,21.91,4.0,22.5,6.0,13.35,16.26,16.99,18.3,20.12,23.7,25.56,26.12,27.39,x
   Aerospace engineers,2126,12,24.84,9.5,25.4,9.0,x,19.1,20.57,21.34,23.25,27.75,28.56,x,x,x
   Engineering project managers and project engineers,2127,88,24.65,5.9,25.53,7.7,16.17,18.23,19.75,21,22.9,26.56,28.97,31.18,32.93,x
   Engineering professionals n.e.c.,2129,149,22.21,7.2,22.99,6.0,13.57,16.03,17.08,18.34,20.47,23.86,25.77,27.23,29.06,31.67
  Information Technology Professionals,213,1013,25.55,6.6,27.24,5.6,15.33,18.35,19.6,20.84,23.11,28.17,31.65,33.21,35.06,41.03
   IT project managers,2131,32,28.43,1.2,28.64,1.6,16.31,21.21,21.86,23.05,25.77,31.7,33.24,34.54,37.76,x
   IT managers,2132,233,26.76,6.0,28.35,3.9,16.86,19.98,21.08,22.25,24.36,29.49,32.82,34.37,36.29,41.58
"   IT business analysts, architects and systems designers",2133,165,26.96,5.5,28.53,5.3,16.6,19.29,20.35,21.82,24.37,29.63,32.23,33.77,35.1,x
   Programmers and software development professionals ,2134,406,25.81,9.0,27.42,9.1,15.11,18.04,19.34,20.83,23.39,28.47,31.95,33.54,35.77,42.3
   Cyber security professionals,2135,27,22.4,-1.1,24.29,1.5,14.59,16.34,17.91,19.17,20.61,23.83,27.96,29.56,x,x
   IT quality and testing professionals,2136,19,21.9,6.1,21.82,-1.8,x,16.9,17.32,18.67,19.86,22.95,24.03,25.19,x,x
   IT network professionals,2137,45,20.46,5.4,21.83,5.3,14.72,17.99,18.3,18.46,19.36,21.79,23.16,24.82,25.8,x
   Information technology professionals n.e.c.,2139,87,23.53,0.0,25.42,-2.2,13.39,15.75,17.02,17.82,21.09,26.41,29.64,32.05,33.93,x
  Web and Multimedia Design Professionals,214,69,15.39,4.1,17.1,10.8,11.4,12.48,13.17,13.51,14.3,16.67,18.22,18.9,20.04,x
   Web design professionals,2141,13,22.23,15.7,22.24,16.3,x,15.26,15.65,16.63,18.37,22.81,24.84,x,x,x
   Graphic and multimedia designers,2142,56,14.98,5.3,15.96,9.5,11.25,12.26,12.71,13.17,13.93,15.71,17.61,18.15,18.61,x
  Conservation and Environment Professionals,215,57,19.2,12.8,19.85,7.0,12.89,14.41,15.39,16.22,17.14,20.34,21.5,21.98,22.83,x
   Conservation professionals,2151,14,19.03,12.3,19.61,11.1,x,14.78,15.68,16.09,17.15,20.42,20.97,x,x,x
   Environment professionals,2152,43,19.16,13.0,19.93,6.1,12.88,14.38,15.34,15.93,17.1,20.1,21.62,22.21,22.89,x
  Research and Development (R&D) and Other Research Professionals,216,85,25.83,3.9,27.63,3.2,16.77,19.07,19.91,20.87,22.93,28.5,31.05,32.04,34.76,x
   Research and development (R&D) managers ,2161,71,26.21,0.6,28.43,0.7,16.77,19.3,20.44,21.58,24.04,29.44,31.5,33.64,34.99,x
"   Other researchers, unspecified discipline",2162,13,21.38,9.1,23.3,10.3,x,18.52,18.82,18.9,19.93,23.02,26.68,27.64,x,x
 Health professionals,22,1300,21.42,4.3,23.66,3.7,14.71,16.87,17.45,18.21,20.3,23.41,25.21,26.58,28.15,33.24
  Medical Practitioners,221,213,29.66,1.2,34.31,1.0,17.5,21.48,23.27,24.46,26.98,32.62,37.26,40.07,46.48,58.38
   Generalist medical practitioners,2211,53,21.47,-1.2,23.25,-1.7,14.7,16.81,17.27,18.29,20.11,23.38,25.2,26.52,27.59,x
   Specialist medical practitioners,2212,159,32.77,-1.5,37.91,1.0,21.77,24.9,26.23,28,30.1,36.44,41.99,47.31,50.84,60.93
  Therapy Professionals,222,123,20.76,7.7,20.85,4.6,13.84,15.33,17.13,17.24,18.37,21.5,23.52,24.38,25.07,27.93
   Physiotherapists,2221,46,21.34,6.6,22.07,8.9,14.62,17.25,17.71,18.34,20.62,23.39,24.73,25.21,26.33,x
   Occupational therapists,2222,26,20.76,7.7,20.38,6.6,14.01,16.96,17.23,17.46,19.08,21.3,22.41,22.86,23.96,x
   Speech and language therapists,2223,9,20.76,15.8,22.08,16.9,x,17.63,18.57,19.14,20.53,21.61,23.63,x,x,x
   Psychotherapists and cognitive behaviour therapists,2224,x,x,,20.42,6.0,x,x,x,x,x,21.31,x,x,x,x
   Clinical psychologists,2225,9,18.26,-11.1,21.37,-2.8,x,x,x,17.24,17.5,21.16,23.14,x,x,x
   Other psychologists,2226,15,16.66,0.5,19.58,-10.2,x,12.83,13.4,13.84,14.78,19.09,22.34,x,x,x
   Therapy professionals n.e.c.,2229,15,17.07,3.3,18.24,2.4,x,13.75,13.85,14.29,15.31,18.11,21.3,21.83,x,x
  Nursing Professionals,223,764,20.74,6.2,21.23,6.8,14.6,16.6,17.12,17.62,19.02,21.64,23.42,24.38,25.47,28.81
   Midwifery nurses,2231,29,22,2.2,22.43,7.1,15.22,17.33,18.47,20.3,21.16,22.74,25.22,26.56,27.43,x
   Community nurses,2232,45,20.75,8.0,20.7,6.2,16.46,17.23,17.36,18.05,18.84,20.99,22.39,22.78,23.67,x
   Specialist nurses,2233,43,23.17,3.8,23.17,2.8,17.24,19,20.64,20.79,21.44,24.36,24.82,25.72,26.51,x
   Nurse practitioners,2234,68,21.31,4.0,21.44,2.5,13.68,16.55,17.24,17.6,20.18,22.4,24.38,25.3,26.79,x
   Mental health nurses,2235,9,22.33,10.4,22.64,13.9,x,17.94,18.28,20.04,20.94,23.91,24.43,x,x,x
   Children's nurses,2236,10,20.13,0.9,20.8,3.5,x,14.96,15.56,16.8,17.75,21.33,22.89,x,x,x
   Other nursing professionals ,2237,559,20.13,5.9,21.03,7.7,14.41,16.24,16.84,17.25,18.59,21.3,22.91,24.28,25.11,28.97
  Veterinarians,224,15,23.58,11.5,23.73,9.9,x,17.76,18.61,19.19,21.15,24.85,26.92,27.65,x,x
   Veterinarians,2240,15,23.58,11.5,23.73,9.9,x,17.76,18.61,19.19,21.15,24.85,26.92,27.65,x,x
  Other Health Professionals,225,186,22.75,4.8,22.9,4.9,14.61,17.24,18.19,19.05,21.28,24.45,25.63,26.25,27.69,30.81
   Pharmacists,2251,40,24.56,5.4,24.53,8.9,16.56,19.41,20.88,21.56,23.06,25.48,27.24,28.64,29.47,x
   Optometrists,2252,x,23.76,,23.08,-3.1,x,x,x,x,22.8,23.93,x,x,x,x
   Dental practitioners,2253,x,20.24,,24.98,4.5,x,x,x,x,x,x,x,x,x,x
   Medical radiographers,2254,31,22.97,6.6,22.93,5.2,16.55,18.37,18.97,19.83,21.36,24.36,24.8,25.24,25.83,x
   Paramedics,2255,42,24.77,-1.2,23.82,0.9,15.78,17.68,18.47,20.06,22.75,25.95,26.99,27.43,28.26,x
   Podiatrists,2256,x,x,,22.8,15.9,x,x,x,x,x,x,x,x,x,x
   Other health professionals n.e.c.,2259,61,20.76,2.6,20.95,4.7,13.84,15.37,16.58,17.24,18.34,21.35,23.54,24.62,25.07,x
 Teaching and other educational professionals,23,1191,25.72,5.5,26.55,6.4,16.49,19.1,20.58,21.72,23.71,27.37,29.54,30.83,32.63,37.74
  Teaching Professionals,231,1053,25.72,5.6,26.23,7.1,16.65,19.55,20.95,22.02,23.92,27.26,29.23,30.49,32.06,36.52
   Higher education teaching professionals,2311,186,26.88,3.2,28.58,5.2,18.3,20.57,21.62,22.36,24.69,29.53,31.75,33.49,35.17,40.13
   Further education teaching professionals,2312,56,21.67,4.0,22.91,5.0,15.71,18.08,18.53,18.95,20.5,23.72,26.44,28.03,28.86,x
   Secondary education teaching professionals,2313,385,26.2,4.9,26.78,7.2,17.57,20.73,21.95,23.08,25.11,28.29,30.06,30.89,32.53,36.31
   Primary education teaching professionals,2314,349,25.61,8.2,26.08,8.8,17.11,20.37,21.47,22.72,23.97,26.61,28.36,29.9,31.6,36.32
   Nursery education teaching professionals,2315,19,19.5,6.7,21.33,8.9,13.17,15.85,16.48,17.55,18.4,22.26,23.94,24.43,x,x
   Special needs education teaching professionals,2316,28,23.89,8.7,23.02,7.8,13.9,15.87,16.66,17.83,20.29,25.64,27.42,28.62,29.4,x
   Teachers of English as a foreign language,2317,x,20.08,-0.9,20.49,-1.6,x,x,x,16.6,18.61,22.18,x,x,x,x
   Teaching professionals n.e.c.,2319,24,17.13,-2.5,18.1,-0.3,12.23,13.7,14,14.79,16.39,18.45,19.54,20.92,22.11,x
  Other Educational Professionals,232,138,24.76,-1.0,28.89,2.0,13.72,15.83,17.63,18.8,21.85,28.86,33.66,36.78,39.12,47.08
   Head teachers and principals,2321,43,39.08,0.0,43.93,6.7,24.71,30.39,32.19,34.29,37.23,42.46,44.9,47.39,51.97,x
   Education managers ,2322,42,23.25,4.2,24.8,-7.0,15.65,17.62,18.22,18.82,21.09,25.3,27.94,29.46,31.75,x
   Education advisers and school inspectors,2323,14,20.82,8.3,21.92,1.8,x,15.04,15.6,16.79,18.75,22.13,24.56,26.96,x,x
   Early education and childcare services managers,2324,19,14.02,8.4,15.03,6.0,11.23,12.09,12.54,13.02,13.6,14.3,15.05,16.77,17.51,x
   Other educational professionals n.e.c,2329,19,22.31,3.9,25.26,1.4,13.22,15.61,16.57,18.1,20.16,25.38,28.75,x,x,x
" Business, media and public service professionals",24,2107,23,4.7,25.54,3.2,14.29,16.76,17.9,18.92,20.98,25.19,28.07,29.7,31.72,37.98
  Legal Professionals,241,183,23.08,0.6,29.2,0.7,12.41,14.33,15.38,16.97,20.44,26.44,29.79,32.04,34.89,x
   Barristers and judges,2411,12,26.56,-7.8,25.38,-11.5,x,15.32,16.02,17.06,25.27,28.58,30.66,x,x,x
   Solicitors and lawyers,2412,113,27.13,3.8,33.83,4.7,15.08,19.17,21.11,22.43,24.62,29.38,33.04,35.37,37.94,x
   Legal professionals n.e.c.,2419,58,14.99,-2.2,20.81,-5.4,11.2,12.15,12.77,13.13,14.2,16.47,18.45,19.53,x,x
  Finance Professionals,242,333,23,7.6,25.94,3.4,14.21,16.74,17.82,18.71,20.78,25.27,28.11,29.71,31.62,37.58
   Chartered and certified accountants,2421,100,24.63,6.8,25.94,7.8,14.72,17.95,19.16,20.44,22.55,27.15,29.1,30.77,32.89,x
   Finance and investment analysts and advisers,2422,206,21.63,8.3,25.74,3.9,13.78,16,17.05,18.13,20.11,24.09,26.85,28.36,30.22,37.03
   Taxation experts,2423,27,24.69,-9.8,27.47,-8.5,15.28,17.84,18.17,18.4,20.76,28.9,32.18,34.96,x,x
"  Business, Research and Administrative Professionals",243,584,23.98,4.1,26.29,4.8,15.1,17.59,18.63,19.74,21.85,26.39,28.98,30.66,32.97,38.65
   Management consultants and business analysts,2431,267,24.87,6.1,27.54,6.6,14.74,17.5,18.85,20.12,22.52,27.6,30.65,32.83,35.33,40.81
   Marketing and commercial managers,2432,105,24.11,-1.0,26.16,0.7,15.68,18.59,19.28,20.09,21.96,26.8,29.37,30.78,33.23,x
"   Actuaries, economists and statisticians",2433,35,23.53,1.1,27.06,5.3,15.44,17.86,18.65,19.87,21.94,26.41,28.95,29.79,x,x
   Business and related research professionals,2434,93,20.34,6.8,21.31,4.4,13.73,16.02,16.68,17.45,18.72,21.17,22.8,23.65,25.02,x
   Professional/Chartered company secretaries ,2435,x,x,,33.34,9.4,x,x,x,x,x,x,x,x,x,x
"   Business, research and administrative professionals n.e.c.",2439,82,27.16,6.9,27.44,2.2,16.65,19.43,21.39,22.91,25.22,28.84,30.84,31.9,33.6,x
  Business and Financial Project Management Professionals,244,318,27.85,6.2,29.3,3.1,16.87,20.14,21.47,22.8,25.31,30.74,33.75,35.49,37.89,43.03
   Business and financial project management professionals,2440,318,27.85,6.2,29.3,3.1,16.87,20.14,21.47,22.8,25.31,30.74,33.75,35.49,37.89,43.03
"  Architects, Chartered Architectural Technologists, Planning Officers, Surveyors and Construction Professionals",245,231,21.56,3.5,22.91,3.7,14.02,15.96,17.25,18.04,19.84,23.17,25.04,26.88,28.43,33.07
   Architects,2451,37,22.61,3.0,24.28,6.4,16.11,18.98,19.68,20.41,21.63,24.1,26.3,28.09,30.55,x
"   Chartered architectural technologists, planning officers and consultants",2452,19,19.36,11.5,20.64,4.5,x,14.48,15.35,15.6,17.12,21.23,22.25,23.45,x,x
   Quantity surveyors,2453,49,23.72,3.8,25.44,4.3,13.25,17.16,18.14,18.94,20.94,26.04,29.81,31.33,33.08,x
   Chartered surveyors,2454,87,21.03,5.0,21.95,1.5,13.73,15.56,16.69,17.36,19.17,23,24.55,26.05,27.08,x
   Construction project managers and related professionals,2455,39,19.87,7.8,21.67,8.6,14.67,15.87,17.12,17.92,18.77,21.45,23.14,23.67,x,x
  Welfare Professionals,246,144,19.84,5.3,19.53,4.9,12.9,14.46,15.18,16.42,18.19,20.97,22.24,23.06,24,25.5
   Social workers,2461,93,21.44,5.0,21.4,4.7,15.56,17.99,18.68,19.4,20.46,22.27,23.4,24.28,24.75,26.6
   Probation officers,2462,x,x,,16.98,-15.1,x,x,x,x,x,x,x,x,x,x
   Clergy,2463,36,14.2,4.9,15.21,4.2,11.45,12.65,x,12.97,13.72,14.89,15.92,16.72,17.53,x
   Youth work professionals,2464,x,x,,21.02,13.4,x,x,x,x,x,x,x,x,x,x
   Welfare professionals n.e.c.,2469,12,17.96,5.0,18.45,2.3,x,13.17,14.17,14.81,16.2,19.81,22.16,x,x,x
  Librarians and Related Professionals,247,18,17.33,2.5,18.9,4.9,12.53,13.73,13.85,14.58,16.64,17.99,20.34,21.05,x,x
   Librarians,2471,10,16.54,-1.2,19.11,5.3,x,12.79,13.22,13.75,14.38,17.98,x,x,x,x
   Archivists and curators,2472,x,17.35,3.2,18.64,4.3,x,x,16.49,16.67,16.77,18.23,x,x,x,x
  Quality and Regulatory Professionals,248,190,22.02,3.9,23.56,2.1,14.42,16.76,17.8,18.68,20.4,23.95,25.99,27.39,28.74,33.33
   Quality control and planning engineers,2481,62,21.08,2.9,21.73,5.4,14.57,16.19,17.2,18.25,19.23,22.49,24.29,25.69,26.52,x
   Quality assurance and regulatory professionals,2482,116,22.99,2.4,24.8,-0.1,14.38,17.25,18.23,19.11,20.86,24.74,27.55,28.85,30.68,x
   Environmental health professionals,2483,12,21.43,2.1,21,1.3,x,16.43,17.44,17.55,18.94,22.83,23.79,x,x,x
  Media Professionals,249,106,20.39,3.7,21.31,-3.7,14.02,15.6,16.54,17.25,18.77,22.16,23.76,24.71,25.68,x
   Newspaper and periodical editors,2491,22,20.41,6.0,21.21,-11.7,13.85,16.04,17.01,17.41,18.47,21.86,23.27,25.36,x,x
   Newspaper and periodical journalists and reporters,2492,17,19.19,-2.5,20.14,0.5,x,15.33,15.51,16.54,17.82,20.63,22.95,23.86,x,x
   Public relations professionals,2493,35,18.41,2.1,19.4,0.3,13.7,14.96,15.38,16.2,17.17,19.43,21.84,23.08,23.93,x
   Advertising accounts managers and creative directors,2494,32,22.42,2.2,24.08,-6.5,15.3,18.63,19.28,19.93,21.54,23.84,25.75,26.43,28.42,x
Associate professional occupations,3,3596,17.18,3.6,19.83,5.4,11.98,13.29,13.91,14.5,15.81,18.8,20.88,22.08,23.59,29.59
" Science, engineering and technology associate professionals",31,789,16.16,5.3,17.37,5.3,11.79,12.95,13.46,13.97,15.1,17.43,18.88,19.87,20.95,24.15
"  Science, Engineering and Production Technicians",311,444,16.05,5.6,17.08,5.7,11.67,12.77,13.32,13.84,14.97,17.25,18.82,19.51,20.69,23.71
   Laboratory technicians,3111,55,12.84,6.9,13.98,4.1,10.87,11.15,11.46,11.67,12.22,13.44,14.35,14.86,15.29,x
   Electrical and electronics technicians ,3112,12,17.9,4.1,19.43,10.5,x,14.08,15.42,16.1,16.84,18.96,x,x,x,x
   Engineering technicians ,3113,81,20.3,7.0,20.55,5.9,14.13,16.34,16.87,17.31,18.95,21.09,22.48,23.2,24.12,x
   Building and civil engineering technicians ,3114,10,15.14,-3.2,15.3,-12.7,x,x,x,13.78,13.92,15.5,x,x,x,x
   Quality assurance technicians ,3115,31,14.81,3.0,15.51,4.0,11.88,12.6,12.86,13.16,14.27,15.53,16.58,17.05,17.44,x
"   Planning, process and production technicians",3116,51,16.41,4.8,17.84,5.6,12.72,13.67,14.01,14.39,15.4,17.66,19,20.31,21.19,x
"   Science, engineering and production technicians n.e.c.",3119,204,15.71,6.8,16.51,7.2,11.34,12.57,13.14,13.79,14.77,16.83,18.23,18.75,19.4,22.53
"  CAD, Drawing and Architectural Technicians",312,48,16.41,7.0,17.09,3.8,12.47,13.49,13.88,14.16,15.23,16.98,17.76,18.4,19.04,x
"   CAD, drawing and architectural technicians",3120,48,16.41,7.0,17.09,3.8,12.47,13.49,13.88,14.16,15.23,16.98,17.76,18.4,19.04,x
  Information Technology Technicians,313,297,16.3,3.8,17.88,5.1,11.91,13.14,13.65,14.15,15.28,17.84,19.45,20.33,21.56,25.17
   IT operations technicians,3131,86,15.87,6.1,17.64,4.5,11.76,12.94,13.3,13.8,14.63,17.38,18.78,19.85,20.68,x
   IT user support technicians,3132,179,16.59,4.9,17.86,6.2,11.83,13.16,13.72,14.2,15.33,18.18,19.9,20.81,22.1,24.99
   Database administrators and web content technicians,3133,32,16.13,-3.3,18.61,-1.0,12.39,13.68,14.15,14.75,15.34,17.3,18.69,20.16,x,x
 Health and social care associate professionals,32,395,14.17,6.1,14.89,4.2,11,11.92,12.25,12.59,13.4,14.98,15.92,16.59,17.13,19.04
  Health Associate Professionals,321,43,13.66,6.2,14.66,2.4,11,11.85,12.25,12.27,12.93,14.17,14.87,15.31,16.6,x
   Dispensing opticians,3211,x,x,,13.79,-0.5,x,x,x,x,x,14.35,x,x,x,x
   Pharmaceutical technicians,3212,15,13.98,6.8,14.89,3.8,x,11.88,12.27,12.71,13.6,14.72,16.04,x,x,x
   Medical and dental technicians,3213,19,13.2,3.9,14.88,0.8,10.96,11.84,12.09,12.25,12.59,13.94,14.75,x,x,x
   Complementary health associate professionals,3214,x,x,,13.44,13.3,x,x,x,x,x,x,x,x,x,x
