Description,Code,No_jobs,Median,change,Mean,change.1,10,20,25,30,40,60,70,75,80,90
    Sales And Related Associate Professionals,354,448,13.18,1.1,15.09,0.4,8.01,9.38,9.99,10.61,11.88,14.64,16.42,17.52,18.9,23.25
      Buyers and purchasing officers,3541,52,14.58,1.2,16.06,-0.1,9.83,10.63,11.21,11.79,12.92,16.03,17.4,18.4,19.51,x
      Sales representatives,3542,288,12.77,2.0,14.88,1.3,7.64,8.94,9.45,9.93,11.28,14.28,16.35,17.65,19.14,23.47
      Marketing associate professionals,3543,95,13.85,2.5,15.28,-2.3,9.18,10.42,11.08,11.6,12.73,14.88,16.27,16.71,17.78,20.96
"      Estate agents, auctioneers",3544,13,11.8,-2.7,14.55,3.7,7.18,8.76,9.27,10.22,11.07,12.6,x,x,x,x
    Conservation Associate Professionals,355,32,13.61,2.9,14.22,4.3,7.92,10.45,10.75,11.15,12.74,14.44,15.99,16.43,16.98,x
      Conservation and environmental protection officers,3551,24,14.42,3.8,15.25,4.2,9.36,10.85,11.66,12.68,13.51,15.54,16.43,16.96,17.58,x
      Countryside and park rangers,3552,8,10.87,-3.7,10.92,-1.7,x,7.05,7.93,8.65,9.81,11.17,12.28,13.19,x,x
    Public Service And Other Associate Professionals,356,378,13.63,2.6,14.71,2.5,8.91,10.1,10.67,11.2,12.29,14.84,16.35,17,17.93,21.19
      Public service associate professionals,3561,83,15.15,6.4,15.92,5.1,9,10.93,11.41,12.56,14.02,16.73,17.4,18.13,19.56,22.18
      Personnel and industrial relations officers,3562,135,12.33,1.7,13.95,4.8,8.35,9.42,9.84,10.22,11.32,13.61,15,15.93,16.96,20.2
      Vocational and industrial trainers and instructors,3563,95,12.56,1.0,13.49,0.3,9.11,10.12,10.53,10.84,11.63,13.55,14.87,15.59,16.56,19.3
      Careers advisers and vocational guidance specialists,3564,14,13.9,-1.9,15.43,0.6,10.06,11.54,11.98,12.31,13.13,14.64,15.93,17.03,18.56,x
"      Inspectors of factories, utilities and trading standards",3565,5,17.43,11.9,19.1,10.1,x,13.59,13.94,14.8,15.66,18.43,x,x,x,x
      Statutory examiners,3566,8,13.52,-1.8,14.08,-1.0,x,11.68,11.91,12.09,13.04,14.22,15.33,15.55,x,x
      Occupational hygienists and safety officers (health and safety),3567,29,16.1,2.4,17.22,-2.4,10.17,12.22,12.58,13.75,15.39,17.89,19.37,20.14,21.13,x
      Environmental health officers,3568,10,16.34,3.3,16.43,-1.6,x,13.02,14.05,14.48,15.25,17.03,18.26,18.71,x,x
Administrative and secretarial occupations,4,3022,9.66,1.7,10.79,1.0,6.86,7.68,8,8.35,8.96,10.44,11.47,12.12,12.89,15.33
   Administrative occupations,41,2352,9.79,1.8,10.87,0.9,6.94,7.79,8.12,8.48,9.05,10.53,11.59,12.26,13.01,15.35
    Administrative Occupations: Government And Related Organisations,411,318,10.53,4.0,11.5,4.9,8.06,8.72,9,9.28,9.91,11.51,12.52,13.14,13.61,15.6
      Civil Service executive officers,4111,58,13.01,4.7,13.03,2.4,9.62,10.76,11.27,11.57,12.22,13.45,14.15,14.4,15.13,16.59
      Civil Service administrative officers and assistants,4112,123,9.64,5.7,10.28,6.9,7.62,8.11,8.48,8.71,9.09,9.99,10.32,10.75,11.38,13.42
      Local government clerical officers and assistants,4113,125,11.15,4.2,11.85,3.6,8.35,8.87,9.14,9.4,10.19,11.89,12.74,13.38,13.96,16.32
      Officers of non-governmental organisations,4114,11,11.17,-1.0,13.31,-4.2,8.48,9.52,9.77,9.96,10.52,12.64,14.24,15.67,16.91,x
    Administrative Occupations: Finance,412,657,10.38,0.5,11.62,-0.6,7.28,8.18,8.54,8.89,9.64,11.32,12.4,13.04,13.82,16.54
      Credit controllers,4121,30,10.22,3.7,11.04,2.7,7.95,8.46,8.67,9.04,9.55,10.91,11.52,12.22,12.82,x
"      Accounts and wages clerks, book-keepers, other financial clerks",4122,385,10.58,2.1,11.93,1.3,7.49,8.34,8.72,9.02,9.88,11.58,12.75,13.51,14.37,17.25
      Counter clerks,4123,242,10.17,-1.8,11.18,-4.1,7,7.9,8.25,8.6,9.38,11.01,11.91,12.51,13.19,15.44
    Administrative Occupations: Records,413,406,9.51,2.0,10.59,1.3,6.95,7.7,8,8.35,8.87,10.24,11.15,11.72,12.4,14.64
      Filing and other records assistants/clerks,4131,150,9.72,2.7,10.56,2.1,7.16,7.92,8.26,8.56,9.07,10.44,11.21,11.85,12.38,14.32
      Pensions and insurance clerks,4132,44,10.35,3.4,11.69,2.9,7.49,8.29,8.61,8.99,9.62,11.17,12.3,13.6,14.51,x
      Stock control clerks,4133,80,9.21,3.9,10.2,2.4,6.5,7.23,7.61,7.93,8.55,10.06,10.99,11.52,12.16,14.28
      Transport and distribution clerks,4134,43,10.52,-0.1,11.36,-0.6,7.72,8.38,8.86,9.2,9.82,11.5,12.28,12.77,13.37,x
      Library assistants/clerks,4135,39,8.9,1.7,9.43,0.1,6.96,7.7,7.97,8.14,8.59,9.26,9.76,10.03,10.5,x
      Database assistants/clerks,4136,36,8.63,0.0,10.28,-2.1,6.29,6.97,7.26,7.64,8.12,9.15,10.07,10.41,11.15,x
      Market research interviewers,4137,13,8.42,1.1,9.83,3.4,6.38,6.82,7,7.24,7.68,8.87,9.99,x,x,x
    Administrative Occupations: Communications,414,43,11.62,7.6,11.7,3.7,6.67,8.15,8.58,9.14,10.28,12.25,13.23,13.72,14.01,x
      Telephonists,4141,18,8.93,7.8,9.38,1.9,6.1,6.67,6.97,7.62,8.32,9.54,10.47,11.19,11.83,x
      Communication operators,4142,25,12.85,4.0,13.11,3.3,8.9,10.28,10.98,11.51,12.13,13.62,14.11,14.54,14.94,x
    Administrative Occupations: General,415,929,9.06,1.2,10.16,0.5,6.53,7.31,7.64,7.95,8.53,9.82,10.69,11.24,12.03,14.52
      General office assistants/clerks,4150,929,9.06,1.2,10.16,0.5,6.53,7.31,7.64,7.95,8.53,9.82,10.69,11.24,12.03,14.52
   Secretarial and related occupations,42,669,9.31,1.9,10.47,1.3,6.67,7.38,7.69,8,8.61,10.01,11.06,11.55,12.38,15.14
    Secretarial And Related Occupations,421,669,9.31,1.9,10.47,1.3,6.67,7.38,7.69,8,8.61,10.01,11.06,11.55,12.38,15.14
      Medical secretaries,4211,50,10.24,2.7,10.5,1.2,8.28,9.13,9.45,9.5,9.85,10.82,11.13,11.15,11.15,12.67
      Legal secretaries,4212,40,9.93,-0.1,10.94,-1.2,7.6,8.37,8.57,8.76,9.46,10.4,11.07,11.68,12.46,x
      School secretaries,4213,37,9.03,1.2,10.16,3.8,6.96,7.64,7.98,8.16,8.69,9.59,10.45,10.88,11.54,x
      Company secretaries,4214,22,10,-3.7,12.42,-0.8,6.48,7.43,7.92,8.24,9.25,11.47,13.66,15.02,x,x
      Personal assistants and other secretaries,4215,263,10.97,0.2,12.18,0.5,7.36,8.32,8.75,9.28,10,11.93,13.24,14.01,14.79,17.45
      Receptionists,4216,242,7.93,3.5,8.38,3.1,6.12,6.71,6.94,7.13,7.5,8.34,8.74,9.05,9.45,10.83
      Typists,4217,14,8.93,3.3,9.26,-0.5,7,7.66,7.87,8.03,8.52,9.23,9.6,9.89,9.97,x
Skilled trades occupations,5,1795,10.85,0.9,11.61,0.9,6.73,7.91,8.46,8.96,9.91,11.8,12.92,13.6,14.33,16.77
   Skilled agricultural trades,51,116,8.65,1.6,9.18,0.7,6.23,6.89,7.12,7.41,8.05,9.25,9.91,10.16,10.68,12.02
    Agricultural Trades,511,116,8.65,1.6,9.18,0.7,6.23,6.89,7.12,7.41,8.05,9.25,9.91,10.16,10.68,12.02
      Farmers,5111,6,9.83,-0.5,10.9,6.8,x,x,8.35,8.62,9.21,10.09,x,x,x,x
      Horticultural trades,5112,6,7.2,-3.7,8.09,-2.3,x,6.22,6.64,6.92,7.04,7.62,8.34,x,x,x
      Gardeners and groundsmen/groundswomen,5113,95,8.59,2.7,9.05,0.4,6.24,6.8,7.11,7.41,8.01,9.22,9.76,10.08,10.47,11.55
      Agricultural and fishing trades n.e.c.,5119,9,9.23,2.1,10.07,2.1,x,7,7.68,7.94,8.73,10.43,11.45,12.15,x,x
   Skilled metal and electrical trades,52,943,12.21,0.8,12.82,1.3,8.28,9.5,9.98,10.44,11.35,13.12,14.21,14.85,15.59,18
"    Metal Forming, Welding And Related Trades",521,86,11.07,2.3,11.83,0.0,8.26,9,9.5,9.86,10.42,11.88,12.83,13.23,13.81,15.62
      Smiths and forge workers,5211,x,11.64,-8.9,11.86,-9.8,x,x,x,x,x,x,x,x,x,x
"      Moulders, core makers, die casters",5212,x,10,-3.1,10.1,-5.7,x,x,x,x,x,10.48,x,x,x,x
      Sheet metal workers,5213,17,11.05,5.4,11.4,1.2,8.25,8.93,9.27,9.56,10.27,11.47,12.36,12.81,13.16,x
"      Metal plate workers, shipwrights, riveters",5214,12,11.42,2.1,12.36,1.4,x,10.24,10.44,10.73,11.06,12.23,12.81,13.26,x,x
      Welding trades,5215,44,10.6,2.1,11.54,2.9,8.11,8.77,9.01,9.37,10.1,11.3,12.43,12.9,13.53,x
      Pipe fitters,5216,8,13.65,-5.4,13.93,-8.2,x,10.37,11.19,11.58,13.03,14.14,15.41,16.06,x,x
"    Metal Machining, Fitting And Instrument Making Trades",522,383,12.5,0.2,13.12,1.5,8.3,9.56,10.06,10.58,11.46,13.58,14.75,15.47,16.27,18.79
      Metal machining setters and setter-operators,5221,55,11.46,-1.9,11.95,-1.1,8.51,9.45,9.91,10.1,10.73,12.16,12.92,13.35,14.2,x
"      Tool makers, tool fitters and markers-out",5222,12,11.59,1.0,12.24,5.3,x,9.75,10.07,10.84,11.24,12.46,13.64,14.15,x,x
      Metal working production and maintenance fitters,5223,305,12.81,0.6,13.35,1.5,8.23,9.57,10.13,10.74,11.71,13.87,15.19,15.84,16.68,19.29
      Precision instrument makers and repairers,5224,12,12.56,15.4,13.67,10.6,x,9.54,10.01,10.41,11.05,13.67,14.47,x,x,x
    Vehicle Trades,523,164,10.71,2.0,11.14,1.6,7.4,8.52,8.96,9.29,10,11.49,12.15,12.51,12.97,14.86
"      Motor mechanics, auto engineers",5231,122,10.91,2.0,11.26,1.2,7.12,8.5,8.93,9.32,10.05,11.65,12.31,12.71,13.22,15
      Vehicle body builders and repairers,5232,23,10.18,1.8,10.94,2.0,7.94,8.69,8.97,9.15,9.84,10.78,11.57,11.75,12.52,x
      Auto electricians,5233,x,10.59,12.6,11.18,15.8,x,x,x,x,10.19,10.93,x,x,x,x
      Vehicle spray painters,5234,16,10.15,2.1,10.57,1.9,7.62,8.37,8.64,9.03,9.66,10.98,11.66,12,x,x
    Electrical Trades,524,310,13.13,1.1,13.62,1.3,8.99,10.45,11.06,11.6,12.35,13.98,15,15.45,16.13,18.49
"      Electricians, electrical fitters",5241,144,13.62,2.5,13.94,3.1,8.9,10.63,11.35,11.84,12.76,14.4,15.43,15.96,16.74,18.82
      Telecommunications engineers,5242,38,13.47,-0.1,14.18,-1.1,10.64,11.9,12.14,12.51,12.86,14.3,15.24,15.57,16.14,x
      Lines repairers and cable jointers,5243,7,14.92,0.3,15.05,-2.0,x,12.2,13.05,13.49,14.42,15.18,16.52,x,x,x
"      TV, video and audio engineers",5244,8,10.29,13.7,10.85,9.3,x,8.02,8.32,8.62,9.38,11,11.47,x,x,x
"      Computer engineers, installation and maintenance",5245,15,13.06,-1.1,13.96,-1.2,8.25,9.73,10.25,11.15,11.84,14.5,15.65,16.35,x,x
      Electrical/electronics engineers n.e.c.,5249,98,12.35,2.9,12.99,0.5,9.01,10,10.54,11,11.74,13.1,13.92,14.46,15.22,17.51
   Skilled construction and building trades,53,335,11.08,1.0,11.72,1.5,7.67,8.94,9.37,9.78,10.47,11.78,12.67,13.23,13.81,16.03
    Construction Trades,531,281,11.2,1.2,11.83,1.4,7.68,8.96,9.43,9.87,10.55,11.97,12.93,13.44,14.05,16.27
      Steel erectors,5311,5,11.01,13.2,11.93,15.7,x,x,9.05,9.23,10.32,11.44,x,x,x,x
"      Bricklayers, masons",5312,23,11.07,0.7,11.78,2.8,8.16,9.4,9.7,10,10.7,11.68,12.25,12.69,13.24,x
"      Roofers, roof tilers and slaters",5313,15,10.41,0.0,10.63,-2.2,7.67,8.17,8.91,9.38,10.04,11.1,11.74,12.07,x,x
"      Plumbers, heating and ventilating engineers",5314,72,13.19,1.8,13.51,1.8,8.65,10.06,10.72,11.2,12.38,14,14.88,15.54,16.2,x
      Carpenters and joiners,5315,110,11.04,0.9,11.32,-0.2,7.68,8.96,9.36,9.72,10.47,11.5,12.25,12.73,13.23,14.63
"      Glaziers, window fabricators and fitters",5316,24,8.89,-0.5,9.43,-1.0,6.9,7.25,7.5,8,8.57,9.55,10.42,10.85,11.06,x
      Construction trades n.e.c.,5319,31,11.22,4.0,12.32,5.5,7.92,9.18,9.62,9.99,10.51,11.97,13.12,13.65,14.29,x
    Building Trades,532,54,10.5,1.9,11.16,1.7,7.52,8.82,9.2,9.49,10,10.97,11.66,12,12.79,x
      Plasterers,5321,9,10.72,0.2,11.36,-2.6,x,9,9.21,10.11,10.41,11.01,11.68,x,x,x
      Floorers and wall tilers,5322,9,10.01,1.3,11.2,0.3,x,8.12,8.46,8.89,9.27,10.74,11.57,x,x,x
      Painters and decorators,5323,37,10.51,3.1,11.1,3.3,7.55,9,9.27,9.56,10,10.96,11.58,11.97,12.73,x
"   Textiles, printing and other skilled trades",54,401,7.79,-0.2,8.94,0.3,5.99,6.38,6.58,6.8,7.25,8.49,9.31,9.89,10.61,12.68
    Textiles And Garments Trades,541,22,9.4,5.9,10.21,5.9,6,7.02,7.3,7.58,8.5,10.19,10.72,11.14,11.75,x
      Weavers and knitters,5411,x,8.51,-1.0,9.02,4.2,x,x,x,x,8.14,9.45,x,x,x,x
      Upholsterers,5412,9,10,6.4,10.23,4.2,x,7.51,8.09,8.55,9.74,10.51,10.74,11.14,x,x
      Leather and related trades,5413,x,8.91,7.4,11.74,23.9,x,x,x,x,8.1,x,x,x,x,x
      Tailors and dressmakers,5414,x,7.58,-13.5,8.92,-4.3,x,x,x,x,x,x,x,x,x,x
"      Textiles, garments and related trades n.e.c.",5419,x,8.76,3.1,10.52,1.1,x,x,x,x,7.56,9.57,x,x,x,x
    Printing Trades,542,53,10.44,-2.1,11.44,0.2,6.61,7.62,8,8.51,9.5,11.66,12.7,13.34,14.18,x
"      Originators, compositors and print preparers",5421,5,10.16,-2.8,11.1,-8.7,x,x,7.93,8.7,9.16,10.45,x,x,x,x
      Printers,5422,22,12.98,2.5,13.33,2.5,7.63,9.47,10.13,11.16,11.91,14,14.89,15.78,16.75,x
      Bookbinders and print finishers,5423,23,9.05,-1.4,9.98,-1.8,6.4,6.83,7.18,7.68,8.18,9.84,10.95,11.26,11.91,x
      Screen printers,5424,x,7.94,1.8,8.62,-3.6,x,x,x,x,7.68,8.47,x,x,x,x
    Food Preparation Trades,543,285,7.34,1.2,8.25,1.3,5.9,6.16,6.43,6.6,7,7.89,8.5,8.92,9.42,11.09
"      Butchers, meat cutters",5431,28,7.57,-1.8,8.79,4.2,6.04,6.64,6.8,6.97,7.25,8.1,8.57,8.94,9.54,x
"      Bakers, flour confectioners",5432,25,7.89,-0.3,8.33,-2.1,6.1,6.72,6.96,7.12,7.39,8.26,8.79,9.12,9.48,x
"      Fishmongers, poultry dressers",5433,7,6.5,-7.5,7.04,-5.8,x,5.98,6.05,6.22,6.45,6.76,7.06,x,x,x
"      Chefs, cooks",5434,225,7.3,2.0,8.21,1.6,5.87,6.09,6.32,6.5,6.91,7.81,8.5,8.92,9.42,11.11
    Skilled Trades n. e. c.,549,40,9,-0.8,9.49,-3.0,6,6.72,6.94,7.37,8.11,9.44,10.1,10.81,11.53,x
"      Glass and ceramics makers, decorators and finishers",5491,8,8.68,-6.6,9.41,-4.0,x,7,7.31,7.75,8.17,9.24,10.55,10.91,x,x
"      Furniture makers, other craft woodworkers",5492,13,9.21,2.0,9.23,-3.8,6.5,7.4,7.97,8.18,9,9.48,9.95,10.03,x,x
      Pattern makers (moulds),5493,x,13.64,3.3,13.64,3.2,x,x,x,x,x,x,x,x,x,x
      Musical instrument makers and tuners,5494,x,x,,9.89,-0.7,x,x,x,x,x,x,x,x,x,x
"      Goldsmiths, silversmiths, precious stone workers",5495,x,9.58,5.5,10.87,-0.4,x,x,x,x,8.29,x,x,x,x,x
"      Floral arrangers, florists",5496,7,6.5,-2.7,6.92,-5.1,x,x,x,6,6.29,6.7,x,x,x,x
      Hand craft occupations n.e.c.,5499,7,9.39,4.6,10.06,2.7,x,7.17,7.48,7.68,8.65,10.35,10.9,x,x,x
Personal service occupations,6,2210,8.26,1.4,8.94,0.5,6.06,6.65,6.92,7.16,7.69,8.89,9.68,10.12,10.7,12.34
   Caring personal service occupations,61,1792,8.28,1.3,8.81,1.1,6.14,6.72,6.98,7.2,7.73,8.88,9.63,10.06,10.57,12.06
    Healthcare And Related Personal Services,611,1094,8.56,2.3,8.98,1.0,6.23,6.87,7.14,7.4,7.98,9.16,9.89,10.3,10.84,12.42
      Nursing auxiliaries and assistants,6111,263,9.39,3.6,9.68,3.0,7.35,7.98,8.2,8.5,8.87,9.9,10.54,10.91,11.33,12.44
      Ambulance staff (excluding paramedics),6112,13,10.54,1.4,11.32,-0.1,7.7,8.57,8.81,9.11,9.7,11.73,13.25,13.84,14.13,x
      Dental nurses,6113,38,8.69,-0.7,8.82,-0.3,6.5,7.15,7.38,7.68,8.13,9.37,9.85,10.06,10.2,x
      Houseparents and residential wardens,6114,27,9.78,-2.8,10.37,-2.2,6.59,7.44,7.92,8.34,8.96,10.49,11.46,12.16,12.8,x
      Care assistants and home carers,6115,753,8.07,1.8,8.64,0.8,6.06,6.55,6.8,7.04,7.5,8.7,9.45,9.91,10.44,12.16
    Childcare And Related Personal Services,612,668,7.89,0.7,8.49,1.0,6.04,6.58,6.79,6.99,7.43,8.45,9.15,9.62,10.13,11.46
      Nursery nurses,6121,131,7.38,1.6,8.14,1.2,5.8,6,6.13,6.31,6.79,8.32,9.43,10.05,10.49,11.44
      Childminders and related occupations,6122,20,7.8,-1.7,8.5,-0.2,5.8,6.18,6.34,6.49,7.16,8.47,9.44,9.92,10.46,x
      Playgroup leaders/assistants,6123,58,7,1.9,7.87,1.3,5.8,6,6.18,6.33,6.7,7.39,7.93,8.29,8.7,x
      Educational assistants,6124,459,8.09,1.5,8.67,1.0,6.44,6.87,7.05,7.24,7.65,8.56,9.25,9.66,10.13,11.55
    Animal Care Services,613,30,7.98,6.7,8.56,5.0,5.8,6.27,6.53,6.88,7.32,8.43,9.24,10,10.65,x
      Veterinary nurses and assistants,6131,14,8.43,5.5,8.92,8.4,6.27,6.91,7.13,7.43,8.06,9.09,9.98,10.45,10.84,x
      Animal care occupations n.e.c.,6139,16,7.27,1.4,8.2,1.6,5.73,6,6.08,6.29,6.88,7.96,8.58,9.03,10,x
   Leisure and other personal service occupations,62,418,8.13,1.4,9.49,-1.4,5.87,6.35,6.61,6.9,7.49,8.9,9.88,10.56,11.4,13.82
    Leisure And Travel Service Occupations,621,196,8.84,-0.4,10.71,-3.9,6,6.55,6.85,7.22,7.98,9.95,11.45,12.27,13.29,17.26
      Sports and leisure assistants,6211,71,7.48,2.4,8.1,-2.1,5.8,6,6.24,6.5,6.95,8.06,8.66,9.07,9.55,11.15
      Travel agents,6212,30,8.69,-1.4,9.47,1.4,6,6.53,6.96,7.37,7.83,9.57,10.53,11.1,11.74,x
      Travel and tour guides,6213,19,7.08,6.2,7.84,4.6,5.98,6.19,6.4,6.61,6.79,7.48,8.05,8.16,8.8,x
      Air travel assistants,6214,47,13.05,3.7,14.42,-1.6,7.07,8.61,9.52,10.18,11.79,14.62,17.97,19.11,21.52,x
      Rail travel assistants,6215,21,12.68,-0.3,13.08,-1.8,9.08,10.21,10.99,11.25,11.97,13.23,13.8,14.52,15.21,x
      Leisure and travel service occupations n.e.c.,6219,9,8.02,-2.6,9.13,-30.7,x,6.39,6.51,6.54,7.09,8.46,x,x,x,x
    Hairdressers And Related Occupations,622,76,6.75,1.7,7.58,3.5,5.54,5.8,5.88,6,6.38,7.24,7.89,8.28,8.77,x
"      Hairdressers, barbers",6221,53,6.5,2.6,7.34,4.2,5.04,x,5.8,5.82,6.06,6.92,7.55,7.96,8.47,x
      Beauticians and related occupations,6222,23,7.38,5.7,8.13,3.3,5.95,6.3,6.48,6.6,6.98,7.88,8.34,9.06,9.51,x
    Housekeeping Occupations,623,131,8.02,3.4,8.78,2.5,6,6.5,6.81,7.08,7.53,8.68,9.22,9.6,10.2,11.81
      Housekeepers and related occupations,6231,53,7.1,3.2,7.67,1.6,5.8,6,6.2,6.31,6.76,7.4,8,8.21,8.56,x
      Caretakers,6232,78,8.78,1.7,9.44,2.9,6.59,7.36,7.62,7.79,8.3,9.29,9.93,10.42,10.87,12.33
    Personal Services Occupations n. e. c.,629,16,9.85,2.0,10.14,1.2,7.37,8.02,8.29,8.72,9.48,10.39,11.01,11.72,11.89,x
      Undertakers and mortuary assistants,6291,12,9.85,5.9,10.22,4.2,7.54,7.99,8.2,8.42,9.33,10.5,11.03,11.8,x,x
      Pest control officers,6292,x,9.76,-1.7,9.91,-6.7,x,x,x,x,9.65,10.17,x,x,x,x
Sales and customer service occupations,7,1853,6.81,2.3,7.92,1.3,5.8,5.97,6.08,6.21,6.45,7.31,8.02,8.4,8.9,10.44
   Sales occupations,71,1477,6.56,1.6,7.57,1.4,5.8,5.92,6,6.12,6.3,6.98,7.5,7.93,8.35,9.66
    Sales Assistants And Retail Cashiers,711,1396,6.52,1.9,7.4,1.6,5.8,5.9,6,6.09,6.27,6.87,7.38,7.75,8.19,9.38
      Sales and retail assistants,7111,1204,6.5,2.1,7.38,1.6,5.79,5.85,5.96,6.03,6.25,6.83,7.37,7.75,8.2,9.38
      Retail cashiers and check-out operators,7112,160,6.51,0.7,6.96,2.5,5.96,6.12,6.23,6.25,6.36,6.77,7.1,7.28,7.49,8.36
      Telephone salespersons,7113,32,8.76,1.7,9.52,0.0,6.47,7.19,7.4,7.6,8.17,9.3,10.16,10.46,10.91,x
    Sales Related Occupations,712,82,8.41,-1.0,9.84,0.0,6.14,6.75,7,7.35,7.83,9.13,10,10.54,11.25,14
      Collector salespersons and credit agents,7121,x,8.37,,10.67,-0.2,x,x,x,x,x,x,x,x,x,x
"      Debt, rent and other cash collectors",7122,24,8.08,-2.8,8.57,-2.7,6.27,6.98,7.19,7.35,7.61,8.44,9.14,9.41,9.69,x
      Roundsmen/women and van salespersons,7123,7,9.61,2.4,10.1,2.6,x,7.35,7.7,8,8.49,9.94,10.58,11.12,x,x
      Market and street traders and assistants,7124,x,x,,10.32,12.7,x,x,x,x,x,x,x,x,x,x
      Merchandisers and window dressers,7125,18,7.75,3.4,10.51,-0.2,6,6.2,6.25,6.45,7.17,8.83,10.54,11.8,12.64,x
      Sales related occupations n.e.c.,7129,29,9,0.8,10.42,1.1,6.24,6.96,7.37,7.58,8.39,9.93,10.81,11.22,12.37,x
   Customer service occupations,72,375,8.21,1.0,9.08,1.4,6.02,6.52,6.83,7.11,7.68,8.91,9.71,10.06,10.55,12.28
    Customer Service Occupations,721,375,8.21,1.0,9.08,1.4,6.02,6.52,6.83,7.11,7.68,8.91,9.71,10.06,10.55,12.28
      Call centre agents/operators,7211,56,8.24,-0.4,8.75,-1.8,6.21,6.75,7.05,7.25,7.66,8.88,9.68,9.99,10.4,11.65
      Customer care occupations,7212,319,8.21,1.3,9.14,1.9,6,6.5,6.78,7.07,7.69,8.91,9.72,10.07,10.61,12.45
"Process, plant and machine operatives",8,1500,9.39,1.0,10.17,0.3,6.4,7.21,7.58,7.99,8.63,10.18,11.07,11.65,12.39,14.53
"   Process, plant and machine operatives",81,778,9.5,-0.2,10.5,0.0,6.34,7.11,7.5,7.87,8.66,10.45,11.54,12.32,13.1,15.56
    Process Operatives,811,249,8.67,-0.6,9.67,-0.4,6.1,6.68,6.99,7.26,8.01,9.43,10.5,11.15,11.96,14.43
"      Food, drink and tobacco process operatives",8111,142,7.78,-0.5,8.67,-0.8,5.95,6.35,6.55,6.79,7.24,8.45,9.17,9.62,10.27,12.19
      Glass and ceramics process operatives,8112,5,9.8,4.0,10.67,10.8,x,x,8.53,8.65,9.41,10.94,12.07,x,x,x
      Textile process operatives,8113,13,7.97,3.7,9.2,3.5,5.83,6.41,6.51,6.82,7.49,8.8,9.5,9.77,x,x
      Chemical and related process operatives,8114,37,11.57,-7.3,12.17,-4.3,7.19,8.35,8.78,9.49,10.58,12.83,14.34,15.13,16.29,x
      Rubber process operatives,8115,6,9.88,-14.5,10.54,-2.9,x,8.38,8.53,8.59,9.14,11.35,12.28,x,x,x
      Plastics process operatives,8116,16,9.04,1.1,9.64,0.9,6.5,7.14,7.57,8.13,8.62,9.46,10.93,11.3,11.81,x
      Metal making and treating process operatives,8117,15,11.14,-0.2,11.51,0.6,6.69,8.41,8.86,9.25,10.06,11.95,12.42,12.83,13.71,x
      Electroplaters,8118,6,9.36,6.4,9.79,4.0,x,7.31,8.15,8.42,8.78,9.8,10.47,x,x,x
      Process operatives n.e.c.,8119,10,9.66,-0.2,10.84,1.3,7.13,7.86,8.2,8.32,9.21,10.75,11.25,12.42,x,x
    Plant And Machine Operatives,812,142,10.32,0.0,11.2,-0.8,6.59,7.6,8.15,8.6,9.47,11.27,12.5,13.09,13.78,16.35
      Paper and wood machine operatives,8121,27,9.73,-1.9,10.24,-3.4,6.3,7,7.37,7.79,8.72,10.89,11.57,12.02,12.83,x
      Coal mine operatives,8122,x,x,,16.28,-8.3,x,x,x,x,12.92,17.66,x,x,x,x
      Quarry workers and related operatives,8123,6,10.42,-3.3,12.34,1.9,x,8.83,9.23,9.45,9.94,10.89,x,x,x,x
      Energy plant operatives,8124,8,13.99,7.1,14.89,3.1,x,8.66,9.81,10.61,12.8,15.74,16.5,x,x,x
      Metal working machine operatives,8125,70,10.07,1.4,10.78,-0.3,6.56,7.5,7.92,8.44,9.18,11.07,12.09,12.75,13.32,15.45
      Water and sewerage plant operatives,8126,10,12.21,5.2,12.37,1.9,8.56,9.5,9.94,10.12,11.07,12.58,14.04,14.3,x,x
      Plant and machine operatives n.e.c.,8129,17,9.59,-5.5,10.63,-7.4,6.36,7.06,7.74,8.19,9.03,10.5,11.27,12.04,x,x
    Assemblers And Routine Operatives,813,251,8.94,2.1,9.86,2.2,6.25,6.99,7.3,7.61,8.2,9.85,10.76,11.36,12.17,14.41
      Assemblers (electrical products),8131,28,8.02,-5.4,8.62,-2.5,6.21,6.8,7.13,7.31,7.74,8.6,9.4,9.74,10.06,x
      Assemblers (vehicles and metal goods),8132,44,12.06,2.6,12.58,3.7,7.58,9.07,9.54,9.96,10.78,12.83,13.83,14.65,15.93,x
      Routine inspectors and testers,8133,47,10.31,1.6,10.81,1.6,6.8,7.67,8.11,8.56,9.45,11.23,12.19,12.94,13.58,x
"      Weighers, graders, sorters",8134,7,7.76,-2.4,8.62,2.7,x,6.36,6.45,6.97,7.45,8.51,9.33,x,x,x
"      Tyre, exhaust and windscreen fitters",8135,17,8.65,12.9,8.66,6.2,5.94,6.53,6.87,7.1,7.76,9.23,9.76,10.04,10.26,x
      Clothing cutters,8136,x,x,,10.66,6.5,x,x,x,x,8.21,10.2,x,x,x,x
      Sewing machinists,8137,20,7.26,2.0,7.76,1.3,5.84,6.09,6.32,6.52,6.82,7.64,8.01,8.2,8.6,x
      Routine laboratory testers,8138,10,8.65,3.6,9.4,2.2,x,7.25,7.37,7.65,8.32,8.88,9.68,11.04,x,x
      Assemblers and routine operatives n.e.c.,8139,76,8.25,2.4,9.04,2.5,6.14,6.75,7.01,7.26,7.84,8.91,9.83,10.28,10.87,12.44
